Entity,Year,Gini – equiv_disposable,Gini – equiv_market,Gini – percap_disposable,Gini – percap_market,Top 10pc share – equiv_disposable,Top 10pc share – equiv_market,Top 10pc share – percap_disposable,Top 10pc share – percap_market
Israel,1997,33.7,47.9,38.1,51.0,24.9217,32.5949,28.1818,35.4586
Israel,2001,35.0,51.5,39.1,53.800000000000004,25.8576,34.6338,28.7706,36.9819
Israel,2002,35.8,51.9,39.900000000000006,54.400000000000006,25.7387,34.7149,28.8452,37.3296
Israel,2003,36.4,50.9,40.9,53.800000000000004,25.9278,34.0634,29.4274,36.8134
Israel,2004,37.2,50.2,41.5,53.1,26.2986,33.2978,29.3811,35.833
Israel,2005,38.3,50.5,42.4,53.300000000000004,27.6761,34.2601,30.4803,36.6599
Israel,2006,37.5,49.7,41.699999999999996,52.6,26.9571,33.59,29.7165,36.1336
Israel,2007,36.9,49.0,41.199999999999996,52.0,26.3851,32.9439,29.5349,35.823
Israel,2008,37.7,49.5,41.699999999999996,52.400000000000006,27.2458,34.031,30.0368,36.3826
Israel,2009,38.5,49.7,42.4,52.400000000000006,27.3833,33.4416,30.1904,35.8295
Israel,2010,38.3,50.0,42.5,53.1,27.6473,34.6446,30.9504,37.6868
Israel,2011,36.9,48.4,41.5,51.800000000000004,26.0135,32.2448,29.4974,35.4613
Israel,2012,37.5,47.5,41.8,50.9,26.5912,32.4064,29.8112,35.3898
Israel,2013,36.4,46.0,40.300000000000004,49.1,25.9552,31.82,28.9649,34.367
Israel,2014,36.1,45.6,40.0,48.5,25.5453,30.9695,28.2816,33.2713
Israel,2015,35.8,45.300000000000004,39.900000000000006,48.5,25.4026,30.9097,28.6206,33.7662
Israel,2016,34.699999999999996,44.5,39.1,48.0,24.4968,30.1656,27.8146,33.1615
Israel,2017,34.300000000000004,44.0,38.3,47.0,24.0639,29.5146,27.021,32.1198
Israel,2018,34.2,44.1,38.7,47.5,24.5572,30.1789,27.6849,32.9262
Italy,1986,30.7,42.1,32.4,44.0,23.4525,27.1118,24.1629,28.9474
Italy,1987,33.4,45.6,34.5,47.3,24.7995,29.1992,25.4541,30.7723
Italy,1989,30.4,42.9,32.6,45.6,23.4494,27.5671,25.13,30.2362
Italy,1991,29.2,41.8,31.5,44.5,22.3794,26.3359,23.8799,29.1539
Italy,1993,34.2,47.599999999999994,35.5,49.3,25.0722,30.1451,26.1656,32.17
Italy,1995,34.0,47.599999999999994,35.3,49.1,25.2196,30.3527,26.1842,32.0555
Italy,1998,34.8,48.1,36.7,50.2,25.9907,31.0322,27.5709,33.643
Italy,2000,33.4,47.4,35.199999999999996,49.6,25.1866,30.3871,26.3442,32.7733
Italy,2004,33.2,49.4,35.6,52.2,25.5694,32.1257,27.0271,34.8196
Italy,2008,32.6,47.699999999999996,34.699999999999996,50.0,24.9001,29.9742,26.0706,32.3732
Italy,2010,32.300000000000004,48.5,34.699999999999996,51.0,24.1793,29.7233,25.4129,32.2224
Italy,2014,33.1,54.400000000000006,35.9,56.39999999999999,24.0708,34.8449,25.6221,37.1592
Italy,2016,33.900000000000006,55.400000000000006,36.3,57.3,24.5661,36.1273,25.4317,37.508
Japan,2008,32.800000000000004,44.2,34.8,46.6,24.483,28.8306,26.0683,31.6261
Japan,2010,30.8,44.1,32.1,46.5,23.6671,29.2604,25.6589,31.9819
Japan,2013,31.6,45.800000000000004,32.9,48.3,24.6573,30.5528,26.4159,33.6807
Lithuania,2009,36.199999999999996,52.5,36.4,53.7,26.7955,34.3575,27.2636,36.0475
Lithuania,2010,32.7,53.0,32.9,54.7,23.912,32.6028,24.5638,34.8107
Lithuania,2011,32.1,50.9,32.1,52.6,23.6022,31.0587,24.4056,33.2663
Lithuania,2012,34.599999999999994,52.7,34.4,53.900000000000006,25.9924,33.1694,26.3519,34.8588
Lithuania,2013,35.0,51.0,34.9,52.6,26.3193,31.9615,26.9143,33.8496
Lithuania,2014,37.8,53.1,37.2,54.300000000000004,28.3668,34.4333,28.7704,35.9259
Lithuania,2015,36.9,51.4,37.0,53.400000000000006,27.3753,32.7553,28.4282,34.8271
Lithuania,2016,37.5,51.4,37.9,53.300000000000004,27.6719,33.3693,29.306,35.6638
Lithuania,2017,37.1,51.0,36.9,52.400000000000006,27.4837,32.9423,28.1923,34.6012
Lithuania,2018,35.9,50.3,35.4,51.4,26.3835,31.9519,27.0457,33.3041
Luxembourg,1985,23.599999999999998,37.7,26.700000000000003,41.199999999999996,19.5361,23.2931,21.5148,26.5136
Luxembourg,1991,23.9,37.3,26.8,40.2,19.9796,24.3836,22.2274,27.3587
Luxembourg,1994,23.5,38.9,26.900000000000002,42.3,19.5256,24.8212,21.8513,27.6838
Luxembourg,1997,26.1,43.1,30.2,47.199999999999996,21.2849,26.531,23.7992,30.7133
Luxembourg,2000,26.200000000000003,42.6,30.4,46.7,21.28,26.8162,23.9086,30.7762
Luxembourg,2004,27.0,45.5,31.1,49.6,21.9794,29.1548,24.4779,33.1841
Luxembourg,2007,27.700000000000003,45.4,31.2,48.8,22.6912,29.543,25.0148,32.8741
Luxembourg,2010,27.1,45.7,30.8,49.0,21.504,29.0073,23.9141,32.6576
Luxembourg,2013,28.299999999999997,47.5,32.7,51.0,22.0757,30.2448,24.4702,33.9026
Luxembourg,2015,28.4,45.0,32.2,48.4,22.6944,29.4395,24.7735,32.8114
Luxembourg,2016,28.499999999999996,46.1,31.4,49.1,22.4619,29.214,24.0233,32.5807
Luxembourg,2017,29.5,48.0,33.4,51.5,22.99,30.2953,24.9169,33.9331
Luxembourg,2018,30.8,47.699999999999996,34.599999999999994,51.1,24.401,30.7423,26.4831,34.4869
Luxembourg,2019,29.599999999999998,48.3,33.800000000000004,51.6,23.1281,30.32,25.6522,33.9054
Mali,2011,45.9,45.9,48.0,48.0,34.3506,34.3506,37.124,37.124
Mali,2013,43.9,43.9,45.6,45.6,35.1939,35.1939,36.8873,36.8873
Mali,2014,35.3,35.099999999999994,37.2,37.2,26.8565,26.7593,28.9444,28.6417
Mali,2015,34.699999999999996,34.8,36.1,36.1,25.8404,25.8433,27.473,27.3997
Mali,2016,35.199999999999996,34.8,36.8,36.1,26.5521,25.7861,28.4106,27.5678
Mali,2017,33.6,33.6,35.8,35.699999999999996,24.5744,24.3619,26.6635,26.4049
Mali,2018,33.900000000000006,34.0,36.0,36.1,25.4785,25.5099,28.2321,28.1233
Mali,2019,36.8,36.5,40.2,39.800000000000004,27.863,27.5428,31.3002,30.8926
Mali,2020,36.5,36.1,39.1,38.7,27.8699,27.4295,29.6282,29.2539
Mexico,1984,43.4,43.5,47.3,47.3,32.6324,32.686,35.9073,35.9432
Mexico,1989,46.9,47.4,50.8,51.300000000000004,36.5624,36.8479,40.2009,40.526
Mexico,1992,49.9,50.7,53.400000000000006,54.2,39.5878,40.0769,42.647,42.8481
Mexico,1994,50.4,51.7,54.300000000000004,55.400000000000006,39.736,40.4964,43.4285,44.171
Mexico,1996,48.699999999999996,49.7,52.5,53.400000000000006,38.1022,38.7502,41.4796,42.0962
Mexico,1998,50.5,51.4,54.2,54.900000000000006,38.8825,39.3467,42.2971,42.7612
Mexico,2000,50.0,50.5,53.400000000000006,53.7,38.5941,38.8022,41.8867,41.9276
Mexico,2002,47.5,49.3,51.0,52.5,36.663,37.3178,40.0418,40.7055
Mexico,2004,47.0,48.8,50.4,52.0,36.1813,37.0681,39.4891,40.4089
Mexico,2005,46.800000000000004,48.5,50.6,52.0,36.2601,37.1415,39.6078,40.4321
Mexico,2006,45.6,46.9,49.5,50.6,35.7817,36.262,39.2662,39.7371
Mexico,2008,47.599999999999994,49.4,50.8,52.400000000000006,36.4394,37.073,39.4666,40.1267
Mexico,2010,45.6,48.0,49.0,51.0,34.7083,35.6668,37.8841,38.7668
Mexico,2012,46.7,49.0,50.4,52.300000000000004,36.0368,36.8914,39.7064,40.3555
Mexico,2014,46.1,48.9,50.1,52.5,36.4147,37.6174,40.1431,41.3036
Mexico,2016,43.4,46.0,47.0,49.3,33.6391,34.8152,36.9989,38.0961
Mexico,2018,42.6,45.0,46.2,48.199999999999996,33.1634,34.209,36.3917,37.377
Netherlands,1983,25.5,45.4,28.4,49.0,20.4959,28.2333,22.6398,31.7254
Netherlands,1987,23.599999999999998,44.4,27.3,48.199999999999996,19.6219,27.6755,22.1237,31.2397
Netherlands,1990,27.1,41.0,31.4,45.1,21.6276,25.782,24.5491,29.5401
Netherlands,1993,26.1,42.4,30.5,46.300000000000004,19.9077,25.9541,22.8585,29.4883
Netherlands,1999,23.200000000000003,37.4,28.1,41.4,19.2855,24.2704,21.833,27.4596
Netherlands,2004,26.700000000000003,46.400000000000006,30.599999999999998,49.7,22.0614,29.1395,24.2853,32.1062
Netherlands,2007,27.6,41.699999999999996,30.0,43.7,23.2796,28.5786,24.255,30.1059
Netherlands,2010,25.7,40.300000000000004,28.299999999999997,42.3,21.2972,26.5502,22.7123,28.5679
Netherlands,2013,26.400000000000002,41.6,28.7,43.2,21.819,27.7068,23.063,29.5586
Netherlands,2015,27.200000000000003,42.3,28.7,43.7,22.2006,28.3399,23.2773,30.0316
Netherlands,2016,27.3,42.199999999999996,28.599999999999998,43.5,22.0365,28.0935,23.0982,29.8489
Netherlands,2017,27.6,42.5,28.9,43.9,22.5158,28.757,23.5344,30.5004
Netherlands,2018,27.1,41.8,28.4,43.2,21.9999,27.9968,23.0923,29.8308
Norway,1979,22.5,36.7,26.900000000000002,41.199999999999996,18.8998,23.4414,21.8252,27.4414
Norway,1986,23.5,35.4,24.6,38.0,19.418,22.6363,20.5343,24.9955
Norway,1991,23.3,37.5,25.2,40.0,19.6349,24.3805,21.1738,26.7798
Norway,1995,24.099999999999998,40.300000000000004,25.900000000000002,42.6,20.1284,25.6675,21.5262,28.0456
Norway,2000,25.6,41.3,27.1,43.3,22.078,27.8552,22.918,29.4547
Norway,2004,26.1,45.2,28.000000000000004,47.099999999999994,22.337,30.7429,23.311,32.5439
Norway,2007,24.6,41.6,26.400000000000002,43.5,20.4163,27.1594,21.6576,29.0832
Norway,2010,24.7,42.8,26.200000000000003,44.4,20.3431,27.9157,21.4484,29.7127
Norway,2013,25.2,42.5,26.8,44.0,20.5768,27.647,21.6997,29.3846
Norway,2016,26.0,44.0,27.500000000000004,45.4,21.1987,28.8534,22.2223,30.4584
Norway,2019,26.0,43.7,27.3,45.0,21.0443,28.4389,21.9529,29.9478
Norway,2020,26.200000000000003,44.800000000000004,27.500000000000004,46.1,21.255,29.2162,22.134,30.6868
Palestine,2017,42.6,44.7,44.9,46.6,30.0713,30.6043,31.7577,32.0561
Panama,2007,48.3,52.0,51.800000000000004,55.00000000000001,35.4701,38.625,38.3347,41.2242
Panama,2010,47.699999999999996,52.0,51.2,55.1,35.6046,38.2449,38.4936,41.1873
Panama,2013,46.800000000000004,51.9,50.4,55.00000000000001,34.9363,38.1099,37.9461,40.9619
Panama,2016,46.1,52.1,49.5,55.00000000000001,33.8331,37.5011,36.3564,39.9944
Paraguay,1997,54.0,54.2,56.49999999999999,56.599999999999994,40.4321,40.3735,42.5055,42.5206
Paraguay,1999,52.900000000000006,53.1,55.900000000000006,56.00000000000001,40.056,39.9143,42.8296,42.9056
Paraguay,2000,53.900000000000006,53.7,57.3,56.89999999999999,41.6042,41.1821,44.8921,44.4683
Paraguay,2002,55.60000000000001,55.50000000000001,57.9,57.8,42.9042,42.9266,45.062,45.0146
Paraguay,2003,53.900000000000006,54.1,56.8,56.89999999999999,42.5606,42.7367,45.1022,45.2567
Paraguay,2004,51.0,51.5,54.50000000000001,54.900000000000006,40.0019,40.2657,43.3349,43.4989
Paraguay,2005,50.3,50.9,53.400000000000006,53.900000000000006,39.2534,39.6401,41.8125,41.5955
Paraguay,2006,50.5,50.9,53.5,53.7,39.1947,39.5392,41.644,41.8586
Paraguay,2007,50.4,50.6,53.5,53.6,39.3203,39.3624,42.0449,42.1536
Paraguay,2008,48.8,49.1,52.300000000000004,52.400000000000006,37.6591,37.9506,40.8413,40.9886
Paraguay,2009,48.699999999999996,49.5,51.0,51.5,36.6487,36.9528,38.5299,38.7265
Paraguay,2010,50.2,50.8,52.800000000000004,53.300000000000004,38.6432,38.7981,41.1742,41.3772
Paraguay,2011,52.1,52.900000000000006,54.400000000000006,55.1,40.3556,40.8605,42.5879,43.0735
Paraguay,2012,47.099999999999994,47.8,49.7,50.4,35.1778,35.3493,37.8302,38.0422
Paraguay,2013,47.9,48.9,50.6,51.5,36.5147,37.1003,38.9536,39.3465
Paraguay,2014,50.4,51.6,52.5,53.6,39.8163,40.6195,41.5877,42.415
Paraguay,2015,48.4,49.4,50.0,51.0,36.8827,37.1067,38.1157,38.321
Paraguay,2016,48.9,50.1,51.0,52.2,37.5653,38.1142,39.3688,39.9943
Paraguay,2017,47.9,49.3,50.0,51.4,37.4306,38.0338,39.2662,40.0429
Paraguay,2018,46.0,47.099999999999994,48.199999999999996,49.3,34.9731,35.2212,36.8188,37.2337
Paraguay,2019,45.7,46.9,47.9,49.1,34.3316,34.6843,36.3088,36.6389
Paraguay,2020,44.3,45.7,46.7,48.1,33.1501,33.6647,35.1328,35.7021
Peru,2004,53.900000000000006,56.39999999999999,56.00000000000001,58.099999999999994,39.216,41.1476,41.5821,43.3178
Peru,2005,52.400000000000006,55.800000000000004,55.00000000000001,58.099999999999994,38.5228,41.0471,41.2594,43.7458
Peru,2006,51.0,54.2,53.400000000000006,56.39999999999999,37.1834,39.2463,39.9409,41.9826
Peru,2007,51.0,53.900000000000006,53.0,55.800000000000004,36.7934,38.815,39.1791,41.2372
Peru,2008,49.2,52.400000000000006,51.2,54.300000000000004,34.7439,36.7794,37.0794,39.214
Peru,2009,48.6,51.7,50.8,53.800000000000004,34.574,36.6292,37.1498,39.1993
Peru,2010,48.0,51.2,49.5,52.5,34.2319,36.2522,35.9301,37.917
Peru,2011,46.9,50.1,48.8,51.9,33.0941,34.9007,35.2425,37.1631
Peru,2012,46.6,49.7,48.1,51.2,32.9385,35.0093,34.8344,36.9933
Peru,2013,45.7,49.2,47.5,50.9,32.2302,34.2188,34.3355,36.4562
Peru,2014,45.0,48.9,46.5,50.4,31.5944,33.9178,33.4506,35.832
Peru,2015,45.1,49.3,46.7,50.8,32.3117,34.7306,34.1258,36.6219
Peru,2016,45.300000000000004,49.6,46.800000000000004,51.1,32.2687,34.7875,34.0223,36.6444
Peru,2017,44.4,48.4,45.9,50.0,31.2169,33.5119,33.1997,35.5716
Peru,2018,44.3,48.5,45.9,50.1,31.0571,33.4116,33.1272,35.4954
Peru,2019,43.6,47.5,45.300000000000004,49.2,30.4899,32.6794,32.8066,35.0431
Poland,1986,27.1,36.5,28.000000000000004,38.3,21.111,23.8769,21.838,25.3493
Poland,1992,26.200000000000003,39.5,29.299999999999997,42.0,21.7142,26.1981,23.2408,28.2448
Poland,1995,32.0,47.9,35.5,49.5,24.9719,32.2547,26.6426,34.4512
Poland,1999,28.7,47.3,32.300000000000004,49.6,23.0718,30.8982,24.7795,33.2143
Poland,2004,31.6,52.0,35.6,54.50000000000001,25.009,34.1871,26.8727,37.0023
Poland,2005,31.4,51.5,35.3,54.1,24.8198,33.6685,26.7264,36.5922
Poland,2006,31.1,50.4,34.8,53.0,24.6086,32.9495,26.3651,35.6627
Poland,2007,31.2,49.5,34.4,52.1,24.985,32.7362,26.5932,35.3457
Poland,2008,31.1,48.199999999999996,33.900000000000006,50.7,24.6317,31.4847,26.0702,34.0312
Poland,2009,31.1,48.3,34.1,50.9,24.5568,31.4171,26.1621,34.0569
Poland,2010,31.1,48.699999999999996,34.4,51.7,24.7138,31.7672,26.5271,34.747
Poland,2011,31.3,48.9,34.5,51.7,24.8267,31.8752,26.4615,34.5766
Poland,2012,31.7,48.9,34.8,51.6,25.0218,31.85,26.568,34.5763
Poland,2013,31.8,49.1,34.9,51.800000000000004,25.0447,32.0967,26.4494,34.5516
Poland,2014,31.3,48.199999999999996,34.2,50.7,24.6533,31.3138,25.9459,33.4853
Poland,2015,30.599999999999998,47.4,33.6,50.0,24.0751,30.4186,25.541,32.8688
Poland,2016,28.9,47.5,31.3,49.9,23.2263,30.2199,24.4172,32.4688
Poland,2017,28.7,47.8,30.4,49.9,23.3729,30.8427,24.2484,32.6094
Poland,2018,29.099999999999998,48.0,30.8,50.2,23.7558,30.8607,24.4798,32.7417
Poland,2019,29.2,48.3,30.8,50.5,23.5185,30.9829,24.2943,32.8866
Poland,2020,29.9,48.699999999999996,31.6,51.2,23.4058,30.907,24.4482,33.1817
Romania,1995,28.000000000000004,37.9,30.599999999999998,39.6,22.6656,26.6403,24.0356,28.4305
Romania,1997,28.000000000000004,37.4,30.3,38.7,22.9313,26.5444,24.2162,27.9512
Russia,2000,42.699999999999996,52.800000000000004,42.699999999999996,53.5,32.1396,37.1161,32.6661,38.3079
Russia,2004,38.5,49.8,37.9,50.2,28.1021,32.7161,28.2471,33.5294
Russia,2007,34.8,45.6,34.2,46.0,24.895,28.9331,25.1718,29.9493
Russia,2010,33.1,45.4,33.300000000000004,45.9,24.7673,29.6898,24.9621,30.6902
Russia,2011,36.4,47.0,37.7,48.8,26.9177,31.1407,28.0325,32.8229
Russia,2013,35.099999999999994,46.1,36.6,48.0,26.8223,31.2003,27.6756,32.2053
Russia,2014,34.0,44.9,36.1,47.4,25.7717,30.2472,27.0667,32.2102
Russia,2015,33.1,43.9,35.5,46.5,24.9524,29.3826,26.3669,31.2215
Russia,2016,33.2,44.5,35.8,47.3,25.1923,29.9651,26.5753,31.8706
Russia,2017,31.8,43.5,34.699999999999996,46.5,24.3042,28.9568,25.9549,31.1845
Russia,2018,32.1,43.5,34.699999999999996,46.300000000000004,24.7063,29.178,26.0889,31.2595
Russia,2019,32.300000000000004,43.9,35.0,46.800000000000004,25.162,29.7318,26.6744,31.7547
Serbia,2006,35.099999999999994,48.3,37.1,49.9,24.6132,29.9951,25.7722,31.8969
Serbia,2010,32.9,52.0,34.5,53.2,23.7642,31.8686,24.0531,33.3696
Serbia,2013,34.8,53.800000000000004,36.7,55.1,25.5295,34.1821,26.5756,35.2627
Serbia,2016,32.800000000000004,50.2,34.4,52.1,23.4874,31.1648,25.0069,33.6025
Slovakia,1992,18.9,40.2,20.200000000000003,42.699999999999996,17.9236,24.8665,18.5639,27.0788
Slovakia,1996,25.0,43.3,26.3,45.5,20.3127,26.4517,21.4176,28.7805
Slovakia,2004,26.900000000000002,45.300000000000004,27.1,47.0,21.7291,28.5053,22.0498,30.1293
Slovakia,2007,24.8,41.4,24.7,43.2,20.2614,25.7454,20.7599,27.4041
Slovakia,2010,26.400000000000002,43.0,27.3,44.9,21.0857,26.735,21.7654,28.2989
Slovakia,2013,27.1,42.9,28.299999999999997,45.1,21.5711,27.2089,22.1084,28.8404
Slovakia,2014,24.6,39.6,26.0,41.699999999999996,19.4248,24.3324,20.2191,26.0661
Slovakia,2015,25.0,40.1,26.6,42.4,19.8749,24.5259,20.9226,26.7987
Slovakia,2016,23.3,39.300000000000004,24.5,41.4,18.8518,24.3006,19.6962,26.0192
Slovakia,2017,21.9,37.8,23.200000000000003,40.0,17.6973,22.6716,18.4178,24.4445
Slovakia,2018,23.599999999999998,38.7,24.9,41.0,18.5348,22.8777,19.5222,24.9257
Slovenia,1997,22.900000000000002,36.7,24.099999999999998,38.0,19.0881,23.1763,20.2235,24.6846
Slovenia,1999,23.200000000000003,37.3,24.0,38.6,19.2984,23.5081,20.2737,25.1522
Slovenia,2004,23.1,39.7,24.099999999999998,41.3,19.15,24.0239,20.1637,25.9241
Slovenia,2007,23.0,39.6,23.799999999999997,41.3,18.7625,23.9062,19.9462,25.9831
Slovenia,2010,25.3,41.6,25.7,43.2,19.6722,24.5869,20.7325,26.6335
Slovenia,2012,27.1,45.0,27.3,46.2,21.0187,27.0654,22.0102,29.1334
Slovenia,2015,26.3,43.6,26.5,44.6,20.553,26.4205,21.3389,27.7898
South Africa,2008,65.8,75.4,69.69999999999999,77.8,51.7466,60.0809,55.9007,63.2075
South Africa,2010,66.7,75.9,73.9,80.60000000000001,54.1918,61.5996,63.0245,68.5486
South Africa,2012,62.2,72.5,66.9,75.5,47.8591,56.3185,52.7038,60.3977
South Africa,2015,62.3,71.7,67.5,75.2,49.0023,56.7952,54.5351,61.0983
South Africa,2017,61.9,70.89999999999999,67.10000000000001,74.4,48.2129,55.5216,53.7896,60.0571
South Korea,2006,29.9,32.300000000000004,31.4,33.6,21.907,22.8605,23.7636,24.661
South Korea,2008,30.8,33.6,32.2,34.9,22.4003,23.6216,24.2923,25.3555
South Korea,2010,30.3,33.2,31.8,34.599999999999994,22.0121,23.1603,23.8445,24.9461
South Korea,2012,30.0,32.9,31.3,34.0,21.894,23.0515,23.4914,24.6241
South Korea,2014,29.5,33.1,31.0,34.5,21.6525,22.9951,23.4311,24.7909
South Korea,2016,29.799999999999997,34.4,31.2,35.8,21.9498,23.6002,23.7874,25.3831
Spain,1980,31.900000000000002,41.9,34.300000000000004,44.7,24.2893,27.6738,26.1422,29.9853
Spain,1985,31.5,43.6,34.4,46.1,24.7637,29.101,26.7482,31.4186
Spain,1990,30.2,42.3,32.0,44.2,23.3498,27.3103,24.7898,29.2986
Spain,1995,35.8,50.6,37.0,52.300000000000004,26.4158,32.2653,27.5986,34.2021
Spain,2000,33.7,47.4,34.300000000000004,49.2,25.2868,30.5306,26.2856,32.5485
Spain,2004,32.1,44.5,33.7,46.800000000000004,23.4105,27.6132,25.0471,29.9858
Spain,2007,30.7,44.4,32.1,46.300000000000004,22.6893,27.9597,24.0637,29.8982
Spain,2010,33.7,49.6,35.099999999999994,51.2,23.8289,30.1475,25.0359,31.9065
Spain,2013,34.5,52.400000000000006,36.4,53.7,24.6767,33.0779,26.0691,34.814
Spain,2016,34.1,51.800000000000004,35.9,53.300000000000004,24.4585,32.8499,25.9268,34.7832
Sweden,1967,,,,,,,,
Sweden,1975,21.6,40.2,24.3,43.7,17.7271,24.9302,19.468,27.4128
Sweden,1981,19.8,41.3,22.900000000000002,44.1,17.0102,24.6047,18.3072,26.8261
Sweden,1987,21.2,43.1,23.1,45.4,17.7505,25.866,18.9271,27.9986
Sweden,1992,22.900000000000002,46.2,25.0,48.699999999999996,18.9364,27.4078,20.0965,29.4788
Sweden,1995,22.1,46.7,25.3,49.0,18.923,28.371,20.0725,30.3457
Sweden,2000,25.3,45.6,27.1,47.599999999999994,21.0148,29.2912,21.8797,30.846
Sweden,2005,23.7,44.4,25.900000000000002,46.7,19.9365,28.1387,21.1845,30.1465
Switzerland,1982,31.6,39.900000000000006,35.3,43.5,26.5853,30.2788,27.6759,32.0801
Switzerland,1992,31.0,38.9,35.0,42.0,24.0073,28.1031,26.1572,30.3288
Switzerland,2000,28.1,35.099999999999994,33.2,39.800000000000004,22.676,25.1834,25.4853,28.6068
Switzerland,2002,27.3,34.599999999999994,31.8,38.7,21.6683,24.4154,24.1071,27.063
Switzerland,2004,26.700000000000003,34.599999999999994,31.900000000000002,39.2,21.1558,23.8749,24.1457,27.1441
Switzerland,2006,30.0,36.4,33.900000000000006,39.800000000000004,23.8888,26.2657,25.8009,28.4704
Switzerland,2007,30.8,37.3,34.300000000000004,40.6,24.7486,27.1625,26.6863,29.4759
Switzerland,2008,30.599999999999998,37.3,34.2,40.699999999999996,24.4365,26.8012,26.6105,29.3142
Switzerland,2009,29.7,36.9,33.1,40.300000000000004,23.8133,26.4488,25.8909,29.0151
Switzerland,2010,29.7,37.4,32.800000000000004,40.5,23.5538,26.7839,25.6279,28.9474
Switzerland,2011,28.9,36.6,32.0,39.7,22.9625,25.949,24.8777,28.2341
Switzerland,2012,28.599999999999998,36.7,31.900000000000002,39.900000000000006,23.2558,26.2523,25.2658,28.6417
Switzerland,2013,29.599999999999998,38.6,32.800000000000004,41.5,24.1472,27.5986,25.791,29.5467
Switzerland,2014,29.9,38.2,33.0,41.199999999999996,24.1758,27.2627,25.9552,29.3592
Switzerland,2015,29.7,38.7,32.800000000000004,41.6,23.944,27.4494,25.6219,29.4042
Switzerland,2016,30.099999999999998,39.2,33.300000000000004,42.1,24.1407,27.8028,25.9516,29.8663
Switzerland,2017,30.099999999999998,38.5,33.2,41.4,24.2678,27.3039,25.96,29.3969
Switzerland,2018,30.099999999999998,39.300000000000004,32.800000000000004,41.6,24.0102,28.0477,25.3028,29.4075
Taiwan,1981,,,,,,,,
Taiwan,1986,,,,,,,,
Taiwan,1991,,,,,,,,
Taiwan,1995,,,,,,,,
Taiwan,1997,,,,,,,,
Taiwan,2000,,,,,,,,
Taiwan,2005,,,,,,,,
Taiwan,2007,,,,,,,,
Taiwan,2010,,,,,,,,
Taiwan,2013,,,,,,,,
Taiwan,2016,,,,,,,,
United Kingdom,1968,24.5,33.2,27.1,36.8,20.3643,23.3375,22.391,26.0234
United Kingdom,1969,25.2,34.4,28.000000000000004,38.1,21.0276,24.3848,23.0175,27.1229
United Kingdom,1970,25.4,34.300000000000004,28.299999999999997,38.1,20.8971,24.1096,23.1133,26.9393
United Kingdom,1971,26.400000000000002,35.699999999999996,29.5,39.6,21.6532,24.7339,23.8744,27.6951
United Kingdom,1972,25.8,34.9,28.799999999999997,38.7,20.6855,23.6012,22.9016,26.46
United Kingdom,1973,26.0,35.6,28.799999999999997,39.4,21.3197,24.4486,23.3502,27.1925
United Kingdom,1974,26.1,36.0,28.999999999999996,39.800000000000004,21.378,24.4217,23.4805,27.3938
United Kingdom,1975,24.9,35.8,27.900000000000002,39.5,20.2976,23.757,22.6064,26.8168
United Kingdom,1976,24.9,37.0,27.6,40.300000000000004,20.4762,23.9704,22.2456,26.7792
United Kingdom,1977,24.5,36.8,27.200000000000003,40.1,20.1621,23.7555,21.962,26.4914
United Kingdom,1978,25.0,37.6,27.3,40.699999999999996,20.219,23.9362,21.9151,26.6194
United Kingdom,1979,25.2,37.5,27.500000000000004,40.8,20.1175,23.6833,21.9943,26.5066
United Kingdom,1980,26.200000000000003,38.7,28.499999999999996,41.699999999999996,21.0517,24.8619,22.8846,27.5806
United Kingdom,1981,26.900000000000002,40.9,29.599999999999998,43.9,21.5498,25.9344,23.5353,28.7858
United Kingdom,1982,27.3,43.1,29.9,46.0,21.8653,26.734,23.6806,29.6701
United Kingdom,1983,27.200000000000003,43.1,29.799999999999997,46.0,21.8238,26.7342,23.6385,29.6711
United Kingdom,1984,27.0,43.2,29.2,45.800000000000004,21.4469,26.3965,23.222,29.2258
United Kingdom,1985,28.499999999999996,44.4,30.5,46.9,22.3688,27.3293,23.8397,29.8456
United Kingdom,1986,29.799999999999997,45.5,31.8,48.0,23.4943,28.5958,25.1819,31.2441
United Kingdom,1987,31.4,46.9,33.6,49.6,24.5331,30.1082,26.4561,32.8325
United Kingdom,1988,32.300000000000004,45.9,34.2,48.4,25.0442,29.5899,26.7748,32.1955
United Kingdom,1989,31.5,44.800000000000004,33.4,47.3,23.9301,28.1067,25.6888,30.8294
United Kingdom,1990,33.300000000000004,46.400000000000006,35.699999999999996,49.3,25.4044,30.0251,27.4417,32.9216
United Kingdom,1991,32.9,46.7,35.0,49.1,24.7892,29.684,26.7128,32.2699
United Kingdom,1992,32.5,47.9,35.0,50.5,24.5592,30.0361,26.6068,32.7902
United Kingdom,1993,32.7,49.0,35.099999999999994,51.4,24.7732,30.8009,26.8287,33.7704
United Kingdom,1994,34.1,50.9,35.9,53.0,26.2475,32.0054,27.7332,34.4556
United Kingdom,1995,33.7,51.1,35.6,53.2,25.9065,32.0891,27.3265,34.3929
United Kingdom,1996,33.4,50.3,35.199999999999996,52.300000000000004,25.6795,31.7261,27.1307,34.078
United Kingdom,1997,33.7,49.5,35.699999999999996,51.7,25.9363,31.702,27.4887,34.024
United Kingdom,1998,34.4,50.5,36.4,52.6,26.5976,32.6255,28.2316,34.9966
