,dataset,variable,eq,pop,mean,median,gini,fgt0_40,fgt0_50,fgt0_60,fgt1_40,fgt1_50,fgt1_60,fgt2_40,fgt2_50,fgt2_60,meanpoor_40,meanpoor_50,meanpoor_60,meangap_40,meangap_50,meangap_60
386,ch06,mi,0,7278575, 31883.44, 25223.85,    0.398,    10.25,    13.99,    18.33,     5.33,     6.65,     8.22,   0.0378,   0.0458,   0.0546,  4174.39,  5709.68,  7198.26,  4529.61,  5170.32,  5857.73
387,ch06,hcexp,0,7278575,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
388,ch07,dhi,0,7369093, 27030.03, 22031.11,    0.343,     5.13,    11.40,    18.78,     1.65,     2.97,     4.98,   0.0084,   0.0135,   0.0215,  5971.39,  8149.62,  9711.20,  2841.05,  2865.93,  3507.46
389,ch07,dhci,0,7369093, 27030.03, 22031.11,    0.343,     5.13,    11.40,    18.78,     1.65,     2.97,     4.98,   0.0084,   0.0135,   0.0215,  5971.39,  8149.62,  9711.20,  2841.05,  2865.93,  3507.46
390,ch07,mi,0,7369093, 33022.11, 25751.27,    0.406,    10.29,    13.99,    18.28,     5.35,     6.68,     8.24,   0.0383,   0.0461,   0.0548,  4234.90,  5759.33,  7262.90,  4577.54,  5256.22,  5955.76
391,ch07,hcexp,0,7369093,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
392,ch08,dhi,0,7471958, 27263.00, 22318.75,    0.342,     5.50,    11.58,    19.06,     1.50,     2.83,     4.88,   0.0075,   0.0125,   0.0204,  6494.07,  8434.12,  9965.14,  2433.43,  2725.26,  3426.11
393,ch08,dhci,0,7471958, 27263.00, 22318.75,    0.342,     5.50,    11.58,    19.06,     1.50,     2.83,     4.88,   0.0075,   0.0125,   0.0204,  6494.07,  8434.12,  9965.14,  2433.43,  2725.26,  3426.11
394,ch08,mi,0,7471958, 33134.70, 26047.42,    0.407,    10.87,    14.17,    18.83,     5.86,     7.16,     8.68,   0.0426,   0.0507,   0.0594,  4115.66,  5515.99,  7214.83,  4811.84,  5643.39,  6176.42
395,ch08,hcexp,0,7471958,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
396,ch09,dhi,0,7525794, 27140.95, 22227.21,    0.331,     4.94,     9.92,    17.33,     1.34,     2.49,     4.33,   0.0064,   0.0109,   0.0179,  6479.93,  8328.14, 10005.79,  2410.96,  2785.46,  3330.54
397,ch09,dhci,0,7525794, 27140.95, 22227.21,    0.331,     4.94,     9.92,    17.33,     1.34,     2.49,     4.33,   0.0064,   0.0109,   0.0179,  6479.93,  8328.14, 10005.79,  2410.96,  2785.46,  3330.54
398,ch09,mi,0,7525794, 32803.46, 25971.88,    0.403,    10.13,    14.06,    18.67,     5.85,     7.06,     8.60,   0.0436,   0.0511,   0.0594,  3758.92,  5534.64,  7193.19,  5131.96,  5578.96,  6143.14
399,ch09,hcexp,0,7525794,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
400,ch10,dhi,0,7619679, 27264.40, 22626.23,    0.328,     5.00,    10.62,    17.55,     1.45,     2.66,     4.57,   0.0070,   0.0118,   0.0192,  6422.18,  8474.09, 10042.51,  2628.32,  2839.03,  3533.23
401,ch10,dhci,0,7619679, 27264.40, 22626.23,    0.328,     5.00,    10.62,    17.55,     1.45,     2.66,     4.57,   0.0070,   0.0118,   0.0192,  6422.18,  8474.09, 10042.51,  2628.32,  2839.03,  3533.23
402,ch10,mi,0,7619679, 33057.65, 26376.83,    0.405,    11.00,    14.20,    19.28,     6.02,     7.31,     8.84,   0.0441,   0.0523,   0.0610,  4095.29,  5488.30,  7352.19,  4955.20,  5824.82,  6223.55
403,ch10,hcexp,0,7619679,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
404,ch11,dhi,0,7697774, 27692.17, 23239.89,    0.320,     5.17,    10.45,    18.14,     1.22,     2.51,     4.43,   0.0046,   0.0095,   0.0171,  7097.22,  8831.44, 10539.23,  2198.73,  2788.51,  3404.70
405,ch11,dhci,0,7697774, 27692.17, 23239.89,    0.320,     5.17,    10.45,    18.14,     1.22,     2.51,     4.43,   0.0046,   0.0095,   0.0171,  7097.22,  8831.44, 10539.23,  2198.73,  2788.51,  3404.70
406,ch11,mi,0,7697774, 33729.09, 27275.71,    0.397,    10.65,    14.67,    19.05,     5.88,     7.23,     8.82,   0.0435,   0.0514,   0.0603,  4162.77,  5898.25,  7486.92,  5133.19,  5721.70,  6457.01
407,ch11,hcexp,0,7697774,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
408,ch12,dhi,0,7780365, 28365.92, 23477.19,    0.319,     4.03,     9.46,    17.04,     0.87,     1.98,     3.81,   0.0033,   0.0071,   0.0137,  7361.59,  9276.28, 10935.40,  2029.29,  2462.31,  3150.91
409,ch12,dhci,0,7780365, 28365.92, 23477.19,    0.319,     4.03,     9.46,    17.04,     0.87,     1.98,     3.81,   0.0033,   0.0071,   0.0137,  7361.59,  9276.28, 10935.40,  2029.29,  2462.31,  3150.91
410,ch12,mi,0,7780365, 34526.35, 27635.92,    0.399,    10.36,    13.78,    18.14,     5.93,     7.14,     8.59,   0.0445,   0.0520,   0.0601,  4016.10,  5658.86,  7413.89,  5374.77,  6079.73,  6672.42
411,ch12,hcexp,0,7780365,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
412,ch13,dhi,0,8020447, 28280.58, 23353.51,    0.328,     4.35,    10.02,    18.52,     0.93,     2.15,     4.16,   0.0036,   0.0077,   0.0149,  7352.09,  9173.59, 10864.57,  1989.31,  2503.17,  3147.54
413,ch13,dhci,0,8020447, 28280.58, 23353.51,    0.328,     4.35,    10.02,    18.52,     0.93,     2.15,     4.16,   0.0036,   0.0077,   0.0149,  7352.09,  9173.59, 10864.57,  1989.31,  2503.17,  3147.54
414,ch13,mi,0,8020447, 34072.27, 26865.66,    0.415,    11.73,    15.97,    20.59,     6.63,     8.06,     9.78,   0.0496,   0.0582,   0.0677,  4057.00,  5783.77,  7354.53,  5284.41,  5892.99,  6657.59
415,ch13,hcexp,0,8020447,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
416,ch14,dhi,0,8107904, 28673.56, 23492.46,    0.330,     4.67,    10.42,    17.91,     1.02,     2.35,     4.26,   0.0038,   0.0083,   0.0158,  7348.92,  9101.62, 10739.24,  2048.06,  2644.61,  3356.24
417,ch14,dhci,0,8107904, 28673.56, 23492.46,    0.330,     4.67,    10.42,    17.91,     1.02,     2.35,     4.26,   0.0038,   0.0083,   0.0158,  7348.92,  9101.62, 10739.24,  2048.06,  2644.61,  3356.24
418,ch14,mi,0,8107904, 34461.24, 27380.10,    0.412,    11.88,    15.88,    20.05,     6.70,     8.13,     9.77,   0.0502,   0.0588,   0.0682,  4097.52,  5735.49,  7230.44,  5299.46,  6010.74,  6865.04
419,ch14,hcexp,0,8107904,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
420,ch15,dhi,0,8195862, 28489.96, 23677.84,    0.328,     4.94,    10.93,    18.22,     1.25,     2.55,     4.53,   0.0049,   0.0098,   0.0176,  7071.85,  9081.06, 10670.73,  2399.29,  2757.86,  3535.98
421,ch15,dhci,0,8195862, 28489.96, 23677.84,    0.328,     4.94,    10.93,    18.22,     1.25,     2.55,     4.53,   0.0049,   0.0098,   0.0176,  7071.85,  9081.06, 10670.73,  2399.29,  2757.86,  3535.98
422,ch15,mi,0,8195862, 34396.52, 27218.98,    0.416,    12.67,    16.61,    20.83,     7.11,     8.57,    10.24,   0.0541,   0.0629,   0.0724,  4155.71,  5731.60,  7219.71,  5315.43,  6107.32,  6987.00
423,ch15,hcexp,0,8195862,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
424,ch16,dhi,0,8280847, 28880.88, 23856.12,    0.333,     5.71,    10.99,    18.13,     1.46,     2.81,     4.76,   0.0060,   0.0114,   0.0194,  7103.47,  8882.94, 10555.20,  2438.98,  3045.12,  3758.47
425,ch16,dhci,0,8280847, 28880.88, 23856.12,    0.333,     5.71,    10.99,    18.13,     1.46,     2.81,     4.76,   0.0060,   0.0114,   0.0194,  7103.47,  8882.94, 10555.20,  2438.98,  3045.12,  3758.47
426,ch16,mi,0,8280847, 34874.33, 27286.66,    0.421,    12.92,    16.29,    20.67,     7.48,     8.87,    10.47,   0.0571,   0.0661,   0.0754,  4020.38,  5430.90,  7064.01,  5522.06,  6497.16,  7249.66
427,ch16,hcexp,0,8280847,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
428,ch17,dhi,0,8346990, 28924.01, 23883.87,    0.332,     5.32,    11.17,    17.83,     1.47,     2.78,     4.72,   0.0062,   0.0115,   0.0194,  6916.70,  8973.02, 10533.14,  2636.85,  2968.91,  3797.18
429,ch17,dhci,0,8346990, 28924.01, 23883.87,    0.332,     5.32,    11.17,    17.83,     1.47,     2.78,     4.72,   0.0062,   0.0115,   0.0194,  6916.70,  8973.02, 10533.14,  2636.85,  2968.91,  3797.18
430,ch17,mi,0,8346990, 34956.54, 27600.07,    0.414,    13.10,    16.14,    20.54,     7.00,     8.53,    10.13,   0.0526,   0.0617,   0.0714,  4447.07,  5630.39,  7264.26,  5106.48,  6311.54,  7066.06
431,ch17,hcexp,0,8346990,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
432,ch18,dhi,0,8412316, 28085.76, 23691.03,    0.328,     6.13,    11.62,    19.20,     1.67,     3.08,     5.13,   0.0076,   0.0134,   0.0218,  6890.10,  8703.59, 10417.27,  2586.31,  3141.92,  3797.35
433,ch18,dhci,0,8412316, 28085.76, 23691.03,    0.328,     6.13,    11.62,    19.20,     1.67,     3.08,     5.13,   0.0076,   0.0134,   0.0218,  6890.10,  8703.59, 10417.27,  2586.31,  3141.92,  3797.35
434,ch18,mi,0,8412316, 34677.07, 27631.47,    0.416,    12.70,    16.64,    20.47,     7.37,     8.76,    10.40,   0.0569,   0.0655,   0.0748,  3975.04,  5609.69,  6992.56,  5501.37,  6235.82,  7222.06
435,ch18,hcexp,0,8412316,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
436,ci02,dhi,0,19843397,  1412.27,   742.21,    0.588,    18.58,    24.07,    30.16,     9.43,    11.83,    14.39,   0.0671,   0.0813,   0.0966,   146.12,   188.64,   232.81,   150.76,   182.46,   212.52
437,ci02,dhci,0,19843397,  1174.81,   438.58,    0.696,    40.97,    45.52,    50.39,    26.62,    29.94,    32.98,   0.2142,   0.2392,   0.2625,   103.98,   127.01,   153.84,   192.91,   244.09,   291.49
438,ci02,mi,0,19843397,  1386.79,   730.97,    0.590,    19.45,    24.94,    31.12,    10.05,    12.50,    15.10,   0.0724,   0.0871,   0.1027,   143.51,   185.08,   229.22,   153.38,   186.03,   216.11
439,ci02,hcexp,0,19843397,  1618.44,  1045.71,    0.474,     4.03,     7.29,    11.35,     1.02,     1.93,     3.19,   0.0040,   0.0078,   0.0132,   221.79,   273.07,   320.18,    75.10,    98.04,   125.15
440,ci08,dhi,0,19760805,  1258.76,   725.87,    0.554,    17.04,    23.25,    28.52,     7.15,     9.73,    12.42,   0.0447,   0.0591,   0.0750,   168.48,   211.08,   245.89,   121.86,   151.85,   189.63
441,ci08,dhci,0,19760805,  1072.09,   517.00,    0.653,    34.99,    40.23,    45.26,    20.94,    24.31,    27.39,   0.1592,   0.1837,   0.2067,   116.56,   143.61,   171.98,   173.78,   219.33,   263.54
442,ci08,mi,0,19760805,  1218.25,   706.33,    0.557,    18.09,    24.52,    30.10,     8.07,    10.70,    13.47,   0.0531,   0.0679,   0.0842,   160.79,   204.59,   240.64,   129.56,   158.35,   194.88
443,ci08,hcexp,0,19760805,  1213.31,   884.57,    0.419,     6.56,    10.75,    15.34,     1.72,     3.14,     4.78,   0.0069,   0.0132,   0.0212,   214.07,   256.80,   299.80,    76.28,   106.13,   135.72
444,ci15,dhi,0,19452532,  1947.91,   991.70,    0.607,    20.16,    26.25,    31.66,    10.98,    13.37,    15.96,   0.0818,   0.0963,   0.1118,   180.66,   243.35,   295.11,   216.03,   252.50,   299.92
445,ci15,dhci,0,19452532,  1462.93,   533.47,    0.713,    43.21,    48.92,    52.16,    31.59,    34.43,    37.10,   0.2736,   0.2942,   0.3138,   106.64,   146.88,   171.84,   290.04,   348.97,   423.18
446,ci15,mi,0,19452532,  1879.96,   960.24,    0.610,    21.85,    27.97,    33.28,    12.08,    14.59,    17.25,   0.0909,   0.1063,   0.1226,   177.31,   237.21,   286.58,   219.37,   258.64,   308.44
447,ci15,hcexp,0,19452532,  1982.53,  1357.26,    0.450,     5.32,     8.96,    13.26,     1.43,     2.58,     4.02,   0.0061,   0.0111,   0.0178,   289.92,   352.98,   414.48,   106.76,   142.87,   180.54
448,cl90,dhi,0,12874515,  2677.34,  1578.04,    0.528,    13.16,    19.94,    26.97,     5.22,     7.49,    10.15,   0.0317,   0.0432,   0.0570,   380.71,   492.70,   590.36,   250.50,   296.32,   356.47
449,cl90,dhci,0,12874515,  2623.15,  1525.62,    0.535,    14.67,    21.67,    28.82,     6.00,     8.45,    11.26,   0.0372,   0.0498,   0.0648,   372.98,   481.44,   576.82,   258.24,   307.58,   370.00
450,cl90,mi,0,12874515,  2369.74,  1317.33,    0.573,    21.80,    29.27,    36.12,    11.68,    14.46,    17.50,   0.0880,   0.1034,   0.1208,   293.10,   399.26,   488.12,   338.12,   389.76,   458.70
451,cl90,hcexp,0,12874515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
452,cl92,dhi,0,13360291,  3228.03,  1872.52,    0.527,    11.95,    18.81,    25.73,     4.12,     6.41,     9.06,   0.0225,   0.0334,   0.0468,   491.01,   617.40,   728.00,   258.00,   318.86,   395.51
453,cl92,dhci,0,13360291,  3173.60,  1822.77,    0.534,    13.41,    20.45,    27.51,     4.82,     7.28,    10.07,   0.0271,   0.0392,   0.0538,   479.99,   602.81,   712.31,   269.02,   333.45,   411.20
454,cl92,mi,0,13360291,  2923.20,  1598.20,    0.567,    19.40,    26.96,    33.75,     9.79,    12.51,    15.50,   0.0717,   0.0862,   0.1027,   371.09,   501.80,   607.59,   377.92,   434.46,   515.93
455,cl92,hcexp,0,13360291,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
456,cl94,dhi,0,13816712,  3619.44,  2164.33,    0.525,    14.57,    21.19,    27.67,     5.69,     8.12,    10.85,   0.0336,   0.0464,   0.0613,   527.88,   667.42,   789.30,   337.85,   414.75,   509.30
457,cl94,dhci,0,13816712,  3578.71,  2123.84,    0.531,    15.93,    22.40,    28.83,     6.52,     9.07,    11.84,   0.0400,   0.0537,   0.0693,   511.20,   644.25,   765.16,   354.53,   437.92,   533.43
458,cl94,mi,0,13816712,  3272.75,  1841.72,    0.567,    22.55,    29.28,    35.28,    11.91,    14.74,    17.72,   0.0893,   0.1052,   0.1228,   408.48,   537.32,   646.15,   457.25,   544.84,   652.45
459,cl94,hcexp,0,13816712,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
460,cl96,dhi,0,14309201,  4066.18,  2385.73,    0.525,    13.92,    20.32,    27.15,     4.79,     7.24,     9.99,   0.0261,   0.0384,   0.0530,   626.01,   767.73,   904.69,   328.28,   425.14,   526.75
461,cl96,dhci,0,14309201,  4033.51,  2378.44,    0.529,    14.69,    21.21,    27.96,     5.23,     7.76,    10.55,   0.0291,   0.0421,   0.0573,   614.38,   756.63,   891.12,   339.91,   436.24,   540.32
462,cl96,mi,0,14309201,  3667.25,  2048.10,    0.568,    22.17,    29.03,    35.69,    10.96,    13.86,    16.93,   0.0796,   0.0957,   0.1136,   482.36,   623.37,   752.43,   471.94,   569.49,   679.01
463,cl96,hcexp,0,14309201,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
464,cl98,dhi,0,14701900,  4369.05,  2499.80,    0.534,    14.03,    20.47,    26.86,     5.03,     7.48,    10.19,   0.0280,   0.0405,   0.0552,   641.70,   793.03,   931.05,   358.22,   456.87,   568.83
465,cl98,dhci,0,14701900,  4329.17,  2459.41,    0.538,    14.91,    21.40,    27.91,     5.48,     8.03,    10.81,   0.0312,   0.0444,   0.0597,   632.08,   780.79,   918.62,   367.84,   469.11,   581.26
466,cl98,mi,0,14701900,  3960.64,  2200.75,    0.573,    22.06,    28.44,    34.57,    10.97,    13.82,    16.78,   0.0797,   0.0958,   0.1134,   502.56,   642.42,   771.68,   497.36,   607.48,   728.20
467,cl98,hcexp,0,14701900,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
468,cl00,dhi,0,15039073,  4626.76,  2619.66,    0.548,    14.14,    20.60,    27.75,     5.60,     8.00,    10.70,   0.0334,   0.0459,   0.0605,   632.63,   801.26,   965.82,   415.24,   508.57,   605.98
469,cl00,dhci,0,15039073,  4567.83,  2564.03,    0.552,    15.11,    21.75,    28.94,     6.12,     8.62,    11.42,   0.0371,   0.0503,   0.0656,   623.33,   790.64,   951.81,   424.54,   519.19,   619.99
470,cl00,mi,0,15039073,  4163.76,  2207.58,    0.596,    22.99,    29.76,    36.94,    12.36,    15.25,    18.34,   0.0920,   0.1087,   0.1269,   484.52,   638.36,   791.53,   563.35,   671.47,   780.27
471,cl00,hcexp,0,15039073,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
472,cl03,dhi,0,15570649,  4570.58,  2680.33,    0.528,    13.52,    19.94,    26.47,     4.95,     7.28,     9.91,   0.0288,   0.0405,   0.0544,   679.58,   851.29,  1005.93,   392.55,   488.87,   602.26
473,cl03,dhci,0,15570649,  4528.14,  2642.39,    0.532,    14.31,    20.83,    27.35,     5.35,     7.77,    10.48,   0.0316,   0.0439,   0.0585,   671.05,   840.02,   991.80,   401.08,   500.14,   616.40
474,cl03,mi,0,15570649,  4120.40,  2311.87,    0.572,    21.74,    28.36,    34.66,    11.43,    14.16,    17.08,   0.0855,   0.1009,   0.1179,   508.28,   670.75,   815.67,   563.85,   669.41,   792.53
475,cl03,hcexp,0,15570649,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
476,cl06,dhi,0,16115036,  5012.98,  3118.73,    0.500,    11.82,    18.71,    25.39,     4.22,     6.41,     9.01,   0.0234,   0.0341,   0.0473,   802.48,  1025.50,  1206.91,   445.01,   533.86,   664.32
477,cl06,dhci,0,16115036,  4891.64,  3020.86,    0.503,    12.80,    19.95,    26.84,     4.65,     6.98,     9.72,   0.0262,   0.0377,   0.0517,   794.56,  1013.88,  1193.72,   452.93,   545.49,   677.52
478,cl06,mi,0,16115036,  4523.24,  2702.47,    0.545,    20.24,    27.52,    33.64,    10.66,    13.33,    16.24,   0.0794,   0.0941,   0.1106,   590.25,   804.18,   968.13,   657.24,   755.18,   903.11
479,cl06,hcexp,0,16115036,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
480,cl09,dhi,0,16582835,  5408.40,  3310.07,    0.500,    10.87,    17.07,    23.86,     3.97,     5.90,     8.30,   0.0238,   0.0330,   0.0446,   840.75,  1082.80,  1294.84,   483.28,   572.24,   691.20
481,cl09,dhci,0,16582835,  5294.49,  3263.30,    0.502,    11.60,    18.00,    24.96,     4.24,     6.29,     8.79,   0.0255,   0.0353,   0.0476,   839.67,  1076.61,  1286.54,   484.36,   578.43,   699.50
482,cl09,mi,0,16582835,  4754.60,  2748.91,    0.561,    22.31,    29.39,    35.81,    12.40,    14.98,    17.86,   0.0981,   0.1122,   0.1282,   588.08,   811.12,   995.41,   735.95,   843.91,   990.63
483,cl09,hcexp,0,16582835,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
484,cl11,dhi,0,16941310,  5745.50,  3642.26,    0.489,    10.65,    17.36,    24.31,     3.64,     5.72,     8.24,   0.0200,   0.0296,   0.0419,   959.44,  1221.68,  1444.90,   497.47,   599.45,   740.46
485,cl11,dhci,0,16941310,  5592.70,  3537.22,    0.492,    11.33,    18.50,    25.83,     3.92,     6.14,     8.80,   0.0217,   0.0319,   0.0450,   952.45,  1216.79,  1441.02,   504.46,   604.34,   744.33
486,cl11,mi,0,16941310,  5055.82,  3026.39,    0.547,    21.45,    28.17,    35.44,    11.55,    14.25,    17.22,   0.0884,   0.1031,   0.1197,   672.39,   899.58,  1123.27,   784.52,   921.54,  1062.08
487,cl11,hcexp,0,16941310,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
488,cl13,dhi,0,17256219,  6882.31,  4352.84,    0.484,     9.57,    15.63,    23.45,     3.09,     4.98,     7.40,   0.0162,   0.0249,   0.0362,  1178.40,  1483.38,  1787.01,   562.74,   693.04,   824.70
489,cl13,dhci,0,17256219,  6730.05,  4235.19,    0.486,    10.21,    16.63,    24.60,     3.33,     5.33,     7.89,   0.0176,   0.0268,   0.0388,  1174.15,  1479.03,  1774.44,   566.98,   697.39,   837.27
490,cl13,mi,0,17256219,  6110.59,  3669.12,    0.545,    20.53,    27.51,    34.52,    11.29,    13.80,    16.70,   0.0873,   0.1011,   0.1169,   783.95,  1084.32,  1348.40,   957.18,  1092.10,  1263.30
491,cl13,hcexp,0,17256219,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
492,cl15,dhi,0,17529560,  7336.45,  4701.64,    0.476,     9.28,    15.64,    23.41,     2.84,     4.74,     7.17,   0.0145,   0.0229,   0.0341,  1304.25,  1638.50,  1956.63,   576.41,   712.33,   864.35
493,cl15,dhci,0,17529560,  7174.47,  4579.54,    0.476,     9.90,    16.57,    24.53,     3.05,     5.05,     7.60,   0.0156,   0.0245,   0.0364,  1301.17,  1633.72,  1946.54,   579.48,   717.10,   874.44
494,cl15,mi,0,17529560,  6516.53,  4029.32,    0.535,    20.26,    27.17,    34.77,    10.88,    13.39,    16.25,   0.0838,   0.0973,   0.1129,   870.06,  1192.23,  1502.27,  1010.59,  1158.59,  1318.71
495,cl15,hcexp,0,17529560,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
496,cl17,dhi,0,17787344,  7963.65,  5040.68,    0.482,     9.43,    15.48,    23.28,     2.93,     4.82,     7.26,   0.0150,   0.0235,   0.0348,  1390.70,  1734.56,  2080.83,   625.57,   785.79,   943.58
497,cl17,dhci,0,17787344,  7790.68,  4921.95,    0.482,    10.02,    16.18,    24.30,     3.14,     5.13,     7.67,   0.0162,   0.0252,   0.0371,  1384.75,  1722.09,  2069.85,   631.53,   798.26,   954.56
498,cl17,mi,0,17787344,  7080.55,  4249.32,    0.545,    20.94,    27.37,    34.67,    11.38,    13.93,    16.84,   0.0882,   0.1021,   0.1180,   920.34,  1237.55,  1555.08,  1095.93,  1282.79,  1469.33
499,cl17,hcexp,0,17787344,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
500,cn02,dhi,0,1283415999,  1774.97,  1222.83,    0.447,    12.89,    20.24,    27.56,     3.68,     6.23,     9.20,   0.0158,   0.0280,   0.0431,   349.54,   423.22,   488.88,   139.59,   188.20,   244.82
501,cn02,dhci,0,1283415999,  1751.05,  1217.80,    0.443,    12.90,    20.28,    27.61,     3.68,     6.24,     9.21,   0.0158,   0.0280,   0.0431,   349.50,   423.31,   489.02,   139.64,   188.10,   244.68
502,cn02,mi,0,1283415999,  1668.27,  1130.78,    0.454,    14.56,    22.15,    29.90,     4.68,     7.39,    10.51,   0.0235,   0.0368,   0.0530,   331.92,   407.55,   475.71,   157.21,   203.86,   257.99
503,cn02,hcexp,0,1283415999,  1210.23,   777.26,    0.462,    30.68,    40.36,    47.72,     9.40,    14.65,    19.57,   0.0393,   0.0688,   0.1004,   339.30,   389.56,   432.76,   149.84,   221.85,   300.94
504,cn13,dhi,0,1354800520,  4673.60,  3478.60,    0.430,    15.33,    21.86,    28.06,     5.39,     8.00,    10.83,   0.0282,   0.0423,   0.0582,   902.24,  1102.47,  1281.81,   489.20,   636.83,   805.35
505,cn13,dhci,0,1354800520,  4673.60,  3478.60,    0.430,    15.33,    21.86,    28.06,     5.39,     8.00,    10.83,   0.0282,   0.0423,   0.0582,   902.24,  1102.47,  1281.81,   489.20,   636.83,   805.35
506,cn13,mi,0,1354800520,  3855.10,  2684.81,    0.521,    30.71,    36.23,    41.67,    18.46,    21.48,    24.40,   0.1426,   0.1634,   0.1837,   554.80,   708.24,   865.17,   836.64,  1031.06,  1222.00
507,cn13,hcexp,0,1354800520,  3240.01,  2341.18,    0.421,    24.48,    35.41,    44.61,     7.63,    12.08,    16.76,   0.0348,   0.0579,   0.0845,   958.06,  1145.63,  1302.96,   433.39,   593.68,   784.20
508,cn18,dhi,0,1379954893,  6541.26,  4825.53,    0.441,    16.42,    22.28,    28.15,     6.28,     8.91,    11.62,   0.0350,   0.0498,   0.0661,  1191.98,  1448.15,  1700.34,   738.23,   964.61,  1194.98
509,cn18,dhci,0,1379954893,  6541.26,  4825.53,    0.441,    16.42,    22.28,    28.15,     6.28,     8.91,    11.62,   0.0350,   0.0498,   0.0661,  1191.98,  1448.15,  1700.34,   738.23,   964.61,  1194.98
510,cn18,mi,0,1379954893,  5625.10,  3833.55,    0.520,    29.55,    35.08,    40.20,    16.67,    19.79,    22.77,   0.1209,   0.1433,   0.1647,   841.35,  1051.39,  1255.43,  1088.87,  1361.38,  1639.88
511,cn18,hcexp,0,1379954893,  4512.66,  3332.15,    0.414,    23.49,    33.74,    42.80,     7.19,    11.53,    16.00,   0.0306,   0.0535,   0.0794,  1339.12,  1588.11,  1813.18,   591.09,   824.66,  1082.14
512,co01,dhi,0,39356319,  2842.74,  1670.61,    0.542,    16.90,    22.36,    28.57,     8.07,    10.42,    12.98,   0.0531,   0.0674,   0.0826,   349.07,   446.06,   547.09,   319.17,   389.25,   455.28
513,co01,dhci,0,39356319,  2776.82,  1614.05,    0.551,    18.74,    24.25,    30.68,     8.77,    11.37,    14.09,   0.0571,   0.0729,   0.0897,   355.40,   443.85,   541.85,   312.85,   391.45,   460.52
514,co01,mi,0,39356319,  2685.33,  1556.24,    0.557,    19.51,    25.21,    31.77,     9.88,    12.42,    15.15,   0.0686,   0.0842,   0.1007,   329.97,   423.83,   524.48,   338.28,   411.47,   477.89
515,co01,hcexp,0,39356319,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
516,co02,dhi,0,39730155,  2900.31,  1635.84,    0.561,    18.86,    24.72,    29.96,     8.60,    11.12,    13.76,   0.0558,   0.0714,   0.0877,   355.95,   449.89,   530.52,   298.38,   368.03,   450.98
517,co02,dhci,0,39730155,  2837.23,  1584.06,    0.568,    20.24,    26.14,    31.71,     9.23,    11.90,    14.67,   0.0597,   0.0764,   0.0938,   355.88,   445.62,   527.41,   298.45,   372.30,   454.09
518,co02,mi,0,39730155,  2727.13,  1524.69,    0.574,    21.30,    27.44,    32.90,    10.32,    13.00,    15.80,   0.0707,   0.0874,   0.1049,   337.46,   430.51,   510.18,   316.88,   387.40,   471.32
519,co02,hcexp,0,39730155,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
520,co03,dhi,0,40259954,  2882.54,  1696.10,    0.541,    17.61,    23.23,    29.17,     7.76,    10.26,    12.89,   0.0490,   0.0639,   0.0798,   379.62,   473.45,   567.95,   298.82,   374.60,   449.71
521,co03,dhci,0,40259954,  2817.26,  1630.90,    0.549,    19.06,    24.84,    31.15,     8.43,    11.09,    13.86,   0.0530,   0.0692,   0.0863,   378.45,   469.40,   564.88,   299.98,   378.65,   452.77
522,co03,mi,0,40259954,  2714.25,  1566.28,    0.552,    19.68,    25.62,    31.88,     9.28,    11.93,    14.69,   0.0622,   0.0781,   0.0950,   358.56,   453.31,   548.71,   319.88,   394.73,   468.95
