"","Entity","Year","Gini.coefficient","Palma.ratio..S90.S40.ratio.","S90.S10.ratio","S80.S20.ratio","S90.S50.ratio","P90.P10.ratio","P90.P50.ratio","P50.P10.ratio","P0.P10...share.of.the.bottom.10.","P0.P40...share.of.the.bottom.40.","P0.P50...share.of.the.bottom.50.","P10.P20...share.of.national.income","P20.P30...share.of.national.income","P30.P40...share.of.national.income","P40.P50...share.of.national.income","P50.P60...share.of.national.income","P50.P90...share.of.the.middle.40.","P60.P70...share.of.national.income","P70.P80...share.of.national.income","P80.P90...share.of.national.income","P90.P100...share.of.the.top.10.","P99.999.P100...share.of.the.top.0.001.","P99.99.P100...share.of.the.top.0.01.","P99.9.P100...share.of.the.top.0.1.","P99.P100...share.of.the.top.1.","Mean.income","P0.P10...mean.income.of.the.bottom.10.","P10.P20...mean.income","P20.P30...mean.income","P30.P40...mean.income","P40.P50...mean.income","P50.P60...mean.income","P60.P70...mean.income","P70.P80...mean.income","P80.P90...mean.income","P90.P100...mean.income.of.the.top.10.","P99.999.P100...mean.income.of.the.top.0.001.","P99.99.P100...mean.income.of.the.top.0.01.","P99.9.P100...mean.income.of.the.top.0.1.","P99.P100...mean.income.of.the.top.1.","P0...income.threshold.of.the.bottom.10.","P10...income.threshold","P20...income.threshold","P30...income.threshold","P40...income.threshold","P50...income.threshold..median.","P60...income.threshold","P70...income.threshold","P80...income.threshold","P90...income.threshold.of.the.top.10.","P99.999...income.threshold.of.the.top.0.001.","P99.99...income.threshold.of.the.top.0.01.","P99.9...income.threshold.of.the.top.0.1.","P99...income.threshold.of.the.top.1."
"5113","Middle East",2002,0.681440122360726,9.2445478,395.66666,55.984497,5.8996024,NA,NA,NA,0.14999999999999,6.42,10.06,1.14000000000001,2.21,2.92,3.64,4.51,30.6,5.68,7.53,12.87,59.35,0.67,2.28,7.71,24.72,25585.2006522215,383.778009783322,2916.71287435325,5654.32934414095,7470.87859044867,9313.01303740862,11538.9254941519,14532.3939704618,19265.6560911228,32928.153239409,151838.522722686,17049829.7649686,5844652.95371977,1973389.73719394,632505.255516146,NA,NA,NA,NA,NA,NA,NA,NA,NA,48738.9608372831,12578914.8147546,2904452.92918984,931483.668765207,259385.800647189
"5114","Middle East",2003,0.685836121041518,9.6850653,426.14285,60.408333,6.1127048,NA,NA,NA,0.14,6.16,9.76,1.06000000000001,2.1,2.86,3.6,4.48999999999999,30.58,5.68000000000001,7.58,12.83,59.66,0.71,2.33,7.67,24.89,26162.3777068899,366.273287896459,2773.21203693033,5494.09931844689,7482.44002417052,9418.45597448038,11746.9075903936,14860.2305375135,19831.0823018226,33566.3305979398,156085.925194496,18697705.9015179,6085952.52205447,2007410.05409946,651111.632130023,NA,NA,NA,NA,NA,NA,NA,NA,NA,48914.2526819317,13533376.1131433,2929532.80287364,942944.736024172,265947.083425593
"5115","Middle East",2004,0.680975580710609,9.4105434,420.78571,58.05645,5.9445004,NA,NA,NA,0.14,6.26,9.91,1.1,2.14000000000001,2.87999999999999,3.65,4.57000000000001,31.18,5.78,7.75,13.08,58.91,0.73,2.36,7.85,24.65,27766.7034652891,388.733848514047,3054.3373811818,5942.07454157186,7996.81059800325,10134.8467648305,12689.3834836371,16049.1546029371,21519.195185599,36318.8481325981,163573.291282945,20192710.495622,6539399.25505443,2179058.37248752,684460.556109027,NA,NA,NA,NA,NA,NA,NA,NA,NA,53128.8054061395,14636744.6184793,3163174.60579084,1031144.21154212,274493.749034574
"5116","Middle East",2005,0.67621379973356,9.36129,414.57144,58.483608,5.8685541,NA,NA,NA,0.14,6.20000000000001,9.89,1.08,2.11,2.87000000000001,3.68999999999999,4.68000000000001,32.07,5.98,8.1,13.31,58.04,0.65,2.15,7.13,23.31,28435.300668602,398.094209360428,3071.01247220902,5999.84844107502,8160.93129188878,10492.6259467141,13307.7207129057,17004.309799824,23032.5935415676,37847.3851899093,165028.884567097,18569449.3039884,6123457.84771512,2028440.60230017,662775.389320998,NA,NA,NA,NA,NA,NA,NA,NA,NA,54624.5173182133,13736976.0530549,2991033.82076107,971509.75824926,278403.707716127
"5117","Middle East",2006,0.676094261474297,9.5041046,413.42856,59.366665,5.9061227,NA,NA,NA,0.14,6.09,9.8,1.06000000000001,2.06,2.83,3.71,4.71,32.32,6.05,8.2,13.36,57.88,0.66,2.11,7.02,23.1,29276.5337795235,409.871472913329,3103.31258062949,6030.96595858184,8285.25905960515,10861.5940322032,13789.2474101556,17712.3029366117,24006.7576992093,39113.4491294434,169445.148720194,19423439.2998721,6177731.22219939,2055726.86073352,676360.087922788,NA,NA,NA,NA,NA,NA,NA,NA,NA,56440.6191090228,14092503.9788316,2918354.80258869,950717.405665195,287783.638624909
"5118","Middle East",2007,0.668629350579039,9.0959997,406.07144,57.729507,5.6454816,NA,NA,NA,0.14,6.25,10.07,1.08,2.12,2.91,3.82,4.85,33.09,6.22,8.42999999999999,13.58,56.85,0.64,2.01,6.68,22.26,29764.2476917875,416.699467685026,3214.53875071305,6310.02051065896,8661.39607831017,11369.9426182628,14435.660130517,18513.3620642919,25091.2608041769,40419.8483654475,169200.942298662,18985201.3010809,5983745.77437303,1987655.89332576,662442.418687862,NA,NA,NA,NA,NA,NA,NA,NA,NA,58195.3547755893,13658483.3284878,2732571.86684537,924942.515193845,291812.555328628
"5119","Middle East",2008,0.664295730428783,8.7492256,403.71429,56.080002,5.4661508,NA,NA,NA,0.14,6.46,10.34,1.11,2.21,3,3.88000000000001,4.91999999999999,33.14,6.30000000000001,8.34,13.58,56.52,0.63,1.94,6.57,22.06,29863.3560792324,418.086985109254,3314.8325247948,6599.80169351037,8959.00682376973,11586.9821587422,14692.7711909824,18813.9143299164,24906.0389700798,40554.4375555976,168783.121466402,18680727.4745235,5787468.25288103,1961205.4163431,658756.39743464,NA,NA,NA,NA,NA,NA,NA,NA,NA,57404.8640407504,13498159.7858527,2677956.85498604,944344.694416641,292545.873524024
"5120","Middle East",2009,0.656931790830278,8.161808,373.26666,51.932835,5.1556168,NA,NA,NA,0.14999999999999,6.86,10.86,1.19,2.35000000000001,3.17,4,4.98999999999999,33.16,6.30000000000001,8.26,13.6,55.99,0.6,1.88,6.34,21.63,28046.9747161029,420.704620741543,3337.58999121624,6591.03905828417,8890.89098500461,11218.7898864412,13995.4403833353,17669.5940711448,23166.801115501,38143.8856138999,157026.546265182,16869890.0304998,5261115.628771,1778516.92682385,606567.374382227,NA,NA,NA,NA,NA,NA,NA,NA,NA,54587.3341996514,12343098.3585462,2378963.90397634,887382.253572313,271480.658355625
"5121","Middle East",2010,0.651065091679765,7.9340029,368.66666,51.81955,4.9819818,NA,NA,NA,0.14999999999999,6.97,11.1,1.18,2.38,3.26,4.13,5.14,33.6,6.44,8.4,13.62,55.3,0.55,1.77,6.09,21.19,28789.5187980595,431.842781970892,3397.16321817102,6851.90547393816,9385.38312816739,11890.0712635986,14797.8126622026,18540.4501059503,24183.19579037,39211.324602957,159209.58672601,15939315.3911331,5109294.99867679,1752995.32887443,610148.695801604,NA,NA,NA,NA,NA,NA,NA,NA,NA,56353.8119036585,11801403.2248723,2387994.3694851,907307.792178175,272696.797947685
"5122","Middle East",2011,0.653120435024476,8.1565733,394.42856,54.777779,5.0800366,NA,NA,NA,0.14,6.77,10.87,1.12,2.33000000000001,3.17999999999999,4.1,5.13,33.9,6.45,8.52999999999999,13.8,55.22,0.56,1.73,5.8,20.76,30110.6377962846,421.548929147985,3372.39143318388,7015.77860653431,9575.18281921851,12345.3614964767,15446.757189494,19421.3613786036,25684.3740402308,41552.6801588728,166281.787919239,16798530.5936779,5203415.11700184,1747314.55911791,625196.675926346,NA,NA,NA,NA,NA,NA,NA,NA,NA,58874.2961547428,12153688.1117368,2355348.98924941,937728.335891195,281965.459073102
"5123","Middle East",2012,0.656488373159604,8.3731117,426.38461,55,5.2095866,NA,NA,NA,0.13,6.62,10.64,1.13,2.27000000000001,3.09,4.02,5.07,33.93,6.40999999999999,8.58000000000001,13.87,55.43,0.63,1.87,6.19,21.07,30137.896097486,391.792649267317,3405.58225901591,6841.30241412931,9312.60989412316,12115.4342311894,15279.9133214254,19318.3913984885,25858.314851643,41801.261887213,167045.998855996,18973443.8871627,5648140.59147896,1866297.04386178,635061.245451872,NA,NA,NA,NA,NA,NA,NA,NA,NA,58264.6887109528,13441034.7737043,2446186.22960669,985402.545547706,271627.992968273
"5124","Middle East",2013,0.656912788757253,8.462595,395.92856,55.375999,5.2590132,NA,NA,NA,0.14,6.55,10.54,1.11,2.26000000000001,3.04,3.99,5.07,34.03,6.44,8.72999999999999,13.79,55.43,0.62,1.91,6.32,20.74,30453.9526052615,426.355336473662,3380.38873918403,6882.59328878911,9258.00159199951,12151.1270894994,15440.1539708676,19612.3454777884,26586.3006243933,41996.0006426557,168806.186182803,19017373.0858065,5807043.48736992,1924705.57253138,631546.881603139,NA,NA,NA,NA,NA,NA,NA,NA,NA,58499.1101012843,13506035.3381075,2640787.57525404,964029.381468812,271555.863309709
"5125","Middle East",2014,0.663362993419106,8.7461061,431.92307,57.229507,5.4303675,NA,NA,NA,0.13,6.42,10.34,1.09,2.22,2.98,3.92,4.88999999999999,33.51,6.18,8.77,13.67,56.15,0.7,2.16,6.88,21.65,30675.7932411925,398.785312135502,3343.66146328998,6810.02609954473,9141.38638587536,12024.9109505474,15000.4628949431,18957.640223057,26902.6706725258,41933.8093607101,172237.796624812,21503008.647201,6620682.81030603,2110796.03782671,664082.809275543,NA,NA,NA,NA,NA,NA,NA,NA,NA,58259.9359815125,15349469.5167832,2973883.87614831,1013621.73681294,274513.738455455
"5126","Middle East",2015,0.670388793304355,9.2288961,516.81818,63.459461,5.696393,NA,NA,NA,0.11,6.16,9.98,1,2.15,2.9,3.82,4.83,33.17,6.06,8.69,13.59,56.85,0.73,2.23,7.09,22.23,30789.0200307981,338.679220338779,3078.90200307981,6619.63930662158,8928.81580893144,11761.4056517649,14871.0966748755,18658.1461386636,26755.6584067635,41842.2782218546,175028.48752319,22367340.023202,6880590.01333005,2181486.87744532,684548.202031352,NA,NA,NA,NA,NA,NA,NA,NA,NA,58377.0767835983,16089770.0308717,3029329.63715656,1053491.26579778,283219.760286844
"5127","Middle East",2016,0.668329134430174,9.2222223,564.40002,66.29245,5.6952572,NA,NA,NA,0.1,6.12,9.91,0.96,2.16,2.9,3.78999999999999,4.92,33.65,6.27,8.63,13.83,56.44,0.64,1.98,6.52,21.38,31953.5785298155,319.535785298155,3067.54353886229,6901.97296244014,9266.53777364649,12110.4062628001,15721.1606366692,20034.8937381943,27575.9382712308,44191.7991067348,180340.501389612,20466200.7198139,6325968.8534403,2084948.03919368,683234.911058087,NA,NA,NA,NA,NA,NA,NA,NA,NA,62605.7479099668,14594432.7457068,2901891.62738004,1037579.26741804,292082.761975921
"5128","Middle East",2017,0.669711117240404,9.3543043,627.77777,68.271843,5.7535644,NA,NA,NA,0.09,6.04,9.82,0.94,2.12,2.89,3.77999999999999,4.94,33.68,6.30000000000001,8.61999999999999,13.82,56.5,0.67,2.06,6.79,21.84,32056.8805020606,288.511924518545,3013.34676719369,6796.05866643684,9264.4384650955,12117.5008297789,15836.0989680179,20195.8347162982,27633.0309927762,44302.6088538477,181106.80911877,21344394.6893028,6601660.7096523,2177268.13113631,700133.52015516,NA,NA,NA,NA,NA,NA,NA,NA,NA,62788.5882072558,15153149.6400847,3062008.14671217,1104533.06383502,291786.415316707
"5129","Middle East",2018,0.672881644282675,9.592905,631,69.900993,5.884974,NA,NA,NA,0.09,5.92,9.65,0.92,2.07000000000001,2.84,3.73,4.86,33.57,6.27,8.62000000000001,13.81,56.79,0.67,2.04,6.71,21.95,31270.7231381818,281.436508243636,2876.90652871273,6473.03968960364,8880.88537124363,11663.9797305418,15197.5714451564,19606.74340764,26955.3633451127,43184.8686538291,177572.455849155,20818310.8739785,6390859.6857079,2098165.51955313,686531.20849721,NA,NA,NA,NA,NA,NA,NA,NA,NA,61587.9648789566,14721968.0466507,2919893.98799653,1066651.57361779,286807.232297261
"5130","Middle East",2019,0.669188785998251,9.4814186,623.66669,70.129997,5.7985539,NA,NA,NA,0.09,5.92,9.68,0.91,2.05,2.87000000000001,3.76,4.94,34.18,6.43,8.81999999999999,14,56.13,0.66,1.99,6.51,21.43,30402.371512219,273.621343609971,2766.61580761193,6232.48616000489,8725.48062400685,11431.2916885943,15018.7715270362,19548.7248823568,26814.8916737772,42563.3201171066,170662.127029215,20032950.2912117,6060107.4589308,1978541.41633483,651568.033942446,NA,NA,NA,NA,NA,NA,NA,NA,NA,60214.4260707289,14092594.8398356,2779875.08403322,988842.543159315,271863.812220204
"5131","Middle East",2020,0.669918958613991,9.4797983,625.66669,70.929291,5.7872558,NA,NA,NA,0.09,5.94,9.73,0.9,2.04,2.91,3.79,4.91999999999999,33.97,6.38000000000001,8.74999999999999,13.91,56.31,0.67,2.05,6.71,21.48,29424.1479644908,264.817331680417,2648.17331680417,6002.52618475612,8562.42705766681,11151.752078542,14476.6807985295,18772.6064013451,25746.1294689294,40928.9898186067,165677.632135689,19766492.7087298,6040716.32281464,1974581.69378032,631938.422637318,NA,NA,NA,NA,NA,NA,NA,NA,NA,57234.464711702,14013003.3960509,2795151.61452958,991057.874223104,266446.539375297
"5132","Middle East",2021,0.668230002794651,9.4619293,621.33331,71.418365,5.7708979,NA,NA,NA,0.09,5.91,9.69,0.89,2.03,2.9,3.77999999999999,4.95,34.39,6.48000000000001,8.89,14.07,55.92,0.63,1.91,6.33,21.06,30037.529634601,270.337766711409,2673.34013747949,6097.618515824,8710.88359403429,11354.1862018792,14868.5771691275,19464.3192032215,26703.3638451603,42262.8041958836,167974.458530762,18846586.5490948,5739981.49646509,1901953.69755634,632481.072510465,NA,NA,NA,NA,NA,NA,NA,NA,NA,58837.811966981,13237731.1804519,2612500.30812889,994017.42680277,272747.540323768
"5133","MENA",1980,0.711262937881642,11.267985,447.5,63.423729,7.1681924,NA,NA,NA,0.14,5.56,8.74,1.04000000000001,1.88999999999999,2.49,3.18000000000001,3.99999999999999,28.61,5.17000000000001,7.25,12.19,62.65,1.04,3.49,10.52,28.83,26271.2711255353,367.797795757494,2732.21219705567,4965.27024272617,6541.54651025829,8354.26421792023,10508.5084502141,13582.2471719018,19046.6715660131,32024.6795020275,164598.622766596,27256260.3234079,9173291.31882149,2764298.29286517,757388.673218543,NA,NA,NA,NA,NA,NA,NA,NA,NA,46345.8217779651,19845271.9949249,4311181.72453264,1162152.91898986,267327.331969501
"5134","MENA",1981,0.706111515112333,10.847635,442.42856,61.958332,6.9129462,NA,NA,NA,0.14,5.71,8.96,1.06000000000001,1.95,2.56000000000001,3.25,4.07999999999999,29.1,5.26000000000001,7.34999999999999,12.41,61.94,1.1,3.57,10.65,28.78,25628.5343618236,358.799481065531,2716.6246423533,4997.56420055561,6560.90479662685,8329.27366759268,10456.442019624,13480.6090743192,18836.9727559404,31805.0111430231,158731.657844946,28151311.105932,9160166.79625844,2730629.53815207,737495.565001802,NA,NA,NA,NA,NA,NA,NA,NA,NA,45821.4838917792,20327296.6104766,4244535.87702616,1144485.06665427,257104.210943557
"5135","MENA",1982,0.698053112131802,10.390785,405.93332,59.780487,6.5969663,NA,NA,NA,0.14999999999999,5.86,9.23,1.08,1.99,2.64,3.37000000000001,4.21999999999999,29.88,5.43,7.59000000000001,12.64,60.89,0.97,3.19,9.76,27.31,24041.4023011054,360.621034516581,2596.47144851938,4784.23905791997,6346.93020749182,8101.95257547251,10145.4717710665,13054.4814495002,18247.424346539,30388.3325085972,146393.292645778,23360263.4835166,7680838.52106831,2345523.00070405,656643.669412296,NA,NA,NA,NA,NA,NA,NA,NA,NA,43022.5456099612,16646766.15762,3666623.54715606,1013074.89335499,230855.026031302
"5136","MENA",1983,0.695046090595731,10.291312,402.73334,59.487804,6.5096984,NA,NA,NA,0.14999999999999,5.87,9.28,1.08,1.99,2.65,3.41,4.27,30.31,5.54,7.74,12.76,60.41,0.96,3.08,9.39,26.81,23142.577292261,347.138659383916,2499.39834756419,4605.37288115995,6132.78298244918,7891.61885666102,9881.88050379547,12820.9878199126,17912.3548242101,29529.9286249251,139804.891352333,22217069.9011946,7124845.36001809,2174187.1043836,620478.473667633,NA,NA,NA,NA,NA,NA,NA,NA,NA,41913.6220026266,15669701.4371582,3338005.85504226,949775.386732909,216724.043116206
"5137","MENA",1984,0.692358166407331,10.046744,401.20001,58.830647,6.3615222,NA,NA,NA,0.14999999999999,5.99,9.46,1.09,2.03,2.72,3.47000000000001,4.33,30.36,5.56,7.7,12.77,60.18,0.96,3.08,9.48,26.79,22543.0344519915,338.145516779872,2457.19075526707,4576.23599375427,6131.70537094169,7822.43295484105,9761.13391771232,12533.9271553073,17358.1365280335,28787.4549951931,135663.726362129,21538290.6739868,6953732.42262286,2137611.21690083,603941.211794178,NA,NA,NA,NA,NA,NA,NA,NA,NA,40994.5280005813,15308039.6946804,3308905.17225203,920656.951100353,212986.580556101
"5138","MENA",1985,0.688861252051183,9.8401976,398.20001,58.119999,6.228363,NA,NA,NA,0.14999999999999,6.07,9.59,1.1,2.06000000000001,2.76,3.52,4.38000000000001,30.69,5.61999999999999,7.76,12.92,59.73,0.94,2.99,9.15,26.24,21848.5768090773,327.728652136159,2403.3434489985,4500.80682266991,6030.20719930532,7690.69903679519,9569.67664237584,12278.9001667014,16954.4956038439,28228.3612373278,130491.638441874,20538173.8178782,6528602.17205549,1999233.26266985,573241.515119624,NA,NA,NA,NA,NA,NA,NA,NA,NA,40309.7156027075,14545966.0883092,3054556.84545301,872929.90227536,203839.95274837
"5139","MENA",1986,0.68582038699892,9.5700483,396.20001,56.578125,6.0891395,NA,NA,NA,0.14999999999999,6.21,9.76,1.13000000000001,2.1,2.83,3.55,4.44,30.82,5.66,7.72,12.99,59.43,0.97,2.95,8.97,26.06,22218.5907746155,333.278861619232,2510.70075753155,4665.90406266925,6287.86118921618,7887.5997249885,9865.05430392928,12575.7223784324,17152.7520780032,28861.9494162255,132035.99593763,21445613.8477638,6550988.2266498,1993254.04946172,578929.413970304,NA,NA,NA,NA,NA,NA,NA,NA,NA,41372.9291357199,15159897.1180283,2939718.74078102,842480.702399539,206200.381846247
"5140","MENA",1987,0.682858656557769,9.3974562,394.06668,55.899223,5.9767442,NA,NA,NA,0.14999999999999,6.29,9.89,1.14000000000001,2.13,2.86999999999999,3.6,4.5,31,5.71999999999999,7.78000000000001,13,59.11,0.94,2.95,8.93,25.69,21593.4670670647,323.90200600597,2461.65524564537,4599.40848528478,6197.32504824756,7773.64814414328,9717.0601801791,12351.463162361,16799.7173781763,28071.5071871841,127640.280350053,20344138.0470343,6379455.93077454,1928930.05007295,554815.462652155,NA,NA,NA,NA,NA,NA,NA,NA,NA,40045.9391187745,14668874.4673568,2877774.32119405,825646.115363749,201285.500460404
"5141","MENA",1988,0.676864466934575,9.0107861,365.5,53.804512,5.7445974,NA,NA,NA,0.16,6.49,10.18,1.16999999999999,2.2,2.96,3.69,4.59000000000001,31.34,5.83999999999999,7.83,13.08,58.48,0.88,2.77,8.6,24.97,21697.8873285898,347.166197257437,2538.65281744501,4773.53521228976,6422.57464926259,8006.52042424964,9959.33028382273,12671.5661998965,16989.4457782858,28380.8366257955,126886.413589136,19191594.1684695,6014291.14712694,1866851.29598621,541874.479317197,NA,NA,NA,NA,NA,NA,NA,NA,NA,40498.1473463968,13647022.2612289,2728502.69172757,829432.782652176,202500.102404704
"5142","MENA",1989,0.67876521732812,9.1306372,366.9375,54.325756,5.8071218,NA,NA,NA,0.16,6.43,10.11,1.15999999999999,2.17000000000001,2.94,3.67999999999999,4.57000000000001,31.18,5.79999999999999,7.81000000000001,13,58.71,0.86,2.81,8.68,25.29,21592.7681362646,345.484290180234,2504.7611038067,4685.63068556943,6348.2738320618,7946.13867414539,9867.89503827294,12523.8055190335,16863.9519144227,28070.598577144,126766.89642233,18669456.5164421,6057228.56296545,1874141.7033752,546100.913865006,NA,NA,NA,NA,NA,NA,NA,NA,NA,40442.792027034,13405899.5223866,2829139.08168749,821256.270794892,203870.146558932
"5143","MENA",1990,0.673155240699295,8.8103189,362.875,53.082088,5.620523,NA,NA,NA,0.16,6.59,10.33,1.17999999999999,2.24000000000001,3.00999999999999,3.74,4.65000000000001,31.62,5.91999999999999,7.97,13.07,58.06,0.81,2.67,8.36,24.69,22944.5003035313,367.112004856501,2707.45103581669,5139.56806799101,6906.29459136292,8581.2431135207,10669.192641142,13583.1441796905,18286.7667419144,29988.4618967154,133207.543744648,18588021.2932069,6118408.07268487,1917900.36290376,566532.059011613,NA,NA,NA,NA,NA,NA,NA,NA,NA,42612.413016501,13262849.3555435,2924338.20938163,865724.484871645,211578.095207872
"5144","MENA",1991,0.672884145799486,9,385.20001,55.858269,5.6702652,NA,NA,NA,0.14999999999999,6.42,10.19,1.12000000000001,2.13,3.02,3.77,4.72,32.03,6.03,8.11999999999999,13.16,57.78,0.79,2.59,8.11,24.35,22881.3169592082,343.219754388123,2562.70749943132,4873.72051231134,6910.15772168087,8626.25649362148,10799.9816047463,13797.4341264025,18579.629370877,30111.813118318,132217.019014839,18002429.111706,5934485.1315866,1855618.08016805,557275.000137477,NA,NA,NA,NA,NA,NA,NA,NA,NA,43207.3429134903,12963501.4874736,2822710.45597494,846934.289457358,204389.032784877
"5145","MENA",1992,0.67259044819447,8.950388,384.86667,55.007751,5.6542606,NA,NA,NA,0.14999999999999,6.45,10.21,1.14000000000001,2.15,3.01,3.76,4.69000000000001,32.06,5.99999999999999,8.14,13.23,57.73,0.73,2.46,7.97,24.22,23378.5363303527,350.67804495529,2665.15314166021,5026.38531102583,7036.93943543616,8790.32966021261,10964.5335389354,14027.1217982116,19030.1285729071,30929.8035650566,134973.042945535,17094202.0857396,5757234.18390546,1862202.42766286,566294.282753441,NA,NA,NA,NA,NA,NA,NA,NA,NA,44150.2005627368,12417783.3081147,2814149.11281915,863460.927582653,210935.07887184
"5146","MENA",1993,0.67117775090324,8.8479261,384,54.484615,5.5976677,NA,NA,NA,0.14999999999999,6.51,10.29,1.15000000000001,2.16999999999999,3.04000000000001,3.77999999999999,4.72,32.11,6.02,8.13999999999999,13.23,57.6,0.72,2.39,7.72,24.03,23404.955914594,351.07433871891,2691.56993017831,5078.87543346689,7115.10659803657,8847.07333571653,11047.1391916884,14089.7834605856,19051.6341144795,30964.7566750078,134819.557741847,16927403.648173,5595658.57663518,1805777.32481759,562464.701113892,NA,NA,NA,NA,NA,NA,NA,NA,NA,44058.7804140923,12348341.737408,2732460.03791736,840702.342871931,213182.700538591
"5147","MENA",1994,0.668998068725401,8.6466169,359.375,53.172932,5.5023923,NA,NA,NA,0.16,6.65,10.45,1.16999999999999,2.22,3.1,3.8,4.74,32.05,6.01999999999999,8.07,13.22,57.5,0.7,2.38,7.67,23.97,22944.7798758513,367.116478013621,2684.5392454746,5093.74113243899,7112.8817615139,8719.01635282349,10875.8256611535,13812.7574852625,18516.437359812,30332.9989958754,131937.306908665,16023024.9351916,5464633.51420671,1760806.57949562,549907.151215833,NA,NA,NA,NA,NA,NA,NA,NA,NA,43490.1303151843,11689765.1049752,2663600.11742253,842241.388493607,209417.140960325
"5148","MENA",1995,0.672583482508536,8.9137135,385.66666,55.46875,5.6384015,NA,NA,NA,0.14999999999999,6.49,10.26,1.13000000000001,2.15,3.06,3.77000000000001,4.71,31.89,5.99999999999999,8.03,13.15,57.85,0.74,2.42,7.76,23.96,23144.9536569812,347.174304854717,2615.37976323887,4976.16503625095,7082.35581903624,8725.6475286819,10901.2731724381,13886.9721941887,18585.3977865559,30435.6140589302,133901.022884442,17138195.586017,5601595.57442299,1796002.07864831,554446.986334377,NA,NA,NA,NA,NA,NA,NA,NA,NA,43384.1724058991,12427407.5852311,2734721.91777244,844534.72023468,213476.950405406
"5149","MENA",1996,0.671128872401312,8.8463898,383.93332,54.937984,5.5966959,NA,NA,NA,0.14999999999999,6.51,10.29,1.14000000000001,2.16999999999999,3.05000000000001,3.77999999999999,4.73,32.12,6.02,8.09,13.28,57.59,0.72,2.39,7.73,23.98,23407.1924931541,351.107887397312,2668.41994421957,5079.36077101444,7139.193710412,8847.91876241225,11071.6020492619,14091.1298808788,18936.4187269617,31084.7516309086,134806.976987447,16860320.2699857,5593377.96543466,1809106.75157664,561254.991685193,NA,NA,NA,NA,NA,NA,NA,NA,NA,44485.4077744334,12284653.7650473,2750507.96882201,869157.912533734,213108.613873787
"5150","MENA",1997,0.674641275192783,9.0862064,386.46667,55.609375,5.7339268,NA,NA,NA,0.14999999999999,6.38,10.11,1.13000000000001,2.12,2.97999999999999,3.73,4.69000000000001,31.91,5.97,8.05,13.21,57.97,0.7,2.4,7.8,24.31,23780.1419680525,356.702129520787,2687.15604238993,5041.39009722713,7086.48230647964,8869.99295408358,11152.8865830166,14196.7447549273,19143.0142842822,31413.5675397973,137862.702445197,16679049.7712736,5696270.36423094,1855666.86553789,578010.879112899,NA,NA,NA,NA,NA,NA,NA,NA,NA,44914.8308579745,12283950.6406625,2817452.25978011,889567.81018402,218987.041260557
"5151","MENA",1998,0.673251434497359,8.9674921,386.20001,54.305344,5.6794119,NA,NA,NA,0.14999999999999,6.46,10.2,1.16000000000001,2.17000000000001,2.97999999999999,3.74,4.69000000000001,31.88,5.97,8,13.21,57.93,0.69,2.33,7.68,24.05,23901.0569964585,358.515854946877,2772.52261158918,5186.52936823148,7122.51498494462,8938.99531667546,11209.595731339,14268.9310268857,19120.8455971668,31573.2962923216,138447.148380186,16493440.3101548,5576745.08982776,1834859.55583471,574744.356125858,NA,NA,NA,NA,NA,NA,NA,NA,NA,45207.962435509,12014308.7294556,2766480.35482288,866485.201154402,221096.554201221
"5152","MENA",1999,0.672171034650823,8.921175,384.79999,54.646152,5.6477494,NA,NA,NA,0.14999999999999,6.47,10.22,1.15000000000001,2.2,2.96999999999999,3.75,4.71,32.06,6.00000000000001,8.02999999999999,13.32,57.72,0.69,2.3,7.59,23.95,23321.2240047499,349.818360071248,2681.94076054623,5130.66928104497,6926.40352941071,8745.4590017812,10984.2965062372,13992.7344028499,18726.9428758141,31063.8703743268,134605.964489357,16026207.866055,5374385.75208619,1770778.92415051,558642.108782344,NA,NA,NA,NA,NA,NA,NA,NA,NA,44354.0087840269,11590031.873395,2680451.33901136,833647.055804063,219238.79613473
"5153","MENA",2000,0.674738323928381,9.1020412,386.53333,55.65625,5.7462835,NA,NA,NA,0.14999999999999,6.37,10.09,1.13000000000001,2.15,2.94,3.72,4.69000000000001,31.94,5.97,8.00999999999999,13.26,57.98,0.68,2.3,7.6,23.94,24011.4880628639,360.172320942958,2713.29815110362,5162.46993351574,7059.37749048198,8932.27355938537,11261.3879014832,14334.8583735297,19233.201938354,31839.2331713575,139211.918461584,16380856.5368853,5523519.83197122,1824724.50008957,574880.228273385,NA,NA,NA,NA,NA,NA,NA,NA,NA,45229.4895041501,11864269.2546122,2755309.06427361,862237.658896433,228580.14606335
"5154","MENA",2001,0.670494869914542,8.8101072,383.53333,53.704544,5.5800195,NA,NA,NA,0.14999999999999,6.53,10.31,1.17,2.21,3,3.77999999999999,4.75,32.16,6.02,8.03,13.36,57.53,0.71,2.35,7.65,23.84,23084.8456081782,346.272684122673,2700.92693615685,5101.75087940738,6925.45368245346,8726.07163989136,10965.3016638846,13897.0770561233,18537.1310233671,30841.3537325261,132806.637037748,16462955.7443805,5420099.04149012,1766198.55104556,550281.079193852,NA,NA,NA,NA,NA,NA,NA,NA,NA,43968.4785547279,11947393.0946603,2642112.74805091,826481.75702827,218765.200624626
