,dataset,variable,eq,percentile,thr,share
1275,au08,hcexp,0,60,.,.
1276,au08,hcexp,0,70,.,.
1277,au08,hcexp,0,80,.,.
1278,au08,hcexp,0,90,.,.
1279,au08,hcexp,0,100,.,.
1280,au10,dhi,0,10,         8424.79,   2.6271
1281,au10,dhi,0,20,        10837.94,   4.4977
1282,au10,dhi,0,30,        12816.57,   5.6426
1283,au10,dhi,0,40,        14655.10,   6.1548
1284,au10,dhi,0,50,        17312.87,   7.3779
1285,au10,dhi,0,60,        20458.25,   8.7139
1286,au10,dhi,0,70,        24593.59,  10.3345
1287,au10,dhi,0,80,        30011.21,  12.5582
1288,au10,dhi,0,90,        39030.18,  15.7329
1289,au10,dhi,0,100,               .,  26.3605
1290,au10,dhci,0,10,         8356.78,   2.6984
1291,au10,dhci,0,20,        10748.66,   4.5663
1292,au10,dhci,0,30,        12740.54,   5.5656
1293,au10,dhci,0,40,        14439.36,   6.4367
1294,au10,dhci,0,50,        16868.74,   7.4318
1295,au10,dhci,0,60,        20024.16,   8.7083
1296,au10,dhci,0,70,        24030.98,  10.4342
1297,au10,dhci,0,80,        29320.30,  12.5150
1298,au10,dhci,0,90,        38057.40,  15.7082
1299,au10,dhci,0,100,               .,  25.9355
1300,au10,mi,0,10,          270.16,   0.0174
1301,au10,mi,0,20,         4785.76,   0.8843
1302,au10,mi,0,30,         9368.90,   3.1237
1303,au10,mi,0,40,        13894.14,   5.1048
1304,au10,mi,0,50,        17804.08,   6.8758
1305,au10,mi,0,60,        22446.75,   8.7939
1306,au10,mi,0,70,        28029.50,  11.0340
1307,au10,mi,0,80,        35566.10,  13.8162
1308,au10,mi,0,90,        48590.89,  18.1478
1309,au10,mi,0,100,               .,  32.2021
1310,au10,hcexp,0,10,         6116.12,   2.9443
1311,au10,hcexp,0,20,         8152.19,   4.4804
1312,au10,hcexp,0,30,         9706.79,   5.5797
1313,au10,hcexp,0,40,        11357.40,   6.5846
1314,au10,hcexp,0,50,        13248.58,   7.7217
1315,au10,hcexp,0,60,        15302.66,   8.9370
1316,au10,hcexp,0,70,        17955.60,  10.4456
1317,au10,hcexp,0,80,        21658.45,  12.2846
1318,au10,hcexp,0,90,        28991.67,  15.5409
1319,au10,hcexp,0,100,               .,  25.4810
1320,au14,dhi,0,10,         9304.45,   2.7878
1321,au14,dhi,0,20,        11858.54,   4.6121
1322,au14,dhi,0,30,        14259.45,   5.6324
1323,au14,dhi,0,40,        16217.13,   6.5866
1324,au14,dhi,0,50,        18613.99,   7.4994
1325,au14,dhi,0,60,        21640.40,   8.6929
1326,au14,dhi,0,70,        25432.84,  10.1802
1327,au14,dhi,0,80,        30873.47,  12.0473
1328,au14,dhi,0,90,        40751.10,  15.2309
1329,au14,dhi,0,100,               .,  26.7302
1330,au14,dhci,0,10,         9213.84,   2.8474
1331,au14,dhci,0,20,        11750.99,   4.6998
1332,au14,dhci,0,30,        13992.83,   5.7048
1333,au14,dhci,0,40,        15911.25,   6.6535
1334,au14,dhci,0,50,        18298.66,   7.5463
1335,au14,dhci,0,60,        21225.10,   8.7451
1336,au14,dhci,0,70,        24838.08,  10.2651
1337,au14,dhci,0,80,        30073.46,  12.0479
1338,au14,dhci,0,90,        39738.37,  15.1766
1339,au14,dhci,0,100,               .,  26.3136
1340,au14,mi,0,10,          652.69,   0.0413
1341,au14,mi,0,20,         5827.58,   1.1889
1342,au14,mi,0,30,        10696.29,   3.3067
1343,au14,mi,0,40,        15013.36,   5.1033
1344,au14,mi,0,50,        19340.98,   6.8076
1345,au14,mi,0,60,        23927.11,   8.5301
1346,au14,mi,0,70,        29418.21,  10.5697
1347,au14,mi,0,80,        37206.07,  13.0613
1348,au14,mi,0,90,        51517.27,  17.1842
1349,au14,mi,0,100,               .,  34.2069
1350,au14,hcexp,0,10,.,.
1351,au14,hcexp,0,20,.,.
1352,au14,hcexp,0,30,.,.
1353,au14,hcexp,0,40,.,.
1354,au14,hcexp,0,50,.,.
1355,au14,hcexp,0,60,.,.
1356,au14,hcexp,0,70,.,.
1357,au14,hcexp,0,80,.,.
1358,au14,hcexp,0,90,.,.
1359,au14,hcexp,0,100,.,.
1360,au16,dhi,0,10,         9229.33,   2.8423
1361,au16,dhi,0,20,        11918.85,   4.5805
1362,au16,dhi,0,30,        14164.12,   5.5961
1363,au16,dhi,0,40,        16421.93,   6.5791
1364,au16,dhi,0,50,        18970.30,   7.5832
1365,au16,dhi,0,60,        22343.57,   8.8705
1366,au16,dhi,0,70,        26496.61,  10.4369
1367,au16,dhi,0,80,        31645.99,  12.4269
1368,au16,dhi,0,90,        40539.94,  15.2596
1369,au16,dhi,0,100,               .,  25.8249
1370,au16,dhci,0,10,         9158.21,   2.8545
1371,au16,dhci,0,20,        11702.59,   4.6327
1372,au16,dhci,0,30,        13994.75,   5.6421
1373,au16,dhci,0,40,        16140.37,   6.6303
1374,au16,dhci,0,50,        18615.81,   7.6577
1375,au16,dhci,0,60,        22087.01,   8.9117
1376,au16,dhci,0,70,        25785.77,  10.4720
1377,au16,dhci,0,80,        30480.50,  12.4087
1378,au16,dhci,0,90,        39584.65,  15.3112
1379,au16,dhci,0,100,               .,  25.4790
1380,au16,mi,0,10,         1096.53,   0.0788
1381,au16,mi,0,20,         7203.65,   1.6372
1382,au16,mi,0,30,        11819.03,   3.7415
1383,au16,mi,0,40,        15535.13,   5.2854
1384,au16,mi,0,50,        20151.86,   6.9455
1385,au16,mi,0,60,        25168.57,   8.7695
1386,au16,mi,0,70,        30857.27,  10.8433
1387,au16,mi,0,80,        38342.39,  13.3897
1388,au16,mi,0,90,        51538.89,  17.2113
1389,au16,mi,0,100,               .,  32.0977
1390,au16,hcexp,0,10,         6394.91,   2.9139
1391,au16,hcexp,0,20,         8183.05,   4.4789
1392,au16,hcexp,0,30,        10040.39,   5.5652
1393,au16,hcexp,0,40,        11620.74,   6.6304
1394,au16,hcexp,0,50,        13586.74,   7.7613
1395,au16,hcexp,0,60,        15603.49,   8.9500
1396,au16,hcexp,0,70,        18212.44,  10.3526
1397,au16,hcexp,0,80,        22055.72,  12.2874
1398,au16,hcexp,0,90,        28635.63,  15.3678
1399,au16,hcexp,0,100,               .,  25.6924
1400,au18,dhi,0,10,         8883.57,   2.6633
1401,au18,dhi,0,20,        11933.45,   4.5979
1402,au18,dhi,0,30,        14128.92,   5.6342
1403,au18,dhi,0,40,        16066.64,   6.5479
1404,au18,dhi,0,50,        18906.33,   7.5742
1405,au18,dhi,0,60,        21922.71,   8.8534
1406,au18,dhi,0,70,        25583.66,  10.2767
1407,au18,dhi,0,80,        30689.57,  12.2216
1408,au18,dhi,0,90,        40356.99,  15.1751
1409,au18,dhi,0,100,               .,  26.4557
1410,au18,dhci,0,10,         8829.06,   2.6875
1411,au18,dhci,0,20,        11850.35,   4.6822
1412,au18,dhci,0,30,        13937.80,   5.6538
1413,au18,dhci,0,40,        15913.02,   6.6317
1414,au18,dhci,0,50,        18457.94,   7.6280
1415,au18,dhci,0,60,        21489.73,   8.8274
1416,au18,dhci,0,70,        25065.51,  10.3608
1417,au18,dhci,0,80,        30107.58,  12.1850
1418,au18,dhci,0,90,        39423.53,  15.1775
1419,au18,dhci,0,100,               .,  26.1662
1420,au18,mi,0,10,          515.59,   0.0394
1421,au18,mi,0,20,         6416.21,   1.2866
1422,au18,mi,0,30,        11366.52,   3.5136
1423,au18,mi,0,40,        15811.38,   5.3445
1424,au18,mi,0,50,        20124.32,   6.9940
1425,au18,mi,0,60,        24862.82,   8.7892
1426,au18,mi,0,70,        30433.36,  10.7266
1427,au18,mi,0,80,        37646.14,  13.1866
1428,au18,mi,0,90,        51265.54,  16.9936
1429,au18,mi,0,100,               .,  33.1260
1430,au18,hcexp,0,10,.,.
1431,au18,hcexp,0,20,.,.
1432,au18,hcexp,0,30,.,.
1433,au18,hcexp,0,40,.,.
1434,au18,hcexp,0,50,.,.
1435,au18,hcexp,0,60,.,.
1436,au18,hcexp,0,70,.,.
1437,au18,hcexp,0,80,.,.
1438,au18,hcexp,0,90,.,.
1439,au18,hcexp,0,100,.,.
1440,be85,dhi,0,10,         6312.76,   4.0464
1441,be85,dhi,0,20,         7640.90,   5.6734
1442,be85,dhi,0,30,         8788.67,   6.7483
1443,be85,dhi,0,40,         9991.10,   7.6050
1444,be85,dhi,0,50,        11149.80,   8.7575
1445,be85,dhi,0,60,        12461.55,   9.5960
1446,be85,dhi,0,70,        13937.25,  11.0455
1447,be85,dhi,0,80,        16003.25,  11.6306
1448,be85,dhi,0,90,        19676.12,  15.7470
1449,be85,dhi,0,100,               .,  19.1502
1450,be85,dhci,0,10,         6312.76,   4.0464
1451,be85,dhci,0,20,         7640.90,   5.6734
1452,be85,dhci,0,30,         8788.67,   6.7483
1453,be85,dhci,0,40,         9991.10,   7.6050
1454,be85,dhci,0,50,        11149.80,   8.7575
1455,be85,dhci,0,60,        12461.55,   9.5960
1456,be85,dhci,0,70,        13937.25,  11.0455
1457,be85,dhci,0,80,        16003.25,  11.6306
1458,be85,dhci,0,90,        19676.12,  15.7470
1459,be85,dhci,0,100,               .,  19.1502
1460,be85,mi,0,10,            0.00,   0.0000
1461,be85,mi,0,20,            0.00,   0.0000
1462,be85,mi,0,30,         4919.03,   4.2715
1463,be85,mi,0,40,         6530.60,   6.0916
1464,be85,mi,0,50,         8198.39,   9.7464
1465,be85,mi,0,60,         9838.06,  10.5923
1466,be85,mi,0,70,        11477.74,  11.7151
1467,be85,mi,0,80,        13855.27,  12.8395
1468,be85,mi,0,90,        17610.13,  17.6615
1469,be85,mi,0,100,               .,  27.0821
1470,be85,hcexp,0,10,.,.
1471,be85,hcexp,0,20,.,.
1472,be85,hcexp,0,30,.,.
1473,be85,hcexp,0,40,.,.
1474,be85,hcexp,0,50,.,.
1475,be85,hcexp,0,60,.,.
1476,be85,hcexp,0,70,.,.
1477,be85,hcexp,0,80,.,.
1478,be85,hcexp,0,90,.,.
1479,be85,hcexp,0,100,.,.
1480,be88,dhi,0,10,         6696.61,   4.0579
1481,be88,dhi,0,20,         7986.91,   5.5697
1482,be88,dhi,0,30,         9272.83,   6.6755
1483,be88,dhi,0,40,        10514.98,   7.6426
1484,be88,dhi,0,50,        11723.00,   8.6038
1485,be88,dhi,0,60,        12920.51,   9.6365
1486,be88,dhi,0,70,        14496.18,  10.5972
1487,be88,dhi,0,80,        16912.21,  11.9464
1488,be88,dhi,0,90,        20483.74,  15.4271
1489,be88,dhi,0,100,               .,  19.8434
1490,be88,dhci,0,10,         6696.61,   4.0579
1491,be88,dhci,0,20,         7986.91,   5.5697
1492,be88,dhci,0,30,         9272.83,   6.6755
1493,be88,dhci,0,40,        10514.98,   7.6426
1494,be88,dhci,0,50,        11723.00,   8.6038
1495,be88,dhci,0,60,        12920.51,   9.6365
1496,be88,dhci,0,70,        14496.18,  10.5972
1497,be88,dhci,0,80,        16912.21,  11.9464
1498,be88,dhci,0,90,        20483.74,  15.4271
1499,be88,dhci,0,100,               .,  19.8434
1500,be88,mi,0,10,            0.00,   0.0000
1501,be88,mi,0,20,            0.00,   0.0000
1502,be88,mi,0,30,         4840.46,   3.5265
1503,be88,mi,0,40,         6696.61,   6.6690
1504,be88,mi,0,50,         8403.58,   8.2551
1505,be88,mi,0,60,        10115.81,   9.8936
1506,be88,mi,0,70,        11817.54,  13.5138
1507,be88,mi,0,80,        14181.05,  12.8179
1508,be88,mi,0,90,        18424.86,  17.7078
1509,be88,mi,0,100,               .,  27.6163
1510,be88,hcexp,0,10,.,.
1511,be88,hcexp,0,20,.,.
1512,be88,hcexp,0,30,.,.
1513,be88,hcexp,0,40,.,.
1514,be88,hcexp,0,50,.,.
1515,be88,hcexp,0,60,.,.
1516,be88,hcexp,0,70,.,.
1517,be88,hcexp,0,80,.,.
1518,be88,hcexp,0,90,.,.
1519,be88,hcexp,0,100,.,.
1520,be92,dhi,0,10,         7196.12,   3.8307
1521,be92,dhi,0,20,         8819.79,   5.7656
1522,be92,dhi,0,30,        10172.38,   6.8858
1523,be92,dhi,0,40,        11376.40,   7.6877
1524,be92,dhi,0,50,        12739.63,   8.6804
1525,be92,dhi,0,60,        14252.52,   9.7375
1526,be92,dhi,0,70,        15957.23,  10.8294
1527,be92,dhi,0,80,        18164.97,  12.2261
1528,be92,dhi,0,90,        22077.43,  14.2961
1529,be92,dhi,0,100,               .,  20.0608
1530,be92,dhci,0,10,         7196.12,   3.8307
1531,be92,dhci,0,20,         8819.79,   5.7656
1532,be92,dhci,0,30,        10172.38,   6.8858
1533,be92,dhci,0,40,        11376.40,   7.6877
1534,be92,dhci,0,50,        12739.63,   8.6804
1535,be92,dhci,0,60,        14252.52,   9.7375
1536,be92,dhci,0,70,        15957.23,  10.8294
1537,be92,dhci,0,80,        18164.97,  12.2261
1538,be92,dhci,0,90,        22077.43,  14.2961
1539,be92,dhci,0,100,               .,  20.0608
1540,be92,mi,0,10,            0.00,   0.0000
1541,be92,mi,0,20,            2.33,   0.0000
1542,be92,mi,0,30,         5992.68,   2.1103
1543,be92,mi,0,40,         9706.25,   5.6456
1544,be92,mi,0,50,        12602.18,   7.8887
1545,be92,mi,0,60,        15424.09,   9.8151
1546,be92,mi,0,70,        18900.08,  12.1147
1547,be92,mi,0,80,        23388.90,  14.8871
1548,be92,mi,0,90,        30432.61,  18.6943
1549,be92,mi,0,100,               .,  28.8443
1550,be92,hcexp,0,10,.,.
1551,be92,hcexp,0,20,.,.
1552,be92,hcexp,0,30,.,.
1553,be92,hcexp,0,40,.,.
1554,be92,hcexp,0,50,.,.
1555,be92,hcexp,0,60,.,.
1556,be92,hcexp,0,70,.,.
1557,be92,hcexp,0,80,.,.
1558,be92,hcexp,0,90,.,.
1559,be92,hcexp,0,100,.,.
1560,be95,dhi,0,10,         7751.62,   3.3819
1561,be95,dhi,0,20,         9817.90,   5.2641
1562,be95,dhi,0,30,        11698.88,   6.4938
1563,be95,dhi,0,40,        13151.62,   7.5014
1564,be95,dhi,0,50,        14748.66,   8.3611
1565,be95,dhi,0,60,        16469.34,   9.2429
1566,be95,dhi,0,70,        18566.73,  10.5225
1567,be95,dhi,0,80,        21643.01,  11.9514
1568,be95,dhi,0,90,        26966.49,  14.4323
1569,be95,dhi,0,100,               .,  22.8487
1570,be95,dhci,0,10,         7751.62,   3.3843
1571,be95,dhci,0,20,         9817.90,   5.2679
1572,be95,dhci,0,30,        11687.22,   6.4916
1573,be95,dhci,0,40,        13149.70,   7.4390
1574,be95,dhci,0,50,        14742.16,   8.3905
1575,be95,dhci,0,60,        16469.34,   9.2755
1576,be95,dhci,0,70,        18538.37,  10.5246
1577,be95,dhci,0,80,        21588.46,  11.9467
1578,be95,dhci,0,90,        26922.86,  14.4464
1579,be95,dhci,0,100,               .,  22.8336
1580,be95,mi,0,10,            0.00,   0.0000
1581,be95,mi,0,20,          545.44,   0.0804
1582,be95,mi,0,30,         4503.14,   2.3374
1583,be95,mi,0,40,         7487.78,   5.4666
1584,be95,mi,0,50,         9686.99,   7.8171
1585,be95,mi,0,60,        11857.11,   9.6239
1586,be95,mi,0,70,        14246.86,  11.7105
1587,be95,mi,0,80,        17392.95,  14.0968
1588,be95,mi,0,90,        23112.12,  17.7820
1589,be95,mi,0,100,               .,  31.0852
1590,be95,hcexp,0,10,.,.
1591,be95,hcexp,0,20,.,.
1592,be95,hcexp,0,30,.,.
1593,be95,hcexp,0,40,.,.
1594,be95,hcexp,0,50,.,.
1595,be95,hcexp,0,60,.,.
1596,be95,hcexp,0,70,.,.
1597,be95,hcexp,0,80,.,.
1598,be95,hcexp,0,90,.,.
1599,be95,hcexp,0,100,.,.
1600,be97,dhi,0,10,         7860.17,   3.4653
1601,be97,dhi,0,20,        10065.70,   5.5319
1602,be97,dhi,0,30,        11725.70,   6.6256
1603,be97,dhi,0,40,        13280.55,   7.6425
1604,be97,dhi,0,50,        14608.35,   8.5125
1605,be97,dhi,0,60,        16332.75,   9.4564
1606,be97,dhi,0,70,        18460.86,  10.5502
1607,be97,dhi,0,80,        21503.21,  12.1664
1608,be97,dhi,0,90,        26958.62,  14.4595
1609,be97,dhi,0,100,               .,  21.5896
1610,be97,dhci,0,10,         7860.17,   3.4653
1611,be97,dhci,0,20,        10065.70,   5.5319
1612,be97,dhci,0,30,        11725.70,   6.6256
1613,be97,dhci,0,40,        13280.55,   7.6425
1614,be97,dhci,0,50,        14608.35,   8.5125
1615,be97,dhci,0,60,        16332.75,   9.4564
1616,be97,dhci,0,70,        18460.86,  10.5502
1617,be97,dhci,0,80,        21503.21,  12.1664
1618,be97,dhci,0,90,        26958.62,  14.4595
1619,be97,dhci,0,100,               .,  21.5896
1620,be97,mi,0,10,          105.16,   0.0236
1621,be97,mi,0,20,          630.94,   0.1620
1622,be97,mi,0,30,         6056.98,   1.6801
1623,be97,mi,0,40,        11088.02,   4.9151
1624,be97,mi,0,50,        15026.83,   7.4094
1625,be97,mi,0,60,        18711.38,   9.5369
1626,be97,mi,0,70,        22868.19,  11.6894
1627,be97,mi,0,80,        29431.67,  14.5251
1628,be97,mi,0,90,        38961.95,  19.0345
1629,be97,mi,0,100,               .,  31.0239
1630,be97,hcexp,0,10,.,.
1631,be97,hcexp,0,20,.,.
1632,be97,hcexp,0,30,.,.
1633,be97,hcexp,0,40,.,.
1634,be97,hcexp,0,50,.,.
1635,be97,hcexp,0,60,.,.
1636,be97,hcexp,0,70,.,.
1637,be97,hcexp,0,80,.,.
1638,be97,hcexp,0,90,.,.
1639,be97,hcexp,0,100,.,.
1640,be00,dhi,0,10,         8820.07,   3.5182
1641,be00,dhi,0,20,        11030.11,   5.2907
1642,be00,dhi,0,30,        12709.80,   6.3008
1643,be00,dhi,0,40,        14284.90,   7.1807
1644,be00,dhi,0,50,        15942.19,   8.0481
1645,be00,dhi,0,60,        17771.41,   9.0160
1646,be00,dhi,0,70,        20252.01,  10.1338
1647,be00,dhi,0,80,        23981.12,  11.6306
1648,be00,dhi,0,90,        29224.20,  14.0128
1649,be00,dhi,0,100,               .,  24.8682
1650,be00,dhci,0,10,         8820.07,   3.5221
1651,be00,dhci,0,20,        11030.11,   5.3254
1652,be00,dhci,0,30,        12709.80,   6.2720
1653,be00,dhci,0,40,        14284.90,   7.1885
1654,be00,dhci,0,50,        15942.19,   8.0541
1655,be00,dhci,0,60,        17760.69,   8.9823
1656,be00,dhci,0,70,        20252.01,  10.3107
1657,be00,dhci,0,80,        23922.02,  11.5495
1658,be00,dhci,0,90,        29172.54,  13.9954
1659,be00,dhci,0,100,               .,  24.8000
1660,be00,mi,0,10,            0.00,   0.0000
1661,be00,mi,0,20,          160.73,   0.0070
1662,be00,mi,0,30,         5400.54,   1.7744
1663,be00,mi,0,40,         9041.08,   5.3248
1664,be00,mi,0,50,        11237.72,   6.9417
1665,be00,mi,0,60,        13514.74,   8.7995
1666,be00,mi,0,70,        16582.00,  10.6075
1667,be00,mi,0,80,        20091.28,  12.5856
1668,be00,mi,0,90,        26860.56,  16.3728
1669,be00,mi,0,100,               .,  37.5867
1670,be00,hcexp,0,10,.,.
1671,be00,hcexp,0,20,.,.
1672,be00,hcexp,0,30,.,.
1673,be00,hcexp,0,40,.,.
1674,be00,hcexp,0,50,.,.
1675,be00,hcexp,0,60,.,.
1676,be00,hcexp,0,70,.,.
1677,be00,hcexp,0,80,.,.
1678,be00,hcexp,0,90,.,.
1679,be00,hcexp,0,100,.,.
1680,be03,dhi,0,10,         8155.10,   3.2715
1681,be03,dhi,0,20,        10463.17,   5.2564
1682,be03,dhi,0,30,        12344.81,   6.4396
1683,be03,dhi,0,40,        14030.69,   7.4431
1684,be03,dhi,0,50,        15726.05,   8.4221
1685,be03,dhi,0,60,        17619.79,   9.3987
1686,be03,dhi,0,70,        19939.50,  10.5688
1687,be03,dhi,0,80,        23328.94,  12.1202
1688,be03,dhi,0,90,        29165.19,  14.6995
1689,be03,dhi,0,100,               .,  22.3801
1690,be03,dhci,0,10,         8155.10,   3.2817
1691,be03,dhci,0,20,        10450.22,   5.2723
1692,be03,dhci,0,30,        12316.90,   6.4470
1693,be03,dhci,0,40,        14004.35,   7.4511
1694,be03,dhci,0,50,        15684.03,   8.4379
1695,be03,dhci,0,60,        17589.88,   9.3866
1696,be03,dhci,0,70,        19847.99,  10.5929
1697,be03,dhci,0,80,        23175.38,  12.0713
1698,be03,dhci,0,90,        28997.50,  14.6729
1699,be03,dhci,0,100,               .,  22.3862
1700,be03,mi,0,10,           19.00,   0.0012
1701,be03,mi,0,20,          697.04,   0.1222
1702,be03,mi,0,30,         5882.70,   1.4783
1703,be03,mi,0,40,        11189.45,   4.6718
1704,be03,mi,0,50,        15604.00,   7.1975
1705,be03,mi,0,60,        19650.26,   9.4728
1706,be03,mi,0,70,        24491.01,  11.7930
1707,be03,mi,0,80,        30921.31,  14.8341
1708,be03,mi,0,90,        41504.95,  18.9988
1709,be03,mi,0,100,               .,  31.4302
1710,be03,hcexp,0,10,.,.
1711,be03,hcexp,0,20,.,.
1712,be03,hcexp,0,30,.,.
1713,be03,hcexp,0,40,.,.
1714,be03,hcexp,0,50,.,.
1715,be03,hcexp,0,60,.,.
1716,be03,hcexp,0,70,.,.
1717,be03,hcexp,0,80,.,.
1718,be03,hcexp,0,90,.,.
1719,be03,hcexp,0,100,.,.
1720,be04,dhi,0,10,         8497.06,   3.4454
1721,be04,dhi,0,20,        10974.07,   5.2257
1722,be04,dhi,0,30,        12941.18,   6.3995
1723,be04,dhi,0,40,        14629.71,   7.3354
1724,be04,dhi,0,50,        16352.87,   8.2843
1725,be04,dhi,0,60,        18256.07,   9.2735
1726,be04,dhi,0,70,        20868.72,  10.3642
1727,be04,dhi,0,80,        24577.04,  12.0614
1728,be04,dhi,0,90,        30027.16,  14.4367
1729,be04,dhi,0,100,               .,  23.1740
1730,be04,dhci,0,10,         8484.54,   3.4506
1731,be04,dhci,0,20,        10971.54,   5.2408
1732,be04,dhci,0,30,        12904.16,   6.4122
1733,be04,dhci,0,40,        14605.66,   7.3585
1734,be04,dhci,0,50,        16306.93,   8.2928
1735,be04,dhci,0,60,        18186.16,   9.2510
1736,be04,dhci,0,70,        20819.71,  10.4093
1737,be04,dhci,0,80,        24520.55,  12.0185
1738,be04,dhci,0,90,        29769.59,  14.4220
1739,be04,dhci,0,100,               .,  23.1443
1740,be04,mi,0,10,            0.00,   0.0000
1741,be04,mi,0,20,          487.61,   0.0677
1742,be04,mi,0,30,         5648.94,   1.2302
1743,be04,mi,0,40,        11780.97,   4.4880
1744,be04,mi,0,50,        16201.08,   7.0509
1745,be04,mi,0,60,        20462.77,   9.1770
1746,be04,mi,0,70,        25345.10,  11.4410
1747,be04,mi,0,80,        31944.54,  14.2631
1748,be04,mi,0,90,        41625.23,  18.2581
1749,be04,mi,0,100,               .,  34.0239
1750,be04,hcexp,0,10,.,.
1751,be04,hcexp,0,20,.,.
1752,be04,hcexp,0,30,.,.
1753,be04,hcexp,0,40,.,.
1754,be04,hcexp,0,50,.,.
1755,be04,hcexp,0,60,.,.
1756,be04,hcexp,0,70,.,.
1757,be04,hcexp,0,80,.,.
1758,be04,hcexp,0,90,.,.
1759,be04,hcexp,0,100,.,.
1760,be05,dhi,0,10,         8696.70,   3.4139
1761,be05,dhi,0,20,        11262.56,   5.3494
1762,be05,dhi,0,30,        13075.35,   6.4626
1763,be05,dhi,0,40,        14699.51,   7.3827
1764,be05,dhi,0,50,        16536.77,   8.3007
1765,be05,dhi,0,60,        18456.51,   9.2852
1766,be05,dhi,0,70,        20988.48,  10.4557
1767,be05,dhi,0,80,        24816.28,  12.1047
1768,be05,dhi,0,90,        30454.60,  14.5749
1769,be05,dhi,0,100,               .,  22.6702
1770,be05,dhci,0,10,         8696.70,   3.4411
1771,be05,dhci,0,20,        11218.80,   5.3356
1772,be05,dhci,0,30,        13057.67,   6.4826
1773,be05,dhci,0,40,        14663.22,   7.4050
1774,be05,dhci,0,50,        16505.38,   8.3400
1775,be05,dhci,0,60,        18395.61,   9.2760
1776,be05,dhci,0,70,        20903.38,  10.4611
1777,be05,dhci,0,80,        24675.72,  12.1074
1778,be05,dhci,0,90,        30336.32,  14.5222
1779,be05,dhci,0,100,               .,  22.6289
1780,be05,mi,0,10,           11.60,   0.0002
1781,be05,mi,0,20,          837.57,   0.1225
1782,be05,mi,0,30,         7198.48,   1.7484
1783,be05,mi,0,40,        12197.27,   4.9719
1784,be05,mi,0,50,        16349.61,   7.1849
1785,be05,mi,0,60,        20202.10,   9.1851
1786,be05,mi,0,70,        25034.46,  11.3147
1787,be05,mi,0,80,        31110.61,  14.0930
1788,be05,mi,0,90,        41924.00,  18.1171
1789,be05,mi,0,100,               .,  33.2622
1790,be05,hcexp,0,10,.,.
1791,be05,hcexp,0,20,.,.
1792,be05,hcexp,0,30,.,.
1793,be05,hcexp,0,40,.,.
1794,be05,hcexp,0,50,.,.
1795,be05,hcexp,0,60,.,.
1796,be05,hcexp,0,70,.,.
1797,be05,hcexp,0,80,.,.
1798,be05,hcexp,0,90,.,.
1799,be05,hcexp,0,100,.,.
1800,be06,dhi,0,10,         8605.13,   3.3040
1801,be06,dhi,0,20,        11205.88,   5.1822
1802,be06,dhi,0,30,        13218.81,   6.3685
1803,be06,dhi,0,40,        14947.91,   7.3524
1804,be06,dhi,0,50,        16770.69,   8.2253
1805,be06,dhi,0,60,        18878.32,   9.2586
1806,be06,dhi,0,70,        21548.69,  10.4925
1807,be06,dhi,0,80,        25098.30,  12.0235
1808,be06,dhi,0,90,        31400.84,  14.4917
1809,be06,dhi,0,100,               .,  23.3013
1810,be06,dhci,0,10,         8532.68,   3.3315
1811,be06,dhci,0,20,        11100.62,   5.2411
1812,be06,dhci,0,30,        13074.39,   6.4310
1813,be06,dhci,0,40,        14700.43,   7.3641
1814,be06,dhci,0,50,        16550.25,   8.2846
1815,be06,dhci,0,60,        18579.70,   9.2735
1816,be06,dhci,0,70,        21157.83,  10.4883
1817,be06,dhci,0,80,        24532.29,  12.0042
1818,be06,dhci,0,90,        30659.37,  14.4256
1819,be06,dhci,0,100,               .,  23.1560
1820,be06,mi,0,10,           40.43,   0.0021
1821,be06,mi,0,20,          988.20,   0.1740
1822,be06,mi,0,30,         6822.47,   1.7506
1823,be06,mi,0,40,        12125.59,   4.9736
1824,be06,mi,0,50,        16072.24,   7.2749
1825,be06,mi,0,60,        19896.24,   9.3161
1826,be06,mi,0,70,        24954.75,  11.4971
1827,be06,mi,0,80,        31670.30,  14.4753
1828,be06,mi,0,90,        42747.50,  18.7627
1829,be06,mi,0,100,               .,  31.7736
1830,be06,hcexp,0,10,.,.
1831,be06,hcexp,0,20,.,.
1832,be06,hcexp,0,30,.,.
1833,be06,hcexp,0,40,.,.
1834,be06,hcexp,0,50,.,.
1835,be06,hcexp,0,60,.,.
1836,be06,hcexp,0,70,.,.
1837,be06,hcexp,0,80,.,.
1838,be06,hcexp,0,90,.,.
1839,be06,hcexp,0,100,.,.
1840,be07,dhi,0,10,         8699.77,   3.3188
1841,be07,dhi,0,20,        11380.64,   5.1642
1842,be07,dhi,0,30,        13361.61,   6.3419
1843,be07,dhi,0,40,        15122.37,   7.2704
1844,be07,dhi,0,50,        17018.06,   8.1924
1845,be07,dhi,0,60,        19045.21,   9.1962
1846,be07,dhi,0,70,        21711.50,  10.3727
1847,be07,dhi,0,80,        25606.94,  11.9891
1848,be07,dhi,0,90,        31823.09,  14.6058
1849,be07,dhi,0,100,               .,  23.5485
1850,be07,dhci,0,10,         8646.29,   3.3610
1851,be07,dhci,0,20,        11230.14,   5.2091
1852,be07,dhci,0,30,        13149.33,   6.4181
1853,be07,dhci,0,40,        15020.84,   7.2801
1854,be07,dhci,0,50,        16702.43,   8.2339
1855,be07,dhci,0,60,        18690.13,   9.2417
1856,be07,dhci,0,70,        21198.09,  10.3810
