,dataset,variable,eq,pop,mean,median,gini,fgt0_40,fgt0_50,fgt0_60,fgt1_40,fgt1_50,fgt1_60,fgt2_40,fgt2_50,fgt2_60,meanpoor_40,meanpoor_50,meanpoor_60,meangap_40,meangap_50,meangap_60
807,dk07,hcexp,1,5484723,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
808,dk10,dhi,1,5529888, 33735.88, 31381.23,    0.251,     3.16,     6.32,    13.51,     1.30,     1.92,     3.20,   0.0085,   0.0111,   0.0154,  7400.09, 10917.19, 14372.49,  5152.40,  4773.42,  4456.25
809,dk10,dhci,1,5529888, 33735.88, 31381.23,    0.251,     3.16,     6.32,    13.51,     1.30,     1.92,     3.20,   0.0085,   0.0111,   0.0154,  7400.09, 10917.19, 14372.49,  5152.40,  4773.42,  4456.25
810,dk10,mi,1,5529888, 40356.52, 37661.45,    0.443,    23.44,    25.91,    28.51,    17.59,    19.00,    20.36,   0.1528,   0.1637,   0.1739,  3133.32,  4182.11,  5377.67,  9419.17, 11508.50, 13451.07
811,dk10,hcexp,1,5529888,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
812,dk13,dhi,1,5569077, 33042.98, 30353.64,    0.251,     2.94,     5.67,    12.40,     1.12,     1.72,     2.86,   0.0069,   0.0095,   0.0134,  7514.28, 10570.92, 14005.68,  4627.18,  4605.90,  4206.51
813,dk13,dhci,1,5569077, 33042.98, 30353.64,    0.251,     2.94,     5.67,    12.40,     1.12,     1.72,     2.86,   0.0069,   0.0095,   0.0134,  7514.28, 10570.92, 14005.68,  4627.18,  4605.90,  4206.51
814,dk13,mi,1,5569077, 39229.24, 36464.65,    0.445,    23.90,    26.47,    29.18,    17.81,    19.29,    20.71,   0.1538,   0.1653,   0.1760,  3097.65,  4119.35,  5286.53,  9043.81, 11057.47, 12925.66
815,dk13,hcexp,1,5569077,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
816,dk16,dhi,1,5733361, 34209.05, 31255.75,    0.257,     3.10,     6.15,    12.80,     1.16,     1.81,     3.05,   0.0071,   0.0098,   0.0141,  7823.16, 11021.83, 14290.32,  4679.14,  4606.05,  4463.13
817,dk16,dhci,1,5733361, 34209.05, 31255.75,    0.257,     3.10,     6.15,    12.80,     1.16,     1.81,     3.05,   0.0071,   0.0098,   0.0141,  7823.16, 11021.83, 14290.32,  4679.14,  4606.05,  4463.13
818,dk16,mi,1,5733361, 41541.48, 38327.20,    0.447,    23.44,    26.05,    28.65,    17.29,    18.78,    20.20,   0.1485,   0.1601,   0.1708,  3282.15,  4363.00,  5528.03,  9220.15, 11264.87, 13225.42
819,dk16,hcexp,1,5733361,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
820,do07,dhi,1,9351011,  7044.25,  4371.87,    0.515,    15.28,    21.12,    27.10,     6.38,     8.74,    11.30,   0.0385,   0.0519,   0.0667,  1018.25,  1281.37,  1529.12,   730.50,   904.57,  1094.01
821,do07,dhci,1,9351011,  6417.11,  3867.70,    0.525,    18.79,    25.91,    32.10,     8.02,    10.83,    13.85,   0.0494,   0.0656,   0.0834,  1002.54,  1272.35,  1491.71,   746.21,   913.58,  1131.42
822,do07,mi,1,9351011,  7016.52,  4293.77,    0.523,    16.39,    22.42,    28.43,     7.20,     9.65,    12.27,   0.0452,   0.0593,   0.0748,   980.16,  1244.69,  1491.00,   768.59,   941.24,  1132.12
823,do07,hcexp,1,9351011,  7828.40,  5554.90,    0.413,     2.47,     5.82,    10.19,     0.57,     1.24,     2.36,   0.0022,   0.0046,   0.0086,  1349.15,  1719.55,  2016.00,   399.60,   466.39,   607.12
824,ee00,dhi,1,1439197,  8381.73,  6655.96,    0.364,     7.09,    12.63,    20.00,     2.45,     3.91,     5.98,   0.0148,   0.0208,   0.0295,  1742.87,  2297.87,  2799.87,   919.51,  1030.11,  1193.70
825,ee00,dhci,1,1439197,  7929.34,  6246.48,    0.366,     8.29,    14.85,    23.14,     2.87,     4.57,     6.98,   0.0173,   0.0244,   0.0345,  1742.15,  2303.42,  2788.01,   920.24,  1024.56,  1205.57
826,ee00,mi,1,1439197,  6658.29,  5145.20,    0.490,    28.92,    34.38,    40.29,    18.77,    21.32,    23.99,   0.1541,   0.1710,   0.1881,   934.24,  1264.14,  1615.18,  1728.14,  2063.84,  2378.40
827,ee00,hcexp,1,1439197,  8281.02,  6688.16,    0.359,     7.43,    12.91,    20.56,     1.81,     3.47,     5.65,   0.0067,   0.0137,   0.0234,  2014.63,  2432.43,  2896.60,   647.75,   895.55,  1096.98
828,ee04,dhi,1,1334245, 10667.30,  8807.48,    0.349,     7.56,    12.99,    20.53,     2.86,     4.30,     6.40,   0.0172,   0.0238,   0.0329,  2189.76,  2946.10,  3638.02,  1333.23,  1457.64,  1646.47
829,ee04,dhci,1,1334245, 10377.57,  8636.74,    0.343,     7.70,    13.33,    21.04,     2.90,     4.37,     6.52,   0.0175,   0.0242,   0.0334,  2195.86,  2958.98,  3646.34,  1327.13,  1444.76,  1638.14
830,ee04,mi,1,1334245, 10569.36,  8577.52,    0.500,    26.79,    30.76,    34.81,    20.61,    22.24,    23.96,   0.1856,   0.1960,   0.2067,   813.10,  1218.83,  1648.23,  2709.89,  3184.91,  3636.26
831,ee04,hcexp,1,1334245,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
832,ee07,dhi,1,1329769, 15551.75, 13611.80,    0.313,     6.27,    13.73,    20.66,     1.87,     3.46,     5.73,   0.0100,   0.0158,   0.0250,  3819.14,  5093.31,  5901.93,  1625.58,  1712.59,  2265.15
833,ee07,dhci,1,1329769, 15095.68, 13289.26,    0.311,     6.84,    14.62,    21.61,     2.03,     3.71,     6.09,   0.0108,   0.0170,   0.0268,  3831.92,  5081.45,  5865.04,  1612.80,  1724.45,  2302.04
834,ee07,mi,1,1329769, 15660.62, 13724.41,    0.448,    23.47,    26.77,    30.77,    17.61,    19.06,    20.69,   0.1578,   0.1671,   0.1768,  1358.74,  1959.14,  2675.16,  4085.98,  4846.76,  5491.92
835,ee07,hcexp,1,1329769,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
836,ee10,dhi,1,1328259, 14017.52, 12038.45,    0.320,     7.03,    11.80,    19.17,     2.61,     3.93,     5.81,   0.0147,   0.0211,   0.0295,  3026.04,  4011.69,  5033.45,  1789.34,  2007.54,  2189.62
837,ee10,dhci,1,1328259, 13611.86, 11721.48,    0.316,     7.37,    12.32,    20.01,     2.77,     4.14,     6.09,   0.0156,   0.0224,   0.0311,  3006.88,  3996.08,  5024.08,  1808.50,  2023.15,  2198.99
838,ee10,mi,1,1328259, 13116.33, 11022.41,    0.485,    28.67,    32.03,    36.36,    21.80,    23.53,    25.35,   0.1949,   0.2064,   0.2181,  1154.39,  1597.02,  2186.65,  3660.99,  4422.21,  5036.42
839,ee10,hcexp,1,1328259,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
840,ee13,dhi,1,1272610, 16546.59, 13708.87,    0.354,     8.50,    15.05,    22.94,     3.10,     4.77,     7.18,   0.0187,   0.0260,   0.0363,  3484.37,  4684.04,  5652.32,  1999.17,  2170.39,  2573.00
841,ee13,dhci,1,1272610, 15985.60, 13301.86,    0.352,     9.24,    16.33,    24.38,     3.39,     5.17,     7.73,   0.0205,   0.0284,   0.0394,  3468.38,  4684.63,  5616.64,  2015.16,  2169.80,  2608.67
842,ee13,mi,1,1272610, 15738.26, 12698.36,    0.507,    29.52,    33.32,    36.96,    22.91,    24.63,    26.40,   0.2055,   0.2172,   0.2289,  1228.16,  1787.00,  2350.82,  4255.39,  5067.43,  5874.50
843,ee13,hcexp,1,1272610,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
844,ee16,dhi,1,1301903, 20521.59, 18285.59,    0.314,     7.70,    15.82,    22.35,     2.30,     4.20,     6.70,   0.0129,   0.0197,   0.0304,  5126.53,  6714.85,  7681.09,  2187.70,  2427.95,  3290.26
845,ee16,dhci,1,1301903, 19980.50, 17835.16,    0.313,     8.11,    16.54,    23.73,     2.48,     4.47,     7.08,   0.0141,   0.0213,   0.0325,  5074.47,  6673.79,  7698.39,  2239.76,  2469.01,  3272.96
846,ee16,mi,1,1301903, 19136.57, 16835.18,    0.456,    26.30,    30.20,    34.55,    19.88,    21.54,    23.36,   0.1784,   0.1888,   0.1998,  1786.13,  2621.78,  3552.70,  5528.11,  6521.01,  7418.65
847,ee16,hcexp,1,1301903,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
848,eg12,dhi,1,79913059,  6440.96,  4104.76,    0.505,    13.60,    18.59,    25.27,     6.00,     8.03,    10.38,   0.0385,   0.0500,   0.0629,   917.55,  1166.30,  1450.94,   724.36,   886.08,  1011.91
849,eg12,dhci,1,79913059,  6426.84,  4084.84,    0.505,    13.69,    18.73,    25.39,     6.07,     8.10,    10.47,   0.0391,   0.0506,   0.0636,   914.08,  1164.30,  1447.34,   727.83,   888.09,  1015.51
850,eg12,mi,1,79913059,  5906.87,  3623.86,    0.546,    19.60,    25.31,    31.98,    11.09,    13.39,    15.96,   0.0860,   0.0992,   0.1138,   712.69,   966.07,  1233.64,   929.21,  1086.31,  1229.21
851,eg12,hcexp,1,79913059,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
852,es80,dhi,1,36162182, 14977.82, 12910.42,    0.319,     6.82,    12.37,    19.71,     2.03,     3.50,     5.56,   0.0096,   0.0160,   0.0249,  3628.92,  4631.02,  5562.63,  1535.24,  1824.19,  2183.62
853,es80,dhci,1,36162182, 14970.81, 12910.42,    0.319,     6.91,    12.53,    19.85,     2.04,     3.52,     5.58,   0.0097,   0.0161,   0.0251,  3636.22,  4643.17,  5568.09,  1527.94,  1812.04,  2178.16
854,es80,mi,1,36162182, 12743.48, 11350.08,    0.419,    21.52,    25.97,    31.81,    15.62,    17.21,    19.11,   0.1391,   0.1482,   0.1584,  1416.17,  2175.73,  3091.64,  3747.99,  4279.48,  4654.61
855,es80,hcexp,1,36162182, 20284.15, 17352.02,    0.314,     2.61,     5.04,     8.35,     0.61,     1.23,     2.14,   0.0023,   0.0048,   0.0084,  3952.56,  4877.58,  5760.42,  1211.61,  1577.63,  1985.83
856,es85,dhi,1,37728809, 14494.01, 12297.39,    0.315,     5.71,    10.17,    17.20,     1.35,     2.62,     4.51,   0.0052,   0.0105,   0.0181,  3756.53,  4561.83,  5444.68,  1162.43,  1586.87,  1933.76
857,es85,dhci,1,37728809, 14049.04, 11804.86,    0.322,     6.72,    12.16,    19.50,     1.81,     3.29,     5.42,   0.0078,   0.0141,   0.0231,  3591.83,  4482.86,  5325.66,  1327.13,  1665.83,  2052.77
858,es85,mi,1,37728809, 11466.52,  9887.13,    0.436,    24.77,    29.21,    35.82,    16.39,    18.47,    20.83,   0.1366,   0.1503,   0.1644,  1663.85,  2260.89,  3088.14,  3255.11,  3887.80,  4290.30
859,es85,hcexp,1,37728809, 16643.53, 14672.61,    0.294,     2.62,     6.03,    10.95,     0.51,     1.22,     2.42,   0.0016,   0.0041,   0.0083,  3959.72,  4904.10,  5749.05,   959.24,  1244.60,  1629.39
860,es90,dhi,1,38490996, 18367.50, 15869.64,    0.302,     5.09,    10.01,    17.06,     1.56,     2.71,     4.51,   0.0077,   0.0126,   0.0197,  4402.63,  5784.82,  7007.60,  1945.23,  2150.00,  2514.18
861,es90,dhci,1,38490996, 18068.49, 15635.12,    0.304,     5.48,    10.56,    17.98,     1.70,     2.92,     4.80,   0.0086,   0.0137,   0.0212,  4379.50,  5737.93,  6981.81,  1968.36,  2196.89,  2539.97
862,es90,mi,1,38490996, 14582.19, 12880.14,    0.423,    23.39,    28.18,    33.98,    16.84,    18.61,    20.66,   0.1475,   0.1583,   0.1699,  1776.55,  2694.10,  3732.50,  4571.31,  5240.72,  5789.28
863,es90,hcexp,1,38490996, 19110.76, 16215.97,    0.351,    10.17,    15.13,    21.33,     4.17,     5.87,     7.92,   0.0259,   0.0346,   0.0451,  3743.58,  4858.16,  5985.75,  2604.28,  3076.66,  3536.03
864,es95,dhi,1,39251758, 21702.58, 17544.68,    0.358,     8.69,    14.05,    20.79,     3.67,     5.13,     7.11,   0.0238,   0.0310,   0.0402,  4051.92,  5568.32,  6926.52,  2965.95,  3204.02,  3600.29
865,es95,dhci,1,39251758, 21702.58, 17544.68,    0.358,     8.69,    14.05,    20.79,     3.67,     5.13,     7.11,   0.0238,   0.0310,   0.0402,  4051.92,  5568.32,  6926.52,  2965.95,  3204.02,  3600.29
866,es95,mi,1,39251758, 16946.02, 13776.19,    0.506,    31.16,    35.06,    40.39,    23.64,    25.51,    27.51,   0.2085,   0.2220,   0.2352,  1693.19,  2389.95,  3356.51,  5324.68,  6382.39,  7170.30
867,es95,hcexp,1,39251758,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
868,es00,dhi,1,39166124, 26263.37, 22246.78,    0.337,     7.63,    14.19,    20.82,     2.23,     3.92,     6.17,   0.0118,   0.0186,   0.0283,  6293.95,  8047.52,  9395.21,  2604.76,  3075.87,  3952.86
869,es00,dhci,1,39166124, 26263.37, 22246.78,    0.337,     7.63,    14.19,    20.82,     2.23,     3.92,     6.17,   0.0118,   0.0186,   0.0283,  6293.95,  8047.52,  9395.21,  2604.76,  3075.87,  3952.86
870,es00,mi,1,39166124, 20976.87, 17330.66,    0.474,    27.49,    31.91,    38.20,    20.55,    22.38,    24.47,   0.1816,   0.1935,   0.2060,  2246.69,  3322.13,  4797.49,  6652.02,  7801.26,  8550.58
871,es00,hcexp,1,39166124,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
872,es04,dhi,1,42753752, 24721.02, 21755.72,    0.321,     8.39,    14.58,    21.03,     3.10,     4.75,     6.93,   0.0195,   0.0265,   0.0363,  5485.59,  7334.59,  8755.27,  3216.70,  3543.27,  4298.16
873,es04,dhci,1,42753752, 24671.86, 21740.12,    0.320,     8.40,    14.58,    21.04,     3.10,     4.75,     6.93,   0.0195,   0.0265,   0.0363,  5489.23,  7333.46,  8753.57,  3213.06,  3544.40,  4299.86
874,es04,mi,1,42753752, 19702.32, 17160.91,    0.445,    26.60,    31.87,    38.30,    19.27,    21.23,    23.54,   0.1714,   0.1826,   0.1953,  2396.56,  3633.90,  5029.44,  6305.72,  7243.96,  8023.99
875,es04,hcexp,1,42753752,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
876,es07,dhi,1,45109464, 26997.73, 24175.56,    0.307,     7.26,    13.79,    20.44,     2.66,     4.20,     6.32,   0.0162,   0.0226,   0.0317,  6127.53,  8407.73, 10019.44,  3542.70,  3680.05,  4485.90
877,es07,dhci,1,45109464, 26672.30, 23810.25,    0.306,     7.38,    14.03,    20.85,     2.72,     4.28,     6.45,   0.0165,   0.0230,   0.0324,  6106.41,  8395.88, 10020.34,  3563.81,  3691.90,  4485.00
878,es07,mi,1,45109464, 26125.10, 22376.20,    0.444,    22.90,    27.37,    32.53,    17.08,    18.66,    20.55,   0.1527,   0.1621,   0.1725,  2456.98,  3846.99,  5343.47,  7213.25,  8240.79,  9161.87
879,es07,hcexp,1,45109464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
880,es10,dhi,1,45900276, 24650.82, 21647.59,    0.337,    10.33,    15.61,    22.66,     4.64,     6.30,     8.41,   0.0314,   0.0398,   0.0501,  4767.02,  6451.94,  8167.42,  3892.02,  4371.86,  4821.14
881,es10,dhci,1,45900276, 24453.32, 21413.40,    0.336,    10.39,    15.74,    22.84,     4.67,     6.35,     8.47,   0.0316,   0.0400,   0.0504,  4766.34,  6461.22,  8170.49,  3892.70,  4362.58,  4818.07
882,es10,mi,1,45900276, 22114.87, 18091.25,    0.496,    30.30,    34.12,    39.11,    23.38,    25.13,    27.00,   0.2117,   0.2229,   0.2345,  1979.39,  2851.45,  4020.61,  6679.64,  7972.35,  8967.95
883,es10,hcexp,1,45900276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
884,es13,dhi,1,45976644, 24761.69, 21301.58,    0.345,    10.47,    15.74,    22.76,     4.30,     6.01,     8.17,   0.0260,   0.0352,   0.0461,  5023.76,  6583.19,  8194.01,  3496.87,  4067.60,  4586.94
885,es13,dhci,1,45976644, 24616.80, 21176.25,    0.345,    10.55,    15.97,    23.01,     4.35,     6.09,     8.28,   0.0264,   0.0356,   0.0467,  5008.77,  6589.61,  8182.78,  3511.86,  4061.18,  4598.17
886,es13,mi,1,45976644, 21720.79, 15919.10,    0.524,    33.57,    38.17,    43.27,    23.31,    25.83,    28.30,   0.1943,   0.2130,   0.2307,  2602.43,  3444.60,  4421.93,  5918.20,  7206.19,  8359.02
887,es13,hcexp,1,45976644,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
888,es16,dhi,1,46038417, 26403.44, 23047.58,    0.341,    10.83,    15.73,    22.57,     4.37,     6.12,     8.26,   0.0267,   0.0360,   0.0469,  5498.31,  7041.65,  8764.84,  3720.72,  4482.14,  5063.71
889,es16,dhci,1,46038417, 26240.95, 22911.52,    0.340,    10.94,    15.81,    22.76,     4.41,     6.17,     8.33,   0.0268,   0.0363,   0.0473,  5501.68,  7026.89,  8764.80,  3717.35,  4496.90,  5063.75
890,es16,mi,1,46038417, 23896.24, 18101.35,    0.518,    32.01,    36.73,    41.30,    22.80,    25.11,    27.44,   0.1947,   0.2110,   0.2269,  2652.03,  3645.16,  4641.27,  6567.00,  7878.63,  9187.28
891,es16,hcexp,1,46038417,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
892,fi87,dhi,1,4879644, 21196.15, 20380.46,    0.207,     2.31,     5.14,    10.71,     0.61,     1.19,     2.27,   0.0027,   0.0049,   0.0086,  6003.93,  7838.78,  9639.85,  2148.26,  2351.45,  2588.42
893,fi87,dhci,1,4879644, 20715.11, 19983.09,    0.208,     2.73,     5.74,    11.88,     0.72,     1.38,     2.57,   0.0032,   0.0058,   0.0099,  5991.90,  7736.95,  9579.66,  2160.28,  2453.28,  2648.61
894,fi87,mi,1,4879644, 25656.41, 24091.95,    0.327,    11.72,    14.90,    18.94,     5.68,     7.20,     8.82,   0.0377,   0.0474,   0.0574,  4202.46,  5263.94,  6533.92,  3949.73,  4926.29,  5694.35
895,fi87,hcexp,1,4879644,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
896,fi91,dhi,1,4995957, 23467.33, 22329.15,    0.209,     2.46,     5.51,    10.69,     0.65,     1.30,     2.40,   0.0032,   0.0055,   0.0094,  6556.34,  8534.57, 10394.39,  2375.33,  2630.01,  3003.10
897,fi91,dhci,1,4995957, 23141.92, 22029.35,    0.209,     2.62,     5.78,    11.26,     0.71,     1.38,     2.54,   0.0035,   0.0059,   0.0100,  6525.40,  8491.90, 10375.61,  2406.26,  2672.68,  3021.88
898,fi91,mi,1,4995957, 27300.06, 25494.90,    0.330,    11.70,    15.26,    19.59,     5.69,     7.23,     8.91,   0.0382,   0.0478,   0.0579,  4583.54,  5878.78,  7306.68,  4348.12,  5285.80,  6090.81
899,fi91,hcexp,1,4995957,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
900,fi95,dhi,1,5053076, 21452.47, 19991.61,    0.217,     1.67,     4.13,     9.15,     0.37,     0.84,     1.76,   0.0016,   0.0031,   0.0061,  6245.34,  7953.65,  9684.43,  1751.31,  2042.15,  2310.54
901,fi95,dhci,1,5053076, 21379.54, 19937.01,    0.217,     1.71,     4.20,     9.30,     0.38,     0.87,     1.80,   0.0017,   0.0032,   0.0062,  6225.05,  7935.64,  9676.67,  1771.59,  2060.16,  2318.30
902,fi95,mi,1,5053076, 24595.47, 21712.60,    0.385,    16.29,    19.93,    24.24,     9.28,    11.04,    12.86,   0.0691,   0.0809,   0.0927,  3443.69,  4458.92,  5631.28,  4552.95,  5536.89,  6363.69
903,fi95,hcexp,1,5053076,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
904,fi00,dhi,1,5105187, 24500.40, 22272.19,    0.254,     2.17,     5.48,    12.70,     0.53,     1.13,     2.41,   0.0024,   0.0045,   0.0083,  6724.42,  8847.05, 10828.59,  2184.45,  2289.04,  2534.72
905,fi00,dhci,1,5105187, 24080.04, 22060.89,    0.248,     2.24,     5.72,    12.95,     0.58,     1.19,     2.51,   0.0029,   0.0049,   0.0089,  6600.31,  8819.85, 10774.45,  2308.57,  2316.24,  2588.86
906,fi00,mi,1,5105187, 28756.72, 25282.43,    0.407,    17.18,    20.79,    24.58,    10.61,    12.27,    13.99,   0.0847,   0.0955,   0.1065,  3408.13,  4563.84,  5756.31,  5500.74,  6572.25,  7607.00
907,fi00,hcexp,1,5105187,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
908,fi04,dhi,1,5160676, 27851.34, 25136.68,    0.262,     2.52,     6.62,    13.69,     0.63,     1.35,     2.79,   0.0028,   0.0053,   0.0098,  7556.81,  9997.72, 12012.18,  2497.86,  2570.62,  3069.83
909,fi04,dhci,1,5160676, 27474.65, 24998.70,    0.257,     2.58,     6.70,    13.81,     0.65,     1.38,     2.83,   0.0029,   0.0054,   0.0101,  7526.65,  9971.81, 11996.91,  2528.02,  2596.53,  3085.10
910,fi04,mi,1,5160676, 32358.95, 28145.59,    0.407,    16.40,    19.96,    23.91,    10.10,    11.70,    13.40,   0.0805,   0.0908,   0.1015,  3862.65,  5199.72,  6626.51,  6192.02,  7368.62,  8455.50
911,fi04,hcexp,1,5160676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
912,fi07,dhi,1,5222056, 30394.72, 27520.68,    0.267,     3.17,     7.82,    15.43,     0.73,     1.63,     3.27,   0.0031,   0.0061,   0.0116,  8487.06, 10892.41, 13012.44,  2521.21,  2867.93,  3499.97
913,fi07,dhci,1,5222056, 29877.85, 27312.33,    0.264,     3.45,     8.22,    15.93,     0.92,     1.85,     3.53,   0.0046,   0.0078,   0.0135,  8075.20, 10655.79, 12849.76,  2933.07,  3104.55,  3662.65
914,fi07,mi,1,5222056, 35376.04, 30860.63,    0.381,    13.96,    17.73,    22.12,     7.53,     9.17,    10.98,   0.0557,   0.0658,   0.0765,  5071.01,  6639.88,  8313.32,  5937.26,  7120.46,  8199.09
915,fi07,hcexp,1,5222056,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
916,fi10,dhi,1,5294659, 31097.01, 28183.43,    0.263,     2.82,     7.21,    15.00,     0.73,     1.54,     3.10,   0.0033,   0.0060,   0.0111,  8334.98, 11091.67, 13410.96,  2938.39,  3000.04,  3499.10
917,fi10,dhci,1,5294659, 30725.29, 28019.65,    0.260,     2.98,     7.39,    15.21,     0.81,     1.63,     3.22,   0.0038,   0.0067,   0.0119,  8210.69, 10988.79, 13333.39,  3062.68,  3102.92,  3576.67
918,fi10,mi,1,5294659, 36047.39, 31925.43,    0.378,    14.17,    17.73,    22.48,     7.89,     9.49,    11.24,   0.0595,   0.0695,   0.0799,  4998.06,  6551.33,  8452.22,  6275.31,  7540.38,  8457.84
919,fi10,hcexp,1,5294659,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
920,fi13,dhi,1,5370907, 31076.17, 28126.99,    0.261,     2.60,     6.82,    14.01,     0.67,     1.41,     2.91,   0.0030,   0.0055,   0.0103,  8367.59, 11158.50, 13371.62,  2883.21,  2905.00,  3504.58
921,fi13,dhci,1,5370907, 30606.87, 27911.37,    0.257,     2.84,     7.12,    14.42,     0.83,     1.59,     3.12,   0.0043,   0.0070,   0.0119,  7983.63, 10925.07, 13228.34,  3267.17,  3138.43,  3647.86
922,fi13,mi,1,5370907, 36736.75, 32178.72,    0.378,    13.18,    16.62,    20.95,     7.68,     9.11,    10.71,   0.0593,   0.0683,   0.0777,  4692.35,  6354.07,  8248.67,  6558.45,  7709.43,  8627.53
923,fi13,hcexp,1,5370907,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
924,fi16,dhi,1,5418579, 31380.27, 28139.00,    0.258,     2.25,     5.81,    12.63,     0.63,     1.24,     2.55,   0.0030,   0.0052,   0.0093,  8090.68, 11057.09, 13471.87,  3164.92,  3012.41,  3411.53
925,fi16,dhci,1,5418579, 30998.63, 28034.14,    0.253,     2.27,     5.81,    12.64,     0.64,     1.26,     2.56,   0.0030,   0.0052,   0.0093,  8093.98, 11029.64, 13458.20,  3161.62,  3039.86,  3425.20
926,fi16,mi,1,5418579, 37277.26, 32642.24,    0.382,    13.26,    16.70,    20.92,     7.91,     9.32,    10.88,   0.0626,   0.0711,   0.0803,  4538.06,  6212.85,  8100.02,  6717.54,  7856.65,  8783.38
927,fi16,hcexp,1,5418579,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
928,fr70,dhi,1,48237625, 16823.95, 13741.49,    0.340,     5.75,    12.24,    18.19,     1.33,     2.97,     4.98,   0.0054,   0.0111,   0.0199,  4230.08,  5203.97,  5987.17,  1266.51,  1666.77,  2257.72
929,fr70,dhci,1,48237625, 16823.95, 13741.49,    0.340,     5.75,    12.24,    18.19,     1.33,     2.97,     4.98,   0.0054,   0.0111,   0.0199,  4230.08,  5203.97,  5987.17,  1266.51,  1666.77,  2257.72
930,fr70,mi,1,48237625, 15032.38, 11345.03,    0.476,    22.89,    28.64,    35.63,    14.51,    16.75,    19.31,   0.1203,   0.1333,   0.1477,  2011.14,  2853.02,  3777.29,  3485.45,  4017.73,  4467.60
931,fr70,hcexp,1,48237625,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
932,fr75,dhi,1,51122828, 20710.49, 17284.28,    0.323,     5.30,     9.85,    16.26,     1.90,     3.09,     4.77,   0.0105,   0.0157,   0.0228,  4438.95,  5928.64,  7326.89,  2474.76,  2713.50,  3043.68
933,fr75,dhci,1,51122828, 20710.49, 17284.28,    0.323,     5.30,     9.85,    16.26,     1.90,     3.09,     4.77,   0.0105,   0.0157,   0.0228,  4438.95,  5928.64,  7326.89,  2474.76,  2713.50,  3043.68
934,fr75,mi,1,51122828, 18480.24, 14404.52,    0.465,    22.31,    28.37,    34.88,    14.59,    16.73,    19.23,   0.1233,   0.1353,   0.1490,  2391.45,  3546.98,  4654.68,  4522.26,  5095.16,  5715.89
935,fr75,hcexp,1,51122828,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
936,fr79,dhi,1,52461321, 22891.17, 19598.04,    0.301,     4.04,     8.13,    14.62,     1.46,     2.36,     3.80,   0.0082,   0.0120,   0.0176,  5009.66,  6950.08,  8700.05,  2829.56,  2848.94,  3058.78
937,fr79,dhci,1,52461321, 22891.17, 19598.04,    0.301,     4.04,     8.13,    14.62,     1.46,     2.36,     3.80,   0.0082,   0.0120,   0.0176,  5009.66,  6950.08,  8700.05,  2829.56,  2848.94,  3058.78
938,fr79,mi,1,52461321, 19882.35, 16040.75,    0.463,    23.64,    29.86,    36.42,    16.02,    18.16,    20.65,   0.1384,   0.1501,   0.1636,  2527.75,  3840.71,  5091.69,  5311.46,  5958.31,  6667.14
939,fr79,hcexp,1,52461321,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
940,fr84,dhi,1,54116806, 23759.59, 20357.73,    0.299,     4.35,     7.71,    13.48,     1.73,     2.53,     3.83,   0.0106,   0.0144,   0.0196,  4903.00,  6831.11,  8741.42,  3240.09,  3347.76,  3473.22
941,fr84,dhci,1,54116806, 23759.59, 20357.73,    0.299,     4.35,     7.71,    13.48,     1.73,     2.53,     3.83,   0.0106,   0.0144,   0.0196,  4903.00,  6831.11,  8741.42,  3240.09,  3347.76,  3473.22
