"survey_code","gini_coef","percentile_1","percentile_2","percentile_3","percentile_4","percentile_5","percentile_6","percentile_7","percentile_8","percentile_9","lisppp_2011","lisppp_2017"
"IE13",0.306,11675.901,14580,17240,19816.668,23060,26431.651,30491.023,35310,45200,0.980662378084983,0.984334455425877
"IE12",0.307,11420,14177.447,16708.517,19323.914,22480,25589.003,29849.009,35190,44484.838,0.975698852938684,0.979352344425131
"IE11",0.302,11045,13930,16652.365,19145.214,21935.827,25272.04,29358.261,34529.362,42893.097,0.959425,0.963017554258752
"IE10",0.297,11560,14523.973,16840,19485.572,22378.568,25854.364,29560,34520,43120,0.935502436180139,0.93900541271418
"IE09",0.309,11830,14828.029,17248.49,19832.702,22860.762,26520,30330,36119.033,45510.702,0.944208947502332,0.947744525453189
"IE08",0.295,12810,16090.745,18875.546,21835,25258.322,28365,33160,39265,47671.812,0.98847382749555,0.992175154705737
"IE07",0.298,13390,16500,19565.595,23090,26679.356,29889.404,34641.161,40743.608,50659.53,0.949904796030876,0.953461702011427
"IE06",0.312,12410,15485,18510.171,21870.028,25709.407,29589.836,34150,40570,49398.48,0.905558546772964,0.908949398808046
"IE05",0.314,11050,13838.08,16681.067,19728.279,23013.612,26286.758,30410.415,36203.867,44971.799,0.871302086337038,0.874564665507822
"IE04",0.315,9980,12521.981,15322.876,18515.623,21510.974,25176.672,28740.68,33376.619,41655.822,0.850634293104912,0.853819481996524
"IE03",0.319,9471.984,11933.098,14782.191,17840.304,20925,23908.039,27336.748,31830,40333.371,0.832326208548894,0.835442843059349
"IE02",0.307,8800,11370.277,14525,17475,19827.274,22815,25965,30271.241,37475.806,0.804253812229668,0.807265330022349
"IE00",0.313,6859.125,9215.434,11905.885,14028.021,16361.78,18588.068,21639.162,24773.225,30706.142,0.733055705622934,0.73580062304445
"IE96",0.325,5197.489,6508.445,7986.16,9431.323,11172.912,13129.092,15468.074,17992.804,22501.676,0.656961227924054,0.659421210577428
"IE95",0.336,4870.967,6042.466,7283.919,8685.008,10321.817,12029.21,14074.546,16788.348,21387.281,0.645638458771098,0.648056043464714
"IE94",0.333,4677.715,5774.765,6838.547,8146.025,9685.501,11557.002,13484.618,16110.437,20299.292,0.629738399960565,0.632096447093668
"IE87",0.328,2972.119,3608.881,4365.699,5220.045,6014.786,6985.647,8203.568,9874.118,12560.229,0.519160815875881,0.521104806703775
"IL18",0.342,38675.913,54642,70500,86700,102074.528,119334,139820.466,165488.708,209294.091,4.42673174883035,4.28711757077854
"IL17",0.343,35418,51192,67965.674,83192.462,98220,115815.605,135984,162864,204864,4.39084432888582,4.252362
"IL16",0.347,34044.016,47958,62766,76897.483,92761.096,108696.58,128592,154007.03,195738.471,4.38011510024259,4.24197115925175
"IL15",0.358,31911.952,45862.946,61336,76314,91346.454,106674,125923.369,150804,193749.74,4.40416337133947,4.26526097472194
"IL14",0.361,31128,44736,59107.326,72959.238,87516,104213.29,123795.879,147827.072,190013.901,4.43228134985272,4.29249214357937
"IL13",0.358,31370.085,44466,57521.722,71607.29,85634.248,101020.185,119874,146025.739,187371.983,4.41082289256629,4.27171046208291
"IL12",0.373,28415.952,39840,52370.288,64800,79200,94285.918,113292,137796,180692.181,4.3423778132906,4.20542406420627
"IL11",0.368,27514.748,37304.333,47784,59871.028,73816.831,89577.055,106379.643,130042.396,168752.109,4.270233,4.13555461779574
"IL10",0.376,26604.688,35320.913,44591.601,56981.125,70834.072,85353.653,101693.344,122517.06,162034.375,4.1266833202218,3.99653233468148
"IL09",0.377,24551.338,33615.908,42733.396,54056.584,66618.324,80617.535,97371.351,119847.569,155507.572,4.01754116678218,3.89083240293224
"IL08",0.374,24609.233,33679.727,42757.203,53140.03,65068.411,77838.774,93236.897,113006.565,149106.328,3.88768050285912,3.76506739939331
"IL07",0.369,23292,31649.027,39991.432,50354.715,61191.959,73955.331,87627.786,106457.359,137652,3.71823268497661,3.60096377654195
"IL06",0.372,22248,29168.524,37683.135,47139.283,57506.682,69984,82344,100978.008,131763.06,3.70121390850806,3.58448175328614
"IL05",0.376,20628.17,28167.26,35856.622,45234.897,54968.219,65485.045,78871.093,96460.679,127343.267,3.62647928140704,3.51210417290191
"IL04",0.37,19684.39,26701.295,34626.568,43239.254,52830.512,63024.467,76323.946,92232,120433.906,3.57949265941778,3.46659945652172
"IL03",0.362,20235.709,27089.275,33614.188,41794.586,51002.739,61977.982,73878.561,88403.495,114743.123,3.59429159547739,3.48093165065722
"IL02",0.357,20316,26923.798,33930.875,41596.231,49770.418,59269.69,70301.977,85505.451,109458,3.56839345737307,3.45585031092011
"IL01",0.347,22466.72,28758.972,36171.397,43862.455,52116,62268,73227.978,87337.007,112569.029,3.37415742159071,3.2677402628918
"IL97",0.336,17843.748,23731.21,29241.751,34606.292,41344.051,48534.281,57183.076,68727.641,86796.752,2.97495612138278,2.88112932608695
"IL92",0.305,12211.084,15272.743,18276.48,21326.609,24551.092,28693.224,33513.242,39778.845,50300.101,1.78919136960666,1.73276227098078
"IL86",0.309,3790,4871.966,5846.305,6865,7990.307,9203.656,10850,12911.057,16290,0.685930686362849,0.664297198179978
"IL79",0.303,5,6.307,7.361,8.841,10.259,12.011,13.966,16.51,20.167,0.000882774294678913,0.000854932578814963
"IT16",0.324,6722.106,9022.683,10865.586,12944.571,15045.868,17928.792,20400,23902.462,30153.801,0.856316880497509,0.768226447823935
"IT14",0.319,6543.014,8840,10614.456,12531.384,14707.821,17167.206,19756.452,23128.778,28404.481,0.856790366215934,0.768651225449888
"IT10",0.32,6931.811,9191,10965.42,12900,15023.902,17355.379,20000,23381.385,29456.344,0.797333095002853,0.715310401157376
"IT08",0.319,7150,9100,10812.266,12832.328,15061.346,17368.21,19978.08,23377.601,29507.256,0.779314537364099,0.69914543600839
"IT04",0.329,6101.641,7978.565,9529.04,11207.642,13203.127,15104.122,17634.037,20668.144,26145.319,0.71123385865084,0.63806830537546
"IT00",0.328,5305.33,7144.946,8578.349,10174.146,11856.736,13701.602,15985.84,18655.864,23240.579,0.643533524672664,0.577332392919394
"IT98",0.34,4747.472,6599.717,7984.424,9530.459,11183.358,12911.423,15018.79,17817.39,22170.021,0.617337673120591,0.553831342731197
"IT95",0.336,4172.253,5706.723,6915.639,8225.926,9764.415,11319.781,13244.48,15468.566,19357.781,0.570515880843548,0.511826169201458
"IT93",0.339,4020.042,5269.495,6467.063,7696.085,9146.612,10744.399,12502.003,14841.619,18826.236,0.52102194406014,0.467423738150642
"IT91",0.291,4446.331,5520.296,6665.898,7875.403,9036.977,10367.656,11794.058,13782.6,16780.176,0.473049171869903,0.424385987510294
"IT89",0.304,3879.624,4821.971,5681.026,6757.085,7709.165,8820.807,10368.384,12243.537,15233.908,0.418219927219519,0.375197098660921
"IT87",0.332,2943.804,3767.46,4512.047,5269.152,6159.917,7084.576,8413.886,10280.695,13231.238,0.374632497744149,0.336093564819353
"IT86",0.306,2713.406,3499.988,4105.832,4751.403,5543.197,6410.795,7379.493,8779.767,10974.709,0.357653659555817,0.320861361826903
"JP13",0.315,1323251.203,1707636.146,2049833.604,2412416.077,2742250.062,3133655.027,3516350.687,4159944.201,5165378.571,116.44495258795,111.591406638764
"JP10",0.308,1389508.887,1844114.494,2169557.58,2545351.074,2863125.843,3308637.473,3763833.002,4474147.186,5512489.891,116.414801124307,111.562511919282
"JP08",0.328,1127563.336,1552224.496,1926014.056,2287338.602,2649920.002,3061263.191,3560286.781,4171115.123,5220521.345,118.867120167244,113.91261577047
"LT18",0.357,3641.389,4833.72,6012.17,7216.145,8554.35,10023.055,11961.43,14462.385,19367.372,0.574873223829655,0.508843584707107
"LT17",0.367,3138.96,4230.6,5363.96,6559.38,7737.728,9135,10677.031,13235.195,17192.076,0.559771006279219,0.495476
"LT16",0.372,2781.03,3876.939,4787.601,5853.29,6993.666,8105.894,9647.58,11810.405,15550.808,0.539679345331014,0.477692056765528
"LT15",0.365,2673.3,3596.1,4558.74,5465.915,6498.566,7788.774,9266.627,11029.86,14507.364,0.534836268804335,0.473405253486661
"LT14",0.374,2483.54,3374.853,4191.609,5008.508,5976.459,7247.675,8516.436,10312.803,13028.9,0.539606919580241,0.477627949798773
"LT13",0.348,2578.245,3286.147,4073.671,4725.375,5518.886,6519.371,7782.892,9432.147,12369.593,0.53904761450553,0.477132886213684
"LT12",0.344,2400.359,3133.318,3830.904,4506.591,5290.037,6216.357,7307.334,8815.289,11203.558,0.533459733842787,0.472186826613963
"LT11",0.318,2374.667,3031.039,3670.547,4249.288,4997.06,5901.471,6874.58,8247.709,10482.413,0.51747,0.458033665273668
"LT10",0.323,2078.72,2700.938,3249.269,3804.762,4437.816,5193.22,6128.032,7256.215,9384.684,0.496944809650108,0.439865987598826
"LT09",0.357,1984.648,2780.672,3419.096,4078.281,4719.585,5469.563,6472.546,7933.235,10395.096,0.490474404500602,0.434138769815314
"LU13",0.283,20071.582,24781,29517.033,34106,38501.757,43501,49680.413,58110,71143.427,1.01220883298721,0.936442872917215
"LU10",0.271,19870,24239.871,28141,32059.514,36375.954,41828.335,47458,53990.91,67304.545,0.937184600309759,0.867034361849846
"LU07",0.276,18773.5,23387.5,27306.5,30588.379,34625,39191.114,43836,50100.5,62342.776,0.882952578530072,0.816861720963477
"LU04",0.269,17037,22427.171,25544.863,28764.331,32398.5,36229.323,41133.816,47279.5,59599,0.820179955707002,0.758787760984778
"LU00",0.262,14776.177,17848.333,20466.532,23008.254,25877.01,29504.336,33392.209,38601.88,48179.308,0.750246352173818,0.694088834763398
"LU97",0.261,12831.793,15731.182,18305.226,20820.593,23044.594,25926.658,29178.455,34035.78,41785.427,0.713113297113917,0.65973526697456
"LU94",0.235,13119.995,15576.687,17570.948,19636.369,22177.862,24635.565,27362.26,30780.36,38238.652,0.682514727352912,0.631427064516386
"LU91",0.239,10686.69,12932.619,15035.734,17073.269,18986.908,21232.377,23390.322,26628.808,31750.736,0.625009638034506,0.578226352080626
"LU85",0.236,6861.503,8160.83,9463.335,10560.264,11779.299,13041.367,14630.676,16802.147,20193.084,0.5584964299495,0.516691797514206
"MX18",0.414,27099.444,38418.133,48518.84,58461.303,69429.858,82523.265,99461.102,125364.421,178097.038,11.8079020515571,10.6319509025749
"MX16",0.424,23397.166,33222.92,41711.237,50809.361,60743.573,72708.222,88306.661,111688.5,160909.242,10.6151040847668,9.55794390588462
"MX14",0.445,18256.958,26604.075,33384.66,40513.924,48616.139,58423.198,72266.104,92093.46,137726.497,10.0503624566088,9.04944500091416
"MX12",0.454,16655.717,24646.66,31789.319,39510.501,47917.435,57524.38,72227.564,93937.524,139665.521,9.3077896934777,8.38082519658926
"MX10",0.447,14897.628,22634.176,29500.23,36298.5,43819.316,52981.565,65767.64,85548.61,124117.636,8.64562292521027,7.78460373922989
"MX08",0.46,14202.86,22021.674,28459.812,35430.462,44070.207,54348.772,67404.258,88058.061,130313.598,7.88299950428328,7.09793012582706
"MX06",0.443,15779.66,22115.899,27907.014,34044.213,40925.16,48930.365,59939.636,77079.305,114797.368,7.21258060689412,6.49427837041128
"MX05",0.452,12573.026,18394.14,23636.443,28982.591,35547.041,43726.649,54076.77,69609.142,102350.879,6.95997072284148,6.26682595142728
"MX04",0.457,10831.513,16431.52,20732.822,25454.411,31176.915,37565.942,47791.178,61727.24,91406.701,6.69304813827932,6.02648623642439
"MX02",0.468,8991.174,13562.454,17600,22050,26904.523,32485.596,41233.094,54269.387,81525.64,6.11524961959925,5.50623077907352
"MX00",0.486,7434.627,11076.4,14653.451,18753.76,23158.11,29247.769,36511.368,48558.08,74798.6,5.47378698180411,4.92865152400384
"MX98",0.486,4686.759,7200,9600,12247.449,15290,19022.677,24238.977,32308.521,48874.782,4.28807396223875,3.86102388333415
"MX96",0.47,3623.349,5187.678,6706.7,8300.634,10182.338,12492.058,15696.26,20930.361,31020,3.0664285825348,2.76104239291713
"MX94",0.485,2475.864,3600,4749.319,5944.293,7304.979,9077.16,11330.294,15128.699,23710,1.69033202073572,1.52199154219293
"MX92",0.475,2152.153,3174.902,4117.312,5050,6131.668,7513.188,9510.581,12700,19000,1.43984822937124,1.29645347793309
"MX89",0.452,1195.808,1708.647,2199.559,2689.969,3292.114,3962.887,4874.485,6434.672,9400,0.80238499550481,0.722475325415235
"MX84",0.43,67.2,94.48,122.638,149.121,180.54,217.58,272.621,347.341,498.406,0.045839819564978,0.0412746234572186
"NL18",0.27,14713,18290.731,20929,23964,26998.684,30232,33859.861,38882.384,47011.9,0.969686572457325,0.875642708487995
"NL17",0.274,14259,17724,20472.5,23468.167,26460.643,29563.5,33066.582,38029,46075.078,0.95344466220661,0.860976
"NL16",0.273,14030,17362.3,20103.046,23077.845,26040.8,29269.927,32707.224,37639.294,45647.278,0.940452696479369,0.849244044148373
"NL15",0.271,13678.583,16907,19372.604,22237.5,25135,28034.397,31428.5,36125.5,43916,0.937483997155051,0.846563260490161
"NL13",0.264,12971,15935.358,18194.565,20529.34,22995.284,25622.721,28804.005,32931,40197.794,0.92288268389936,0.833378037708025
"NL10",0.257,12915,15572,17944.249,20100.015,22244.851,24960.007,28043.635,32183.279,39208.364,0.858633780627665,0.775360235589098
"NL07",0.274,12357.028,15065.178,17128,19235.579,21471.657,23923.544,26858.744,30952.325,38412.07,0.817525107352416,0.738238436616604
"NL04",0.266,10748.73,13057.931,14932.681,16768.33,18673.24,20846,23307,26760.762,32436,0.782564766625175,0.706668681694158
"NL99",0.231,9729.921,11680.777,13230.264,14960.209,16572.752,18248.755,20351.961,22960.788,27038.497,0.687402328547295,0.62073545606057
"NL93",0.257,6901.414,8530.936,9938.128,11187.772,12582.414,14162.593,15981.047,18329.625,21706.836,0.604079063374821,0.545493195655959
"NL90",0.266,6971.726,8322.102,9550.606,10801.913,12137.237,13585.799,15274.286,17550.857,21018.191,0.553221470576057,0.499567964173547
"NL87",0.235,6042.002,6947.375,7954.767,8897.185,9840.745,10934.228,12293.904,13903.825,16666.043,0.530276198189188,0.478848010911827
"NL83",0.252,5354.606,6306.102,7294.517,8181.952,9002.999,10031.602,11342.993,12941.272,15530.159,0.505063058264801,0.456080136466657
"NO16",0.255,206955.694,264708.252,310469.5,349199.341,386127.819,425521.305,471627.88,533871.219,637059.834,10.8577673058161,10.1925730029229
"NO13",0.248,195035,248613.954,290497.85,325945.622,359843,395713.819,437930.783,494451,588385.165,10.05737177611,9.44121320325459
"NO10",0.243,175887,222358.373,258236,288943.362,318178,348879,384465.978,432023.79,511785.503,9.65630021701059,9.06471304163048
"NO07",0.244,154542.708,195466.5,227773.165,255276.862,281153,307602,339148.984,380943.791,451158.875,8.89173025140709,8.34698397535352
"NO04",0.256,130519,163050.804,188440,211622.815,233186,254738,280167.5,315600.848,373915.237,8.49764904627889,7.97704590804963
"NO00",0.25,113665.899,140559.964,162556.775,182111.863,200741.214,219889.558,241525.756,269881.229,318988.597,7.91133310694181,7.42665024693895
"NO95",0.239,84565.649,105065.815,122251.691,138572.5,152838.302,167102.664,183496.724,206352.312,241260.821,7.05938371669791,6.62689500165892
"NO91",0.231,79991,100447.5,115475.487,128309,141463,155251.094,170467.286,191160,223080.876,6.49316504502811,6.09536536171895
"NO86",0.234,57869.619,73046,84766.567,94840.587,104644.404,114945.82,128232.401,143845.877,169849.935,4.97188926203876,4.66728958527531
"NO79",0.224,24595.121,30650,35240.431,39103.005,43050,47169.517,51830.927,57900,68150,2.71487872357723,2.54855338162573
"PS17",0.422,5549.921,8471.647,11157.979,14623.333,18338.458,22412.831,27818.185,35102.896,46418.962,2.62997337426333,2.06630685042857
"PA16",0.457,1697.75,2800,3828.87,4860,6039.632,7505,9366.09,12000,17356.485,0.629772836462772,0.503642703313437
"PA13",0.464,1420.704,2292.918,3054.701,3936,4999.5,6121.876,7582.879,9758.074,14289.299,0.608312558207351,0.486480463330008
"PA10",0.468,1020,1685.249,2358,3036,3755.789,4661.231,5819.691,7490.093,10909.409,0.522535421651666,0.417882666733958
"PA07",0.478,774.039,1277.242,1801.333,2363.4,3000,3689.122,4751.4,6219,9162,0.453324978668588,0.362533606591415
"PY16",0.463,5831775.881,9208282.13,12162527.375,15336223.742,19600000,24002114.036,30059994.833,38170916,55996462.85,2691.03531832223,2451.66421372714
"PY13",0.464,5713366.116,8686213.214,11792491.558,14762950.636,18291346.952,22401236.178,27945870.75,36400000,53693575.035,2386.90046701574,2174.58255447926
"PY10",0.475,3748497.37,5801823.218,8092834.064,10532805.894,13210000,16284467.099,20148895.999,26020000,37370696.848,2071.14457563921,1886.91356184635
"PY07",0.474,2939387.691,4800000,6523478.96,8145870.119,9876486.346,12280327.714,15398852.995,19877595.5,29435491.525,1751.25634149609,1595.47980373053
"PY04",0.473,2279627.923,3437556.782,4535573.676,5557088.094,6792074.968,8420260.077,10733126.292,13975163.866,21302049.168,1383.66831044365,1260.58920791049
"PY00",0.508,1424576.824,2400000,3413626.222,4525483.4,5730013.411,7334533.265,9276891.941,12208931.157,18959298.405,979.426495885394,892.305230477419
"PE16",0.448,2703.308,5043.936,7308.971,9567.655,11980.3,14560,17981.944,22545,31466.388,1.86375281735792,1.84195564731029
"PE13",0.455,2184.167,4310.523,6300.981,8294.023,10461.5,12877.316,15798.969,20138.649,27380.396,1.68285086360528,1.66316939828586
"PE10",0.47,1676.728,3366.483,4962.429,6651.263,8385.429,10391.764,13009.434,16684.486,23317.306,1.5277042722293,1.50983729464829
"PE07",0.5,1172.01,2274.861,3460.261,4777.755,6227.169,7985.337,10160.644,13398.519,19604.599,1.38183484277962,1.36567385363702
"PE04",0.519,629.312,1435.832,2391.878,3521.695,4629.178,5985.941,7636.619,10092.294,14918.239,1.30984702735022,1.29452795814446
"PL16",0.288,14680.863,18642,21654,24778.801,27712.813,31093.776,35333.836,40983.825,51268.704,1.97857317900367,1.83838040781377
"PL13",0.316,11471.22,14947.488,17819.091,20576.764,23520,26680.511,30547.013,36000,45820.519,2.00829771460739,1.86599879689592
"PL10",0.31,10850.77,13856.406,16296.589,18782.971,21399.834,24243,27873.339,32975.823,42078,1.84211053827752,1.71158689430025
"PL07",0.31,8457.3,10799.511,12633.6,14446.8,16412.4,18642,21318.96,25214.183,31950,1.66092598262033,1.54324025903131
"PL04",0.315,6281.102,8227.5,9784.8,11271,12897,14610,16800,19786.948,25262.096,1.56630159855939,1.45532053202548
"PL99",0.286,5518.56,7059.681,8306.475,9464.746,10680.441,11936.569,13474.903,15635.535,19525.641,1.27468492111762,1.184366497022
"PL95",0.318,2474.564,3349.485,4028.787,4640.94,5273.797,5983.566,6807.397,7945.739,9966.699,0.774336947538244,0.719470924051166
"PL92",0.262,1673.6,2040,2324.181,2624.356,2923.555,3284.3,3694.811,4271.788,5284.429,0.332242254121272,0.308701066559488
"PL86",0.271,13.458,17.032,20.445,23.502,26.737,30.26,34.248,39.485,47.248,0.00278702950932712,0.00258955316908007
"RO97",0.278,385.6,486.72,571.775,647.827,724.761,813.38,915.04,1054.985,1309.669,0.165296974688178,0.15582663057564
"RO95",0.277,117.89,148.925,174.924,199.171,224.66,251.369,284.743,327.925,403.755,0.0467354677486828,0.0440578569655732
"RU18",0.321,213225.5,272808,324680.185,380511.748,440282.927,505719.92,593366.032,713871.155,921856.098,30.1720510554391,26.5949194450712
"RU17",0.318,201340.341,258512.086,309676.337,364578.005,422532.058,487642.31,565955.137,678386.582,877519.518,29.32790672661,25.850855
"RU16",0.331,189991.352,247771.694,300323,355401.004,414419.783,479999.984,561931.383,672516.391,877757.109,28.2860387333681,24.9325085706587
"RU15",0.331,181912.58,240000,292953.846,344331.832,401420,466763.448,549152.02,654572.024,857013.413,26.4250672137658,23.2921697165829
"RU14",0.34,168404.997,222156.818,270249.502,318533.666,371231.063,431164.731,506853.575,607467.389,812216.35,22.8720329686037,20.1603753496026
"RU13",0.349,155184.823,207761.126,252937.152,300241.96,353127.018,410726.982,479760.638,583130.497,774273.441,21.2124923322115,18.6975861789369
"RU11",0.363,116948,153950,189689,221368.263,262038.993,311769.145,373721,469050.906,630735.774,18.910821,16.6687959068827
"RU10",0.335,87829.32,117600,142800,166226.662,192471.513,220800,260732.039,314022.3,406820.63,17.4388970247702,15.3713799811779
"RU07",0.344,47116.632,64572,83384.86,99628.26,117477.42,138564.065,164184,195698.22,252408.898,12.8106742863763,11.2918690896157
"RU04",0.387,23100,32296.848,40602.071,49406.542,59945.516,70137.269,85300.038,107324.796,142125.577,9.5096956056712,8.38224713710275
"RU00",0.408,7878.738,10854.437,13801.728,16812.728,19999.984,24329.476,29573.097,36415.187,51089.594,5.3641268870013,4.72816787267178
"RS16",0.324,165462.987,237649.184,292200,346897.675,404570.976,469037.619,540000,634554.151,780000,53.4092000250913,47.452587538286
"RS13",0.339,133198.798,191680.289,241830.519,288499.567,336553.275,391759.11,450596.085,537628.571,669000,51.0284966808642,45.3373988855529
"RS10",0.326,112883.525,166418.183,211277.06,248782.296,284056.332,330000,379391.075,455113.67,570000,39.7225654145558,35.2923936642745
"RS06",0.347,67882.251,102807.45,132000,157200,185958.521,217800,254034.118,306000,381837.662,28.9425926927565,25.7146879693531
"SK18",0.236,5101.381,6474.175,7539.667,8449.686,9441.84,10549.555,11755.972,13230.025,15422.81,0.610590817774458,0.633617735545551
"SK17",0.219,5105.516,6408.727,7426.332,8242.978,9184.214,10152.13,11119.74,12509.685,14319.13,0.595616790515309,0.618079
"SK16",0.233,4745.46,6031.74,6947.791,7770.707,8641.086,9586.475,10510.395,11764.185,13976.42,0.587903810679613,0.610075144266278
"SK15",0.25,4503.15,5703.5,6522.69,7391.123,8279.705,9230.907,10252.5,11577.28,13757.533,0.5909769510829,0.613264180535185
"SK14",0.246,4397.935,5750.725,6579.55,7335.108,8194.245,9176.082,10221.49,11612.955,13669.272,0.592905196041823,0.615265144468614
"SK13",0.271,4280.37,5581.802,6466.361,7258.146,8102.666,9125.431,10206.803,11730.435,14283.084,0.593357128454072,0.615734120390513
"SK10",0.262,4124.367,5206.925,6022.81,6787.292,7589.431,8493.02,9562.903,10989.192,13402.176,0.54349391896938,0.56399044367444
"SK07",0.248,3656.921,4486.089,5191.694,5851.122,6548.451,7273.362,8107.847,9230.287,11144.926,0.506495718820015,0.525596948201731
"SK04",0.269,2411.538,3055.351,3614.242,4077.494,4534.844,5092.741,5705.22,6526.432,7967.829,0.459313974981329,0.476635861955587
"SK96",0.25,1288.887,1643.896,1908.696,2126.226,2351.061,2599.381,2888.867,3283.589,3915.015,0.253430403949963,0.262987902855238
"SK92",0.189,967.808,1128.593,1246.432,1357.631,1465.512,1588.739,1722.89,1895.371,2178.169,0.155997469663555,0.161880527190581
"SI15",0.263,6912.28,9132,10740.002,12223.643,13870.38,15583.18,17519.145,19976.42,23833,0.709113942570701,0.640360785168803
"SI12",0.271,6674.501,8713.642,10234.43,11709.277,13336.635,15024.287,16991.835,19524.986,23472.285,0.699074154665375,0.631294419271842
"SI10",0.252,6503.242,8695.392,10156.423,11466.256,12903.497,14200.616,16050.849,18030.19,21431.05,0.669309344966048,0.604415499305379
"SI07",0.23,6083.001,7786.628,9103.639,10099.939,11223.43,12410.461,13714.279,15418.684,18129.912,0.617142630646882,0.557306683449926
"SI04",0.231,5353.572,6713.113,7640.38,8568.367,9473.474,10403.904,11586.614,13074.725,15631.083,0.567180060464673,0.512188305781388
"SI99",0.232,3366.485,4255.429,4956.652,5571.443,6163.809,6776.968,7463.947,8313.208,9819.244,0.408886807841745,0.369242602064053
"SI97",0.229,2972.584,3741.349,4278.88,4809.944,5343.662,5917.209,6477.336,7182.014,8508.295,0.357005042676542,0.322391107709435
"ZA17",0.583,8800.11,13680,19908,26491.206,36626.85,49626.305,69519.774,105913.02,195606.601,6.99715333573243,6.5493631362915
"ZA15",0.578,7244.86,11760,16200,22042.979,29826.422,41314.486,58364.205,86198.166,155189.123,6.24091882630465,5.84152465101135
"ZA12",0.586,5400,8669.835,12454.81,17043.38,22738.85,32002.277,46139.776,74690.806,126469.759,5.31915172560784,4.97874700703422
"ZA10",0.595,3750,6480,9387.811,12960,17820.984,25179.914,35107.5,55694.543,96383.663,4.79080797539293,4.48421517174104
"ZA08",0.603,3219.938,5445.945,7666.584,10292.957,13604.812,18221.556,28960.032,48178.914,90066.642,4.29194263184237,4.0172752414213
"KR16",0.304,9075203.591,14071668,17462544,20361660,23517584.947,26443626,30145702,34992095.477,42955992,972.24069712041,973.151870958789
"KR14",0.302,8972115.908,13589435.077,16815360,19707246,22533852,25541124,29192436,33927914,42009654.87,956.132306087772,957.028383310128
"KR12",0.306,8363136,12706308,15693703.603,18550080,21255420,24191940,27777917.738,32069996.405,40114727.725,931.969318333563,932.842750255877
"KR10",0.309,7465560,11157378,13960782,16530942.323,18838478.649,21460354.731,24554215.094,28680921.382,35759623.119,876.725761799375,877.547420036837
"KR08",0.314,7024768.527,10243656,12855301.878,15102229.037,17410207.523,19886184,22766816.029,26934912,33700423.52,828.844321714723,829.621105966064
"KR06",0.305,6621183.85,9498933.823,11770842,13948835.257,15995149.726,18184351.095,20850132,24313632.925,29825406,772.259937214631,772.983691171138
"ES16",0.339,6295.796,9111.4,11354.55,13569.662,16103.165,18703.863,21782,26127.7,32477.402,0.815425526435961,0.69699519319184
"ES13",0.343,5921.95,8548.05,10582.253,12688.196,15025.312,17534.595,20673.527,24787.551,31310.448,0.822432070271863,0.702984124389342
"ES10",0.333,5728.979,8139.287,10134.5,12035.412,14247.273,16675,19373.945,22980.97,29313.112,0.767126513462615,0.655711006240432
"ES07",0.307,6720,8940.135,10966.5,12852.5,15024.5,17122.5,19787.748,23103.685,28991.378,0.726144585546488,0.620681189489265
"ES04",0.316,5401.589,7274,8909.545,10621,12343.542,14275.072,16617.228,19576.793,24350,0.660224906468133,0.564335517242309
"ES00",0.336,4910.221,6496.893,7901.065,9421.454,11079.222,12848.79,15136.442,17873.687,23008.939,0.582445406724784,0.49785251457384
"ES95",0.353,3365.84,4561.682,5737.227,6689.265,7694.558,9184.945,10935.4,13272.54,17167.887,0.511818493529121,0.437483274941973
"ES90",0.3,2703.948,3443.799,4106.439,4758.583,5406.104,6206.911,7167.123,8425.201,10636.895,0.397941165783637,0.340145201164652
"ES85",0.314,1523.325,1930.168,2327.434,2712.988,3057.386,3471.762,3988.016,4755.157,6207.839,0.290864602447245,0.248620166039537
"ES80",0.318,832.787,1090.374,1339.677,1573.885,1803.036,2058.509,2380.008,2832.273,3636.865,0.163387186468673,0.139657246315979
"SE05",0.237,109112,131476,151748.651,170898.373,189475.416,208387.898,229908.383,259476,307807.891,8.12685798815678,8.25613701255532
"SE00",0.252,87106.07,106429.188,123360.081,138482.373,153208.119,169235.5,187783,214234.739,258130.906,7.55885632937402,7.67909979533027
"SE95",0.221,77009,96651.597,108548.73,118453,128529,139133.909,151658.54,170040.443,200859.692,7.38870701029396,7.50624380437225
"SE92",0.229,71866.798,88445.442,102485,114698.137,125208.5,137726.135,151952.5,169323.79,199501.076,6.74059388360651,6.84782073590408
"SE87",0.211,44363.589,55000,63566.265,70500,77498.903,84600,91723.508,102176.93,116672.619,4.83914807212985,4.91612743396891
"SE81",0.197,30000,35991.735,40300,44297.436,48350,52827.55,57504.087,63450,72900,3.24884969538821,3.30053118405816
"SE75",0.215,14507,17990.211,20687,23276,25901,28353,31228.664,34513.999,39616.365,1.75910608836597,1.78708929162224
"SE67",0.26,5551,7519.934,9069.492,10228,11345.5,12549.285,13862.828,15653.698,18847.931,NA,NA
"CH18",0.299,25809.815,33929.242,40526.451,46378.427,52870.91,59904.691,67895.901,78573.181,97826.154,1.5213074013052,1.38672797586069
"CH17",0.299,27001.1,34566.186,41240.707,47622.843,52940.293,60072.81,67893.227,78950.62,99751.905,1.50719500000679,1.373864
"CH16",0.297,26115.748,34446.675,40943.511,46753.019,52799.029,59479.885,67563.736,78406.684,99223.358,1.49919249278472,1.36656941862062
