MODEL,SCENARIO,REGION,VARIABLE,UNIT,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Final Energy|Electricity,EJ/yr,30.83295,31.42925,34.62317,35.70661,43.19727,52.77769,60.58824,66.38396,69.29046,71.7084,73.67154
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Final Energy|Gases,EJ/yr,29.46983,29.03279,30.12309,24.38218,26.49041,32.70958,33.74514,29.276,24.96884,20.87682,18.79307
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Final Energy|Heat,EJ/yr,2.65636,2.67566,2.23696,5.56336,6.67714,6.09769,3.75008,2.39796,2.79641,3.10275,3.33323
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Final Energy|Hydrogen,EJ/yr,0,0,0,0.671,1.02782,1.97051,3.36769,3.47499,3.41616,3.4919,3.40733
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Final Energy|Industry,EJ/yr,48.73869,45.66291,47.81111,41.34562,37.73568,36.84462,37.22598,36.45528,36.02274,35.96899,35.7029
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Final Energy|Liquids,EJ/yr,78.66024,72.96127,83.65205,60.05185,29.59861,9.73818,7.22266,11.05825,13.7162,15.84635,16.57699
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Final Energy|Residential and Commercial,EJ/yr,52.80401,52.61482,58.64417,52.05508,48.56238,47.37514,48.15767,50.0379,52.80941,54.89195,56.59199
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Final Energy|Solar,EJ/yr,0.12389,0.76695,2.04176,4.24084,7.25011,8.49412,8.66036,8.61237,8.45235,8.19641,7.91861
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Final Energy|Solids,EJ/yr,10.16536,10.50429,9.74178,11.52241,11.39251,8.55692,5.16393,2.38592,2.32326,2.26125,2.20832
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Final Energy|Solids|Biomass,EJ/yr,5.00648,5.35063,6.69687,10.30465,11.27856,8.51719,5.16389,2.38592,2.32326,2.26125,2.20832
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Final Energy|Solids|Biomass|Traditional,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Final Energy|Solids|Coal,EJ/yr,5.15888,5.15366,3.04491,1.21776,0.11395,0.03973,0.00004,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Final Energy|Transportation,EJ/yr,50.36591,49.09252,55.96354,48.73756,39.33578,36.12495,37.11444,37.09627,36.13153,34.62293,33.61418
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,GDP|PPP,billion US$2005/yr,33167.6,34678.5,42875.4,51295.9,59119.7,67224.4,75579.1,84756.5,93795.6,102273.6,110749.1
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Land Cover|Cropland,million ha,447.784105,448.3195382,469.8352578,479.4610935,478.7728033,473.5381543,487.4443896,509.3889267,520.6765253,522.4162131,526.46306
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Land Cover|Forest,million ha,978.223634,979.9802409,984.0966558,988.8761782,1005.271636,1045.310298,1083.329489,1111.465606,1130.063592,1143.732674,1154.439993
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Land Cover|Pasture,million ha,769.7926014,769.206268,766.287576,765.6035864,729.3661303,680.8697074,627.8377877,582.5402548,547.6205209,522.6481483,501.994803
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Population,million,1078.42,1112.82,1168.27,1214.97,1251.29,1278.59,1298.59,1308.06,1306.71,1294.62,1271.88
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Price|Carbon,US$2005/t CO2,0,0,31.71469,95.13056,267.57624,435.8535,709.95942,1156.44908,1883.73369,3068.40369,4998.10628
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy,EJ/yr,207.40513,195.40673,204.72949,168.96816,151.7272,151.91195,154.55237,157.00018,157.70272,161.60148,162.41272
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Biomass,EJ/yr,7.64935,10.28711,12.7912,13.33041,14.24711,15.69698,23.33497,33.20376,41.08346,47.10409,51.12589
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Biomass|Traditional,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Biomass|w/ CCS,EJ/yr,0,0,0,0.32096,1.41044,5.17766,13.67938,25.99126,31.52169,36.09589,39.10549
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Biomass|w/o CCS,EJ/yr,7.64935,10.28711,12.7912,13.00945,12.83667,10.51932,9.65559,7.2125,9.56177,11.0082,12.0204
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Coal,EJ/yr,46.08152,41.43038,28.66259,6.61611,9.91123,16.47145,10.79874,0.97965,0.06457,0.03866,0.03585
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Coal|w/ CCS,EJ/yr,0,0,0,3.90889,9.73587,16.3887,10.78299,0.97031,0.05898,0.03531,0.03385
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Coal|w/o CCS,EJ/yr,46.08152,41.43038,28.66259,2.70722,0.17536,0.08275,0.01575,0.00934,0.00559,0.00335,0.002
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Fossil,EJ/yr,186.28369,169.42359,171.28899,126.09161,90.22935,71.0348,42.64519,21.81104,10.85688,7.89634,6.37573
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Fossil|w/ CCS,EJ/yr,0,0,0,8.10277,28.03928,38.30003,22.02731,6.31828,0.14157,0.03733,0.03437
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Fossil|w/o CCS,EJ/yr,186.28369,169.42359,171.28899,117.98884,62.19007,32.73477,20.61788,15.49276,10.71531,7.85901,6.34136
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Gas,EJ/yr,49.59794,49.26486,55.43867,56.59676,50.46585,46.56663,30.8177,20.69652,10.71157,7.80933,6.31094
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Gas|w/ CCS,EJ/yr,0,0,0,4.19388,18.30341,21.91133,11.24432,5.34797,0.08259,0.00202,0.00052
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Gas|w/o CCS,EJ/yr,49.59794,49.26486,55.43867,52.40288,32.16244,24.6553,19.57338,15.34855,10.62898,7.80731,6.31042
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Geothermal,EJ/yr,0.25936,0.33859,0.41154,0.97833,2.69768,4.14576,5.81328,6.86855,7.31422,7.63114,7.88689
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Hydro,EJ/yr,4.69982,5.01862,5.03592,5.51238,6.16257,6.34724,6.50229,6.6111,6.69373,6.7565,6.80506
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Non-Biomass Renewables,EJ/yr,5.43633,7.78815,12.04056,20.57426,36.83633,49.77426,61.84986,73.33607,78.73963,83.38579,90.81959
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Nuclear,EJ/yr,8.0241,7.79823,8.37259,9.19193,9.80528,15.36466,26.09867,28.82148,28.64002,26.81665,17.50839
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Oil,EJ/yr,90.60423,78.72835,87.18773,62.87874,29.85227,7.99672,1.02875,0.13487,0.08074,0.04835,0.02894
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Oil|w/o CCS,EJ/yr,90.60423,78.72835,87.18773,62.87874,29.85227,7.99672,1.02875,0.13487,0.08074,0.04835,0.02894
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Secondary Energy Trade,EJ/yr,0.01166,0.10964,0.23617,-0.22003,0.60914,0.04126,0.6237,-0.17219,-1.61727,-3.60137,-3.41692
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Solar,EJ/yr,0.13872,0.99837,2.94759,6.32854,11.82678,17.24379,19.23216,22.35909,20.71436,21.01068,21.7202
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Primary Energy|Wind,EJ/yr,0.33843,1.43257,3.64551,7.75501,16.1493,22.03747,30.30213,37.49733,44.01732,47.98747,54.40744
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity,EJ/yr,35.66953,35.76367,38.80276,40.43733,51.31205,67.03946,89.1132,100.80712,104.21239,107.68483,108.42822
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity|Biomass,EJ/yr,0.3813,0.42161,0.48569,0.02965,0.08824,0.31216,0.97256,1.3583,1.27034,1.42107,1.44103
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0,0,0,0.01284,0.0564,0.30011,0.90075,1.30357,1.26691,1.42084,1.44082
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,0.3813,0.42161,0.48569,0.01681,0.03184,0.01205,0.07181,0.05473,0.00343,0.00023,0.00021
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity|Coal,EJ/yr,14.05551,12.79893,9.40383,1.10783,0.74677,0.57315,0.21567,0.01941,0.00118,0.00071,0.00068
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0,0,0,0.62472,0.74033,0.56669,0.21567,0.01941,0.00118,0.00071,0.00068
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,14.05551,12.79893,9.40383,0.48311,0.00644,0.00646,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity|Gas,EJ/yr,6.64575,7.48667,10.75077,14.17249,11.91806,10.99427,7.36205,3.5226,0.05436,0.00133,0.00034
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0,0,0,1.73012,7.37184,9.69577,6.25775,2.99421,0.0462,0.00113,0.00029
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,6.64575,7.48667,10.75077,12.44237,4.54622,1.2985,1.1043,0.52839,0.00816,0.0002,0.00005
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity|Geothermal,EJ/yr,0.10895,0.14892,0.14277,0.52684,1.90172,2.82661,3.71865,4.44616,4.46106,4.45022,4.4612
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity|Hydro,EJ/yr,4.69982,5.01862,5.03592,5.51238,6.16257,6.34724,6.50229,6.6111,6.69373,6.7565,6.80506
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,5.16204,6.83153,9.73001,15.88508,28.84913,40.11625,54.63941,67.09106,74.25032,79.44742,89.47915
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity|Nuclear,EJ/yr,7.9399,7.70452,8.28244,8.89446,9.44074,15.02778,25.92299,28.81572,28.63619,26.8143,17.50702
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity|Oil,EJ/yr,1.48503,0.52041,0.15002,0.07104,0.01616,0.00569,0.00001,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity|Solar,EJ/yr,0.01484,0.23142,0.90581,2.09085,4.63554,8.90493,14.11634,18.53647,19.07821,20.25323,23.80545
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Electricity|Wind,EJ/yr,0.33843,1.43257,3.64551,7.75501,16.1493,22.03747,30.30213,37.49733,44.01732,47.98747,54.40744
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Gases,EJ/yr,40.27775,40.80384,44.44164,43.47077,41.98445,43.42644,39.37084,29.69016,21.38124,18.29595,17.5716
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Gases|Biomass,EJ/yr,0.18492,0,0,0,0,0.66043,3.56229,4.14153,5.59956,6.73642,7.55658
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Gases|Coal,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Gases|Natural Gas,EJ/yr,40.09283,40.70537,44.44164,42.69229,35.15159,29.55168,19.85247,12.253,5.49884,3.99834,3.96632
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Heat,EJ/yr,2.87445,2.88963,2.35469,5.82552,6.95534,6.31884,3.86606,2.47212,2.8829,3.19871,3.43632
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Heat|Geothermal,EJ/yr,0.14985,0.18833,0.26743,0.44427,0.74818,1.26244,2.06854,2.42201,2.8529,3.18075,3.42557
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Hydrogen,EJ/yr,0,0.09847,0,1.5679,8.04205,15.53258,19.91808,17.38385,15.80798,15.32154,13.03088
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Hydrogen|Biomass,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Hydrogen|Biomass|w/ CCS,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Hydrogen|Biomass|w/o CCS,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Hydrogen|Electricity,EJ/yr,0,0.09847,0,0.074,0.79361,3.77177,13.44828,16.80166,15.77259,15.30035,13.01057
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Liquids,EJ/yr,85.62325,71.50991,70.44728,41.46761,19.60366,7.21134,6.63931,11.3029,13.92217,15.90908,17.13973
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Liquids|Biomass,EJ/yr,0.4783,1.40508,1.82309,0.82268,0.62287,2.1794,5.67871,11.17436,13.84521,15.863,17.11214
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Liquids|Biomass|w/ CCS,EJ/yr,0,0,0,0.1412,0.6206,2.17713,5.67871,11.17436,13.84521,15.863,17.11214
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Liquids|Biomass|w/o CCS,EJ/yr,0.4783,1.40508,1.82309,0.68148,0.00227,0.00227,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Liquids|Coal,EJ/yr,0,0,0.11584,0.26782,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Liquids|Coal|w/ CCS,EJ/yr,0,0,0,0.26782,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Liquids|Coal|w/o CCS,EJ/yr,0,0,0.11584,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Liquids|Gas,EJ/yr,0,0,0,0.29905,0.29905,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Liquids|Gas|w/ CCS,EJ/yr,0,0,0,0.29905,0.29905,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Liquids|Gas|w/o CCS,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Liquids|Oil,EJ/yr,85.14495,70.10483,68.50835,40.07806,18.68174,5.03194,0.9606,0.12854,0.07696,0.04608,0.02759
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Secondary Energy|Solids,EJ/yr,10.16536,10.50429,9.74178,11.52241,11.39251,8.55692,5.16393,2.38592,2.32326,2.26125,2.20832
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Agricultural Demand|Crops,million t DM/yr,135.8232578,142.257494,154.9646268,167.9104129,165.1455398,151.0486661,135.6823668,121.9059082,109.6021559,99.09725645,90.36816051
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Agricultural Demand|Livestock,million t DM/yr,14.70418582,15.33850264,16.74486216,18.06955235,17.95886827,16.86690466,15.42045237,14.5029786,13.92414102,13.14015031,12.25724966
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Agricultural Production|Crops|Energy,million t DM/yr,0,0,16.33333333,54.26666667,100.5333333,167.2666667,236.2,298.9333333,346.8666667,383.9333333,416.0666667
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Agricultural Production|Crops|Non-Energy,million t DM/yr,136.6369716,152.4365043,174.3395326,189.0970558,194.3707334,195.855437,195.7711241,196.0993461,200.6563021,206.5970186,209.6748856
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Agricultural Production|Livestock,million t DM/yr,14.10763903,14.81992679,16.32707198,17.72070818,17.47064129,15.84593402,13.89774361,12.23604699,10.74594071,9.496634148,8.435637934
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Capacity|Electricity,GW,348.0838,314.91272,303.32852,381.63862,591.2773,825.99816,1065.3588,1295.80928,1477.93344,1664.91427,2078.27726
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Capacity|Electricity|Biomass,GW,4.38658,0.83473,0.05183,0.12862,0.84586,2.14873,5.28984,6.7599,6.73166,7.95747,5.8461
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Capacity|Electricity|Coal,GW,51.86383,53.97589,46.52738,37.10679,10.62238,1.87878,1.42116,0.5542,0.01209,0.01209,0.00604
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Capacity|Electricity|Gas,GW,146.8637,129.47117,113.98234,153.96314,126.43346,159.23325,105.43308,90.07511,111.46984,93.14324,93.14324
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Capacity|Electricity|Geothermal,GW,0.06429,0.06429,0.06429,0.03849,0.02305,0.02305,0.0138,0.00826,6.21552,6.21414,13.95713
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Capacity|Electricity|Hydro,GW,74.29071,67.76717,67.77925,97.11662,236.11855,273.26466,402.66685,489.82222,522.68889,545.62222,561.04442
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Capacity|Electricity|Nuclear,GW,42.75,43.85,69.05,55.49211,88.84554,134.30623,133.55623,133.55623,99.55623,90.46412,49.06069
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Capacity|Electricity|Oil,GW,27.86471,18.94948,3.13686,0.11411,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Capacity|Electricity|Solar,GW,0,0,0,6.60339,23.96298,58.84323,115.65931,208.20642,358.95557,512.9094,737.711
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Capacity|Electricity|Solar|CSP,GW,0,0,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Capacity|Electricity|Solar|PV,GW,0,0,0,6.60339,23.96298,58.84323,115.65931,208.20642,358.95557,512.9094,737.711
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Capacity|Electricity|Wind,GW,0,0,2.73658,29.84941,104.41686,196.29998,301.31852,366.82694,372.30364,408.5916,592.22147
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Capacity|Electricity|Wind|Offshore,GW,0,0,0,17.5312,73.31779,136.79361,203.63502,217.83644,154.36061,97.98194,157.07527
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Capacity|Electricity|Wind|Onshore,GW,0,0,2.73658,12.31821,31.09907,59.50637,97.6835,148.9905,217.94303,310.60966,435.1462
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Consumption,billion US$2005/yr,733.38,1237.1,1920.3,3355.6,4655.2,5811.4,6928.5,8554.3,10242,12057,13785
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|BC,Mt BC/yr,0.445571864,0.416622254,0.328978837,0.265802028,0.220986764,0.199084142,0.188523758,0.178012907,0.167584017,0.158488552,0.14939047
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|CH4,Mt CH4/yr,28.93347716,28.78935023,26.78921258,19.96353438,15.66815567,11.30521638,8.22455112,7.479940662,6.811606279,6.229103576,5.782936002
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|CH4|Land Use,Mt CH4/yr,8.780842961,8.772585227,8.851755378,8.589113777,8.079102872,6.851810982,5.97659272,5.416262262,4.863769179,4.363848476,3.957700602
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|CO,Mt CO/yr,67.45456314,66.50101003,61.78432018,56.4448347,50.6402454,45.76173755,43.51302276,41.08639199,38.58607855,36.37212178,34.07512205
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|CO2,Mt CO2/yr,2735.242405,2657.401072,2749.939405,1505.427875,562.0536793,182.6876026,-183.9849341,-349.8516295,-432.1760826,-515.3020144,-534.712124
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,0,0,134.0935567,407.7382833,489.9015733,561.4408433,402.1468367,455.3395,501.0009767,532.6254267
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|CO2|Carbon Capture and Storage|Biomass,Mt CO2/yr,0,0,0,5.736683333,28.67124333,113.3599867,325.2130567,384.4454533,439.1630833,486.1605467,518.8361567
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,2616.190964,2561.086117,2664.533371,1442.001696,590.3454791,226.5332923,-92.3489474,-217.3390539,-289.6932099,-357.492579,-385.5102509
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|CO2|Land Use,Mt CO2/yr,119.0514413,96.31495485,85.40603375,63.42617953,-28.29179984,-43.8456897,-91.63598673,-132.5125756,-142.4828727,-157.8094354,-149.2018731
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|F-Gases,Mt CO2-equiv/yr,16.76077333,25.81762333,61.99431333,14.98031333,14.22278,14.42309,15.16610333,15.57592667,15.52349333,15.25656,15.11601667
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|Kyoto Gases,Mt CO2-equiv/yr,3578.755713,3522.331307,3608.581822,2146.890511,1090.345121,590.8629122,141.8874812,-47.36016087,-151.6185292,-252.8107003,-286.9530888
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|N2O,kt N2O/yr,371.4051883,392.7772531,425.0277827,426.8097752,409.7544341,372.637697,352.5654328,335.2151455,317.8252688,306.8876705,295.4332786
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|N2O|Land Use,kt N2O/yr,322.3227883,335.6386531,358.1869827,376.1805752,372.7678341,353.773097,331.9085328,314.7524455,298.8241688,286.8964705,276.9092786
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|NH3,Mt NH3/yr,4.029528123,4.164733933,4.288770913,4.351749119,4.297786031,4.119934023,3.950833201,3.79968945,3.643029103,3.468983343,3.332942866
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|NOx,Mt NO2/yr,8.009023986,7.469014515,7.478104531,5.731045709,4.3921794,4.113501685,3.609294399,3.218779568,2.817487629,2.382776986,1.981465408
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|OC,Mt OC/yr,3.42945541,3.367134306,3.124254067,2.955967989,2.794307602,2.645646879,2.513052534,2.38889539,2.27096039,2.159907179,2.054102744
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|Sulfur,Mt SO2/yr,9.998069422,8.837306984,7.507252749,3.501938877,2.61378256,2.173336053,2.008051028,1.822604588,1.652657978,1.492980117,1.327775018
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Emissions|VOC,Mt VOC/yr,17.06150954,15.75185119,14.28532158,11.80282085,10.44527046,9.629922762,8.979451739,8.388172715,7.79935296,7.224489557,6.683926413
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Final Energy,EJ/yr,24.82299,26.00793,29.80704,24.56659,21.90639,20.74437,20.92228,21.524,21.77757,21.83053,21.94877
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Final Energy|Electricity,EJ/yr,3.43791,3.68183,4.5105,5.49167,7.44165,9.26108,10.58203,11.68376,12.18476,12.24648,12.55155
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Final Energy|Gases,EJ/yr,7.41305,7.34241,6.01578,4.26206,4.26106,5.99914,5.36738,4.86708,4.58041,4.02567,4.15815
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Final Energy|Heat,EJ/yr,6.28893,5.96169,4.41653,3.64173,2.71551,1.74814,0.73906,0.59911,0.57811,0.57739,0.63411
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Final Energy|Hydrogen,EJ/yr,0,0,0,0.41944,0.96335,0.95528,0.95164,0.60964,0.57404,0.8537,0.81115
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Final Energy|Industry,EJ/yr,10.65837,11.12624,12.76714,9.91783,8.30954,7.61473,7.44378,7.28365,7.06658,6.81288,6.54209
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Final Energy|Liquids,EJ/yr,6.0815,6.94862,10.8657,7.68024,3.95537,1.19181,1.68623,2.1946,2.34542,2.68714,2.42002
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Final Energy|Residential and Commercial,EJ/yr,10.95433,10.75423,11.67859,9.82571,8.83404,8.00432,7.99855,8.50171,8.89203,9.23441,9.58612
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Final Energy|Solar,EJ/yr,0,0,0.41251,1.01756,1.58836,1.58892,1.59595,1.5698,1.51483,1.44016,1.37379
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Final Energy|Solids,EJ/yr,1.6016,2.07338,3.58602,2.0539,0.98108,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Final Energy|Solids|Biomass,EJ/yr,0.15421,0.23925,0.64455,1.7353,0.98108,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Final Energy|Solids|Biomass|Traditional,EJ/yr,0.14169,0.23134,0,0,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Final Energy|Solids|Coal,EJ/yr,1.44739,1.83413,2.94147,0.3186,0,0,0,0,0,0,0
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Final Energy|Transportation,EJ/yr,3.21028,4.12745,5.36132,4.82305,4.76281,5.12531,5.47995,5.73864,5.81896,5.78324,5.82056
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,GDP|PPP,billion US$2005/yr,2342.9,2849.5,4253.3,5850.6,7296.2,8466.3,9692.3,11269,12597,13891,15193
