object.internationalDesignator_s1,object.internationalDesignator@official_s1,object.nationalDesignator_s1,object.nameOfSpaceObjectIno_s1,object.nameOfSpaceObjectO_s1,object.launch.stateOfRegistry_s1,object.launch.stateOfRegistry@official_s1,object.launch.dateOfLaunch_s1,object.status.gsoLocation_s1,object.unRegistration.unRegistered_s1,en#object.status.objectStatus_s1,object.status@official_s1,object.status.dateOfDecay_s1,object.launch.dateOfLaunch@official_s1,object.functionOfSpaceObject_s1,object.remark_s1,object.status.webSite_s1,object.unRegistration.registrationDocuments.document@uri_s,object.unRegistration.registrationDocuments.document..document.symbol_s,object.unRegistration.decayDocuments.document@uri_s,object.unRegistration.decayDocuments.document..document.symbol_s,object.status.dateOfDecay@official_s1,object.status.gsoLocation@official_s1
2021-038AG,true,,,Starlink 2599,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AH,true,,,Starlink 2601,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AJ,true,,,Starlink 2598,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AD,true,,,Starlink 2614,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AE,true,,,Starlink 2630,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AC,true,,,Starlink 2612,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AM,true,,,Starlink 2594,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AN,true,,,Starlink 1904,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AT,true,,,Starlink 2573,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AL,true,,,Starlink 2600,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AS,true,,,Starlink 2602,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AP,true,,,Starlink 2586,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AR,true,,,Starlink 2605,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AU,true,,,Starlink 2574,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AQ,true,,,Starlink 2607,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AX,true,,,Starlink 2588,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AZ,true,,,Starlink 2576,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038BA,true,,,Starlink 2571,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AW,true,,,Starlink 2590,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038BC,true,,,Starlink 2561,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038BD,true,,,Starlink 2593,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AY,true,,,Starlink 2587,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038BB,true,,,Starlink 2560,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038AV,true,,,Starlink 2575,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038BH,true,,,Starlink 2592,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038BK,true,,,Starlink 2563,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038BL,true,,,Starlink 2505,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038BE,true,,,Starlink 2570,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038BG,true,,,Starlink 2595,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038BJ,true,,,Starlink 2596,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038BF,true,,,Starlink 2568,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-038BM,true,,,Starlink 2581,USA,true,2021-05-04,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,------,,['/osoindex/data/documents/us/st/stsgser.e1010.html'],['ST/SG/SER.E/1010'],,,,
2021-037A,false,,YAOGAN,,China,false,2021-04-30,,F,in orbit,false,,false,------,Not registered with the United Nations.,,,,,,,
2021-034D,false,,ELO ALPHA (TYVAK 182A),,(for Italy),false,2021-04-29,,F,in orbit,false,,false,------,Not registered with the United Nations.,,,,,,,
2021-034E,true,48272,,NorSat 3,Norway,true,2021-04-29,,T,in orbit,true,,true,Satellite for maritime surveillance by automatic identification system (AIS). Auxiliary technology demonstration payload for navigation radar detection,------,,['/osoindex/data/documents/no/st/stsgser.e1001.html'],['ST/SG/SER.E/1001'],,,,
2021-036AH,true,,,Starlink 2528,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
2021-036AP,true,,,Starlink 2541,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
2021-036AG,true,,,Starlink 2523,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
2021-036AJ,true,,,Starlink 2532,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
2021-036AK,true,,,Starlink 2517,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
2021-036AL,true,,,Starlink 2536,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
2021-036AN,true,,,Starlink 2061,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
2021-036AQ,true,,,Starlink 2549,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
2021-036AM,true,,,Starlink 2534,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
2021-036AD,true,,,Starlink 2530,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
2021-036AF,true,,,Starlink 2519,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
2021-036AA,true,,,Starlink 2538,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
2021-036AB,true,,,Starlink 2537,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
2021-036AC,true,,,Starlink 2556,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
2021-036AE,true,,,Starlink 2524,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
2021-036X,true,,,Starlink 2544,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
2021-036Y,true,,,Starlink 2559,USA,true,2021-04-29,,T,in orbit,true,,true,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat.,,['/osoindex/data/documents/us/st/stsgser.e1004.html'],['ST/SG/SER.E/1004'],,,,
