dataset,variable,eq,percentile,thr,share
at13,dhci,0,70,        26207.33,  10.4785
at13,dhci,0,80,        30680.15,  12.1792
at13,dhci,0,90,        38695.19,  14.6685
at13,dhci,0,100,               .,  24.4794
at13,mi,0,10,           70.42,   0.0073
at13,mi,0,20,         1983.93,   0.2438
at13,mi,0,30,         8063.50,   2.1495
at13,mi,0,40,        12650.86,   4.6765
at13,mi,0,50,        16995.46,   6.6037
at13,mi,0,60,        21463.54,   8.6282
at13,mi,0,70,        26957.06,  10.8443
at13,mi,0,80,        35498.48,  13.8629
at13,mi,0,90,        48544.65,  18.5547
at13,mi,0,100,               .,  34.4290
at13,hcexp,0,10,.,.
at13,hcexp,0,20,.,.
at13,hcexp,0,30,.,.
at13,hcexp,0,40,.,.
at13,hcexp,0,50,.,.
at13,hcexp,0,60,.,.
at13,hcexp,0,70,.,.
at13,hcexp,0,80,.,.
at13,hcexp,0,90,.,.
at13,hcexp,0,100,.,.
at14,dhi,0,10,         9840.09,   3.1263
at14,dhi,0,20,        12622.70,   4.9281
at14,dhi,0,30,        14930.26,   6.0585
at14,dhi,0,40,        17456.09,   7.0684
at14,dhi,0,50,        19946.95,   8.1215
at14,dhi,0,60,        22482.24,   9.2627
at14,dhi,0,70,        25649.44,  10.4909
at14,dhi,0,80,        29909.35,  12.1161
at14,dhi,0,90,        37854.75,  14.5828
at14,dhi,0,100,               .,  24.2447
at14,dhci,0,10,         9840.09,   3.1263
at14,dhci,0,20,        12622.70,   4.9281
at14,dhci,0,30,        14930.26,   6.0585
at14,dhci,0,40,        17456.09,   7.0684
at14,dhci,0,50,        19946.95,   8.1215
at14,dhci,0,60,        22482.24,   9.2627
at14,dhci,0,70,        25649.44,  10.4909
at14,dhci,0,80,        29909.35,  12.1161
at14,dhci,0,90,        37854.75,  14.5828
at14,dhci,0,100,               .,  24.2447
at14,mi,0,10,           57.76,   0.0051
at14,mi,0,20,         1732.78,   0.2089
at14,mi,0,30,         7874.18,   2.3459
at14,mi,0,40,        12265.92,   4.5970
at14,mi,0,50,        16509.68,   6.6246
at14,mi,0,60,        21021.65,   8.5631
at14,mi,0,70,        26615.30,  10.8760
at14,mi,0,80,        34324.12,  13.8299
at14,mi,0,90,        48317.36,  18.5326
at14,mi,0,100,               .,  34.4169
at14,hcexp,0,10,.,.
at14,hcexp,0,20,.,.
at14,hcexp,0,30,.,.
at14,hcexp,0,40,.,.
at14,hcexp,0,50,.,.
at14,hcexp,0,60,.,.
at14,hcexp,0,70,.,.
at14,hcexp,0,80,.,.
at14,hcexp,0,90,.,.
at14,hcexp,0,100,.,.
at15,dhi,0,10,         9673.05,   2.9897
at15,dhi,0,20,        12597.94,   4.8697
at15,dhi,0,30,        14878.31,   6.0513
at15,dhi,0,40,        17423.55,   7.0836
at15,dhi,0,50,        20006.43,   8.2039
at15,dhi,0,60,        22629.16,   9.3596
at15,dhi,0,70,        25734.05,  10.5970
at15,dhi,0,80,        30180.16,  12.2041
at15,dhi,0,90,        37684.87,  14.6092
at15,dhi,0,100,               .,  24.0319
at15,dhci,0,10,         9673.05,   2.9897
at15,dhci,0,20,        12597.94,   4.8697
at15,dhci,0,30,        14878.31,   6.0513
at15,dhci,0,40,        17423.55,   7.0836
at15,dhci,0,50,        20006.43,   8.2039
at15,dhci,0,60,        22629.16,   9.3596
at15,dhci,0,70,        25734.05,  10.5970
at15,dhci,0,80,        30180.16,  12.2041
at15,dhci,0,90,        37684.87,  14.6092
at15,dhci,0,100,               .,  24.0319
at15,mi,0,10,           33.53,   0.0017
at15,mi,0,20,         1836.04,   0.1922
at15,mi,0,30,         7873.58,   2.3034
at15,mi,0,40,        12314.27,   4.5470
at15,mi,0,50,        16589.27,   6.5677
at15,mi,0,60,        21840.21,   8.6540
at15,mi,0,70,        27037.16,  10.9508
at15,mi,0,80,        34863.08,  13.8020
at15,mi,0,90,        47650.62,  18.5791
at15,mi,0,100,               .,  34.4022
at15,hcexp,0,10,.,.
at15,hcexp,0,20,.,.
at15,hcexp,0,30,.,.
at15,hcexp,0,40,.,.
at15,hcexp,0,50,.,.
at15,hcexp,0,60,.,.
at15,hcexp,0,70,.,.
at15,hcexp,0,80,.,.
at15,hcexp,0,90,.,.
at15,hcexp,0,100,.,.
at16,dhi,0,10,        10068.15,   2.8250
at16,dhi,0,20,        13164.21,   4.8990
at16,dhi,0,30,        15659.74,   6.0500
at16,dhi,0,40,        18185.22,   7.0907
at16,dhi,0,50,        20776.89,   8.1379
at16,dhi,0,60,        23704.41,   9.3255
at16,dhi,0,70,        27104.65,  10.5861
at16,dhi,0,80,        31757.04,  12.2637
at16,dhi,0,90,        39730.48,  14.7982
at16,dhi,0,100,               .,  24.0239
at16,dhci,0,10,        10068.15,   2.8250
at16,dhci,0,20,        13164.21,   4.8990
at16,dhci,0,30,        15659.74,   6.0500
at16,dhci,0,40,        18185.22,   7.0907
at16,dhci,0,50,        20776.89,   8.1379
at16,dhci,0,60,        23704.41,   9.3255
at16,dhci,0,70,        27104.65,  10.5861
at16,dhci,0,80,        31757.04,  12.2637
at16,dhci,0,90,        39730.48,  14.7982
at16,dhci,0,100,               .,  24.0239
at16,mi,0,10,           12.85,   0.0003
at16,mi,0,20,         1665.98,   0.1611
at16,mi,0,30,         8058.90,   2.1119
at16,mi,0,40,        13072.37,   4.7139
at16,mi,0,50,        16961.39,   6.5657
at16,mi,0,60,        22031.44,   8.5347
at16,mi,0,70,        28031.63,  10.9408
at16,mi,0,80,        35975.10,  13.9261
at16,mi,0,90,        49682.47,  18.5210
at16,mi,0,100,               .,  34.5245
at16,hcexp,0,10,.,.
at16,hcexp,0,20,.,.
at16,hcexp,0,30,.,.
at16,hcexp,0,40,.,.
at16,hcexp,0,50,.,.
at16,hcexp,0,60,.,.
at16,hcexp,0,70,.,.
at16,hcexp,0,80,.,.
at16,hcexp,0,90,.,.
at16,hcexp,0,100,.,.
at17,dhi,0,10,        10123.35,   3.0481
at17,dhi,0,20,        13184.20,   5.0348
at17,dhi,0,30,        15483.05,   6.0220
at17,dhi,0,40,        18298.72,   7.1715
at17,dhi,0,50,        20842.82,   8.2812
at17,dhi,0,60,        23581.75,   9.4197
at17,dhi,0,70,        26984.68,  10.6836
at17,dhi,0,80,        31472.74,  12.2985
at17,dhi,0,90,        39062.04,  14.8314
at17,dhi,0,100,               .,  23.2091
at17,dhci,0,10,        10123.35,   3.0481
at17,dhci,0,20,        13184.20,   5.0348
at17,dhci,0,30,        15483.05,   6.0220
at17,dhci,0,40,        18298.72,   7.1715
at17,dhci,0,50,        20842.82,   8.2812
at17,dhci,0,60,        23581.75,   9.4197
at17,dhci,0,70,        26984.68,  10.6836
at17,dhci,0,80,        31472.74,  12.2985
at17,dhci,0,90,        39062.04,  14.8314
at17,dhci,0,100,               .,  23.2091
at17,mi,0,10,           33.35,   0.0020
at17,mi,0,20,         2027.37,   0.2076
at17,mi,0,30,         8628.97,   2.3999
at17,mi,0,40,        13169.16,   4.8653
at17,mi,0,50,        17772.25,   6.8436
at17,mi,0,60,        22411.03,   8.7897
at17,mi,0,70,        28404.36,  11.2887
at17,mi,0,80,        36260.16,  14.2017
at17,mi,0,90,        49219.18,  18.4858
at17,mi,0,100,               .,  32.9157
at17,hcexp,0,10,.,.
at17,hcexp,0,20,.,.
at17,hcexp,0,30,.,.
at17,hcexp,0,40,.,.
at17,hcexp,0,50,.,.
at17,hcexp,0,60,.,.
at17,hcexp,0,70,.,.
at17,hcexp,0,80,.,.
at17,hcexp,0,90,.,.
at17,hcexp,0,100,.,.
at18,dhi,0,10,        10239.52,   3.0026
at18,dhi,0,20,        12950.23,   4.9311
at18,dhi,0,30,        15315.14,   5.9078
at18,dhi,0,40,        17957.45,   6.9979
at18,dhi,0,50,        20638.92,   8.2196
at18,dhi,0,60,        23656.82,   9.1650
at18,dhi,0,70,        27093.02,  10.6215
at18,dhi,0,80,        31830.84,  12.3180
at18,dhi,0,90,        39865.45,  14.7820
at18,dhi,0,100,               .,  24.0545
at18,dhci,0,10,        10239.52,   3.0026
at18,dhci,0,20,        12950.23,   4.9311
at18,dhci,0,30,        15315.14,   5.9078
at18,dhci,0,40,        17957.45,   6.9979
at18,dhci,0,50,        20638.92,   8.2196
at18,dhci,0,60,        23656.82,   9.1650
at18,dhci,0,70,        27093.02,  10.6215
at18,dhci,0,80,        31830.84,  12.3180
at18,dhci,0,90,        39865.45,  14.7820
at18,dhci,0,100,               .,  24.0545
at18,mi,0,10,           31.14,   0.0019
at18,mi,0,20,         1761.17,   0.1675
at18,mi,0,30,         8755.38,   2.2495
at18,mi,0,40,        12684.72,   4.6820
at18,mi,0,50,        17057.17,   6.5026
at18,mi,0,60,        22145.58,   8.5146
at18,mi,0,70,        28153.56,  10.9359
at18,mi,0,80,        36908.95,  14.0888
at18,mi,0,90,        50375.21,  18.7371
at18,mi,0,100,               .,  34.1201
at18,hcexp,0,10,.,.
at18,hcexp,0,20,.,.
at18,hcexp,0,30,.,.
at18,hcexp,0,40,.,.
at18,hcexp,0,50,.,.
at18,hcexp,0,60,.,.
at18,hcexp,0,70,.,.
at18,hcexp,0,80,.,.
at18,hcexp,0,90,.,.
at18,hcexp,0,100,.,.
at19,dhi,0,10,        10297.65,   2.9095
at19,dhi,0,20,        13503.13,   4.9902
at19,dhi,0,30,        16034.26,   6.1112
at19,dhi,0,40,        18424.04,   7.1258
at19,dhi,0,50,        20997.89,   8.1257
at19,dhi,0,60,        24132.98,   9.3221
at19,dhi,0,70,        27774.48,  10.7067
at19,dhi,0,80,        32697.54,  12.4009
at19,dhi,0,90,        41108.13,  14.9561
at19,dhi,0,100,               .,  23.3517
at19,dhci,0,10,        10297.65,   2.9095
at19,dhci,0,20,        13503.13,   4.9902
at19,dhci,0,30,        16034.26,   6.1112
at19,dhci,0,40,        18424.04,   7.1258
at19,dhci,0,50,        20997.89,   8.1257
at19,dhci,0,60,        24132.98,   9.3221
at19,dhci,0,70,        27774.48,  10.7067
at19,dhci,0,80,        32697.54,  12.4009
at19,dhci,0,90,        41108.13,  14.9561
at19,dhci,0,100,               .,  23.3517
at19,mi,0,10,           26.07,   0.0010
at19,mi,0,20,         2070.23,   0.1892
at19,mi,0,30,         8533.53,   2.3405
at19,mi,0,40,        13736.17,   4.6751
at19,mi,0,50,        18245.80,   6.7385
at19,mi,0,60,        23212.09,   8.6809
at19,mi,0,70,        29393.91,  11.0302
at19,mi,0,80,        37891.53,  14.0655
at19,mi,0,90,        51995.26,  18.5670
at19,mi,0,100,               .,  33.7121
at19,hcexp,0,10,.,.
at19,hcexp,0,20,.,.
at19,hcexp,0,30,.,.
at19,hcexp,0,40,.,.
at19,hcexp,0,50,.,.
at19,hcexp,0,60,.,.
at19,hcexp,0,70,.,.
at19,hcexp,0,80,.,.
at19,hcexp,0,90,.,.
at19,hcexp,0,100,.,.
au81,dhi,0,10,         5638.18,   2.7980
au81,dhi,0,20,         7584.41,   4.8894
au81,dhi,0,30,         8814.79,   5.9920
au81,dhi,0,40,        10084.61,   6.9221
au81,dhi,0,50,        11524.56,   7.8156
au81,dhi,0,60,        13372.17,   9.0684
au81,dhi,0,70,        15866.61,  10.6757
au81,dhi,0,80,        19251.98,  12.6886
au81,dhi,0,90,        24563.05,  15.8310
au81,dhi,0,100,               .,  23.3191
au81,dhci,0,10,         5638.18,   2.7980
au81,dhci,0,20,         7584.41,   4.8894
au81,dhci,0,30,         8814.79,   5.9920
au81,dhci,0,40,        10084.61,   6.9221
au81,dhci,0,50,        11524.56,   7.8156
au81,dhci,0,60,        13372.17,   9.0684
au81,dhci,0,70,        15866.61,  10.6757
au81,dhci,0,80,        19251.98,  12.6886
au81,dhci,0,90,        24563.05,  15.8310
au81,dhci,0,100,               .,  23.3191
au81,mi,0,10,          530.12,   0.0595
au81,mi,0,20,         5021.76,   1.6578
au81,mi,0,30,         8223.02,   4.3776
au81,mi,0,40,        10565.41,   6.0695
au81,mi,0,50,        12944.79,   7.5691
au81,mi,0,60,        15613.88,   9.1565
au81,mi,0,70,        19133.63,  11.0938
au81,mi,0,80,        23954.03,  13.7159
au81,mi,0,90,        31967.46,  17.7433
au81,mi,0,100,               .,  28.5571
au81,hcexp,0,10,.,.
au81,hcexp,0,20,.,.
au81,hcexp,0,30,.,.
au81,hcexp,0,40,.,.
au81,hcexp,0,50,.,.
au81,hcexp,0,60,.,.
au81,hcexp,0,70,.,.
au81,hcexp,0,80,.,.
au81,hcexp,0,90,.,.
au81,hcexp,0,100,.,.
au85,dhi,0,10,         5727.05,   2.7327
au85,dhi,0,20,         7659.03,   4.7575
au85,dhi,0,30,         8934.53,   5.8716
au85,dhi,0,40,        10130.23,   6.7389
au85,dhi,0,50,        11697.10,   7.6776
au85,dhi,0,60,        13555.94,   8.9409
au85,dhi,0,70,        16076.71,  10.4110
au85,dhi,0,80,        19803.46,  12.6343
au85,dhi,0,90,        26014.72,  15.9582
au85,dhi,0,100,               .,  24.2772
au85,dhci,0,10,         5727.05,   2.7327
au85,dhci,0,20,         7659.03,   4.7575
au85,dhci,0,30,         8934.53,   5.8716
au85,dhci,0,40,        10130.23,   6.7389
au85,dhci,0,50,        11697.10,   7.6776
au85,dhci,0,60,        13555.94,   8.9409
au85,dhci,0,70,        16076.71,  10.4110
au85,dhci,0,80,        19803.46,  12.6343
au85,dhci,0,90,        26014.72,  15.9582
au85,dhci,0,100,               .,  24.2772
au85,mi,0,10,          380.84,   0.0358
au85,mi,0,20,         3627.01,   1.0712
au85,mi,0,30,         7698.33,   3.6815
au85,mi,0,40,        10318.84,   5.6193
au85,mi,0,50,        12827.52,   7.2164
au85,mi,0,60,        15791.09,   8.9428
au85,mi,0,70,        19277.55,  10.8807
au85,mi,0,80,        24772.47,  13.6021
au85,mi,0,90,        33640.50,  17.9310
au85,mi,0,100,               .,  31.0192
au85,hcexp,0,10,.,.
au85,hcexp,0,20,.,.
au85,hcexp,0,30,.,.
au85,hcexp,0,40,.,.
au85,hcexp,0,50,.,.
au85,hcexp,0,60,.,.
au85,hcexp,0,70,.,.
au85,hcexp,0,80,.,.
au85,hcexp,0,90,.,.
au85,hcexp,0,100,.,.
au89,dhi,0,10,         5762.32,   2.6450
au89,dhi,0,20,         7629.25,   4.6331
au89,dhi,0,30,         9021.91,   5.7172
au89,dhi,0,40,        10351.91,   6.6559
au89,dhi,0,50,        12009.50,   7.6516
au89,dhi,0,60,        14110.65,   8.9705
au89,dhi,0,70,        16640.40,  10.5385
au89,dhi,0,80,        20320.40,  12.6204
au89,dhi,0,90,        26490.28,  15.8775
au89,dhi,0,100,               .,  24.6904
au89,dhci,0,10,         5762.32,   2.6450
au89,dhci,0,20,         7629.25,   4.6331
au89,dhci,0,30,         9021.91,   5.7172
au89,dhci,0,40,        10351.91,   6.6559
au89,dhci,0,50,        12009.50,   7.6516
au89,dhci,0,60,        14110.65,   8.9705
au89,dhci,0,70,        16640.40,  10.5385
au89,dhci,0,80,        20320.40,  12.6204
au89,dhci,0,90,        26490.28,  15.8775
au89,dhci,0,100,               .,  24.6904
au89,mi,0,10,          677.79,   0.0756
au89,mi,0,20,         4703.33,   1.4810
au89,mi,0,30,         8044.10,   3.8510
au89,mi,0,40,        10828.69,   5.6499
au89,mi,0,50,        13438.84,   7.2169
au89,mi,0,60,        16645.98,   8.9602
au89,mi,0,70,        20410.44,  10.9880
au89,mi,0,80,        25824.12,  13.6625
au89,mi,0,90,        34555.65,  17.7125
au89,mi,0,100,               .,  30.4024
au89,hcexp,0,10,.,.
au89,hcexp,0,20,.,.
au89,hcexp,0,30,.,.
au89,hcexp,0,40,.,.
au89,hcexp,0,50,.,.
au89,hcexp,0,60,.,.
au89,hcexp,0,70,.,.
au89,hcexp,0,80,.,.
au89,hcexp,0,90,.,.
au89,hcexp,0,100,.,.
au95,dhi,0,10,         5337.95,   2.6642
au95,dhi,0,20,         7079.33,   4.6895
au95,dhi,0,30,         8274.39,   5.7729
au95,dhi,0,40,         9503.60,   6.7222
au95,dhi,0,50,        10997.42,   7.6846
au95,dhi,0,60,        12946.52,   9.0028
au95,dhi,0,70,        15023.65,  10.5501
au95,dhi,0,80,        18476.05,  12.3967
au95,dhi,0,90,        24147.86,  15.8865
au95,dhi,0,100,               .,  24.6306
au95,dhci,0,10,         5337.95,   2.6642
au95,dhci,0,20,         7079.33,   4.6895
au95,dhci,0,30,         8274.39,   5.7729
au95,dhci,0,40,         9503.60,   6.7222
au95,dhci,0,50,        10997.42,   7.6846
au95,dhci,0,60,        12946.52,   9.0028
au95,dhci,0,70,        15023.65,  10.5501
au95,dhci,0,80,        18476.05,  12.3967
au95,dhci,0,90,        24147.86,  15.8865
au95,dhci,0,100,               .,  24.6306
au95,mi,0,10,            0.13,   0.0001
au95,mi,0,20,         1764.14,   0.3625
au95,mi,0,30,         6103.36,   2.8711
au95,mi,0,40,         9019.88,   5.2026
au95,mi,0,50,        11713.51,   7.2008
au95,mi,0,60,        14511.48,   9.1024
au95,mi,0,70,        17925.95,  11.2099
au95,mi,0,80,        22797.25,  14.0268
au95,mi,0,90,        30938.85,  18.1833
au95,mi,0,100,               .,  31.8406
au95,hcexp,0,10,.,.
au95,hcexp,0,20,.,.
au95,hcexp,0,30,.,.
au95,hcexp,0,40,.,.
au95,hcexp,0,50,.,.
au95,hcexp,0,60,.,.
au95,hcexp,0,70,.,.
au95,hcexp,0,80,.,.
au95,hcexp,0,90,.,.
au95,hcexp,0,100,.,.
au01,dhi,0,10,         6080.33,   2.6012
au01,dhi,0,20,         7922.60,   4.6165
au01,dhi,0,30,         9318.76,   5.6607
au01,dhi,0,40,        10726.49,   6.4700
au01,dhi,0,50,        12507.63,   7.5741
au01,dhi,0,60,        14796.02,   8.9690
au01,dhi,0,70,        17633.78,  10.4636
au01,dhi,0,80,        21500.08,  12.6302
au01,dhi,0,90,        27807.59,  15.8913
au01,dhi,0,100,               .,  25.1233
au01,dhci,0,10,         6080.33,   2.6012
au01,dhci,0,20,         7922.60,   4.6165
au01,dhci,0,30,         9318.76,   5.6607
au01,dhci,0,40,        10726.49,   6.4700
au01,dhci,0,50,        12507.63,   7.5741
au01,dhci,0,60,        14796.02,   8.9690
au01,dhci,0,70,        17633.78,  10.4636
au01,dhci,0,80,        21500.08,  12.6302
au01,dhci,0,90,        27807.59,  15.8913
au01,dhci,0,100,               .,  25.1233
au01,mi,0,10,            0.50,   0.0002
au01,mi,0,20,         1966.19,   0.3879
au01,mi,0,30,         6460.35,   2.6750
au01,mi,0,40,         9665.74,   4.9339
au01,mi,0,50,        12907.48,   6.9502
au01,mi,0,60,        16416.89,   8.8731
au01,mi,0,70,        20570.68,  11.2881
au01,mi,0,80,        26419.69,  14.3066
au01,mi,0,90,        35242.78,  18.3992
au01,mi,0,100,               .,  32.1857
au01,hcexp,0,10,.,.
au01,hcexp,0,20,.,.
au01,hcexp,0,30,.,.
au01,hcexp,0,40,.,.
au01,hcexp,0,50,.,.
au01,hcexp,0,60,.,.
au01,hcexp,0,70,.,.
au01,hcexp,0,80,.,.
au01,hcexp,0,90,.,.
au01,hcexp,0,100,.,.
au03,dhi,0,10,         6293.85,   2.6142
au03,dhi,0,20,         8222.61,   4.6672
au03,dhi,0,30,         9675.04,   5.5447
au03,dhi,0,40,        11150.89,   6.5783
au03,dhi,0,50,        12931.29,   7.5581
au03,dhi,0,60,        15273.91,   8.8724
au03,dhi,0,70,        18241.24,  10.5119
au03,dhi,0,80,        22219.79,  12.6515
au03,dhi,0,90,        28697.15,  15.8421
au03,dhi,0,100,               .,  25.1594
au03,dhci,0,10,         6293.85,   2.6142
au03,dhci,0,20,         8222.61,   4.6672
au03,dhci,0,30,         9675.04,   5.5447
au03,dhci,0,40,        11150.89,   6.5783
au03,dhci,0,50,        12931.29,   7.5581
au03,dhci,0,60,        15273.91,   8.8724
au03,dhci,0,70,        18241.24,  10.5119
au03,dhci,0,80,        22219.79,  12.6515
au03,dhci,0,90,        28697.15,  15.8421
au03,dhci,0,100,               .,  25.1594
au03,mi,0,10,            2.32,   0.0008
au03,mi,0,20,         2982.94,   0.5643
au03,mi,0,30,         7187.17,   3.0271
au03,mi,0,40,        10335.66,   5.0822
au03,mi,0,50,        13786.35,   6.9427
au03,mi,0,60,        17475.98,   8.9219
au03,mi,0,70,        21645.85,  11.2471
au03,mi,0,80,        27478.99,  14.0744
au03,mi,0,90,        37400.00,  18.3314
au03,mi,0,100,               .,  31.8081
au03,hcexp,0,10,.,.
au03,hcexp,0,20,.,.
au03,hcexp,0,30,.,.
au03,hcexp,0,40,.,.
au03,hcexp,0,50,.,.
au03,hcexp,0,60,.,.
au03,hcexp,0,70,.,.
au03,hcexp,0,80,.,.
au03,hcexp,0,90,.,.
au03,hcexp,0,100,.,.
au04,dhi,0,10,         7298.27,   2.9928
au04,dhi,0,20,         9047.35,   4.7452
au04,dhi,0,30,        10715.83,   5.6973
au04,dhi,0,40,        12342.41,   6.6579
au04,dhi,0,50,        14332.40,   7.6237
au04,dhi,0,60,        16590.67,   8.8518
au04,dhi,0,70,        19667.29,  10.3949
au04,dhi,0,80,        23893.12,  12.5204
au04,dhi,0,90,        30802.66,  15.4960
au04,dhi,0,100,               .,  25.0199
au04,dhci,0,10,         7259.63,   3.0192
au04,dhci,0,20,         9019.94,   4.8004
au04,dhci,0,30,        10612.99,   5.7463
au04,dhci,0,40,        12249.83,   6.6656
au04,dhci,0,50,        14229.93,   7.7144
au04,dhci,0,60,        16474.68,   8.9280
au04,dhci,0,70,        19406.93,  10.4380
au04,dhci,0,80,        23615.10,  12.5126
au04,dhci,0,90,        30276.54,  15.4469
au04,dhci,0,100,               .,  24.7286
au04,mi,0,10,          137.71,   0.0116
au04,mi,0,20,         4039.46,   0.8783
au04,mi,0,30,         8446.15,   3.3621
au04,mi,0,40,        12081.67,   5.4285
au04,mi,0,50,        15102.09,   7.1812
au04,mi,0,60,        18942.64,   8.9984
au04,mi,0,70,        23169.54,  11.0806
au04,mi,0,80,        29515.63,  13.9794
au04,mi,0,90,        39315.93,  18.0159
au04,mi,0,100,               .,  31.0640
au04,hcexp,0,10,         5764.04,   3.0436
au04,hcexp,0,20,         7455.80,   4.6064
au04,hcexp,0,30,         8894.45,   5.6890
au04,hcexp,0,40,        10340.68,   6.6597
au04,hcexp,0,50,        11990.78,   7.7211
au04,hcexp,0,60,        13929.31,   8.9402
au04,hcexp,0,70,        16315.31,  10.4754
au04,hcexp,0,80,        19702.61,  12.4478
au04,hcexp,0,90,        25340.76,  15.3959
au04,hcexp,0,100,               .,  25.0209
au08,dhi,0,10,         8489.18,   2.7787
au08,dhi,0,20,        10732.75,   4.4039
au08,dhi,0,30,        12623.61,   5.3454
au08,dhi,0,40,        14808.90,   6.2606
au08,dhi,0,50,        17259.51,   7.3793
au08,dhi,0,60,        20346.71,   8.5529
au08,dhi,0,70,        24359.74,  10.2174
au08,dhi,0,80,        29510.01,  12.2912
au08,dhi,0,90,        38952.60,  15.3542
au08,dhi,0,100,               .,  27.4164
au08,dhci,0,10,         8394.86,   2.8228
au08,dhci,0,20,        10651.90,   4.5412
au08,dhci,0,30,        12442.71,   5.4365
au08,dhci,0,40,        14548.84,   6.3882
au08,dhci,0,50,        17006.66,   7.4270
au08,dhci,0,60,        19838.40,   8.6758
au08,dhci,0,70,        23655.17,  10.2594
au08,dhci,0,80,        28620.67,  12.3107
au08,dhci,0,90,        37359.51,  15.3217
au08,dhci,0,100,               .,  26.8166
au08,mi,0,10,          693.96,   0.0459
au08,mi,0,20,         5790.83,   1.3351
au08,mi,0,30,        10096.06,   3.3883
au08,mi,0,40,        13973.46,   5.0027
au08,mi,0,50,        18191.10,   6.8145
au08,mi,0,60,        22644.55,   8.4957
au08,mi,0,70,        28386.04,  10.7099
au08,mi,0,80,        35646.88,  13.3158
au08,mi,0,90,        48942.05,  17.4477
au08,mi,0,100,               .,  33.4444
au08,hcexp,0,10,.,.
au08,hcexp,0,20,.,.
au08,hcexp,0,30,.,.
au08,hcexp,0,40,.,.
au08,hcexp,0,50,.,.
au08,hcexp,0,60,.,.
au08,hcexp,0,70,.,.
au08,hcexp,0,80,.,.
au08,hcexp,0,90,.,.
au08,hcexp,0,100,.,.
au10,dhi,0,10,         8424.79,   2.6271
au10,dhi,0,20,        10837.94,   4.4977
au10,dhi,0,30,        12816.57,   5.6426
au10,dhi,0,40,        14655.10,   6.1548
au10,dhi,0,50,        17312.87,   7.3779
au10,dhi,0,60,        20458.25,   8.7139
au10,dhi,0,70,        24593.59,  10.3345
au10,dhi,0,80,        30011.21,  12.5582
au10,dhi,0,90,        39030.18,  15.7329
au10,dhi,0,100,               .,  26.3605
au10,dhci,0,10,         8356.78,   2.6984
