dataset,variable,eq,povline,fgt0,fgt1,fgt2,meanpoor,meangap
be08,dhci,0,365,     0.22,     0.15,   0.0011,   444.04,   888.21
be08,dhci,0,685,     0.54,     0.28,   0.0019,  1218.85,  1281.40
be08,dhci,0,1000,     0.83,     0.40,   0.0027,  1876.93,  1773.07
be08,dhci,0,2000,     5.69,     1.53,   0.0072,  5336.04,  1963.96
be08,dhci,0,3000,    17.30,     4.73,   0.0201,  7953.34,  2996.66
be08,dhci,0,4000,    35.76,    10.06,   0.0434, 10490.49,  4109.51
be08,mi,0,100,    16.73,    14.24,   0.1309,    54.46,   310.54
be08,mi,0,215,    19.10,    16.30,   0.1498,   114.90,   669.85
be08,mi,0,365,    20.81,    17.85,   0.1643,   189.59,  1142.66
be08,mi,0,685,    23.16,    19.83,   0.1828,   359.57,  2140.68
be08,mi,0,1000,    24.46,    21.09,   0.1948,   503.00,  3147.00
be08,mi,0,2000,    30.01,    24.20,   0.2201,  1412.95,  5887.05
be08,mi,0,3000,    37.46,    27.35,   0.2413,  2953.71,  7996.29
be08,mi,0,4000,    45.56,    30.84,   0.2633,  4718.09,  9881.91
be08,hcexp,0,100,.,.,.,.,.
be08,hcexp,0,215,.,.,.,.,.
be08,hcexp,0,365,.,.,.,.,.
be08,hcexp,0,685,.,.,.,.,.
be08,hcexp,0,1000,.,.,.,.,.
be08,hcexp,0,2000,.,.,.,.,.
be08,hcexp,0,3000,.,.,.,.,.
be08,hcexp,0,4000,.,.,.,.,.
be09,dhi,0,100,     0.05,     0.00,   0.0000,   336.26,    28.74
be09,dhi,0,215,     0.13,     0.04,   0.0002,   533.23,   251.52
be09,dhi,0,365,     0.17,     0.09,   0.0005,   667.95,   664.30
be09,dhi,0,685,     0.39,     0.18,   0.0012,  1337.96,  1162.29
be09,dhi,0,1000,     1.09,     0.34,   0.0019,  2502.44,  1147.56
be09,dhi,0,2000,     6.49,     1.72,   0.0078,  5370.00,  1930.00
be09,dhi,0,3000,    16.64,     4.86,   0.0216,  7754.35,  3195.65
be09,dhi,0,4000,    33.11,     9.74,   0.0439, 10303.12,  4296.88
be09,dhci,0,100,     0.05,     0.00,   0.0000,   346.39,    18.61
be09,dhci,0,215,     0.13,     0.04,   0.0002,   543.18,   241.57
be09,dhci,0,365,     0.17,     0.09,   0.0005,   675.37,   656.88
be09,dhci,0,685,     0.39,     0.18,   0.0012,  1346.77,  1153.48
be09,dhci,0,1000,     1.09,     0.34,   0.0019,  2505.62,  1144.38
be09,dhci,0,2000,     6.51,     1.73,   0.0078,  5354.93,  1945.07
be09,dhci,0,3000,    17.15,     4.94,   0.0218,  7795.11,  3154.89
be09,dhci,0,4000,    34.51,    10.01,   0.0448, 10364.26,  4235.74
be09,mi,0,100,    17.59,    13.90,   0.1243,    76.54,   288.46
be09,mi,0,215,    19.66,    16.37,   0.1479,   131.28,   653.47
be09,mi,0,365,    22.04,    18.11,   0.1649,   237.81,  1094.44
be09,mi,0,685,    23.62,    20.33,   0.1864,   348.50,  2151.75
be09,mi,0,1000,    25.88,    21.82,   0.1998,   572.91,  3077.09
be09,mi,0,2000,    31.00,    25.01,   0.2274,  1408.70,  5891.30
be09,mi,0,3000,    38.02,    28.15,   0.2492,  2843.88,  8106.12
be09,mi,0,4000,    45.29,    31.46,   0.2709,  4455.90, 10144.10
be09,hcexp,0,100,.,.,.,.,.
be09,hcexp,0,215,.,.,.,.,.
be09,hcexp,0,365,.,.,.,.,.
be09,hcexp,0,685,.,.,.,.,.
be09,hcexp,0,1000,.,.,.,.,.
be09,hcexp,0,2000,.,.,.,.,.
be09,hcexp,0,3000,.,.,.,.,.
be09,hcexp,0,4000,.,.,.,.,.
be10,dhi,0,100,     0.09,     0.02,   0.0001,   279.38,    85.62
be10,dhi,0,215,     0.16,     0.08,   0.0004,   405.16,   379.59
be10,dhi,0,365,     0.31,     0.13,   0.0008,   770.01,   562.24
be10,dhi,0,685,     0.58,     0.27,   0.0017,  1360.63,  1139.62
be10,dhi,0,1000,     0.95,     0.44,   0.0027,  1961.35,  1688.65
be10,dhi,0,2000,     6.05,     1.68,   0.0080,  5269.20,  2030.80
be10,dhi,0,3000,    16.61,     4.73,   0.0211,  7829.29,  3120.71
be10,dhi,0,4000,    33.45,     9.77,   0.0434, 10334.05,  4265.95
be10,dhci,0,100,     0.09,     0.02,   0.0000,   294.75,    70.25
be10,dhci,0,215,     0.16,     0.07,   0.0004,   424.72,   360.03
be10,dhci,0,365,     0.31,     0.12,   0.0008,   800.48,   531.77
be10,dhci,0,685,     0.58,     0.26,   0.0016,  1376.61,  1123.64
be10,dhci,0,1000,     0.95,     0.44,   0.0027,  1971.12,  1678.88
be10,dhci,0,2000,     6.10,     1.70,   0.0081,  5262.57,  2037.43
be10,dhci,0,3000,    17.23,     4.82,   0.0214,  7884.42,  3065.58
be10,dhci,0,4000,    34.26,    10.03,   0.0443, 10324.94,  4275.06
be10,mi,0,100,    18.55,    15.25,   0.1383,    64.80,   300.20
be10,mi,0,215,    20.48,    17.48,   0.1603,   115.16,   669.59
be10,mi,0,365,    22.79,    19.18,   0.1760,   211.13,  1121.12
be10,mi,0,685,    24.68,    21.31,   0.1965,   341.70,  2158.55
be10,mi,0,1000,    26.14,    22.60,   0.2091,   494.66,  3155.34
be10,mi,0,2000,    31.97,    25.78,   0.2352,  1412.56,  5887.44
be10,mi,0,3000,    38.37,    28.91,   0.2570,  2699.13,  8250.87
be10,mi,0,4000,    46.50,    32.28,   0.2787,  4463.05, 10136.95
be10,hcexp,0,100,.,.,.,.,.
be10,hcexp,0,215,.,.,.,.,.
be10,hcexp,0,365,.,.,.,.,.
be10,hcexp,0,685,.,.,.,.,.
be10,hcexp,0,1000,.,.,.,.,.
be10,hcexp,0,2000,.,.,.,.,.
be10,hcexp,0,3000,.,.,.,.,.
be10,hcexp,0,4000,.,.,.,.,.
be11,dhi,0,100,     0.09,     0.03,   0.0001,   242.79,   122.21
be11,dhi,0,215,     0.27,     0.11,   0.0006,   461.41,   323.34
be11,dhi,0,365,     0.55,     0.21,   0.0013,   812.36,   519.89
be11,dhi,0,685,     0.87,     0.41,   0.0027,  1320.66,  1179.59
be11,dhi,0,1000,     1.27,     0.61,   0.0040,  1889.67,  1760.33
be11,dhi,0,2000,     6.28,     1.83,   0.0096,  5169.31,  2130.69
be11,dhi,0,3000,    18.26,     5.16,   0.0234,  7853.13,  3096.87
be11,dhi,0,4000,    35.30,    10.48,   0.0473, 10265.94,  4334.06
be11,dhci,0,100,     0.09,     0.03,   0.0001,   253.53,   111.47
be11,dhci,0,215,     0.27,     0.11,   0.0005,   478.35,   306.40
be11,dhci,0,365,     0.55,     0.20,   0.0012,   838.71,   493.54
be11,dhci,0,685,     0.87,     0.41,   0.0026,  1337.19,  1163.06
be11,dhci,0,1000,     1.27,     0.61,   0.0040,  1897.75,  1752.25
be11,dhci,0,2000,     6.55,     1.85,   0.0096,  5235.52,  2064.48
be11,dhci,0,3000,    18.72,     5.27,   0.0237,  7869.08,  3080.92
be11,dhci,0,4000,    36.48,    10.75,   0.0482, 10297.22,  4302.78
be11,mi,0,100,    20.20,    17.69,   0.1636,    45.47,   319.53
be11,mi,0,215,    21.55,    19.38,   0.1825,    79.06,   705.69
be11,mi,0,365,    23.36,    20.73,   0.1951,   149.94,  1182.31
be11,mi,0,685,    25.31,    22.48,   0.2112,   279.38,  2220.87
be11,mi,0,1000,    26.73,    23.60,   0.2218,   427.17,  3222.83
be11,mi,0,2000,    32.35,    26.45,   0.2445,  1331.82,  5968.18
be11,mi,0,3000,    39.48,    29.47,   0.2643,  2778.23,  8171.77
be11,mi,0,4000,    47.22,    32.88,   0.2853,  4432.97, 10167.03
be11,hcexp,0,100,.,.,.,.,.
be11,hcexp,0,215,.,.,.,.,.
be11,hcexp,0,365,.,.,.,.,.
be11,hcexp,0,685,.,.,.,.,.
be11,hcexp,0,1000,.,.,.,.,.
be11,hcexp,0,2000,.,.,.,.,.
be11,hcexp,0,3000,.,.,.,.,.
be11,hcexp,0,4000,.,.,.,.,.
be12,dhi,0,100,     0.04,     0.01,   0.0000,   241.52,   123.48
be12,dhi,0,215,     0.08,     0.04,   0.0002,   378.85,   405.90
be12,dhi,0,365,     0.21,     0.07,   0.0004,   877.65,   454.60
be12,dhi,0,685,     0.48,     0.20,   0.0011,  1435.00,  1065.25
be12,dhi,0,1000,     0.73,     0.33,   0.0020,  2018.80,  1631.20
be12,dhi,0,2000,     5.43,     1.44,   0.0064,  5365.67,  1934.33
be12,dhi,0,3000,    16.12,     4.34,   0.0185,  8002.34,  2947.66
be12,dhi,0,4000,    31.67,     9.17,   0.0398, 10372.65,  4227.35
be12,dhci,0,100,     0.04,     0.01,   0.0000,   245.85,   119.15
be12,dhci,0,215,     0.08,     0.04,   0.0002,   388.03,   396.72
be12,dhci,0,365,     0.26,     0.07,   0.0004,   973.09,   359.16
be12,dhci,0,685,     0.48,     0.21,   0.0012,  1419.59,  1080.66
be12,dhci,0,1000,     0.75,     0.33,   0.0020,  2049.17,  1600.83
be12,dhci,0,2000,     5.50,     1.45,   0.0064,  5381.38,  1918.62
be12,dhci,0,3000,    16.54,     4.45,   0.0189,  8001.32,  2948.68
be12,dhci,0,4000,    32.78,     9.44,   0.0408, 10395.37,  4204.63
be12,mi,0,100,    20.33,    17.21,   0.1545,    56.02,   308.98
be12,mi,0,215,    21.44,    19.20,   0.1784,    82.16,   702.59
be12,mi,0,365,    23.15,    20.55,   0.1923,   149.75,  1182.50
be12,mi,0,685,    25.21,    22.31,   0.2092,   287.73,  2212.52
be12,mi,0,1000,    26.81,    23.48,   0.2200,   454.28,  3195.72
be12,mi,0,2000,    31.14,    26.23,   0.2431,  1150.73,  6149.27
be12,mi,0,3000,    37.61,    28.91,   0.2615,  2531.27,  8418.73
be12,mi,0,4000,    44.99,    31.98,   0.2805,  4222.57, 10377.43
be12,hcexp,0,100,.,.,.,.,.
be12,hcexp,0,215,.,.,.,.,.
be12,hcexp,0,365,.,.,.,.,.
be12,hcexp,0,685,.,.,.,.,.
be12,hcexp,0,1000,.,.,.,.,.
be12,hcexp,0,2000,.,.,.,.,.
be12,hcexp,0,3000,.,.,.,.,.
be12,hcexp,0,4000,.,.,.,.,.
be13,dhi,0,100,     0.00,     0.00,   0.0000,        .,        .
be13,dhi,0,215,     0.05,     0.02,   0.0001,   531.10,   253.65
be13,dhi,0,365,     0.25,     0.05,   0.0002,  1086.10,   246.15
be13,dhi,0,685,     0.49,     0.20,   0.0010,  1504.33,   995.92
be13,dhi,0,1000,     0.80,     0.36,   0.0020,  2025.12,  1624.88
be13,dhi,0,2000,     5.61,     1.55,   0.0070,  5286.16,  2013.84
be13,dhi,0,3000,    16.24,     4.61,   0.0199,  7842.35,  3107.65
be13,dhi,0,4000,    32.86,     9.50,   0.0418, 10380.86,  4219.14
be13,dhci,0,100,     0.00,     0.00,   0.0000,        .,        .
be13,dhci,0,215,     0.05,     0.01,   0.0001,   554.09,   230.66
be13,dhci,0,365,     0.25,     0.04,   0.0002,  1122.19,   210.06
be13,dhci,0,685,     0.49,     0.19,   0.0010,  1519.71,   980.54
be13,dhci,0,1000,     0.80,     0.35,   0.0019,  2034.41,  1615.59
be13,dhci,0,2000,     5.62,     1.56,   0.0070,  5277.72,  2022.28
be13,dhci,0,3000,    16.73,     4.70,   0.0201,  7876.12,  3073.88
be13,dhci,0,4000,    34.04,     9.76,   0.0427, 10412.62,  4187.38
be13,mi,0,100,    20.78,    18.60,   0.1730,    38.21,   326.79
be13,mi,0,215,    22.04,    20.10,   0.1907,    68.99,   715.76
be13,mi,0,365,    24.05,    21.36,   0.2020,   149.43,  1182.82
be13,mi,0,685,    26.00,    23.10,   0.2176,   278.93,  2221.32
be13,mi,0,1000,    26.97,    24.18,   0.2280,   377.94,  3272.06
be13,mi,0,2000,    32.39,    26.85,   0.2494,  1249.21,  6050.79
be13,mi,0,3000,    38.80,    29.72,   0.2684,  2563.24,  8386.76
be13,mi,0,4000,    46.11,    32.88,   0.2882,  4191.64, 10408.36
be13,hcexp,0,100,.,.,.,.,.
be13,hcexp,0,215,.,.,.,.,.
be13,hcexp,0,365,.,.,.,.,.
be13,hcexp,0,685,.,.,.,.,.
be13,hcexp,0,1000,.,.,.,.,.
be13,hcexp,0,2000,.,.,.,.,.
be13,hcexp,0,3000,.,.,.,.,.
be13,hcexp,0,4000,.,.,.,.,.
be14,dhi,0,100,     0.04,     0.01,   0.0000,   258.23,   106.77
be14,dhi,0,215,     0.09,     0.04,   0.0002,   440.40,   344.35
be14,dhi,0,365,     0.28,     0.08,   0.0005,   965.82,   366.43
be14,dhi,0,685,     0.36,     0.19,   0.0012,  1183.28,  1316.97
be14,dhi,0,1000,     0.62,     0.29,   0.0018,  1942.17,  1707.83
be14,dhi,0,2000,     5.32,     1.36,   0.0058,  5435.22,  1864.78
be14,dhi,0,3000,    17.18,     4.46,   0.0183,  8106.45,  2843.55
be14,dhi,0,4000,    32.79,     9.49,   0.0407, 10375.13,  4224.87
be14,dhci,0,100,     0.04,     0.01,   0.0000,   270.33,    94.67
be14,dhci,0,215,     0.09,     0.04,   0.0002,   461.03,   323.72
be14,dhci,0,365,     0.14,     0.07,   0.0004,   648.10,   684.15
be14,dhci,0,685,     0.41,     0.19,   0.0012,  1324.01,  1176.24
be14,dhci,0,1000,     0.66,     0.29,   0.0018,  2027.36,  1622.64
be14,dhci,0,2000,     5.42,     1.37,   0.0059,  5450.24,  1849.76
be14,dhci,0,3000,    17.52,     4.57,   0.0187,  8092.57,  2857.43
be14,dhci,0,4000,    33.72,     9.73,   0.0417, 10387.12,  4212.88
be14,mi,0,100,    21.11,    19.02,   0.1781,    36.22,   328.78
be14,mi,0,215,    22.30,    20.46,   0.1948,    64.42,   720.33
be14,mi,0,365,    24.04,    21.63,   0.2055,   133.35,  1198.90
be14,mi,0,685,    26.02,    23.22,   0.2200,   268.75,  2231.50
be14,mi,0,1000,    27.72,    24.39,   0.2299,   437.81,  3212.19
be14,mi,0,2000,    32.59,    27.27,   0.2527,  1193.20,  6106.80
be14,mi,0,3000,    39.42,    30.21,   0.2722,  2558.42,  8391.58
be14,mi,0,4000,    46.59,    33.43,   0.2926,  4125.37, 10474.63
be14,hcexp,0,100,.,.,.,.,.
be14,hcexp,0,215,.,.,.,.,.
be14,hcexp,0,365,.,.,.,.,.
be14,hcexp,0,685,.,.,.,.,.
be14,hcexp,0,1000,.,.,.,.,.
be14,hcexp,0,2000,.,.,.,.,.
be14,hcexp,0,3000,.,.,.,.,.
be14,hcexp,0,4000,.,.,.,.,.
be15,dhi,0,100,     0.00,     0.00,   0.0000,        .,        .
be15,dhi,0,215,     0.17,     0.06,   0.0003,   504.22,   280.53
be15,dhi,0,365,     0.37,     0.14,   0.0008,   823.67,   508.58
be15,dhi,0,685,     0.40,     0.25,   0.0017,   922.24,  1578.01
be15,dhi,0,1000,     0.63,     0.32,   0.0024,  1775.19,  1874.81
be15,dhi,0,2000,     5.15,     1.21,   0.0056,  5578.46,  1721.54
be15,dhi,0,3000,    16.33,     4.27,   0.0174,  8086.86,  2863.14
be15,dhi,0,4000,    31.28,     9.03,   0.0388, 10383.83,  4216.17
be15,dhci,0,100,     0.00,     0.00,   0.0000,        .,        .
be15,dhci,0,215,     0.17,     0.06,   0.0002,   520.39,   264.36
be15,dhci,0,365,     0.37,     0.14,   0.0007,   842.45,   489.80
be15,dhci,0,685,     0.40,     0.25,   0.0017,   939.71,  1560.54
be15,dhci,0,1000,     0.63,     0.32,   0.0023,  1782.78,  1867.22
be15,dhci,0,2000,     5.18,     1.23,   0.0056,  5570.01,  1729.99
be15,dhci,0,3000,    16.65,     4.35,   0.0176,  8086.36,  2863.64
be15,dhci,0,4000,    32.14,     9.24,   0.0396, 10403.83,  4196.17
be15,mi,0,100,    22.25,    20.61,   0.1970,    26.88,   338.12
be15,mi,0,215,    23.06,    21.69,   0.2095,    46.50,   738.25
be15,mi,0,365,    24.53,    22.64,   0.2178,   102.63,  1229.62
be15,mi,0,685,    26.74,    24.07,   0.2298,   249.43,  2250.82
be15,mi,0,1000,    28.12,    25.10,   0.2386,   392.00,  3258.00
be15,mi,0,2000,    32.92,    27.75,   0.2592,  1146.38,  6153.62
be15,mi,0,3000,    39.37,    30.53,   0.2774,  2460.62,  8489.38
be15,mi,0,4000,    47.16,    33.74,   0.2968,  4152.83, 10447.17
be15,hcexp,0,100,.,.,.,.,.
be15,hcexp,0,215,.,.,.,.,.
be15,hcexp,0,365,.,.,.,.,.
be15,hcexp,0,685,.,.,.,.,.
be15,hcexp,0,1000,.,.,.,.,.
be15,hcexp,0,2000,.,.,.,.,.
be15,hcexp,0,3000,.,.,.,.,.
be15,hcexp,0,4000,.,.,.,.,.
be16,dhi,0,100,     0.01,     0.00,   0.0000,   222.01,   142.99
be16,dhi,0,215,     0.19,     0.06,   0.0003,   523.62,   261.13
be16,dhi,0,365,     0.31,     0.12,   0.0007,   835.08,   497.17
be16,dhi,0,685,     0.52,     0.24,   0.0015,  1363.45,  1136.80
be16,dhi,0,1000,     0.84,     0.38,   0.0024,  2012.25,  1637.75
be16,dhi,0,2000,     5.18,     1.46,   0.0070,  5241.94,  2058.06
be16,dhi,0,3000,    16.38,     4.44,   0.0191,  7981.12,  2968.88
be16,dhi,0,4000,    31.30,     9.24,   0.0406, 10289.10,  4310.90
be16,dhci,0,100,     0.01,     0.00,   0.0000,   232.68,   132.32
be16,dhci,0,215,     0.19,     0.06,   0.0002,   548.78,   235.97
be16,dhci,0,365,     0.20,     0.11,   0.0007,   583.61,   748.64
be16,dhci,0,685,     0.53,     0.23,   0.0015,  1400.86,  1099.39
be16,dhci,0,1000,     0.84,     0.38,   0.0023,  2013.86,  1636.14
be16,dhci,0,2000,     5.21,     1.47,   0.0070,  5238.82,  2061.18
be16,dhci,0,3000,    16.81,     4.54,   0.0194,  7992.39,  2957.61
be16,dhci,0,4000,    32.24,     9.47,   0.0415, 10310.41,  4289.59
be16,mi,0,100,    21.86,    20.39,   0.1955,    24.47,   340.53
be16,mi,0,215,    22.87,    21.46,   0.2073,    48.36,   736.39
be16,mi,0,365,    24.15,    22.29,   0.2150,   102.55,  1229.70
be16,mi,0,685,    25.92,    23.58,   0.2260,   225.51,  2274.74
be16,mi,0,1000,    27.98,    24.59,   0.2341,   442.33,  3207.67
be16,mi,0,2000,    32.22,    27.35,   0.2551,  1104.14,  6195.86
be16,mi,0,3000,    39.44,    30.11,   0.2731,  2590.82,  8359.18
be16,mi,0,4000,    46.17,    33.29,   0.2926,  4073.59, 10526.41
be16,hcexp,0,100,.,.,.,.,.
be16,hcexp,0,215,.,.,.,.,.
be16,hcexp,0,365,.,.,.,.,.
be16,hcexp,0,685,.,.,.,.,.
be16,hcexp,0,1000,.,.,.,.,.
be16,hcexp,0,2000,.,.,.,.,.
be16,hcexp,0,3000,.,.,.,.,.
be16,hcexp,0,4000,.,.,.,.,.
be17,dhi,0,100,     0.04,     0.01,   0.0000,   262.62,   102.38
be17,dhi,0,215,     0.15,     0.06,   0.0003,   463.21,   321.54
be17,dhi,0,365,     0.36,     0.12,   0.0007,   868.81,   463.44
be17,dhi,0,685,     0.47,     0.26,   0.0017,  1109.54,  1390.71
be17,dhi,0,1000,     0.70,     0.38,   0.0025,  1685.18,  1964.82
be17,dhi,0,2000,     5.32,     1.41,   0.0066,  5361.99,  1938.01
be17,dhi,0,3000,    15.25,     4.25,   0.0184,  7901.96,  3048.04
be17,dhi,0,4000,    30.34,     8.78,   0.0387, 10376.01,  4223.99
be17,dhci,0,100,     0.04,     0.01,   0.0000,   273.05,    91.95
be17,dhci,0,215,     0.15,     0.06,   0.0003,   481.62,   303.13
be17,dhci,0,365,     0.36,     0.12,   0.0007,   891.27,   440.98
be17,dhci,0,685,     0.48,     0.26,   0.0017,  1137.41,  1362.84
be17,dhci,0,1000,     0.71,     0.38,   0.0025,  1696.89,  1953.11
be17,dhci,0,2000,     5.52,     1.42,   0.0067,  5416.36,  1883.64
be17,dhci,0,3000,    15.52,     4.33,   0.0187,  7895.20,  3054.80
be17,dhci,0,4000,    31.47,     9.03,   0.0395, 10410.79,  4189.21
be17,mi,0,100,    21.34,    19.81,   0.1894,    26.17,   338.83
be17,mi,0,215,    22.82,    20.93,   0.2015,    64.90,   719.85
be17,mi,0,365,    23.58,    21.87,   0.2102,    96.52,  1235.73
be17,mi,0,685,    25.31,    23.09,   0.2214,   219.24,  2281.01
be17,mi,0,1000,    26.76,    23.98,   0.2290,   379.95,  3270.05
be17,mi,0,2000,    31.23,    26.51,   0.2479,  1102.84,  6197.16
be17,mi,0,3000,    37.55,    29.09,   0.2648,  2468.04,  8481.96
be17,mi,0,4000,    44.16,    32.02,   0.2828,  4015.73, 10584.27
be17,hcexp,0,100,.,.,.,.,.
be17,hcexp,0,215,.,.,.,.,.
be17,hcexp,0,365,.,.,.,.,.
be17,hcexp,0,685,.,.,.,.,.
be17,hcexp,0,1000,.,.,.,.,.
be17,hcexp,0,2000,.,.,.,.,.
be17,hcexp,0,3000,.,.,.,.,.
be17,hcexp,0,4000,.,.,.,.,.
br06,dhi,0,100,     3.09,     1.31,   0.0080,   210.02,   154.98
br06,dhi,0,215,     9.91,     3.94,   0.0228,   472.95,   311.80
br06,dhi,0,365,    22.40,     8.89,   0.0504,   803.51,   528.74
br06,dhi,0,685,    46.17,    20.99,   0.1258,  1363.78,  1136.47
br06,dhi,0,1000,    61.68,    31.50,   0.2010,  1786.13,  1863.87
br06,dhi,0,2000,    84.56,    53.73,   0.3889,  2661.76,  4638.24
br06,dhi,0,3000,    91.82,    65.42,   0.5090,  3149.21,  7800.79
br06,dhi,0,4000,    94.85,    72.43,   0.5897,  3450.48, 11149.52
br06,dhci,0,100,     3.12,     1.34,   0.0082,   208.96,   156.04
br06,dhci,0,215,     9.93,     3.96,   0.0230,   471.92,   312.83
br06,dhci,0,365,    22.41,     8.91,   0.0506,   802.53,   529.72
br06,dhci,0,685,    46.17,    21.00,   0.1260,  1363.17,  1137.08
br06,dhci,0,1000,    61.69,    31.51,   0.2012,  1785.57,  1864.43
br06,dhci,0,2000,    84.56,    53.73,   0.3890,  2661.31,  4638.69
br06,dhci,0,3000,    91.83,    65.42,   0.5091,  3148.75,  7801.25
br06,dhci,0,4000,    94.85,    72.44,   0.5898,  3449.91, 11150.09
br06,mi,0,100,    12.78,     9.21,   0.0795,   101.95,   263.05
br06,mi,0,215,    22.59,    13.60,   0.1082,   312.06,   472.69
br06,mi,0,365,    35.90,    20.06,   0.1491,   587.78,   744.47
br06,mi,0,685,    56.90,    32.75,   0.2375,  1061.47,  1438.78
br06,mi,0,1000,    69.98,    42.59,   0.3142,  1428.44,  2221.56
br06,mi,0,2000,    87.29,    61.49,   0.4856,  2157.68,  5142.32
br06,mi,0,3000,    92.91,    71.14,   0.5885,  2565.71,  8384.29
br06,mi,0,4000,    95.41,    76.91,   0.6565,  2830.54, 11769.46
br06,hcexp,0,100,.,.,.,.,.
br06,hcexp,0,215,.,.,.,.,.
br06,hcexp,0,365,.,.,.,.,.
br06,hcexp,0,685,.,.,.,.,.
br06,hcexp,0,1000,.,.,.,.,.
br06,hcexp,0,2000,.,.,.,.,.
br06,hcexp,0,3000,.,.,.,.,.
br06,hcexp,0,4000,.,.,.,.,.
br09,dhi,0,100,     1.96,     0.57,   0.0021,   259.03,   105.97
br09,dhi,0,215,     6.20,     2.36,   0.0125,   485.37,   299.38
br09,dhi,0,365,    15.70,     5.63,   0.0306,   854.38,   477.87
br09,dhi,0,685,    37.69,    15.82,   0.0887,  1451.03,  1049.22
br09,dhi,0,1000,    54.00,    25.48,   0.1533,  1927.87,  1722.13
br09,dhi,0,2000,    81.57,    48.12,   0.3315,  2993.50,  4306.50
br09,dhi,0,3000,    90.27,    60.95,   0.4558,  3555.78,  7394.22
br09,dhi,0,4000,    94.07,    68.82,   0.5424,  3918.47, 10681.53
br09,dhci,0,100,     1.99,     0.58,   0.0022,   258.34,   106.66
br09,dhci,0,215,     6.24,     2.39,   0.0126,   484.46,   300.29
br09,dhci,0,365,    15.72,     5.66,   0.0308,   852.81,   479.44
br09,dhci,0,685,    37.70,    15.84,   0.0889,  1449.99,  1050.26
br09,dhci,0,1000,    54.01,    25.50,   0.1535,  1926.84,  1723.16
br09,dhci,0,2000,    81.57,    48.13,   0.3317,  2992.67,  4307.33
br09,dhci,0,3000,    90.27,    60.96,   0.4560,  3554.90,  7395.10
br09,dhci,0,4000,    94.07,    68.83,   0.5425,  3917.64, 10682.36
br09,mi,0,100,    11.90,     9.06,   0.0788,    87.30,   277.70
br09,mi,0,215,    18.80,    12.34,   0.1023,   269.49,   515.26
br09,mi,0,365,    29.16,    17.13,   0.1330,   549.37,   782.88
br09,mi,0,685,    49.85,    27.76,   0.2025,  1107.80,  1392.45
br09,mi,0,1000,    63.86,    37.11,   0.2695,  1528.80,  2121.20
br09,mi,0,2000,    84.92,    56.85,   0.4359,  2412.78,  4887.22
br09,mi,0,3000,    91.70,    67.51,   0.5438,  2889.35,  8060.65
br09,mi,0,4000,    94.82,    73.99,   0.6171,  3207.34, 11392.66
br09,hcexp,0,100,.,.,.,.,.
br09,hcexp,0,215,.,.,.,.,.
br09,hcexp,0,365,.,.,.,.,.
br09,hcexp,0,685,.,.,.,.,.
br09,hcexp,0,1000,.,.,.,.,.
br09,hcexp,0,2000,.,.,.,.,.
br09,hcexp,0,3000,.,.,.,.,.
br09,hcexp,0,4000,.,.,.,.,.
br11,dhi,0,100,     2.24,     0.61,   0.0021,   265.09,    99.91
br11,dhi,0,215,     5.91,     2.36,   0.0129,   471.59,   313.16
br11,dhi,0,365,    13.60,     5.28,   0.0297,   815.35,   516.90
br11,dhi,0,685,    33.63,    13.88,   0.0791,  1468.27,  1031.98
br11,dhi,0,1000,    49.55,    22.74,   0.1360,  1975.12,  1674.88
br11,dhi,0,2000,    79.74,    45.20,   0.3044,  3162.49,  4137.51
br11,dhi,0,3000,    89.57,    58.63,   0.4294,  3781.99,  7168.01
br11,dhi,0,4000,    93.62,    66.94,   0.5184,  4161.05, 10438.95
br11,dhci,0,100,     2.26,     0.62,   0.0021,   265.03,    99.97
br11,dhci,0,215,     5.93,     2.37,   0.0129,   470.77,   313.98
br11,dhci,0,365,    13.63,     5.29,   0.0298,   814.65,   517.60
br11,dhci,0,685,    33.64,    13.90,   0.0793,  1467.29,  1032.96
br11,dhci,0,1000,    49.56,    22.75,   0.1362,  1974.47,  1675.53
br11,dhci,0,2000,    79.74,    45.21,   0.3045,  3161.54,  4138.46
br11,dhci,0,3000,    89.57,    58.64,   0.4295,  3781.12,  7168.88
br11,dhci,0,4000,    93.62,    66.95,   0.5185,  4160.26, 10439.74
br11,mi,0,100,    12.50,    10.23,   0.0912,    66.38,   298.62
br11,mi,0,215,    17.94,    12.83,   0.1114,   223.66,   561.09
br11,mi,0,365,    26.82,    16.70,   0.1357,   502.61,   829.64
br11,mi,0,685,    46.03,    26.15,   0.1952,  1079.67,  1420.58
br11,mi,0,1000,    60.18,    34.83,   0.2554,  1537.70,  2112.30
br11,mi,0,2000,    82.98,    54.34,   0.4134,  2519.36,  4780.64
br11,mi,0,3000,    90.94,    65.45,   0.5212,  3069.11,  7880.89
br11,mi,0,4000,    94.20,    72.29,   0.5963,  3395.10, 11204.90
br11,hcexp,0,100,.,.,.,.,.
br11,hcexp,0,215,.,.,.,.,.
br11,hcexp,0,365,.,.,.,.,.
br11,hcexp,0,685,.,.,.,.,.
br11,hcexp,0,1000,.,.,.,.,.
br11,hcexp,0,2000,.,.,.,.,.
br11,hcexp,0,3000,.,.,.,.,.
br11,hcexp,0,4000,.,.,.,.,.
br13,dhi,0,100,     0.39,     0.06,   0.0001,   312.91,    52.09
