dataset,variable,eq,povline,fgt0,fgt1,fgt2,meanpoor,meangap
at09,mi,0,685,    20.68,    17.45,   0.1589,   390.06,  2110.19
at09,mi,0,1000,    22.72,    18.80,   0.1711,   630.06,  3019.94
at09,mi,0,2000,    29.07,    22.28,   0.1985,  1704.93,  5595.07
at09,mi,0,3000,    36.88,    25.76,   0.2221,  3300.32,  7649.68
at09,mi,0,4000,    45.43,    29.61,   0.2464,  5083.39,  9516.61
at09,hcexp,0,100,.,.,.,.,.
at09,hcexp,0,215,.,.,.,.,.
at09,hcexp,0,365,.,.,.,.,.
at09,hcexp,0,685,.,.,.,.,.
at09,hcexp,0,1000,.,.,.,.,.
at09,hcexp,0,2000,.,.,.,.,.
at09,hcexp,0,3000,.,.,.,.,.
at09,hcexp,0,4000,.,.,.,.,.
at10,dhi,0,100,     0.00,     0.00,   0.0000,        .,        .
at10,dhi,0,215,     0.00,     0.00,   0.0000,        .,        .
at10,dhi,0,365,     0.20,     0.06,   0.0002,   938.28,   393.97
at10,dhi,0,685,     0.78,     0.27,   0.0012,  1631.53,   868.72
at10,dhi,0,1000,     1.13,     0.47,   0.0026,  2135.47,  1514.53
at10,dhi,0,2000,     4.14,     1.35,   0.0073,  4918.26,  2381.74
at10,dhi,0,3000,    13.61,     3.68,   0.0167,  7993.34,  2956.66
at10,dhi,0,4000,    27.98,     7.87,   0.0345, 10493.59,  4106.41
at10,dhci,0,100,     0.00,     0.00,   0.0000,        .,        .
at10,dhci,0,215,     0.02,     0.00,   0.0000,   620.17,   164.58
at10,dhci,0,365,     0.22,     0.07,   0.0002,   910.21,   422.04
at10,dhci,0,685,     0.86,     0.31,   0.0014,  1595.79,   904.46
at10,dhci,0,1000,     1.19,     0.53,   0.0029,  2035.11,  1614.89
at10,dhci,0,2000,     4.14,     1.40,   0.0078,  4835.90,  2464.10
at10,dhci,0,3000,    13.79,     3.75,   0.0173,  7971.79,  2978.21
at10,dhci,0,4000,    28.34,     8.01,   0.0353, 10474.12,  4125.88
at10,mi,0,100,    15.52,    11.87,   0.1023,    85.89,   279.11
at10,mi,0,215,    17.37,    14.44,   0.1280,   132.45,   652.30
at10,mi,0,365,    18.76,    15.94,   0.1445,   200.41,  1131.84
at10,mi,0,685,    20.89,    17.75,   0.1629,   375.32,  2124.93
at10,mi,0,1000,    22.87,    19.01,   0.1743,   616.22,  3033.78
at10,mi,0,2000,    29.46,    22.53,   0.2010,  1716.44,  5583.56
at10,mi,0,3000,    37.58,    26.18,   0.2251,  3323.55,  7626.45
at10,mi,0,4000,    46.33,    30.01,   0.2499,  5141.17,  9458.83
at10,hcexp,0,100,.,.,.,.,.
at10,hcexp,0,215,.,.,.,.,.
at10,hcexp,0,365,.,.,.,.,.
at10,hcexp,0,685,.,.,.,.,.
at10,hcexp,0,1000,.,.,.,.,.
at10,hcexp,0,2000,.,.,.,.,.
at10,hcexp,0,3000,.,.,.,.,.
at10,hcexp,0,4000,.,.,.,.,.
at11,dhi,0,100,     0.00,     0.00,   0.0000,        .,        .
at11,dhi,0,215,     0.05,     0.01,   0.0000,   565.97,   218.78
at11,dhi,0,365,     0.33,     0.10,   0.0004,   915.57,   416.68
at11,dhi,0,685,     1.02,     0.40,   0.0020,  1522.41,   977.84
at11,dhi,0,1000,     1.56,     0.69,   0.0039,  2033.48,  1616.52
at11,dhi,0,2000,     4.74,     1.77,   0.0102,  4581.21,  2718.79
at11,dhi,0,3000,    14.25,     4.08,   0.0204,  7818.17,  3131.83
at11,dhi,0,4000,    29.00,     8.39,   0.0386, 10377.18,  4222.82
at11,dhci,0,100,     0.00,     0.00,   0.0000,        .,        .
at11,dhci,0,215,     0.05,     0.02,   0.0000,   563.69,   221.06
at11,dhci,0,365,     0.33,     0.11,   0.0004,   912.19,   420.06
at11,dhci,0,685,     1.02,     0.40,   0.0020,  1513.32,   986.93
at11,dhci,0,1000,     1.56,     0.70,   0.0039,  2023.22,  1626.78
at11,dhci,0,2000,     4.75,     1.78,   0.0103,  4564.29,  2735.71
at11,dhci,0,3000,    14.54,     4.13,   0.0206,  7840.59,  3109.41
at11,dhci,0,4000,    29.30,     8.52,   0.0391, 10353.52,  4246.48
at11,mi,0,100,    15.06,    11.42,   0.0974,    88.18,   276.82
at11,mi,0,215,    16.89,    13.97,   0.1233,   135.63,   649.12
at11,mi,0,365,    18.24,    15.47,   0.1398,   202.10,  1130.15
at11,mi,0,685,    20.68,    17.41,   0.1587,   394.49,  2105.76
at11,mi,0,1000,    22.37,    18.72,   0.1708,   595.08,  3054.92
at11,mi,0,2000,    28.75,    22.05,   0.1970,  1700.81,  5599.19
at11,mi,0,3000,    37.60,    25.76,   0.2208,  3448.09,  7501.91
at11,mi,0,4000,    45.57,    29.71,   0.2460,  5080.63,  9519.37
at11,hcexp,0,100,.,.,.,.,.
at11,hcexp,0,215,.,.,.,.,.
at11,hcexp,0,365,.,.,.,.,.
at11,hcexp,0,685,.,.,.,.,.
at11,hcexp,0,1000,.,.,.,.,.
at11,hcexp,0,2000,.,.,.,.,.
at11,hcexp,0,3000,.,.,.,.,.
at11,hcexp,0,4000,.,.,.,.,.
at12,dhi,0,100,     0.00,     0.00,   0.0000,        .,        .
at12,dhi,0,215,     0.27,     0.08,   0.0003,   558.27,   226.48
at12,dhi,0,365,     0.50,     0.22,   0.0011,   734.90,   597.35
at12,dhi,0,685,     1.02,     0.47,   0.0028,  1340.24,  1160.01
at12,dhi,0,1000,     1.75,     0.76,   0.0046,  2075.50,  1574.50
at12,dhi,0,2000,     5.29,     1.95,   0.0113,  4615.19,  2684.81
at12,dhi,0,3000,    14.98,     4.49,   0.0225,  7670.70,  3279.30
at12,dhi,0,4000,    29.26,     8.76,   0.0414, 10226.98,  4373.02
at12,dhci,0,100,     0.00,     0.00,   0.0000,        .,        .
at12,dhci,0,215,     0.27,     0.08,   0.0003,   560.90,   223.85
at12,dhci,0,365,     0.50,     0.22,   0.0011,   738.30,   593.95
at12,dhci,0,685,     1.04,     0.48,   0.0028,  1350.62,  1149.63
at12,dhci,0,1000,     1.77,     0.76,   0.0046,  2075.18,  1574.82
at12,dhci,0,2000,     5.35,     1.96,   0.0114,  4618.91,  2681.09
at12,dhci,0,3000,    15.17,     4.53,   0.0227,  7679.39,  3270.61
at12,dhci,0,4000,    29.47,     8.87,   0.0419, 10205.18,  4394.82
at12,mi,0,100,    15.90,    12.51,   0.1090,    77.71,   287.29
at12,mi,0,215,    17.58,    14.87,   0.1334,   121.16,   663.59
at12,mi,0,365,    19.05,    16.33,   0.1489,   190.38,  1141.87
at12,mi,0,685,    21.54,    18.21,   0.1671,   386.10,  2114.15
at12,mi,0,1000,    23.30,    19.57,   0.1791,   585.05,  3064.95
at12,mi,0,2000,    29.35,    22.94,   0.2059,  1593.75,  5706.25
at12,mi,0,3000,    37.03,    26.29,   0.2287,  3176.73,  7773.27
at12,mi,0,4000,    45.33,    30.02,   0.2522,  4931.81,  9668.19
at12,hcexp,0,100,.,.,.,.,.
at12,hcexp,0,215,.,.,.,.,.
at12,hcexp,0,365,.,.,.,.,.
at12,hcexp,0,685,.,.,.,.,.
at12,hcexp,0,1000,.,.,.,.,.
at12,hcexp,0,2000,.,.,.,.,.
at12,hcexp,0,3000,.,.,.,.,.
at12,hcexp,0,4000,.,.,.,.,.
at13,dhi,0,100,     0.00,     0.00,   0.0000,        .,        .
at13,dhi,0,215,     0.12,     0.04,   0.0002,   520.83,   263.92
at13,dhi,0,365,     0.21,     0.09,   0.0005,   725.77,   606.48
at13,dhi,0,685,     0.68,     0.25,   0.0013,  1584.09,   916.16
at13,dhi,0,1000,     1.09,     0.44,   0.0025,  2183.38,  1466.62
at13,dhi,0,2000,     4.06,     1.31,   0.0070,  4937.27,  2362.73
at13,dhi,0,3000,    12.65,     3.51,   0.0162,  7911.87,  3038.13
at13,dhi,0,4000,    28.09,     7.62,   0.0331, 10637.79,  3962.21
at13,dhci,0,100,     0.00,     0.00,   0.0000,        .,        .
at13,dhci,0,215,     0.12,     0.04,   0.0002,   520.83,   263.92
at13,dhci,0,365,     0.21,     0.09,   0.0005,   725.77,   606.48
at13,dhci,0,685,     0.68,     0.25,   0.0013,  1584.09,   916.16
at13,dhci,0,1000,     1.09,     0.44,   0.0025,  2183.38,  1466.62
at13,dhci,0,2000,     4.06,     1.31,   0.0070,  4937.27,  2362.73
at13,dhci,0,3000,    12.65,     3.51,   0.0162,  7911.87,  3038.13
at13,dhci,0,4000,    28.09,     7.62,   0.0331, 10637.79,  3962.21
at13,mi,0,100,    15.82,    12.81,   0.1126,    69.42,   295.58
at13,mi,0,215,    17.22,    14.86,   0.1350,   107.72,   677.03
at13,mi,0,365,    18.65,    16.17,   0.1489,   177.25,  1155.00
at13,mi,0,685,    20.96,    17.89,   0.1652,   365.94,  2134.31
at13,mi,0,1000,    23.33,    19.21,   0.1763,   645.82,  3004.18
at13,mi,0,2000,    28.73,    22.74,   0.2036,  1521.25,  5778.75
at13,mi,0,3000,    35.95,    25.93,   0.2261,  3051.11,  7898.89
at13,mi,0,4000,    44.84,    29.54,   0.2487,  4983.26,  9616.74
at13,hcexp,0,100,.,.,.,.,.
at13,hcexp,0,215,.,.,.,.,.
at13,hcexp,0,365,.,.,.,.,.
at13,hcexp,0,685,.,.,.,.,.
at13,hcexp,0,1000,.,.,.,.,.
at13,hcexp,0,2000,.,.,.,.,.
at13,hcexp,0,3000,.,.,.,.,.
at13,hcexp,0,4000,.,.,.,.,.
at14,dhi,0,100,     0.00,     0.00,   0.0000,        .,        .
at14,dhi,0,215,     0.03,     0.01,   0.0000,   621.33,   163.42
at14,dhi,0,365,     0.20,     0.05,   0.0002,   998.54,   333.71
at14,dhi,0,685,     0.75,     0.25,   0.0011,  1653.17,   847.08
at14,dhi,0,1000,     1.12,     0.46,   0.0024,  2159.82,  1490.18
at14,dhi,0,2000,     3.99,     1.31,   0.0072,  4901.73,  2398.27
at14,dhi,0,3000,    13.74,     3.65,   0.0166,  8038.49,  2911.51
at14,dhi,0,4000,    28.50,     7.91,   0.0344, 10547.00,  4053.00
at14,dhci,0,100,     0.00,     0.00,   0.0000,        .,        .
at14,dhci,0,215,     0.03,     0.01,   0.0000,   621.33,   163.42
at14,dhci,0,365,     0.20,     0.05,   0.0002,   998.54,   333.71
at14,dhci,0,685,     0.75,     0.25,   0.0011,  1653.17,   847.08
at14,dhci,0,1000,     1.12,     0.46,   0.0024,  2159.82,  1490.18
at14,dhci,0,2000,     3.99,     1.31,   0.0072,  4901.73,  2398.27
at14,dhci,0,3000,    13.74,     3.65,   0.0166,  8038.49,  2911.51
at14,dhci,0,4000,    28.50,     7.91,   0.0344, 10547.00,  4053.00
at14,mi,0,100,    16.21,    13.39,   0.1193,    63.39,   301.61
at14,mi,0,215,    17.84,    15.43,   0.1409,   105.87,   678.88
at14,mi,0,365,    19.09,    16.67,   0.1544,   168.31,  1163.94
at14,mi,0,685,    21.25,    18.31,   0.1702,   345.34,  2154.91
at14,mi,0,1000,    22.64,    19.44,   0.1804,   514.91,  3135.09
at14,mi,0,2000,    28.76,    22.42,   0.2032,  1610.12,  5689.88
at14,mi,0,3000,    36.88,    25.95,   0.2251,  3244.31,  7705.69
at14,mi,0,4000,    45.47,    29.76,   0.2488,  5044.69,  9555.31
at14,hcexp,0,100,.,.,.,.,.
at14,hcexp,0,215,.,.,.,.,.
at14,hcexp,0,365,.,.,.,.,.
at14,hcexp,0,685,.,.,.,.,.
at14,hcexp,0,1000,.,.,.,.,.
at14,hcexp,0,2000,.,.,.,.,.
at14,hcexp,0,3000,.,.,.,.,.
at14,hcexp,0,4000,.,.,.,.,.
at15,dhi,0,100,     0.04,     0.01,   0.0000,   304.78,    60.22
at15,dhi,0,215,     0.42,     0.18,   0.0008,   454.67,   330.08
at15,dhi,0,365,     0.55,     0.31,   0.0020,   572.55,   759.70
at15,dhi,0,685,     1.04,     0.52,   0.0036,  1246.74,  1253.51
at15,dhi,0,1000,     1.85,     0.84,   0.0053,  1993.19,  1656.81
at15,dhi,0,2000,     4.15,     1.79,   0.0114,  4155.15,  3144.85
at15,dhi,0,3000,    14.45,     4.03,   0.0205,  7892.09,  3057.91
at15,dhi,0,4000,    28.43,     8.28,   0.0383, 10350.05,  4249.95
at15,dhci,0,100,     0.04,     0.01,   0.0000,   304.78,    60.22
at15,dhci,0,215,     0.42,     0.18,   0.0008,   454.67,   330.08
at15,dhci,0,365,     0.55,     0.31,   0.0020,   572.55,   759.70
at15,dhci,0,685,     1.04,     0.52,   0.0036,  1246.74,  1253.51
at15,dhci,0,1000,     1.85,     0.84,   0.0053,  1993.19,  1656.81
at15,dhci,0,2000,     4.15,     1.79,   0.0114,  4155.15,  3144.85
at15,dhci,0,3000,    14.45,     4.03,   0.0205,  7892.09,  3057.91
at15,dhci,0,4000,    28.43,     8.28,   0.0383, 10350.05,  4249.95
at15,mi,0,100,    16.72,    14.45,   0.1317,    49.43,   315.57
at15,mi,0,215,    17.89,    16.04,   0.1497,    81.03,   703.72
at15,mi,0,365,    18.82,    17.01,   0.1604,   128.22,  1204.03
at15,mi,0,685,    21.17,    18.45,   0.1732,   322.02,  2178.23
at15,mi,0,1000,    22.90,    19.55,   0.1824,   533.58,  3116.42
at15,mi,0,2000,    28.50,    22.51,   0.2048,  1532.71,  5767.29
at15,mi,0,3000,    36.81,    25.99,   0.2261,  3217.87,  7732.13
at15,mi,0,4000,    45.02,    29.74,   0.2495,  4956.67,  9643.33
at15,hcexp,0,100,.,.,.,.,.
at15,hcexp,0,215,.,.,.,.,.
at15,hcexp,0,365,.,.,.,.,.
at15,hcexp,0,685,.,.,.,.,.
at15,hcexp,0,1000,.,.,.,.,.
at15,hcexp,0,2000,.,.,.,.,.
at15,hcexp,0,3000,.,.,.,.,.
at15,hcexp,0,4000,.,.,.,.,.
at16,dhi,0,100,     0.00,     0.00,   0.0000,        .,        .
at16,dhi,0,215,     0.49,     0.16,   0.0006,   527.75,   257.00
at16,dhi,0,365,     0.74,     0.35,   0.0019,   704.02,   628.23
at16,dhi,0,685,     1.28,     0.67,   0.0043,  1189.64,  1310.61
at16,dhi,0,1000,     1.71,     0.93,   0.0063,  1663.15,  1986.85
at16,dhi,0,2000,     4.77,     1.98,   0.0126,  4269.23,  3030.77
at16,dhi,0,3000,    12.37,     3.96,   0.0218,  7440.91,  3509.09
at16,dhi,0,4000,    25.76,     7.65,   0.0374, 10262.08,  4337.92
at16,dhci,0,100,     0.00,     0.00,   0.0000,        .,        .
at16,dhci,0,215,     0.49,     0.16,   0.0006,   527.75,   257.00
at16,dhci,0,365,     0.74,     0.35,   0.0019,   704.02,   628.23
at16,dhci,0,685,     1.28,     0.67,   0.0043,  1189.64,  1310.61
at16,dhci,0,1000,     1.71,     0.93,   0.0063,  1663.15,  1986.85
at16,dhci,0,2000,     4.77,     1.98,   0.0126,  4269.23,  3030.77
at16,dhci,0,3000,    12.37,     3.96,   0.0218,  7440.91,  3509.09
at16,dhci,0,4000,    25.76,     7.65,   0.0374, 10262.08,  4337.92
at16,mi,0,100,    16.96,    15.13,   0.1409,    39.39,   325.61
at16,mi,0,215,    18.03,    16.45,   0.1557,    68.55,   716.20
at16,mi,0,365,    19.36,    17.38,   0.1649,   136.10,  1196.15
at16,mi,0,685,    21.61,    18.85,   0.1773,   319.41,  2180.84
at16,mi,0,1000,    23.35,    20.01,   0.1866,   522.72,  3127.28
at16,mi,0,2000,    28.82,    22.99,   0.2094,  1475.78,  5824.22
at16,mi,0,3000,    35.17,    25.93,   0.2294,  2878.03,  8071.97
at16,mi,0,4000,    44.21,    29.29,   0.2500,  4927.27,  9672.73
at16,hcexp,0,100,.,.,.,.,.
at16,hcexp,0,215,.,.,.,.,.
at16,hcexp,0,365,.,.,.,.,.
at16,hcexp,0,685,.,.,.,.,.
at16,hcexp,0,1000,.,.,.,.,.
at16,hcexp,0,2000,.,.,.,.,.
at16,hcexp,0,3000,.,.,.,.,.
at16,hcexp,0,4000,.,.,.,.,.
at17,dhi,0,100,     0.00,     0.00,   0.0000,        .,        .
at17,dhi,0,215,     0.00,     0.00,   0.0000,        .,        .
at17,dhi,0,365,     0.08,     0.02,   0.0001,   960.44,   371.81
at17,dhi,0,685,     0.62,     0.19,   0.0007,  1743.35,   756.90
at17,dhi,0,1000,     1.07,     0.39,   0.0019,  2331.81,  1318.19
at17,dhi,0,2000,     4.46,     1.43,   0.0072,  4968.66,  2331.34
at17,dhi,0,3000,    12.77,     3.55,   0.0167,  7908.32,  3041.68
at17,dhi,0,4000,    26.44,     7.34,   0.0330, 10546.66,  4053.34
at17,dhci,0,100,     0.00,     0.00,   0.0000,        .,        .
at17,dhci,0,215,     0.00,     0.00,   0.0000,        .,        .
at17,dhci,0,365,     0.08,     0.02,   0.0001,   960.44,   371.81
at17,dhci,0,685,     0.62,     0.19,   0.0007,  1743.35,   756.90
at17,dhci,0,1000,     1.07,     0.39,   0.0019,  2331.81,  1318.19
at17,dhci,0,2000,     4.46,     1.43,   0.0072,  4968.66,  2331.34
at17,dhci,0,3000,    12.77,     3.55,   0.0167,  7908.32,  3041.68
at17,dhci,0,4000,    26.44,     7.34,   0.0330, 10546.66,  4053.34
at17,mi,0,100,    16.24,    14.00,   0.1283,    50.31,   314.69
at17,mi,0,215,    17.68,    15.60,   0.1453,    92.49,   692.26
at17,mi,0,365,    18.84,    16.71,   0.1565,   150.50,  1181.75
at17,mi,0,685,    20.64,    18.17,   0.1703,   298.97,  2201.28
at17,mi,0,1000,    22.28,    19.22,   0.1794,   501.39,  3148.61
at17,mi,0,2000,    27.75,    22.09,   0.2011,  1487.81,  5812.19
at17,mi,0,3000,    34.57,    25.08,   0.2208,  3005.77,  7944.23
at17,mi,0,4000,    42.79,    28.55,   0.2417,  4859.11,  9740.89
at17,hcexp,0,100,.,.,.,.,.
at17,hcexp,0,215,.,.,.,.,.
at17,hcexp,0,365,.,.,.,.,.
at17,hcexp,0,685,.,.,.,.,.
at17,hcexp,0,1000,.,.,.,.,.
at17,hcexp,0,2000,.,.,.,.,.
at17,hcexp,0,3000,.,.,.,.,.
at17,hcexp,0,4000,.,.,.,.,.
at18,dhi,0,100,     0.00,     0.00,   0.0000,        .,        .
at18,dhi,0,215,     0.24,     0.10,   0.0005,   452.01,   332.74
at18,dhi,0,365,     0.46,     0.20,   0.0011,   752.05,   580.20
at18,dhi,0,685,     1.19,     0.46,   0.0026,  1523.94,   976.31
at18,dhi,0,1000,     1.34,     0.71,   0.0044,  1730.71,  1919.29
at18,dhi,0,2000,     4.31,     1.56,   0.0096,  4664.61,  2635.39
at18,dhi,0,3000,    12.09,     3.56,   0.0181,  7726.01,  3223.99
at18,dhi,0,4000,    26.98,     7.52,   0.0341, 10530.97,  4069.03
at18,dhci,0,100,     0.00,     0.00,   0.0000,        .,        .
at18,dhci,0,215,     0.24,     0.10,   0.0005,   452.01,   332.74
at18,dhci,0,365,     0.46,     0.20,   0.0011,   752.05,   580.20
at18,dhci,0,685,     1.19,     0.46,   0.0026,  1523.94,   976.31
at18,dhci,0,1000,     1.34,     0.71,   0.0044,  1730.71,  1919.29
at18,dhci,0,2000,     4.31,     1.56,   0.0096,  4664.61,  2635.39
at18,dhci,0,3000,    12.09,     3.56,   0.0181,  7726.01,  3223.99
at18,dhci,0,4000,    26.98,     7.52,   0.0341, 10530.97,  4069.03
at18,mi,0,100,    16.96,    14.68,   0.1342,    49.10,   315.90
at18,mi,0,215,    18.23,    16.30,   0.1522,    83.27,   701.48
at18,mi,0,365,    19.19,    17.29,   0.1630,   131.84,  1200.41
at18,mi,0,685,    21.31,    18.67,   0.1758,   309.78,  2190.47
at18,mi,0,1000,    23.16,    19.76,   0.1847,   536.26,  3113.74
at18,mi,0,2000,    28.08,    22.58,   0.2065,  1429.34,  5870.66
at18,mi,0,3000,    35.70,    25.46,   0.2255,  3141.19,  7808.81
at18,mi,0,4000,    44.23,    29.13,   0.2465,  4982.97,  9617.03
at18,hcexp,0,100,.,.,.,.,.
at18,hcexp,0,215,.,.,.,.,.
at18,hcexp,0,365,.,.,.,.,.
at18,hcexp,0,685,.,.,.,.,.
at18,hcexp,0,1000,.,.,.,.,.
at18,hcexp,0,2000,.,.,.,.,.
at18,hcexp,0,3000,.,.,.,.,.
at18,hcexp,0,4000,.,.,.,.,.
at19,dhi,0,100,     0.00,     0.00,   0.0000,        .,        .
at19,dhi,0,215,     0.37,     0.09,   0.0004,   585.64,   199.11
at19,dhi,0,365,     0.50,     0.24,   0.0013,   704.72,   627.53
at19,dhi,0,685,     0.86,     0.42,   0.0028,  1265.15,  1235.10
at19,dhi,0,1000,     1.17,     0.61,   0.0041,  1749.83,  1900.17
at19,dhi,0,2000,     4.49,     1.59,   0.0091,  4719.78,  2580.22
at19,dhi,0,3000,    11.60,     3.62,   0.0184,  7528.70,  3421.30
at19,dhi,0,4000,    23.85,     7.06,   0.0335, 10280.04,  4319.96
at19,dhci,0,100,     0.00,     0.00,   0.0000,        .,        .
at19,dhci,0,215,     0.37,     0.09,   0.0004,   585.64,   199.11
at19,dhci,0,365,     0.50,     0.24,   0.0013,   704.72,   627.53
at19,dhci,0,685,     0.86,     0.42,   0.0028,  1265.15,  1235.10
at19,dhci,0,1000,     1.17,     0.61,   0.0041,  1749.83,  1900.17
at19,dhci,0,2000,     4.49,     1.59,   0.0091,  4719.78,  2580.22
at19,dhci,0,3000,    11.60,     3.62,   0.0184,  7528.70,  3421.30
at19,dhci,0,4000,    23.85,     7.06,   0.0335, 10280.04,  4319.96
at19,mi,0,100,    16.56,    14.52,   0.1343,    44.90,   320.10
at19,mi,0,215,    17.62,    15.88,   0.1497,    77.71,   707.04
at19,mi,0,365,    18.95,    16.86,   0.1593,   147.42,  1184.83
at19,mi,0,685,    20.75,    18.27,   0.1719,   298.28,  2201.97
at19,mi,0,1000,    22.23,    19.27,   0.1805,   486.09,  3163.91
at19,mi,0,2000,    27.52,    21.98,   0.2011,  1471.03,  5828.97
at19,mi,0,3000,    34.28,    24.98,   0.2203,  2970.36,  7979.64
at19,mi,0,4000,    41.50,    28.32,   0.2408,  4635.07,  9964.93
at19,hcexp,0,100,.,.,.,.,.
at19,hcexp,0,215,.,.,.,.,.
at19,hcexp,0,365,.,.,.,.,.
at19,hcexp,0,685,.,.,.,.,.
at19,hcexp,0,1000,.,.,.,.,.
at19,hcexp,0,2000,.,.,.,.,.
at19,hcexp,0,3000,.,.,.,.,.
at19,hcexp,0,4000,.,.,.,.,.
au81,dhi,0,100,     0.15,     0.02,   0.0000,   312.86,    52.14
au81,dhi,0,215,     0.78,     0.29,   0.0013,   489.34,   295.41
au81,dhi,0,365,     1.24,     0.58,   0.0034,   709.00,   623.25
au81,dhi,0,685,     1.86,     1.02,   0.0070,  1119.94,  1380.31
au81,dhi,0,1000,     3.46,     1.47,   0.0099,  2094.72,  1555.28
au81,dhi,0,2000,    18.06,     5.62,   0.0282,  5027.38,  2272.62
au81,dhi,0,3000,    46.72,    14.54,   0.0681,  7541.91,  3408.09
au81,dhi,0,4000,    65.03,    25.06,   0.1263,  8972.72,  5627.28
au81,dhci,0,100,     0.15,     0.02,   0.0000,   312.86,    52.14
au81,dhci,0,215,     0.78,     0.29,   0.0013,   489.34,   295.41
au81,dhci,0,365,     1.24,     0.58,   0.0034,   709.00,   623.25
au81,dhci,0,685,     1.86,     1.02,   0.0070,  1119.94,  1380.31
au81,dhci,0,1000,     3.46,     1.47,   0.0099,  2094.72,  1555.28
au81,dhci,0,2000,    18.06,     5.62,   0.0282,  5027.38,  2272.62
au81,dhci,0,3000,    46.72,    14.54,   0.0681,  7541.91,  3408.09
au81,dhci,0,4000,    65.03,    25.06,   0.1263,  8972.72,  5627.28
au81,mi,0,100,     9.13,     7.64,   0.0679,    59.68,   305.32
au81,mi,0,215,    10.81,     8.96,   0.0809,   134.29,   650.46
au81,mi,0,365,    12.59,    10.07,   0.0907,   266.54,  1065.71
au81,mi,0,685,    15.29,    11.87,   0.1053,   559.96,  1940.29
au81,mi,0,1000,    17.19,    13.25,   0.1164,   834.98,  2815.02
au81,mi,0,2000,    26.44,    17.24,   0.1447,  2538.56,  4761.44
au81,mi,0,3000,    41.71,    22.74,   0.1756,  4980.48,  5969.52
au81,mi,0,4000,    56.19,    29.33,   0.2132,  6978.82,  7621.18
au81,hcexp,0,100,.,.,.,.,.
au81,hcexp,0,215,.,.,.,.,.
au81,hcexp,0,365,.,.,.,.,.
au81,hcexp,0,685,.,.,.,.,.
au81,hcexp,0,1000,.,.,.,.,.
au81,hcexp,0,2000,.,.,.,.,.
au81,hcexp,0,3000,.,.,.,.,.
au81,hcexp,0,4000,.,.,.,.,.
au85,dhi,0,100,     0.20,     0.04,   0.0001,   294.72,    70.28
au85,dhi,0,215,     0.87,     0.34,   0.0016,   478.38,   306.37
au85,dhi,0,365,     1.21,     0.62,   0.0038,   646.78,   685.47
au85,dhi,0,685,     1.99,     1.06,   0.0073,  1167.10,  1333.15
au85,dhi,0,1000,     3.44,     1.55,   0.0104,  2000.24,  1649.76
au85,dhi,0,2000,    18.06,     5.54,   0.0280,  5061.13,  2238.87
au85,dhi,0,3000,    45.47,    14.26,   0.0669,  7514.96,  3435.04
au85,dhi,0,4000,    64.70,    24.60,   0.1238,  9048.19,  5551.81
au85,dhci,0,100,     0.20,     0.04,   0.0001,   294.72,    70.28
au85,dhci,0,215,     0.87,     0.34,   0.0016,   478.38,   306.37
au85,dhci,0,365,     1.21,     0.62,   0.0038,   646.78,   685.47
au85,dhci,0,685,     1.99,     1.06,   0.0073,  1167.10,  1333.15
au85,dhci,0,1000,     3.44,     1.55,   0.0104,  2000.24,  1649.76
au85,dhci,0,2000,    18.06,     5.54,   0.0280,  5061.13,  2238.87
au85,dhci,0,3000,    45.47,    14.26,   0.0669,  7514.96,  3435.04
au85,dhci,0,4000,    64.70,    24.60,   0.1238,  9048.19,  5551.81
au85,mi,0,100,     9.92,     8.48,   0.0792,    52.95,   312.05
au85,mi,0,215,    11.90,     9.83,   0.0899,   136.57,   648.18
au85,mi,0,365,    14.25,    11.18,   0.1002,   287.04,  1045.21
au85,mi,0,685,    17.65,    13.44,   0.1178,   595.66,  1904.59
au85,mi,0,1000,    20.12,    15.18,   0.1317,   897.24,  2752.76
au85,mi,0,2000,    28.73,    19.53,   0.1651,  2336.19,  4963.81
au85,mi,0,3000,    42.50,    24.84,   0.1970,  4549.73,  6400.27
au85,mi,0,4000,    55.84,    31.03,   0.2336,  6486.37,  8113.63
au85,hcexp,0,100,.,.,.,.,.
au85,hcexp,0,215,.,.,.,.,.
au85,hcexp,0,365,.,.,.,.,.
au85,hcexp,0,685,.,.,.,.,.
au85,hcexp,0,1000,.,.,.,.,.
au85,hcexp,0,2000,.,.,.,.,.
au85,hcexp,0,3000,.,.,.,.,.
au85,hcexp,0,4000,.,.,.,.,.
au89,dhi,0,100,     0.20,     0.04,   0.0001,   296.78,    68.22
au89,dhi,0,215,     0.65,     0.26,   0.0013,   469.72,   315.03
au89,dhi,0,365,     1.05,     0.50,   0.0030,   698.44,   633.81
au89,dhi,0,685,     1.96,     0.92,   0.0061,  1322.07,  1178.18
au89,dhi,0,1000,     3.78,     1.51,   0.0093,  2188.88,  1461.12
au89,dhi,0,2000,    18.01,     5.55,   0.0279,  5049.41,  2250.59
au89,dhi,0,3000,    44.10,    14.02,   0.0665,  7468.10,  3481.90
au89,dhi,0,4000,    62.04,    23.91,   0.1216,  8972.60,  5627.40
au89,dhci,0,100,     0.20,     0.04,   0.0001,   296.78,    68.22
