dataset,variable,eq,pop,mean,median,gini,fgt0_40,fgt0_50,fgt0_60,fgt1_40,fgt1_50,fgt1_60,fgt2_40,fgt2_50,fgt2_60,meanpoor_40,meanpoor_50,meanpoor_60,meangap_40,meangap_50,meangap_60
de96,dhi,0,  65403482, 23454.07, 21221.94,    0.248,     2.79,     6.11,    11.68,     0.90,     1.57,     2.75,   0.0048,   0.0074,   0.0117,  5744.81,  7876.72,  9734.29,  2743.97,  2734.25,  2998.87
de96,dhci,0,  65403482, 23454.07, 21221.94,    0.248,     2.79,     6.11,    11.68,     0.90,     1.57,     2.75,   0.0048,   0.0074,   0.0117,  5744.81,  7876.72,  9734.29,  2743.97,  2734.25,  2998.87
de96,mi,0,  65403482, 25496.07, 22778.25,    0.486,    29.94,    32.88,    35.84,    23.41,    25.01,    26.57,   0.2068,   0.2196,   0.2314,  1987.34,  2725.30,  3533.98,  7123.96,  8663.82, 10132.97
de97,dhi,0,  65255453, 23184.32, 21091.37,    0.246,     3.07,     6.07,    11.38,     0.93,     1.62,     2.74,   0.0050,   0.0077,   0.0119,  5888.08,  7735.37,  9603.15,  2548.47,  2810.31,  3051.67
de97,dhci,0,  65255453, 23184.32, 21091.37,    0.246,     3.07,     6.07,    11.38,     0.93,     1.62,     2.74,   0.0050,   0.0077,   0.0119,  5888.08,  7735.37,  9603.15,  2548.47,  2810.31,  3051.67
de97,mi,0,  65255453, 25275.67, 22853.71,    0.487,    30.23,    32.83,    36.17,    24.07,    25.58,    27.07,   0.2143,   0.2266,   0.2379,  1860.12,  2524.10,  3449.82,  7281.36,  8902.75, 10262.41
de98,dhi,0,  65280284, 23838.04, 21546.87,    0.248,     2.80,     5.70,    10.87,     0.82,     1.47,     2.56,   0.0037,   0.0064,   0.0106,  6103.20,  8000.00,  9878.76,  2515.55,  2773.44,  3049.36
de98,dhci,0,  65280284, 23838.04, 21546.87,    0.248,     2.80,     5.70,    10.87,     0.82,     1.47,     2.56,   0.0037,   0.0064,   0.0106,  6103.20,  8000.00,  9878.76,  2515.55,  2773.44,  3049.36
de98,mi,0,  65280284, 25965.61, 23065.77,    0.487,    30.29,    32.76,    35.84,    23.52,    25.12,    26.65,   0.2071,   0.2202,   0.2321,  2063.41,  2691.07,  3548.69,  7162.89,  8841.81, 10290.77
de99,dhi,0,  65861944, 24461.77, 21863.63,    0.259,     3.07,     6.19,    11.53,     0.97,     1.68,     2.86,   0.0051,   0.0079,   0.0124,  5986.78,  7964.80,  9863.75,  2758.67,  2967.01,  3254.43
de99,dhci,0,  65861944, 24461.77, 21863.63,    0.259,     3.07,     6.19,    11.53,     0.97,     1.68,     2.86,   0.0051,   0.0079,   0.0124,  5986.78,  7964.80,  9863.75,  2758.67,  2967.01,  3254.43
de99,mi,0,  65861944, 27162.57, 23874.42,    0.490,    29.59,    32.09,    34.97,    23.26,    24.77,    26.22,   0.2061,   0.2185,   0.2297,  2044.04,  2721.95,  3582.60,  7505.73,  9215.26, 10742.05
de00,dhi,0,  66164979, 24794.39, 22291.66,    0.257,     3.19,     6.58,    12.18,     0.82,     1.60,     2.85,   0.0039,   0.0068,   0.0114,  6614.46,  8440.41, 10239.54,  2302.21,  2705.42,  3135.45
de00,dhci,0,  66164979, 24794.39, 22291.66,    0.257,     3.19,     6.58,    12.18,     0.82,     1.60,     2.85,   0.0039,   0.0068,   0.0114,  6614.46,  8440.41, 10239.54,  2302.21,  2705.42,  3135.45
de00,mi,0,  66164979, 26852.54, 23515.49,    0.497,    30.19,    32.99,    35.87,    23.61,    25.22,    26.74,   0.2086,   0.2216,   0.2333,  2049.99,  2769.05,  3588.23,  7356.21,  8988.70, 10521.06
de01,dhi,0,  66082292, 24824.40, 21898.99,    0.271,     3.15,     6.81,    12.92,     0.88,     1.65,     2.98,   0.0044,   0.0073,   0.0120,  6313.89,  8288.35, 10112.98,  2445.71,  2661.15,  3026.41
de01,dhci,0,  66082292, 24824.40, 21898.99,    0.271,     3.15,     6.81,    12.92,     0.88,     1.65,     2.98,   0.0044,   0.0073,   0.0120,  6313.89,  8288.35, 10112.98,  2445.71,  2661.15,  3026.41
de01,mi,0,  66082292, 26724.09, 22327.44,    0.516,    31.32,    33.82,    36.74,    23.79,    25.54,    27.16,   0.2062,   0.2210,   0.2340,  2147.81,  2731.88,  3492.92,  6783.16,  8431.84,  9903.54
de02,dhi,0,  66098004, 25212.48, 22433.24,    0.272,     3.17,     7.28,    13.77,     0.86,     1.69,     3.12,   0.0039,   0.0070,   0.0121,  6547.44,  8613.01, 10405.53,  2425.86,  2603.61,  3054.42
de02,dhci,0,  66098004, 25212.48, 22433.24,    0.272,     3.17,     7.28,    13.77,     0.86,     1.69,     3.12,   0.0039,   0.0070,   0.0121,  6547.44,  8613.01, 10405.53,  2425.86,  2603.61,  3054.42
de02,mi,0,  66098004, 26822.57, 22199.38,    0.522,    32.15,    34.79,    37.53,    24.79,    26.57,    28.18,   0.2175,   0.2318,   0.2447,  2031.79,  2622.38,  3316.44,  6847.96,  8477.31, 10003.19
de03,dhi,0,  66269598, 24748.93, 22007.28,    0.269,     3.44,     7.20,    13.28,     1.05,     1.86,     3.20,   0.0055,   0.0087,   0.0137,  6121.10,  8158.22, 10020.22,  2681.82,  2845.42,  3184.15
de03,dhci,0,  66269598, 24748.93, 22007.28,    0.269,     3.44,     7.20,    13.28,     1.05,     1.86,     3.20,   0.0055,   0.0087,   0.0137,  6121.10,  8158.22, 10020.22,  2681.82,  2845.42,  3184.15
de03,mi,0,  66269598, 26347.90, 21386.21,    0.528,    32.66,    35.10,    37.85,    24.89,    26.69,    28.31,   0.2167,   0.2317,   0.2450,  2035.54,  2561.50,  3233.51,  6518.94,  8131.60,  9598.21
de04,dhi,0,  66095836, 24966.89, 22062.99,    0.271,     3.22,     6.93,    13.46,     0.81,     1.63,     3.03,   0.0036,   0.0066,   0.0116,  6603.16,  8428.80, 10255.88,  2222.04,  2602.69,  2981.91
de04,dhci,0,  66095836, 24966.89, 22062.99,    0.271,     3.22,     6.93,    13.46,     0.81,     1.63,     3.03,   0.0036,   0.0066,   0.0116,  6603.16,  8428.80, 10255.88,  2222.04,  2602.69,  2981.91
de04,mi,0,  66095836, 25881.22, 20850.96,    0.529,    32.65,    34.96,    37.96,    24.77,    26.59,    28.23,   0.2164,   0.2312,   0.2444,  2012.90,  2498.11,  3206.42,  6327.49,  7927.37,  9304.15
de05,dhi,0,  66308053, 24959.71, 21692.85,    0.290,     3.75,     8.18,    14.60,     0.98,     1.93,     3.49,   0.0045,   0.0080,   0.0138,  6403.78,  8285.41,  9906.10,  2273.36,  2561.02,  3109.61
de05,dhci,0,  66308053, 24959.71, 21692.85,    0.290,     3.75,     8.18,    14.60,     0.98,     1.93,     3.49,   0.0045,   0.0080,   0.0138,  6403.78,  8285.41,  9906.10,  2273.36,  2561.02,  3109.61
de05,mi,0,  66308053, 25386.73, 19836.03,    0.544,    33.50,    35.96,    38.73,    26.08,    27.82,    29.41,   0.2300,   0.2444,   0.2572,  1757.65,  2244.56,  2864.20,  6176.76,  7673.45,  9037.42
de06,dhi,0,  66671648, 24957.39, 21774.85,    0.287,     4.09,     7.92,    14.13,     1.05,     2.04,     3.49,   0.0046,   0.0084,   0.0142,  6475.14,  8090.52,  9839.50,  2234.80,  2796.90,  3225.41
de06,dhci,0,  66671648, 24957.39, 21774.85,    0.287,     4.09,     7.92,    14.13,     1.05,     2.04,     3.49,   0.0046,   0.0084,   0.0142,  6475.14,  8090.52,  9839.50,  2234.80,  2796.90,  3225.41
de06,mi,0,  66671648, 25393.71, 20488.12,    0.539,    33.75,    36.56,    38.84,    26.04,    27.88,    29.52,   0.2283,   0.2433,   0.2568,  1872.43,  2432.23,  2949.84,  6322.82,  7811.82,  9343.03
de07,dhi,0,  67060516, 25017.27, 21708.62,    0.287,     3.32,     7.26,    14.29,     0.95,     1.77,     3.25,   0.0048,   0.0078,   0.0130,  6201.53,  8210.46, 10060.76,  2481.92,  2643.85,  2964.41
de07,dhci,0,  67060516, 25017.27, 21708.62,    0.287,     3.32,     7.26,    14.29,     0.95,     1.77,     3.25,   0.0048,   0.0078,   0.0130,  6201.53,  8210.46, 10060.76,  2481.92,  2643.85,  2964.41
de07,mi,0,  67060516, 25620.68, 20708.83,    0.539,    33.37,    35.88,    38.73,    25.74,    27.53,    29.16,   0.2247,   0.2399,   0.2533,  1892.77,  2408.40,  3070.36,  6390.76,  7946.01,  9354.94
de08,dhi,0,  67005752, 24726.23, 21478.08,    0.291,     3.58,     7.89,    14.70,     0.87,     1.80,     3.36,   0.0038,   0.0072,   0.0128,  6503.34,  8286.19,  9939.77,  2087.89,  2452.85,  2947.08
de08,dhci,0,  67005752, 24726.23, 21478.08,    0.291,     3.58,     7.89,    14.70,     0.87,     1.80,     3.36,   0.0038,   0.0072,   0.0128,  6503.34,  8286.19,  9939.77,  2087.89,  2452.85,  2947.08
de08,mi,0,  67005752, 25485.32, 20224.95,    0.536,    32.80,    35.69,    38.26,    24.92,    26.79,    28.47,   0.2168,   0.2320,   0.2457,  1943.99,  2522.73,  3104.89,  6145.98,  7589.74,  9030.08
de09,dhi,0,  67577403, 24646.12, 21493.20,    0.286,     3.65,     8.01,    14.89,     0.90,     1.83,     3.38,   0.0040,   0.0073,   0.0129,  6470.69,  8294.92,  9968.25,  2126.59,  2451.68,  2927.67
de09,dhci,0,  67577403, 24646.12, 21493.20,    0.286,     3.65,     8.01,    14.89,     0.90,     1.83,     3.38,   0.0040,   0.0073,   0.0129,  6470.69,  8294.92,  9968.25,  2126.59,  2451.68,  2927.67
de09,mi,0,  67577403, 25010.01, 19384.41,    0.532,    32.45,    35.37,    37.96,    24.53,    26.40,    28.11,   0.2138,   0.2287,   0.2422,  1891.51,  2457.28,  3016.67,  5862.26,  7234.92,  8613.98
de10,dhi,0,  65947061, 24903.14, 21779.42,    0.288,     3.73,     8.03,    15.25,     1.11,     2.03,     3.61,   0.0058,   0.0093,   0.0149,  6114.40,  8144.33,  9975.23,  2597.37,  2745.38,  3092.42
de10,dhci,0,  65947061, 24903.14, 21779.42,    0.288,     3.73,     8.03,    15.25,     1.11,     2.03,     3.61,   0.0058,   0.0093,   0.0149,  6114.40,  8144.33,  9975.23,  2597.37,  2745.38,  3092.42
de10,mi,0,  65947061, 25507.10, 20259.22,    0.531,    32.83,    35.54,    38.19,    25.06,    26.91,    28.57,   0.2191,   0.2339,   0.2473,  1917.29,  2459.24,  3061.41,  6186.39,  7670.37,  9094.12
de11,dhi,0,  65878983, 25068.23, 21691.88,    0.289,     3.48,     7.64,    13.97,     0.92,     1.78,     3.26,   0.0044,   0.0076,   0.0129,  6386.53,  8324.13,  9976.17,  2290.22,  2521.81,  3038.96
de11,dhci,0,  65878983, 25068.23, 21691.88,    0.289,     3.48,     7.64,    13.97,     0.92,     1.78,     3.26,   0.0044,   0.0076,   0.0129,  6386.53,  8324.13,  9976.17,  2290.22,  2521.81,  3038.96
de11,mi,0,  65878983, 26163.43, 20764.25,    0.534,    33.06,    35.43,    37.98,    25.04,    26.88,    28.52,   0.2191,   0.2339,   0.2472,  2015.99,  2505.17,  3105.58,  6289.71,  7876.96,  9352.97
de12,dhi,0,  65970383, 25040.54, 21603.81,    0.290,     3.62,     7.52,    14.57,     0.99,     1.86,     3.33,   0.0046,   0.0080,   0.0133,  6285.66,  8129.37,  9997.59,  2355.87,  2672.54,  2964.70
de12,dhci,0,  65970383, 25040.54, 21603.81,    0.290,     3.62,     7.52,    14.57,     0.99,     1.86,     3.33,   0.0046,   0.0080,   0.0133,  6285.66,  8129.37,  9997.59,  2355.87,  2672.54,  2964.70
de12,mi,0,  65970383, 26089.36, 20526.25,    0.533,    32.46,    35.39,    37.94,    24.39,    26.27,    28.00,   0.2122,   0.2272,   0.2408,  2043.05,  2643.97,  3226.56,  6167.45,  7619.16,  9089.19
de13,dhi,0,  66199559, 25220.93, 21616.92,    0.294,     3.27,     7.73,    14.47,     0.90,     1.75,     3.26,   0.0042,   0.0073,   0.0126,  6277.65,  8360.00, 10045.26,  2369.12,  2448.46,  2924.89
de13,dhci,0,  66199559, 25220.93, 21616.92,    0.294,     3.27,     7.73,    14.47,     0.90,     1.75,     3.26,   0.0042,   0.0073,   0.0126,  6277.65,  8360.00, 10045.26,  2369.12,  2448.46,  2924.89
de13,mi,0,  66199559, 26179.15, 20221.32,    0.541,    32.74,    35.36,    38.42,    24.85,    26.68,    28.38,   0.2177,   0.2323,   0.2455,  1949.68,  2482.16,  3170.61,  6138.85,  7628.50,  8962.18
de14,dhi,0,  66892902, 25087.61, 21842.84,    0.288,     4.04,     8.00,    15.16,     1.21,     2.14,     3.69,   0.0060,   0.0098,   0.0156,  6114.56,  7999.33,  9912.62,  2622.57,  2922.09,  3193.08
de14,dhci,0,  66892902, 25087.61, 21842.84,    0.288,     4.04,     8.00,    15.16,     1.21,     2.14,     3.69,   0.0060,   0.0098,   0.0156,  6114.56,  7999.33,  9912.62,  2622.57,  2922.09,  3193.08
de14,mi,0,  66892902, 26028.86, 20526.92,    0.531,    32.74,    35.64,    38.04,    24.75,    26.64,    28.34,   0.2165,   0.2313,   0.2447,  2003.12,  2591.25,  3138.82,  6207.65,  7672.21,  9177.33
de15,dhi,0,  67072150, 25940.84, 22508.39,    0.294,     4.08,     8.08,    14.76,     1.24,     2.18,     3.72,   0.0060,   0.0099,   0.0158,  6272.65,  8223.73, 10096.93,  2730.71,  3030.46,  3408.10
de15,dhci,0,  67072150, 25940.84, 22508.39,    0.294,     4.08,     8.08,    14.76,     1.24,     2.18,     3.72,   0.0060,   0.0099,   0.0158,  6272.65,  8223.73, 10096.93,  2730.71,  3030.46,  3408.10
de15,mi,0,  67072150, 27199.44, 21252.39,    0.538,    32.50,    35.47,    38.16,    24.71,    26.57,    28.29,   0.2166,   0.2311,   0.2444,  2039.43,  2666.06,  3296.30,  6461.53,  7960.14,  9455.13
de16,dhi,0,  67926504, 26561.58, 23152.73,    0.294,     4.60,     8.79,    15.23,     1.38,     2.41,     3.96,   0.0068,   0.0111,   0.0174,  6473.25,  8407.68, 10278.53,  2787.85,  3168.68,  3613.11
de16,dhci,0,  67926504, 26561.58, 23152.73,    0.294,     4.60,     8.79,    15.23,     1.38,     2.41,     3.96,   0.0068,   0.0111,   0.0174,  6473.25,  8407.68, 10278.53,  2787.85,  3168.68,  3613.11
de16,mi,0,  67926504, 27901.29, 22230.16,    0.534,    32.66,    35.36,    38.29,    24.79,    26.66,    28.35,   0.2168,   0.2315,   0.2449,  2143.20,  2734.46,  3461.38,  6748.86,  8380.62,  9876.71
de17,dhi,0,  68916698, 26383.17, 23041.80,    0.299,     5.76,     9.73,    15.56,     2.33,     3.38,     4.88,   0.0148,   0.0197,   0.0262,  5495.43,  7518.99,  9492.61,  3721.29,  4001.91,  4332.47
de17,dhci,0,  68916698, 26383.17, 23041.80,    0.299,     5.76,     9.73,    15.56,     2.33,     3.38,     4.88,   0.0148,   0.0197,   0.0262,  5495.43,  7518.99,  9492.61,  3721.29,  4001.91,  4332.47
de17,mi,0,  68916698, 27978.20, 22024.71,    0.542,    33.65,    36.22,    38.81,    25.69,    27.56,    29.24,   0.2252,   0.2402,   0.2537,  2084.54,  2632.56,  3260.95,  6725.35,  8379.80,  9953.88
de18,dhi,0,  67416472, 27763.50, 23943.41,    0.298,     4.24,     8.60,    14.99,     1.21,     2.22,     3.79,   0.0061,   0.0100,   0.0160,  6849.87,  8880.67, 10736.06,  2727.49,  3091.04,  3629.99
de18,dhci,0,  67416472, 27763.50, 23943.41,    0.298,     4.24,     8.60,    14.99,     1.21,     2.22,     3.79,   0.0061,   0.0100,   0.0160,  6849.87,  8880.67, 10736.06,  2727.49,  3091.04,  3629.99
de18,mi,0,  67416472, 29425.92, 23238.02,    0.539,    32.80,    35.67,    38.23,    24.91,    26.76,    28.47,   0.2195,   0.2336,   0.2467,  2235.23,  2901.89,  3559.13,  7059.97,  8717.12, 10383.68
de19,dhi,0,  66723358, 28100.40, 24373.93,    0.296,     4.56,     9.08,    14.89,     1.33,     2.40,     3.98,   0.0066,   0.0108,   0.0172,  6906.20,  8970.23, 10714.22,  2843.37,  3216.74,  3910.14
de19,dhci,0,  66723358, 28100.40, 24373.93,    0.296,     4.56,     9.08,    14.89,     1.33,     2.40,     3.98,   0.0066,   0.0108,   0.0172,  6906.20,  8970.23, 10714.22,  2843.37,  3216.74,  3910.14
de19,mi,0,  66723358, 30419.26, 24062.33,    0.536,    32.23,    35.03,    37.64,    24.53,    26.34,    27.98,   0.2149,   0.2293,   0.2423,  2299.47,  2983.30,  3705.07,  7325.46,  9047.87, 10732.34
dk87,dhi,0,   3980593, 22385.43, 21089.41,    0.269,     4.87,    10.40,    18.34,     2.06,     3.22,     5.09,   0.0148,   0.0189,   0.0257,  4864.00,  7283.38,  9142.50,  3571.76,  3261.32,  3511.14
dk87,dhci,0,   3980593, 22245.19, 21003.93,    0.269,     4.89,    10.41,    18.40,     2.11,     3.27,     5.15,   0.0152,   0.0193,   0.0262,  4774.56,  7202.98,  9077.74,  3627.01,  3298.99,  3524.63
dk87,mi,0,   3980593, 25499.70, 25538.71,    0.433,    28.34,    31.21,    33.80,    21.56,    23.21,    24.76,   0.1888,   0.2016,   0.2134,  2441.79,  3274.22,  4099.41,  7773.70,  9495.14, 11223.82
dk92,dhi,0,   4106854, 21543.17, 20624.86,    0.239,     3.77,     7.37,    14.07,     1.75,     2.44,     3.79,   0.0122,   0.0152,   0.0200,  4428.39,  6901.35,  9043.59,  3821.55,  3411.08,  3331.33
dk92,dhci,0,   4106854, 21423.50, 20534.66,    0.238,     3.82,     7.49,    14.03,     1.76,     2.46,     3.80,   0.0123,   0.0154,   0.0201,  4431.34,  6899.73,  8979.34,  3782.52,  3367.60,  3341.46
dk92,mi,0,   4106854, 24749.18, 23421.31,    0.461,    30.13,    32.73,    35.46,    23.04,    24.72,    26.29,   0.2024,   0.2157,   0.2278,  2205.11,  2865.27,  3634.07,  7163.41,  8845.38, 10418.71
dk95,dhi,0,   4137364, 22401.70, 21447.23,    0.214,     1.75,     5.25,    12.09,     0.55,     1.07,     2.30,   0.0032,   0.0048,   0.0083,  5902.45,  8541.47, 10425.02,  2676.44,  2182.14,  2443.32
dk95,dhci,0,   4137364, 22401.70, 21447.23,    0.214,     1.75,     5.25,    12.09,     0.55,     1.07,     2.30,   0.0032,   0.0048,   0.0083,  5902.45,  8541.47, 10425.02,  2676.44,  2182.14,  2443.32
dk95,mi,0,   4137364, 26027.55, 24990.02,    0.443,    27.51,    30.60,    33.82,    20.77,    22.43,    24.05,   0.1818,   0.1943,   0.2060,  2446.95,  3335.69,  4330.97,  7549.06,  9159.32, 10663.04
dk00,dhi,0,   4189031, 24146.87, 23058.42,    0.224,     1.99,     6.17,    13.07,     0.58,     1.22,     2.60,   0.0032,   0.0051,   0.0093,  6532.51,  9251.44, 11080.46,  2690.86,  2277.77,  2754.59
dk00,dhci,0,   4189031, 24146.87, 23058.42,    0.224,     1.99,     6.17,    13.07,     0.58,     1.22,     2.60,   0.0032,   0.0051,   0.0093,  6532.51,  9251.44, 11080.46,  2690.86,  2277.77,  2754.59
dk00,mi,0,   4189031, 29150.40, 28407.48,    0.436,    26.97,    30.02,    33.47,    20.23,    21.89,    23.52,   0.1766,   0.1890,   0.2007,  2839.08,  3847.96,  5064.99,  8523.91, 10355.78, 11979.50
dk04,dhi,0,   4210939, 25691.89, 24364.88,    0.229,     2.43,     6.32,    12.97,     0.76,     1.42,     2.77,   0.0044,   0.0066,   0.0108,  6680.02,  9451.34, 11500.64,  3065.94,  2731.10,  3118.29
dk04,dhci,0,   4210939, 25674.80, 24361.54,    0.229,     2.43,     6.41,    13.23,     0.77,     1.44,     2.82,   0.0044,   0.0066,   0.0110,  6670.70,  9448.21, 11500.98,  3073.92,  2732.56,  3115.94
dk04,mi,0,   4210939, 29879.13, 28639.26,    0.444,    27.65,    30.71,    34.06,    20.76,    22.44,    24.09,   0.1815,   0.1940,   0.2059,  2856.21,  3856.61,  5029.82,  8599.49, 10463.02, 12153.74
dk07,dhi,0,   4267324, 27010.78, 25519.67,    0.240,     2.86,     6.97,    14.02,     1.08,     1.79,     3.23,   0.0070,   0.0095,   0.0141,  6371.89,  9481.22, 11786.82,  3835.98,  3278.62,  3524.98
dk07,dhci,0,   4267324, 27010.78, 25519.67,    0.240,     2.86,     6.97,    14.02,     1.08,     1.79,     3.23,   0.0070,   0.0095,   0.0141,  6371.89,  9481.22, 11786.82,  3835.98,  3278.62,  3524.98
dk07,mi,0,   4267324, 33018.40, 31930.43,    0.437,    26.65,    29.99,    33.46,    19.36,    21.15,    22.90,   0.1662,   0.1794,   0.1920,  3491.05,  4708.82,  6043.48,  9281.12, 11256.40, 13114.78
dk10,dhi,0,   4335753, 27589.86, 25482.11,    0.252,     3.27,     6.86,    13.62,     1.25,     1.95,     3.29,   0.0081,   0.0109,   0.0154,  6290.40,  9109.82, 11593.91,  3902.44,  3631.23,  3695.35
dk10,dhci,0,   4335753, 27589.86, 25482.11,    0.252,     3.27,     6.86,    13.62,     1.25,     1.95,     3.29,   0.0081,   0.0109,   0.0154,  6290.40,  9109.82, 11593.91,  3902.44,  3631.23,  3695.35
dk10,mi,0,   4335753, 31921.19, 29197.10,    0.467,    28.38,    31.41,    34.65,    20.96,    22.74,    24.45,   0.1816,   0.1950,   0.2076,  3055.48,  4030.17,  5158.64,  8623.36, 10568.37, 12359.62
dk13,dhi,0,   4412377, 26727.70, 24446.37,    0.253,     3.20,     6.31,    13.07,     1.14,     1.80,     3.07,   0.0069,   0.0096,   0.0140,  6305.76,  8737.62, 11216.54,  3472.79,  3485.56,  3451.28
dk13,dhci,0,   4412377, 26727.70, 24446.37,    0.253,     3.20,     6.31,    13.07,     1.14,     1.80,     3.07,   0.0069,   0.0096,   0.0140,  6305.76,  8737.62, 11216.54,  3472.79,  3485.56,  3451.28
dk13,mi,0,   4412377, 30640.96, 27534.25,    0.471,    28.64,    31.94,    35.33,    20.96,    22.82,    24.62,   0.1805,   0.1945,   0.2076,  2953.63,  3930.78,  5008.85,  8060.07,  9836.34, 11511.70
dk16,dhi,0,   4569458, 27528.67, 24973.43,    0.258,     3.38,     6.45,    12.86,     1.15,     1.86,     3.12,   0.0070,   0.0099,   0.0143,  6575.76,  8886.98, 11345.20,  3413.61,  3599.73,  3638.86
dk16,dhci,0,   4569458, 27528.67, 24973.43,    0.258,     3.38,     6.45,    12.86,     1.15,     1.86,     3.12,   0.0070,   0.0099,   0.0143,  6575.76,  8886.98, 11345.20,  3413.61,  3599.73,  3638.86
dk16,mi,0,   4569458, 32276.72, 28672.96,    0.472,    28.14,    31.44,    34.79,    20.37,    22.25,    24.06,   0.1742,   0.1884,   0.2017,  3167.59,  4189.54,  5303.34,  8301.60, 10146.94, 11900.44
do07,dhi,0,   5648460,  5971.30,  3729.26,    0.511,    14.81,    20.33,    27.07,     6.13,     8.42,    10.95,   0.0367,   0.0498,   0.0642,   874.14,  1092.12,  1331.95,   617.57,   772.51,   905.60
do07,dhci,0,   5648460,  5430.29,  3336.70,    0.520,    15.39,    21.18,    27.37,     6.73,     9.06,    11.58,   0.0418,   0.0552,   0.0700,   750.91,   955.01,  1154.77,   583.78,   713.34,   847.26
do07,mi,0,   5648460,  5945.65,  3682.76,    0.522,    16.15,    21.73,    27.82,     7.07,     9.41,    11.95,   0.0444,   0.0582,   0.0731,   828.44,  1043.76,  1260.71,   644.67,   797.62,   948.95
ee00,dhi,0,   1131951,  6409.86,  4875.27,    0.372,     6.35,    10.38,    16.66,     2.26,     3.45,     5.12,   0.0136,   0.0190,   0.0262,  1257.72,  1626.58,  2026.48,   692.39,   811.05,   898.68
ee00,dhci,0,   1131951,  6069.50,  4598.61,    0.373,     6.88,    10.69,    16.57,     2.42,     3.66,     5.28,   0.0150,   0.0205,   0.0279,  1192.03,  1512.45,  1879.92,   647.41,   786.85,   879.25
ee00,mi,0,   1131951,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ee04,dhi,0,   1061052,  8045.91,  6417.10,    0.344,     5.87,     9.48,    14.91,     2.32,     3.39,     4.81,   0.0152,   0.0199,   0.0263,  1553.18,  2062.53,  2607.15,  1013.65,  1146.01,  1243.10
ee04,dhci,0,   1061052,  7837.39,  6320.19,    0.336,     5.81,     9.38,    14.42,     2.30,     3.36,     4.76,   0.0152,   0.0198,   0.0262,  1528.99,  2028.65,  2540.34,   999.08,  1131.44,  1251.78
ee04,mi,0,   1061052,  7761.39,  6162.26,    0.520,    28.19,    31.85,    35.10,    22.56,    24.07,    25.64,   0.2055,   0.2155,   0.2257,   492.47,   752.51,   996.68,  1972.44,  2328.62,  2700.68
ee07,dhi,0,   1081791, 11712.15,  9909.63,    0.316,     4.74,     8.46,    16.76,     1.55,     2.50,     4.11,   0.0086,   0.0127,   0.0188,  2669.38,  3492.75,  4487.30,  1294.47,  1462.07,  1458.48
ee07,dhci,0,   1081791, 11379.37,  9659.03,    0.314,     4.73,     8.47,    16.05,     1.60,     2.54,     4.11,   0.0090,   0.0132,   0.0192,  2555.11,  3384.49,  4311.06,  1308.50,  1445.03,  1484.36
ee07,mi,0,   1081791, 11539.07,  9879.59,    0.474,    25.71,    28.74,    32.18,    20.18,    21.59,    23.06,   0.1836,   0.1928,   0.2021,   849.71,  1227.61,  1679.54,  3102.13,  3712.19,  4248.21
ee10,dhi,0,   1086863, 10582.32,  8561.09,    0.330,     6.31,    10.48,    15.09,     2.26,     3.48,     4.97,   0.0129,   0.0185,   0.0258,  2195.09,  2859.64,  3443.69,  1229.35,  1420.90,  1692.96
ee10,dhci,0,   1086863, 10279.27,  8370.17,    0.326,     6.39,    10.35,    14.83,     2.33,     3.53,     5.00,   0.0134,   0.0191,   0.0263,  2125.94,  2756.41,  3329.18,  1222.12,  1428.68,  1692.93
ee10,mi,0,   1086863,  9663.53,  7726.11,    0.518,    29.06,    32.89,    36.06,    23.24,    24.80,    26.42,   0.2112,   0.2217,   0.2323,   618.03,   950.24,  1238.69,  2472.41,  2912.81,  3396.97
ee13,dhi,0,   1063701, 12490.50,  9683.80,    0.359,     6.58,    10.04,    15.73,     2.59,     3.71,     5.20,   0.0165,   0.0219,   0.0288,  2351.84,  3050.88,  3888.64,  1521.68,  1791.02,  1921.64
ee13,dhci,0,   1063701, 12075.12,  9445.24,    0.356,     6.68,    10.30,    15.72,     2.72,     3.86,     5.35,   0.0176,   0.0231,   0.0301,  2241.40,  2951.19,  3740.76,  1536.69,  1771.43,  1926.38
ee13,mi,0,   1063701, 11584.48,  8618.45,    0.538,    30.59,    33.83,    36.34,    24.78,    26.26,    27.72,   0.2266,   0.2370,   0.2471,   655.29,   963.83,  1226.82,  2792.09,  3345.39,  3944.25
ee16,dhi,0,   1056327, 15711.69, 13362.02,    0.321,     5.38,     9.58,    19.43,     1.98,     3.03,     4.80,   0.0119,   0.0166,   0.0233,  3381.32,  4571.48,  6035.39,  1963.48,  2109.53,  1981.82
ee16,dhci,0,   1056327, 15296.97, 13069.61,    0.319,     5.54,     9.56,    18.85,     2.08,     3.12,     4.84,   0.0129,   0.0175,   0.0242,  3265.43,  4399.06,  5828.47,  1962.41,  2135.74,  2013.29
ee16,mi,0,   1056327, 14383.84, 12411.74,    0.484,    27.89,    30.81,    34.11,    22.16,    23.59,    25.07,   0.2035,   0.2127,   0.2221,  1020.12,  1454.44,  1972.87,  3944.58,  4751.44,  5474.18
eg12,dhi,0,  48839328,  5207.67,  3382.27,    0.502,    13.11,    18.82,    24.89,     5.86,     7.90,    10.29,   0.0367,   0.0483,   0.0614,   748.26,   981.14,  1190.03,   604.64,   709.99,   839.33
