country,series_code,indicator_name,year_1980,value_1980,year_2018,value_2018,pipwelfare_1980,pipwelfare_2018,pipreportinglevel_1980,pipreportinglevel_2018,region,population_1980,population_2018
Sudan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.5435870289802551,2018,0.5537065267562866,,,,,SS Africa,16673591,41999064
Suriname,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6783570647239685,2018,0.6467005014419556,,,,,LAC,375123,593729
Sweden,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.35335054993629456,2018,0.3961009383201599,,,,,W. Eur and Offshoots,8311761,10162300
Switzerland,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.40596404671669006,2018,0.41629642248153687,,,,,W. Eur and Offshoots,6319116,8514431
Syria,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6358736753463745,2018,0.6514217853546143,,,,,MENA,8898957,19333464
Taiwan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.47224074602127075,2018,0.6085888147354126,,,,,East Asia,18100280,23726186
Tajikistan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.4960993528366089,2018,0.5452341437339783,,,,,EE & CA,4045966,9128131
Tanzania,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.545705258846283,2018,0.6125267148017883,,,,,SS Africa,19297660,58090444
Thailand,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6687993407249451,2018,0.6003707647323608,,,,,S & SE Asia,45737756,71127808
Togo,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6098291277885437,2018,0.6106638312339783,,,,,SS Africa,2838115,8046680
Trinidad and Tobago,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6783570647239685,2018,0.6467006206512451,,,,,LAC,1127853,1504707
Tunisia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6240672469139099,2018,0.5275900959968567,,,,,MENA,6578159,11933040
Turkey,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6787299513816833,2018,0.613675057888031,,,,,MENA,44089068,82809304
Turkmenistan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.5971397757530212,2018,0.6125845313072205,,,,,EE & CA,2862908,6065072
Uganda,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6218414902687073,2018,0.6256465315818787,,,,,SS Africa,13284030,41515400
Ukraine,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.5044113993644714,2018,0.42638030648231506,,,,,EE & CA,49973920,44446952
United Arab Emirates,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6568020582199097,2018,0.5944057703018188,,,,,MENA,1014058,9140172
United Kingdom,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.40800538659095764,2018,0.4689103960990906,,,,,W. Eur and Offshoots,56326328,66432996
United States,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.45391038060188293,2018,0.5840612053871155,,,,,W. Eur and Offshoots,223140016,332140032
Uruguay,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6031373739242554,2018,0.5380342602729797,,,,,LAC,2953754,3427044
Uzbekistan,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6106439232826233,2018,0.5698144435882568,,,,,EE & CA,15947135,32449578
Venezuela,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6783570647239685,2018,0.6467005610466003,,,,,LAC,15210441,29825652
Vietnam,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.5788934230804443,2018,0.5615844130516052,,,,,S & SE Asia,52968272,94914328
Yemen,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6624229550361633,2018,0.6825709342956543,,,,,MENA,9204941,30790514
Zambia,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.7207030057907104,2018,0.7222170233726501,,,,,SS Africa,5720442,17835898
Zimbabwe,gini_widExtrapolated_pretaxNational_perAdult,gini,1980,0.6244434118270874,2018,0.6605170965194702,,,,,SS Africa,7049931,15052191
Australia,gini_wid_pretaxNational_perAdult,gini,1980,0.42094215750694275,2018,0.47972455620765686,,,,,W. Eur and Offshoots,14706329,24979228
Bangladesh,gini_wid_pretaxNational_perAdult,gini,1983,0.47316956520080566,2016,0.5298373699188232,,,,,S & SE Asia,83929768,163683952
Belgium,gini_wid_pretaxNational_perAdult,gini,1985,0.42944416403770447,2017,0.4362828731536865,,,,,W. Eur and Offshoots,9828989,11448598
Bosnia and Herzegovina,gini_wid_pretaxNational_perAdult,gini,1980,0.38900285959243774,2015,0.4830552041530609,,,,,EE & CA,4199816,3400132
Botswana,gini_wid_pretaxNational_perAdult,gini,1985,0.7046369910240173,2015,0.7003383636474609,,,,,SS Africa,938582,2451411
Bulgaria,gini_wid_pretaxNational_perAdult,gini,1980,0.3329593241214752,2018,0.5472166538238525,,,,,EE & CA,8980602,7117424
Canada,gini_wid_pretaxNational_perAdult,gini,1980,0.5025491118431091,2018,0.5248655676841736,,,,,W. Eur and Offshoots,24511512,37035260
China,gini_wid_pretaxNational_perAdult,gini,1980,0.3821532726287842,2016,0.5537135601043701,,,,,East Asia,982372480,1417069440
Cote d'Ivoire,gini_wid_pretaxNational_perAdult,gini,1985,0.6423485279083252,2015,0.6012070178985596,,,,,SS Africa,8303818,25493990
Croatia,gini_wid_pretaxNational_perAdult,gini,1984,0.4084728956222534,2018,0.4720795154571533,,,,,EE & CA,4680144,4160488
Czechia,gini_wid_pretaxNational_perAdult,gini,1980,0.2766087055206299,2018,0.38028407096862793,,,,,EE & CA,10270060,10534598
Denmark,gini_wid_pretaxNational_perAdult,gini,1980,0.37027254700660706,2017,0.44046130776405334,,,,,W. Eur and Offshoots,5125397,5766689
Ethiopia,gini_wid_pretaxNational_perAdult,gini,1981,0.5469196438789368,2015,0.5543134808540344,,,,,SS Africa,34945472,111129440
Finland,gini_wid_pretaxNational_perAdult,gini,1980,0.3933383524417877,2017,0.4448096752166748,,,,,W. Eur and Offshoots,4779423,5515465
France,gini_wid_pretaxNational_perAdult,gini,1980,0.4293743968009949,2018,0.42462390661239624,,,,,W. Eur and Offshoots,53713836,64277812
Germany,gini_wid_pretaxNational_perAdult,gini,1981,0.39970752596855164,2017,0.4926205277442932,,,,,W. Eur and Offshoots,77786696,82896696
Greece,gini_wid_pretaxNational_perAdult,gini,1980,0.49061357975006104,2017,0.4617314040660858,,,,,W. Eur and Offshoots,9307159,10633275
Hong Kong,gini_wid_pretaxNational_perAdult,gini,1981,0.5256961584091187,2016,0.5931978225708008,,,,,East Asia,4978551,7481563
Hungary,gini_wid_pretaxNational_perAdult,gini,1980,0.24731606245040894,2018,0.4267737865447998,,,,,EE & CA,10698682,9776361
Iceland,gini_wid_pretaxNational_perAdult,gini,1980,0.41767752170562744,2016,0.39532265067100525,,,,,W. Eur and Offshoots,228276,352951
India,gini_wid_pretaxNational_perAdult,gini,1980,0.440476655960083,2013,0.6278591156005859,,,,,S & SE Asia,696828352,1369003264
Indonesia,gini_wid_pretaxNational_perAdult,gini,1985,0.5414184331893921,2017,0.5446759462356567,,,,,S & SE Asia,148177104,267066848
Ireland,gini_wid_pretaxNational_perAdult,gini,1980,0.4137057662010193,2018,0.4715125858783722,,,,,W. Eur and Offshoots,3391393,4834506
Israel,gini_wid_pretaxNational_perAdult,gini,1979,0.5934280753135681,2016,0.5936489701271057,,,,,MENA,3744612,8456487
Italy,gini_wid_pretaxNational_perAdult,gini,1981,0.401760458946228,2014,0.5038950443267822,,,,,W. Eur and Offshoots,56329480,59877432
Japan,gini_wid_pretaxNational_perAdult,gini,1981,0.46995973587036133,2018,0.5364195704460144,,,,,East Asia,117624200,126255872
Luxembourg,gini_wid_pretaxNational_perAdult,gini,1985,0.4512813091278076,2017,0.48965927958488464,,,,,W. Eur and Offshoots,363745,607920
Malaysia,gini_wid_pretaxNational_perAdult,gini,1984,0.5886042714118958,2015,0.517890989780426,,,,,S & SE Asia,13215709,32399270
Malta,gini_wid_pretaxNational_perAdult,gini,1980,0.4203856289386749,2017,0.46237021684646606,,,,,W. Eur and Offshoots,333593,491590
Montenegro,gini_wid_pretaxNational_perAdult,gini,1980,0.4046502113342285,2017,0.4965578615665436,,,,,EE & CA,589334,631459
Morocco,gini_wid_pretaxNational_perAdult,gini,1984,0.5917370319366455,2013,0.5959964990615845,,,,,MENA,19678446,35927516
Netherlands,gini_wid_pretaxNational_perAdult,gini,1980,0.36845046281814575,2017,0.41893938183784485,,,,,W. Eur and Offshoots,14130383,17286042
New Zealand,gini_wid_pretaxNational_perAdult,gini,1980,0.47439101338386536,2018,0.45947596430778503,,,,,W. Eur and Offshoots,3147166,4838528
Nigeria,gini_wid_pretaxNational_perAdult,gini,1985,0.5699764490127563,2018,0.5451492071151733,,,,,SS Africa,72951440,198387616
North Macedonia,gini_wid_pretaxNational_perAdult,gini,1980,0.38399073481559753,2017,0.45120564103126526,,,,,EE & CA,1907035,2113497
Norway,gini_wid_pretaxNational_perAdult,gini,1980,0.37714239954948425,2017,0.40304645895957947,,,,,W. Eur and Offshoots,4085778,5312321
Philippines,gini_wid_pretaxNational_perAdult,gini,1985,0.6039862632751465,2018,0.5717208385467529,,,,,S & SE Asia,48419544,108568832
Poland,gini_wid_pretaxNational_perAdult,gini,1980,0.32326892018318176,2018,0.4818611145019531,,,,,EE & CA,35521432,38521464
Portugal,gini_wid_pretaxNational_perAdult,gini,1980,0.4091736376285553,2017,0.49003931879997253,,,,,W. Eur and Offshoots,9785251,10289833
Romania,gini_wid_pretaxNational_perAdult,gini,1980,0.3455871045589447,2018,0.5415336489677429,,,,,EE & CA,22125226,19606778
Russia,gini_wid_pretaxNational_perAdult,gini,1980,0.31198176741600037,2017,0.5396757125854492,,,,,EE & CA,138257424,145652288
Rwanda,gini_wid_pretaxNational_perAdult,gini,1984,0.5076093077659607,2016,0.6360809206962585,,,,,SS Africa,5247537,12531810
Serbia,gini_wid_pretaxNational_perAdult,gini,1984,0.4409053325653076,2018,0.4955846667289734,,,,,EE & CA,7777013,7433825
Singapore,gini_wid_pretaxNational_perAdult,gini,1980,0.4538537561893463,2013,0.5370862483978271,,,,,S & SE Asia,2400734,5814543
Slovakia,gini_wid_pretaxNational_perAdult,gini,1980,0.34144502878189087,2018,0.3854459226131439,,,,,EE & CA,4973886,5446746
South Africa,gini_wid_pretaxNational_perAdult,gini,1981,0.5893378853797913,2014,0.7464855313301086,,,,,SS Africa,29463546,57339632
South Korea,gini_wid_pretaxNational_perAdult,gini,1980,0.4429727792739868,2016,0.4575570225715637,,,,,East Asia,38170500,51676900
Spain,gini_wid_pretaxNational_perAdult,gini,1981,0.459667444229126,2017,0.4587477445602417,,,,,W. Eur and Offshoots,37491664,46792044
Sri Lanka,gini_wid_pretaxNational_perAdult,gini,1985,0.5339537858963013,2016,0.5911437273025513,,,,,S & SE Asia,14943644,21580712
Sweden,gini_wid_pretaxNational_perAdult,gini,1980,0.35335054993629456,2017,0.400715708732605,,,,,W. Eur and Offshoots,8311761,10162300
Switzerland,gini_wid_pretaxNational_perAdult,gini,1980,0.40596404671669006,2017,0.42663145065307617,,,,,W. Eur and Offshoots,6319116,8514431
Taiwan,gini_wid_pretaxNational_perAdult,gini,1980,0.47224074602127075,2017,0.6085888147354126,,,,,East Asia,18100280,23726186
Thailand,gini_wid_pretaxNational_perAdult,gini,1981,0.6687993407249451,2018,0.6003707647323608,,,,,S & SE Asia,45737756,71127808
Tunisia,gini_wid_pretaxNational_perAdult,gini,1985,0.6240673065185547,2015,0.5275900363922119,,,,,MENA,6578159,11933040
United Kingdom,gini_wid_pretaxNational_perAdult,gini,1981,0.40800535678863525,2017,0.4679954946041107,,,,,W. Eur and Offshoots,56326328,66432996
United States,gini_wid_pretaxNational_perAdult,gini,1980,0.45391038060188293,2018,0.5840612053871155,,,,,W. Eur and Offshoots,223140016,332140032
Argentina,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1980,19.342071533203125,2018,20.074556350708008,income,income,urban,urban,LAC,28024808,44413592
Australia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1981,10.478995323181152,2018,11.742362022399902,income,income,national,national,W. Eur and Offshoots,14706329,24979228
Bangladesh,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1983,5.721747875213623,2016,6.145714282989502,consumption,consumption,national,national,S & SE Asia,83929768,163683952
Belgium,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,5.977400302886963,2018,9.6382417678833,income,income,national,national,W. Eur and Offshoots,9828989,11448598
Botswana,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,23.263761520385742,2015,19.667179107666016,consumption,consumption,national,national,SS Africa,938582,2451411
Brazil,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1981,24.619773864746094,2018,23.561569213867188,income,income,national,national,LAC,122288384,210166592
Canada,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1979,13.497154235839844,2018,12.249933242797852,income,income,national,national,W. Eur and Offshoots,24511512,37035260
China,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1981,8.276514053344727,2018,14.673508644104004,income,consumption,national,national,East Asia,982372480,1417069440
Colombia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1980,25.639638900756836,2018,20.434356689453125,income,income,urban,national,LAC,26176206,49276968
Costa Rica,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1981,25.056161880493164,2018,19.297147750854492,income,income,national,national,LAC,2414306,5040738
Cote d'Ivoire,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,17.382354736328125,2018,11.879744529724121,consumption,consumption,national,national,SS Africa,8303818,25493990
Ethiopia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1981,6.234340667724609,2015,12.365949630737305,consumption,consumption,rural,national,SS Africa,34945472,111129440
France,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1979,11.246700286865234,2018,10.034907341003418,income,income,national,national,W. Eur and Offshoots,53713836,64277812
India,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1977,7.143517017364502,2018,6.75021505355835,consumption,consumption,national,national,S & SE Asia,696828352,1369003264
Indonesia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1984,8.429513931274414,2018,12.357150077819824,consumption,consumption,national,national,S & SE Asia,148177104,267066848
Israel,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1979,15.195395469665527,2018,20.49445152282715,income,income,national,national,MENA,3744612,8456487
Italy,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1980,10.489429473876953,2018,15.232851028442383,income,income,national,national,W. Eur and Offshoots,56329480,59877432
Luxembourg,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,6.742944717407227,2018,14.313420295715332,income,income,national,national,W. Eur and Offshoots,363745,607920
Malaysia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1984,19.92789077758789,2018,17.02021598815918,income,income,national,national,S & SE Asia,13215709,32399270
Mexico,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1984,18.36092758178711,2018,16.032737731933594,income,income,national,national,LAC,67705184,124013864
Morocco,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1984,14.076640129089355,2013,11.682022094726562,consumption,consumption,national,national,MENA,19678446,35927516
Netherlands,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1983,6.230123996734619,2018,8.0935697555542,income,income,national,national,W. Eur and Offshoots,14130383,17286042
Nigeria,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,17.93971061706543,2018,13.318072319030762,consumption,consumption,national,national,SS Africa,72951440,198387616
Norway,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1979,5.737981796264648,2018,8.042963981628418,income,income,national,national,W. Eur and Offshoots,4085778,5312321
Panama,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1979,23.70343017578125,2018,22.315235137939453,income,income,national,national,LAC,1956989,4165258
Philippines,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,14.850781440734863,2018,11.214404106140137,consumption,consumption,national,national,S & SE Asia,48419544,108568832
Poland,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,5.807180404663086,2018,9.528853416442871,income,income,national,national,EE & CA,35521432,38521464
Rwanda,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1984,3.4272854328155518,2016,12.571409225463867,consumption,consumption,rural,national,SS Africa,5247537,12531810
Spain,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1980,13.24915885925293,2018,15.714095115661621,income,income,national,national,W. Eur and Offshoots,37491664,46792044
Sri Lanka,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,8.748486518859863,2019,9.497572898864746,consumption,consumption,national,national,S & SE Asia,14943644,21580712
Sweden,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1981,6.499270915985107,2018,10.766722679138184,income,income,national,national,W. Eur and Offshoots,8311761,10162300
Switzerland,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1982,9.234430313110352,2018,11.249615669250488,income,income,national,national,W. Eur and Offshoots,6319116,8514431
Thailand,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1981,18.26806640625,2018,11.317448616027832,consumption,consumption,national,national,S & SE Asia,45737756,71127808
Tunisia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,17.120834350585938,2021,10.819109916687012,consumption,consumption,national,national,MENA,6578159,11933040
United Kingdom,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1980,6.982577800750732,2018,12.24964427947998,income,income,national,national,W. Eur and Offshoots,56326328,66432996
United States,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1980,15.996977806091309,2018,18.248611450195312,income,income,national,national,W. Eur and Offshoots,223140016,332140032
Uruguay,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1981,19.62744140625,2018,16.908246994018555,income,income,urban,national,LAC,2953754,3427044
Afghanistan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2018,17.0,,,,,S & SE Asia,12486640,36686788
Albania,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,24.0,2018,25.0,,,,,EE & CA,2941650,2877019
Algeria,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,22.0,2018,18.0,,,,,MENA,18739378,41927008
Angola,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,28.0,2018,28.0,,,,,SS Africa,8330053,31273538
Argentina,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,31.0,2018,23.0,,,,,LAC,28024808,44413592
Armenia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,22.0,2018,18.0,,,,,EE & CA,3135123,2836563
Australia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,29.0,2018,28.0,,,,,W. Eur and Offshoots,14706329,24979228
Austria,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,17.0,,,,,W. Eur and Offshoots,7547564,8840518
Azerbaijan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,22.0,2018,16.0,,,,,EE & CA,6383063,10152524
Bahamas,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,29.0,,,,,LAC,223761,401911
Bahrain,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,23.0,2018,23.0,,,,,MENA,362600,1487346
Bangladesh,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,18.0,,,,,S & SE Asia,83929768,163683952
Belarus,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2018,16.0,,,,,EE & CA,9817256,9695573
Belgium,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2018,18.0,,,,,W. Eur and Offshoots,9828989,11448598
Belize,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,29.0,,,,,LAC,145147,382076
Benin,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,20.0,2018,20.0,,,,,SS Africa,3833947,11940688
Bhutan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,23.0,2018,21.0,,,,,S & SE Asia,415266,762104
Bolivia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,29.0,,,,,LAC,5736092,11606906
Bosnia and Herzegovina,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2018,24.0,,,,,EE & CA,4199816,3400132
Botswana,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,33.0,2018,27.000001907348633,,,,,SS Africa,938582,2451411
Brazil,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,25.0,2018,28.0,,,,,LAC,122288384,210166592
Brunei,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,18.0,,,,,S & SE Asia,187931,434283
Bulgaria,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,19.0,,,,,EE & CA,8980602,7117424
Burkina Faso,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2018,22.0,,,,,SS Africa,6932969,20392730
Burundi,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,20.0,2018,20.0,,,,,SS Africa,4312846,11493476
Cambodia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,25.0,,,,,S & SE Asia,6198963,16025242
Cameroon,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2018,27.000001907348633,,,,,SS Africa,8519894,25076752
Canada,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,18.0,,,,,W. Eur and Offshoots,24511512,37035260
Cape Verde,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,26.0,2018,24.0,,,,,SS Africa,317249,571209
Central African Republic,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,31.0,2018,27.000001907348633,,,,,SS Africa,2415284,5094795
Chad,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,22.0,2018,21.0,,,,,SS Africa,4408239,15604213
Chile,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,28.0,2018,30.000001907348633,,,,,LAC,11469825,18701452
China,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,15.000000953674316,2018,30.000001907348633,,,,,East Asia,982372480,1417069440
Colombia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,32.0,2018,29.0,,,,,LAC,26176206,49276968
Comoros,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,24.0,2018,26.0,,,,,SS Africa,328336,776322
Congo,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,24.0,2018,27.000001907348633,,,,,SS Africa,1829262,5441061
Costa Rica,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,32.0,,,,,LAC,2414306,5040738
Cote d'Ivoire,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,20.0,2018,24.0,,,,,SS Africa,8303818,25493990
Croatia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,22.0,,,,,EE & CA,4680144,4160488
Cuba,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,29.0,2018,25.0,,,,,LAC,9809115,11328243
Cyprus,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,20.0,2018,18.0,,,,,EE & CA,679336,1218834
Czechia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,17.0,,,,,EE & CA,10270060,10534598
Democratic Republic of Congo,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,23.0,2018,24.0,,,,,SS Africa,26708692,87087352
Denmark,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,18.0,,,,,W. Eur and Offshoots,5125397,5766689
Djibouti,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,23.0,2018,23.0,,,,,SS Africa,324130,1057204
Dominican Republic,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,29.0,2018,26.0,,,,,LAC,5755808,10765532
East Timor,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,23.0,2018,18.0,,,,,S & SE Asia,642230,1261850
Ecuador,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,31.0,2018,29.0,,,,,LAC,8135850,17015672
Egypt,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,20.0,2018,17.0,,,,,MENA,43748552,103740768
El Salvador,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,35.0,2018,34.0,,,,,LAC,4509000,6276340
Equatorial Guinea,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,24.0,2018,25.0,,,,,SS Africa,282517,1502102
Eritrea,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2018,20.0,,,,,SS Africa,1657983,3445380
Estonia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,23.0,2018,19.0,,,,,EE & CA,1476989,1322146
Eswatini,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,28.0,2018,26.0,,,,,SS Africa,598568,1160430
Ethiopia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,20.0,,,,,SS Africa,34945472,111129440
Finland,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,17.0,,,,,W. Eur and Offshoots,4779423,5515465
France,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2018,17.0,,,,,W. Eur and Offshoots,53713836,64277812
Gabon,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,22.0,2018,24.0,,,,,SS Africa,749079,2192013
Gambia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,25.0,2018,19.0,,,,,SS Africa,718597,2444916
Georgia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,23.0,2018,20.0,,,,,EE & CA,5145847,3772323
Germany,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,21.0,,,,,W. Eur and Offshoots,77786696,82896696
Ghana,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,23.0,2018,26.0,,,,,SS Africa,11865256,30870648
