country,year,gini_pip_disposable_perCapita,gini_widExtrapolated_pretaxNational_perAdult,gini_wid_pretaxNational_perAdult,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median_wid_pretaxNational_perAdult,p90p100Share_pip_disposable_perCapita,p90p100Share_widExtrapolated_pretaxNational_perAdult,p90p100Share_wid_pretaxNational_perAdult,p99p100Share_pip_disposable_perCapita,p99p100Share_widExtrapolated_pretaxNational_perAdult,p99p100Share_wid_pretaxNational_perAdult
Morocco,2022,,,59.59965515136719,,,20.0,,,49.43000030517578,,,15.140000343322754
Mozambique,1980,,70.90848541259766,,,24.0,,,61.970001220703125,,,24.079999923706055,
Mozambique,2018,,72.47563934326172,,,24.0,,,64.6300048828125,,,31.110000610351562,
Myanmar,1980,,61.85121536254883,,,21.0,,,51.12000274658203,,,26.489999771118164,
Myanmar,2018,,54.45093536376953,,,19.0,,,42.93000030517578,,,16.65999984741211,
Namibia,1980,,78.11256408691406,,,25.0,,,71.55000305175781,,,26.8700008392334,
Namibia,2018,,73.66168975830078,,,29.0,,,64.20000457763672,,,21.56999969482422,
Nepal,1980,,43.5152473449707,,,16.0,,,33.80999755859375,,,9.690000534057617,
Nepal,1984,,,43.5152473449707,,,16.0,,,33.80999755859375,,,9.690000534057617
Nepal,2018,,52.88262939453125,,,19.0,,,41.470001220703125,,,13.719999313354492,
Nepal,2022,,,43.5152473449707,,,16.0,,,33.80999755859375,,,9.690000534057617
Netherlands,1980,,38.767181396484375,38.767181396484375,,21.0,21.0,,28.270000457763672,28.270000457763672,,6.589999675750732,6.589999675750732
Netherlands,1983,28.366052627563477,,,6.230123996734619,,,22.61043930053711,,,4.003316772013,,
Netherlands,2017,,,43.29148483276367,,,19.0,,,31.65999984741211,,,8.649999618530273
Netherlands,2018,28.12108039855957,42.99296188354492,,8.0935697555542,19.0,,22.972570419311523,31.520000457763672,,4.87385249840586,8.720000267028809,
New Zealand,1980,,47.57275390625,47.57275390625,,27.000001907348633,27.000001907348633,,29.15999984741211,29.15999984741211,,6.190000057220459,6.190000057220459
New Zealand,2018,,46.179691314697266,46.179691314697266,,21.0,21.0,,34.68000030517578,34.68000030517578,,11.930000305175781,11.930000305175781
Nicaragua,1980,,67.57267761230469,,,30.000001907348633,,,54.959999084472656,,,18.93000030517578,
Nicaragua,2018,,65.0727767944336,,,29.0,,,53.22999954223633,,,19.619998931884766,
Niger,1980,,57.08467483520508,,,21.0,,,46.810001373291016,,,15.5,
Niger,2018,,58.74175262451172,,,19.0,,,49.189998626708984,,,16.56999969482422,
Nigeria,1980,,56.997650146484375,,,25.0,,,44.119998931884766,,,12.020000457763672,
Nigeria,1985,38.67784881591797,,56.997650146484375,17.93971061706543,,25.0,28.206932067871094,,44.119998931884766,4.29010921999973,,12.020000457763672
Nigeria,2018,35.127742767333984,54.51491928100586,54.51491928100586,13.318072319030762,22.0,22.0,26.743194580078125,42.71999740600586,42.71999740600586,5.3117313339468,11.59000015258789,11.59000015258789
North Korea,1980,,49.78861999511719,,,18.0,,,38.19000244140625,,,11.880000114440918,
North Korea,2018,,55.14176940917969,,,23.0,,,42.66999816894531,,,14.75999927520752,
North Macedonia,1980,,38.39906311035156,38.39906311035156,,16.0,16.0,,27.420000076293945,27.420000076293945,,6.930000305175781,6.930000305175781
North Macedonia,2017,,,44.06140899658203,,,25.0,,,30.89999771118164,,,8.869999885559082
North Macedonia,2018,,44.368961334228516,,,28.0,,,30.010000228881836,,,7.760000228881836,
Norway,1979,26.894760131835938,,,5.737981796264648,,,21.84733772277832,,,3.69832178552293,,
Norway,1980,,37.7142333984375,37.7142333984375,,17.0,17.0,,27.299999237060547,27.299999237060547,,7.599999904632568,7.599999904632568
Norway,2017,,,40.604217529296875,,,17.0,,,31.290000915527344,,,10.230000495910645
Norway,2018,27.560863494873047,41.553314208984375,,8.042963981628418,17.0,,22.2056827545166,32.33000183105469,,4.51854516055843,11.100000381469727,
Oman,1980,,67.1078109741211,,,31.0,,,54.87999725341797,,,19.06999969482422,
Oman,2018,,67.10780334472656,,,31.0,,,54.87999725341797,,,19.06999969482422,
Pakistan,1980,,54.53534698486328,,,19.0,,,43.939998626708984,,,15.729999542236328,
Pakistan,2018,,52.978092193603516,,,17.0,,,42.80999755859375,,,16.649999618530273,
Palestine,1980,,62.088497161865234,,,22.0,,,51.06999969482422,,,18.690000534057617,
Palestine,2018,,61.410133361816406,,,23.0,,,50.05999755859375,,,17.420000076293945,
Panama,1979,48.740142822265625,,,23.70343017578125,,,35.996524810791016,,,6.94025508256533,,
Panama,1980,,67.57266998291016,,,30.000001907348633,,,54.959999084472656,,,18.93000030517578,
Panama,2018,49.21247482299805,65.07276916503906,,22.315235137939453,29.0,,37.10797882080078,53.22999954223633,,9.532410144581627,19.619998931884766,
Papua New Guinea,1980,,62.90407180786133,,,26.0,,,50.25,,,18.059999465942383,
Papua New Guinea,2018,,59.021766662597656,,,26.0,,,46.29999923706055,,,16.399999618530273,
Paraguay,1980,,67.57266998291016,,,30.000001907348633,,,54.959999084472656,,,18.93000030517578,
Paraguay,2018,,65.0727767944336,,,29.0,,,53.22999954223633,,,19.619998931884766,
Peru,1980,,68.1778335571289,,,33.0,,,54.97999954223633,,,20.900001525878906,
Peru,1985,45.63498306274414,,,18.126697540283203,,,35.15504837036133,,,9.05546392456599,,
Peru,2018,42.365692138671875,69.44293212890625,,19.281356811523438,31.0,,31.60381317138672,58.71000289916992,,6.898490910639719,22.939998626708984,
Philippines,1980,,60.39862823486328,,,21.0,,,49.41999816894531,,,19.56999969482422,
Philippines,1985,41.03743362426758,,60.39862823486328,14.850781440734863,,21.0,32.7348518371582,,49.41999816894531,8.130488994353879,,19.56999969482422
Philippines,2018,37.81170654296875,57.172088623046875,57.172088623046875,11.214404106140137,20.0,20.0,29.81129264831543,45.400001525878906,45.400001525878906,8.60600547119623,16.619998931884766,16.619998931884766
Poland,1980,,31.129980087280273,31.129980087280273,,16.0,16.0,,22.719999313354492,22.719999313354492,,4.390000343322754,4.390000343322754
Poland,1985,25.16496467590332,,,5.807180404663086,,,20.864858627319336,,,3.0958025202272,,
Poland,2018,,48.025394439697266,48.025394439697266,,19.0,19.0,,37.599998474121094,37.599998474121094,4.82391756883477,14.589999198913574,14.589999198913574
Poland,2020,28.462860107421875,,,9.17794418334961,,,22.759654998779297,,,,,
Portugal,1980,,39.06032943725586,39.06032943725586,,15.000000953674316,15.000000953674316,,28.770000457763672,28.770000457763672,,6.119999885559082,6.119999885559082
Portugal,2017,,,48.72308349609375,,,19.0,,,37.29999923706055,,,10.90999984741211
Portugal,2018,,47.77321243286133,,,19.0,,,36.43000030517578,,,10.450000762939453,
Qatar,1980,,65.82843017578125,,,29.0,,,52.439998626708984,,,21.049999237060547,
Qatar,2018,,66.23641204833984,,,28.0,,,53.78000259399414,,,22.440000534057617,
Romania,1980,,34.558712005615234,34.558712005615234,,17.0,17.0,,24.940000534057617,24.940000534057617,,5.650000095367432,5.650000095367432
Romania,2018,,49.80320739746094,49.80320739746094,,23.0,23.0,,36.79999923706055,36.79999923706055,,11.789999961853027,11.789999961853027
Russia,1980,,31.198177337646484,31.198177337646484,,16.0,16.0,,21.68000030517578,21.68000030517578,,3.559999942779541,3.559999942779541
Russia,2017,,,53.96757888793945,,,18.0,,,45.09000015258789,,,20.0
Russia,2018,,54.645294189453125,,,18.0,,,45.97999954223633,,,20.5,
Rwanda,1980,,50.76093673706055,,,18.0,,,40.130001068115234,,,10.470000267028809,
Rwanda,1984,28.89859390258789,,50.760929107666016,3.4272854328155518,,18.0,24.584617614746094,,40.130001068115234,4.5912208381047,,10.470000267028809
Rwanda,2016,43.71004867553711,,63.60808563232422,12.571409225463867,,21.0,35.63444519042969,,53.939998626708984,10.0526191132999,,19.889999389648438
Rwanda,2018,,63.60809326171875,,,21.0,,,53.939998626708984,,,19.889999389648438,
Sao Tome and Principe,1980,,51.70484161376953,,,20.0,,,39.689998626708984,,,9.119999885559082,
Sao Tome and Principe,2018,,50.90414810180664,,,19.0,,,39.37999725341797,,,8.949999809265137,
Saudi Arabia,1980,,66.4356918334961,,,24.0,,,55.54999542236328,,,21.030000686645508,
Saudi Arabia,2018,,65.04837036132812,,,22.0,,,54.40999984741211,,,20.979999542236328,
Senegal,1980,,70.7916030883789,,,29.0,,,61.040000915527344,,,25.09000015258789,
Senegal,2018,,58.417816162109375,,,21.0,,,47.79999923706055,,,14.329999923706055,
Serbia,1980,,41.809242248535156,,,19.0,,,29.780000686645508,,,9.199999809265137,
Serbia,1984,,,44.09053039550781,,,19.0,,,32.40999984741211,,,9.359999656677246
Serbia,2018,,49.68971633911133,49.68971633911133,,26.0,26.0,,35.13999938964844,35.13999938964844,,11.350000381469727,11.350000381469727
Seychelles,1980,,62.747459411621094,,,23.0,,,52.71000289916992,,,22.310001373291016,
Seychelles,2018,,62.53550720214844,,,24.0,,,52.09000015258789,,,20.559999465942383,
Sierra Leone,1980,,74.20237731933594,,,42.0,,,59.369998931884766,,,20.780000686645508,
Sierra Leone,2018,,57.10726547241211,,,19.0,,,47.0,,,15.019999504089355,
Singapore,1980,,45.3859977722168,45.3859977722168,,17.0,17.0,,35.53000259399414,35.53000259399414,,10.639999389648438,10.639999389648438
Singapore,2018,,54.541778564453125,,,18.0,,,46.279998779296875,,,14.210000991821289,
Singapore,2022,,,42.84031677246094,,,17.0,,,32.88999938964844,,,10.270000457763672
Slovakia,1980,,34.144508361816406,34.144508361816406,,17.0,17.0,,22.90999984741211,22.90999984741211,,4.239999771118164,4.239999771118164
Slovakia,2018,,38.14890670776367,38.14890670776367,,18.0,18.0,,27.239999771118164,27.239999771118164,,7.949999809265137,7.949999809265137
Slovenia,1980,,31.095415115356445,,,15.000000953674316,,,22.779998779296875,,,4.489999771118164,
Slovenia,2018,,40.73312759399414,,,17.0,,,29.64000129699707,,,7.549999713897705,
Somalia,1980,,55.77266311645508,,,21.0,,,44.060001373291016,,,12.4399995803833,
Somalia,2018,,55.77266311645508,,,21.0,,,44.060001373291016,,,12.4399995803833,
South Africa,1980,,58.93378829956055,,,17.0,,,47.099998474121094,,,10.119999885559082,
South Africa,1981,,,58.93378829956055,,,17.0,,,47.099998474121094,,,10.119999885559082
South Africa,2018,,74.64854431152344,,,27.000001907348633,,,65.41000366210938,,,19.310001373291016,
South Africa,2022,,,74.64854431152344,,,27.000001907348633,,,65.41000366210938,,,19.310001373291016
South Korea,1980,,42.58277893066406,42.58277893066406,,17.0,17.0,,31.240001678466797,31.240001678466797,,8.130000114440918,8.130000114440918
South Korea,2016,,,47.8505744934082,,,19.0,,,36.779998779296875,,,11.640000343322754
South Korea,2018,,48.35062789916992,,,21.0,,,36.439998626708984,,,11.119999885559082,
South Sudan,1980,,62.17498779296875,,,28.0,,,49.38999938964844,,,14.200000762939453,
South Sudan,2018,,61.607666015625,,,25.0,,,50.01000213623047,,,15.530000686645508,
Spain,1980,34.48354721069336,44.2645263671875,,13.24915885925293,14.0,,26.279216766357422,36.32999801635742,,5.50879476643976,11.65999984741211,
Spain,1981,,,44.03211212158203,,,14.0,,,36.099998474121094,,,11.460000038146973
Spain,2017,,,45.11774826049805,,,18.0,,,34.75,,,12.40999984741211
Spain,2018,34.71894836425781,44.64360046386719,,15.714095115661621,18.0,,25.3392276763916,34.209999084472656,,4.80404398594437,12.210000038146973,
Sri Lanka,1980,,53.3953742980957,,,19.0,,,42.22999954223633,,,14.769999504089355,
Sri Lanka,1985,32.46785354614258,,53.3953742980957,8.748486518859863,,19.0,26.416419982910156,,42.22999954223633,5.38794376407252,,14.769999504089355
Sri Lanka,2016,,,59.11437225341797,,,19.0,,,48.97999954223633,,,20.469999313354492
Sri Lanka,2018,,59.125755310058594,,,19.0,,,48.97999954223633,,,20.469999313354492,
Sri Lanka,2019,37.66377639770508,,,9.497572898864746,,,30.841503143310547,,,7.773151134118669,,
Sudan,1980,,54.35869598388672,,,22.0,,,42.5099983215332,,,11.300000190734863,
Sudan,2018,,55.37065887451172,,,19.0,,,45.040000915527344,,,15.360000610351562,
Suriname,1980,,67.57267761230469,,,30.000001907348633,,,54.959999084472656,,,18.93000030517578,
Suriname,2018,,65.0727767944336,,,29.0,,,53.22999954223633,,,19.619998931884766,
Sweden,1980,,31.532901763916016,31.532901763916016,,16.0,16.0,,23.479999542236328,23.479999542236328,,6.3600006103515625,6.3600006103515625
Sweden,1981,22.923574447631836,,,6.499270915985107,,,18.28803062438965,,,2.55832385299901,,
Sweden,2017,,,39.830101013183594,,,18.0,,,29.940000534057617,,,9.730000495910645
Sweden,2018,29.97418975830078,39.30055236816406,,10.766722679138184,18.0,,22.909320831298828,29.249998092651367,,5.36803838744601,9.289999961853027,
Switzerland,1980,,40.73771286010742,40.73771286010742,,16.0,16.0,,31.479999542236328,31.479999542236328,,10.59000015258789,10.59000015258789
Switzerland,1982,36.00737380981445,,,9.234430313110352,,,28.561063766479492,,,8.12854712263463,,
Switzerland,2017,,,41.95077896118164,,,18.0,,,31.400001525878906,,,10.3100004196167
Switzerland,2018,33.141048431396484,41.11210250854492,,11.249615669250488,18.0,,25.78742218017578,30.720001220703125,,6.21166901482186,10.130000114440918,
Syria,1980,,63.58736801147461,,,21.0,,,53.46000289916992,,,22.110000610351562,
Syria,2018,,65.14219665527344,,,24.0,,,54.25,,,20.65999984741211,
Taiwan,1980,,47.22407150268555,47.22407150268555,,28.0,28.0,,34.92000198364258,34.92000198364258,,9.960000038146973,9.960000038146973
Taiwan,1981,29.969484329223633,,,,,,24.286678314208984,,,4.3963355316876,,
Taiwan,2017,,,60.85888671875,,,31.0,,,48.12000274658203,,,19.329999923706055
Taiwan,2018,31.63367462158203,60.858882904052734,,,31.0,,25.342676162719727,48.12000274658203,,5.43249060635127,19.329999923706055,
Tajikistan,1980,,49.60994338989258,,,19.0,,,38.119998931884766,,,12.0600004196167,
Tajikistan,2018,,54.52340316772461,,,21.0,,,42.22999954223633,,,14.529999732971191,
Tanzania,1980,,54.570518493652344,,,20.0,,,43.130001068115234,,,11.550000190734863,
Tanzania,2018,,61.25267791748047,,,20.0,,,51.37000274658203,,,18.149999618530273,
Thailand,1980,,66.87992858886719,,,27.000001907348633,,,55.970001220703125,,,22.989999771118164,
Thailand,1981,45.21682357788086,,66.87994384765625,18.26806640625,,27.000001907348633,35.507808685302734,,55.970001220703125,8.752504325722919,,22.989999771118164
Thailand,2018,36.412174224853516,62.33319091796875,62.33319091796875,11.317448616027832,30.000001907348633,30.000001907348633,28.148820877075195,50.480003356933594,50.480003356933594,5.594042488645759,17.350000381469727,17.350000381469727
Togo,1980,,60.98290252685547,,,22.0,,,49.59000015258789,,,14.059999465942383,
Togo,2018,,61.066383361816406,,,23.0,,,50.029998779296875,,,14.839999198913574,
Trinidad and Tobago,1980,,67.57267761230469,,,30.000001907348633,,,54.959999084472656,,,18.93000030517578,
Trinidad and Tobago,2018,,65.07278442382812,,,29.0,,,53.22999954223633,,,19.619998931884766,
Tunisia,1980,,62.40672302246094,,,25.0,,,51.54999923706055,,,18.079999923706055,
Tunisia,1985,43.43376922607422,,62.40671920776367,17.120834350585938,,25.0,34.08427047729492,,51.54999923706055,9.09479592025972,,18.079999923706055
Tunisia,2015,,,52.759002685546875,,,20.0,,,41.37000274658203,,,10.90999984741211
Tunisia,2018,,52.759002685546875,,,20.0,,,41.37000274658203,,,10.90999984741211,
Tunisia,2021,33.716426849365234,,,10.819109916687012,,,26.984542846679688,,,7.066894336600241,,
Turkey,1980,,67.87298583984375,,,21.0,,,59.68000411987305,,,27.919998168945312,
Turkey,2018,,61.36750411987305,,,19.0,,,53.20000076293945,,,20.3799991607666,
Turkmenistan,1980,,59.7139778137207,,,22.0,,,47.9900016784668,,,18.399999618530273,
Turkmenistan,2018,,61.258453369140625,,,24.0,,,48.88999938964844,,,19.5,
Uganda,1980,,62.18415451049805,,,25.0,,,50.470001220703125,,,16.5,
Uganda,2018,,62.56465148925781,,,22.0,,,52.56999588012695,,,18.53999900817871,
Ukraine,1980,,50.441139221191406,,,19.0,,,38.26000213623047,,,13.600000381469727,
Ukraine,2018,,42.63803482055664,,,16.0,,,32.86000061035156,,,9.619999885559082,
United Arab Emirates,1980,,65.68020629882812,,,24.0,,,54.189998626708984,,,19.040000915527344,
United Arab Emirates,2018,,59.44057846069336,,,32.0,,,47.78000259399414,,,15.309999465942383,
United Kingdom,1980,28.47789192199707,40.80052947998047,,6.982577800750732,19.0,,22.878076553344727,28.479999542236328,,4.1218327482054,6.78000020980835,
United Kingdom,1981,,,40.80052185058594,,,19.0,,,28.479999542236328,,,6.78000020980835
United Kingdom,2017,,,46.81171417236328,,,18.0,,,36.119998931884766,,,13.390000343322754
United Kingdom,2018,33.69105911254883,46.85636901855469,,12.24964427947998,19.0,,25.824665069580078,36.05999755859375,,5.25463686444136,13.019999504089355,
United States,1980,34.71839904785156,45.395713806152344,45.395713806152344,15.996977806091309,24.0,24.0,25.249523162841797,33.84000015258789,33.84000015258789,4.60858365701268,10.420000076293945,10.420000076293945
United States,2018,41.40784454345703,58.364383697509766,58.364383697509766,18.248611450195312,28.0,28.0,30.7496280670166,45.80999755859375,45.80999755859375,7.19488271020322,19.239999771118164,19.239999771118164
Uruguay,1980,,60.37610626220703,,,22.0,,,49.73999786376953,,,17.229999542236328,
Uruguay,1981,43.64543151855469,,,19.62744140625,,,33.31595230102539,,,8.12068755802369,,
Uruguay,2018,39.68724060058594,54.998416900634766,,16.908246994018555,21.0,,29.67904281616211,44.130001068115234,,6.210477514336779,14.09000015258789,
Uzbekistan,1980,,61.06439208984375,,,27.000001907348633,,,48.29999923706055,,,17.440000534057617,
Uzbekistan,2018,,56.9814453125,,,20.0,,,45.529998779296875,,,16.649999618530273,
Venezuela,1980,,67.57266998291016,,,30.000001907348633,,,54.959999084472656,,,18.93000030517578,
Venezuela,2018,,65.0727767944336,,,29.0,,,53.22999954223633,,,19.619998931884766,
Vietnam,1980,,57.889347076416016,,,21.0,,,45.81999969482422,,,16.420000076293945,
Vietnam,2018,,56.1584358215332,,,22.0,,,43.75,,,15.739999771118164,
Yemen,1980,,66.24229431152344,,,26.0,,,55.11000061035156,,,21.729999542236328,
Yemen,2018,,68.257080078125,,,25.0,,,58.15999984741211,,,24.200000762939453,
Zambia,1980,,72.07029724121094,,,36.0,,,58.810001373291016,,,18.8700008392334,
Zambia,2018,,72.22169494628906,,,30.000001907348633,,,61.73999786376953,,,23.170000076293945,
Zimbabwe,1980,,62.444339752197266,,,24.0,,,51.33000183105469,,,17.40999984741211,
Zimbabwe,2018,,66.05171203613281,,,23.0,,,55.769996643066406,,,19.280000686645508,
