country,year,p0p100_gini,p0p10_share,p0p40_share,p0p50_share,p10p20_share,p20p30_share,p30p40_share,p40p50_share,p50p60_share,p50p90_share,p60p70_share,p70p80_share,p80p90_share,p90p100_share,p99_999p100_share,p99_99p100_share,p99_9p100_share,p99p100_share,p0p10_threshold,p10p20_threshold,p20p30_threshold,p30p40_threshold,p40p50_threshold,p50p60_threshold,p60p70_threshold,p70p80_threshold,p80p90_threshold,p90p100_threshold,p99_999p100_threshold,p99_99p100_threshold,p99_9p100_threshold,p99p100_threshold,p0p100_average,p0p10_average,p10p20_average,p20p30_average,p30p40_average,p40p50_average,p50p60_average,p60p70_average,p70p80_average,p80p90_average,p90p100_average,p99_999p100_average,p99_99p100_average,p99_9p100_average,p99p100_average,age,pop
BW,1985,.704636897089323,.0012,.0454,.0793,.0098,.0159,.021,.0313,.0442,.3137,.0576,.0784,.1335,.607,.0067,.0214,.0684,.218,0,547.6092947320008,1615.450588127929,1939.922245231024,2894.219583097711,4163.862812711468,5729.375184863374,7092.240642523743,10927.57590241833,21619.9521023506,3779015.767995534,1205243.104860972,384388.7073758195,122593.2503514948,11230.18374668928,136.9076047972109,1095.218589464002,1789.621734795573,2361.397408155565,3519.693625751717,4963.127761809952,6465.013269951797,8802.941406555179,14995.4491832368,68172.55138020238,7546653.375424196,2406857.429401058,767620.0691346007,244817.3930685779,992,j
BW,1993,.7703259199350611,.0008,.0356,.0615,.0067,.0126,.0174,.0239,.0321,.2448,.0429,.0627,.107,.6938,.0391,.082,.172,.3608,0,695.58611491476,2051.987488781278,3124.962025189971,4110.270065701668,5752.189598253435,7529.559148080272,10427.72900460756,15967.89242953132,32003.34087204544,25838676.81943898,5420106.376860797,1136960.410562793,238496.9978301709,20642.1221195612,173.89652872869,1391.193354286362,2604.899022180784,3581.968524523848,4936.510946188214,6632.868204023489,8864.857189560984,12934.92741389109,22092.97093997121,143207.1924456279,80690715.73701008,16926263.76677131,3550574.666480626,744794.0584177327,992,j
BW,2002,.7813728291887681,.0007,.0281,.0488,.0054,.0098,.0139,.0191,.0266,.2554,.0399,.0646,.1244,.6958,.0101,.0306,.0924,.2788,0,498.2836880044144,1469.924204938917,2176.495037411854,2986.470086129561,4120.283058245082,5850.798562794923,9164.465360960279,15517.64575638709,35281.94107185199,8979028.963947589,2709058.649002247,817348.8149965721,246601.9449337312,18501.98227237555,124.5709220011036,996.5673760088288,1808.190132360262,2570.423908613581,3527.044936732959,4922.843422611019,7383.124413247026,11943.83127220451,23011.27220337802,128731.9963855118,18778727.33851176,5665721.175926271,1709402.074673662,515742.924838123,992,j
BW,2009,.758245138872184,.0009,.0355,.0612,.0068,.0125,.0173,.0238,.033,.2655,.0461,.0672,.1192,.6733,.0141,.0388,.1068,.294,0,664.4697899855373,1960.201723799967,2849.56248133235,3922.28352425893,5385.807018774523,7489.655049104507,10537.70292693039,16401.13391491722,33520.60498476873,12028536.96423044,3311243.611720937,911526.8613419434,250927.2408456342,19483.08654597556,166.122728610595,1328.939579971075,2437.001839195407,3366.22444678987,4634.790329104652,6430.305787359323,8975.464845589097,13091.33289235407,23229.95258061312,131170.645932341,27456746.45997517,7558356.789253075,2080682.10597806,572774.98691539,992,j
BW,2015,.700338336847757,.0012,.0482,.0812,.0097,.0168,.023,.0305,.0413,.3262,.0573,.0847,.1428,.5926,.0097,.0278,.0795,.2274,0,1127.285514951143,3325.496493997241,4551.095231094075,6036.102298218643,8182.241491147611,11203.18669084438,15680.78993658287,24475.80967182206,46514.78650010345,10241658.87388959,2929703.178234583,838063.4996253878,239734.3417652722,23244.82419823035,281.8213787377858,2254.571029902286,3916.558796454572,5339.60783165965,7082.269898894013,9608.776061731725,13318.27293221465,19681.78318703752,33205.21684410797,137759.3006481928,22579513.40136899,6459038.745445275,1847656.384719049,528535.9381509452,992,j
BY,1993,.391897503191696,.0048,.1655,.2512,.0385,.0623,.0671,.0785,.0875,.442,.0993,.1147,.1405,.3068,.0036,.0099,.029,.0895,0,2298.196360614258,6779.818827068938,7379.284063376908,8215.021683976078,9545.962578391964,10463.96042451573,12159.07932334988,14088.66449373916,18753.52530687138,2745633.535092227,465030.8470241511,150072.5343130382,49020.52672998144,11941.85321882086,574.5080421368356,4596.392721228515,7436.422902663453,8014.543170272425,9374.546060532332,10446.88444955653,11859.9213774301,13698.37995068135,16777.9663577458,36638.96715596126,4277171.161499945,1178563.924443692,346478.2637968541,106863.257407392,992,j
BY,1995,.462228851696953,.0036,.1325,.206,.0284,.049,.0576,.0675,.0788,.4382,.0936,.1228,.143,.3558,.0052,.0149,.0443,.1277,0,1401.707675256406,4135.177205263277,5219.501615172297,5843.26727738374,7023.808238505159,8040.321324778137,10229.00157675985,12558.23023802111,15156.24131282281,3383345.507275394,606270.1765212769,188406.1277916328,50385.45538224882,9865.15195647542,350.3858707973727,2803.415350512812,4834.142834121953,5677.76167393306,6657.003161016251,7774.001792241427,9236.132148122684,12118.52388282178,14103.27758769463,35097.03945555913,5126763.308705432,1466624.128560664,437052.3546297073,126022.1729274774,992,j
BY,1999,.493493119830425,.0031,.1158,.1843,.0249,.0416,.0517,.0629,.0762,.4377,.0933,.1161,.1522,.3779,.0044,.0128,.0395,.1227,0,1576.900610655093,4652.053831912822,5767.082158335013,7053.855386750671,8510.895788557551,10377.43120525133,12742.78212123397,16175.38147216644,22507.77691689103,3738273.75160398,687353.9658864224,230086.7765542971,69527.13073530809,12649.68521929297,394.2251526637731,3153.965413377101,5266.460546310089,6544.2032110454,7959.374635788867,9641.193977202871,11796.05066340002,14680.74108703594,19251.35565375874,47808.62508407919,5610492.184117838,1615772.918305237,499522.0177527926,155260.5110513627,992,j
BY,2000,.48963259606608,.0032,.1191,.1884,.0258,.0429,.0529,.0636,.076,.4337,.0927,.1153,.1498,.3779,.0044,.013,.0408,.1257,0,1712.359065860263,5051.533130717886,6189.712538575144,7511.787061377601,8966.528774247669,10799.89739342455,13345.0386226795,16662.5393347043,23184.74080878304,3948023.370366007,747281.1148533234,249738.2682751285,73097.32303831563,13271.97315290217,428.0487184483367,3424.718131720525,5699.599218832802,7015.927019293222,8436.516782244895,10088.61735954722,12300.448692964,15296.78972210236,19879.06192557615,50149.18299795761,5898268.335959046,1729913.824886585,541496.5703152353,166867.4124536762,992,j
BY,2001,.47506809981023,.0035,.1263,.1982,.0277,.0459,.0553,.0659,.0778,.434,.0933,.1144,.1484,.3678,.004,.0123,.0399,.1217,0,1909.061162024861,5631.459511062929,6772.101799923917,8096.310819596274,9590.787012659857,11381.62988650566,13717.91880664428,17222.27009081875,23681.421811202,3713490.108447575,764504.6984806774,256699.0267599382,71535.36390574984,13786.87947474873,477.306338522944,3817.958131982806,6325.991954114891,7621.795746210891,9086.553175162795,10729.95157291861,12862.97071421602,15777.05151782978,20465.55598859781,50703.49541586386,5465057.911503091,1693566.298649398,550706.1033485177,167800.6801620231,992,j
BY,2002,.473082819097392,.0035,.1276,.1997,.0279,.0463,.0559,.0661,.0784,.4328,.0935,.1138,.1472,.3674,.0041,.0127,.0412,.1229,0,2003.635792568106,5910.914408952867,7147.116480758592,8471.161308364035,10033.94140126441,11909.1789975047,14269.43995941297,17803.51000769912,24648.51308533346,3990237.150769945,825197.6392476717,271709.4655173402,73227.85573151334,14352.19276113831,500.9499961587555,4007.435777203128,6640.091378123969,8029.320456294808,9488.495354971588,11249.4552726388,13413.50671458321,16336.12550567657,21121.83168005849,52734.222899473,5858620.877560995,1828331.042371851,591281.2469246408,176352.9523514434,992,j
BY,2003,.460446891397023,.0036,.1317,.2053,.0289,.048,.0573,.0675,.0798,.442,.0951,.1165,.1506,.3527,.0037,.011,.0351,.1091,0,2216.264519223494,6538.128104569532,7850.515295423984,9205.92080781026,10939.95322650335,12897.45104826824,15575.2594675908,19424.57828435444,26542.63276926902,3777589.049450662,738134.1389975357,250344.1370020462,73993.31914747274,15319.44822733668,554.1482258393313,4432.693230513904,7358.431670878658,8774.259863889783,10333.42773131802,12225.41291838368,14563.01537505763,17850.46893883691,23070.46313020996,54031.50442017124,5638356.891409908,1683991.109883095,537425.7564002029,167119.2830843244,992,j
BY,2004,.447870232865597,.0038,.137,.2128,.0306,.0499,.059,.0695,.0813,.4443,.0968,.1168,.1494,.3428,.0037,.0105,.0325,.103,0,2609.832903619606,7698.801825594193,8953.393408894439,10557.38571059057,12393.87397903884,14583.21099928821,17398.11979448511,21463.18698717552,29100.08840354262,4126303.937583036,750305.0401497036,255106.6920949931,80541.95554432485,17036.56886313748,652.4992739216303,5219.501615172297,8493.327237397609,10058.73440336863,11838.08383253035,13846.31700297209,16497.03373125362,19900.73527840898,25453.87517355328,58406.07365899711,6266643.746375932,1789215.237886471,553314.7869076689,175483.8837412604,992,j
BY,2005,.450806502701457,.0037,.135,.2109,.0296,.0489,.0592,.0695,.0812,.4451,.0967,.1179,.1493,.344,.0034,.0099,.0314,.1033,0,2737.081755479008,8074.637466763447,9606.877835217561,11556.3302457036,13428.44819267251,15768.51353035018,19072.87887702175,23379.30840807774,31528.16068908693,4172822.013021161,780969.3863747488,276714.0397169203,90714.96762626656,18487.04158226775,684.3525349032097,5474.327703024931,9032.205601013811,10951.61086325434,12846.55150752448,15011.09552566964,17882.48639188541,21788.61566380176,27604.95544221138,63594.54297352241,6309750.074855623,1823482.943212041,579799.4598773168,191031.7231336763,992,j
BY,2006,.450378093058799,.0037,.1352,.2109,.0298,.0491,.059,.0694,.0818,.4446,.0972,.1165,.149,.3445,.0033,.01,.0331,.1048,0,3007.177705554771,8871.461567503677,10618.13677534925,12534.91496451913,14754.95590128168,17423.24118072315,20802.97068610887,25225.64820054093,34567.68423182403,4443811.988901278,913970.7072985304,318661.336396255,94942.25658106936,20216.80500722104,751.8354744054216,6014.519603176457,9926.395597434848,11932.00169480594,14021.01736217003,16541.20139725385,19655.1039463036,23562.38256268837,30116.6014898156,69646.33417588864,6591414.833774176,2027259.090387621,668410.9629343308,211950.7776110944,992,j
BY,2007,.475555853821991,.0035,.1267,.1985,.028,.0461,.0551,.0658,.0776,.4325,.0928,.1136,.1485,.3691,.0044,.0133,.0418,.1233,0,3032.463283859736,8945.676381749418,10627.33153109651,12676.44852620017,15055.5915758037,17797.10651708942,21452.84288695985,26811.74356694329,37346.96334850029,6417468.772931644,1261346.609125211,407638.4951862894,110728.9954308471,21657.42620233639,758.0747729482051,6064.762375652556,9977.623522312439,11934.46457580967,14246.45307004482,16808.67027425897,20099.24348730965,24596.46420012129,32157.67307364041,79930.83267126589,9522591.315395167,2878741.580859504,904930.2920941708,267083.5182240669,992,j
BY,2008,.469043926841589,.0036,.1288,.201,.0286,.0467,.0559,.0662,.079,.4359,.095,.1151,.1468,.3631,.0047,.0136,.0413,.1212,0,3413.717263237196,10070.39204011962,11865.01133150447,14029.39115758271,16735.76899654855,19983.32388806741,24122.60589500357,29553.91527649667,40290.59872415881,7393387.340964602,1368827.228704205,434676.3312293752,119746.0953617047,23842.49422884596,853.4703638260278,6827.434526474392,11141.25270054158,13329.44037632255,15775.40959716062,18840.54710233652,22660.63973118922,27433.21054021792,34993.76264546938,86569.2821287207,11104572.68536889,3236132.049423553,985207.570026628,288881.0002594821,992,j
BY,2009,.460031446780576,.0037,.134,.2083,.0297,.0488,.0579,.0681,.0796,.4336,.0939,.1138,.1462,.3581,.0041,.0124,.0389,.1169,0,3444.256987683452,10160.53348485615,11965.33268438976,14105.90466076527,16574.53238683767,19323.92854733533,23140.73733484973,28356.7909166168,39191.66122029432,6426462.393396933,1247593.88160038,408828.559287292,114272.5886190144,23161.26134321415,861.0231989041342,6888.513975366905,11310.86310566514,13411.04383357948,15780.99212743575,18444.35164486976,21743.29865333312,26363.99180046511,33863.9570330248,82943.7570991627,9593736.394757858,2869228.620886562,901718.5310732394,270700.8336502791,992,j
BY,2010,.457134506967773,.0036,.1326,.2073,.0291,.0481,.058,.0685,.0803,.4412,.0959,.1166,.1485,.3514,.0032,.0093,.0306,.1027,0,3619.449923082139,10677.57430357261,12813.87728620832,15212.39499970786,17771.16417051679,21016.58456516575,25501.16248882491,31027.539077062,42847.39759016476,5238975.286884659,1019679.366091374,371263.3846818612,123619.0578361042,24880.18809175102,904.8624807705347,7238.899846164278,11979.45320214448,14426.57176745096,17038.21078380664,19976.26362919004,23864.66015787954,28998.12512998818,36936.31898914497,87437.85816270295,7886847.715991015,2325684.903881026,760405.8077222025,255635.3905504605,992,j
BY,2011,.485565404701635,.0034,.1223,.1918,.0269,.0444,.0534,.0637,.0766,.4313,.0925,.1143,.148,.377,.0057,.0158,.0453,.1295,0,3513.546039921734,10365.11680023268,12387.96306462989,14763.32969669436,17698.59127694021,21167.14869052713,26001.29152464909,32553.54014697334,44793.07358311174,9838699.79353502,1644959.535928044,498178.2698771574,138670.0520340343,26106.37444747491,878.4275579971621,7027.256271910382,11579.15294300484,13952.54927026633,16622.47647037695,19986.27934527188,24135.90545242371,29833.53436645353,38632.75142451445,98415.24718046299,14992905.50753642,4130512.837026345,1182749.180229364,338093.6317077545,992,j
BY,2012,.46326218272738,.0037,.1323,.2061,.0294,.048,.0573,.0677,.0794,.434,.0942,.1139,.1466,.3599,.0046,.0134,.0407,.1206,0,3880.186925343726,11446.81413707106,13434.03072294763,15882.62701685636,18762.39167848481,21948.21035284349,26349.54289857656,32304.78916559657,44287.03363287861,8102227.480727569,1482899.503001582,474657.9204835993,133229.8762809277,26403.89047272554,970.0467313359316,7760.538042754368,12679.40398340465,15136.53826479297,17871.15713926825,20969.46144196104,24872.79944873983,30064.88098873726,38696.12956234377,95017.45654771659,12234921.93774702,3535280.800587587,1073832.536833129,318350.5208135843,992,j
BY,2013,.428979148901025,.0041,.1474,.227,.033,.0538,.0633,.0728,.0837,.4404,.0976,.1155,.1436,.3326,.0031,.0102,.0347,.1055,0,4317.758783673154,12737.52797509268,14757.91135848616,17135.0841032867,19628.66902353023,22708.74800679542,26680.55410547792,31815.49680618881,42426.40913059378,5530100.135930606,1255952.899727041,427343.0209447346,115383.0195675629,26159.90106128932,1079.39864790156,8635.681759413223,14068.14048537474,16548.59004026504,19038.07015883569,21898.1317724343,25542.37469762066,30207.07131868597,37570.26455950517,87011.28717285684,8027090.235449897,2664524.29595671,907045.7426843081,275876.495983585,992,j
BY,2014,.441100584641649,.0039,.1426,.2204,.0316,.0519,.0618,.0711,.0819,.4356,.0963,.114,.1434,.344,.0031,.0099,.0339,.1086,0,4243.379777360497,12518.00318162685,14721.29652756403,17283.34953971127,19733.75194635606,22951.91645789707,27164.92070287822,32487.86332020719,44106.09397513788,5600082.078691269,1244337.952913449,443042.5738069803,129266.4439776579,26865.2701807577,1060.844944340124,8486.759554720995,13936.13006357479,16608.19176055532,19111.62820481377,21999.602469788,25880.77454753321,30623.95497658406,38530.45976682618,92414.02713470667,8207957.48448911,2653670.543565338,911550.8446163317,291739.9125286123,992,j
BY,2015,.425681873957011,.0041,.1476,.2272,.0331,.0539,.0631,.0729,.0841,.4461,.0983,.117,.1467,.3267,.0026,.0077,.0263,.0926,0,4168.67238691401,12297.82161989335,14242.84084457268,16408.0416309855,19020.33741560884,22012.24525894048,25814.93352870015,31327.02540711562,42054.51409903049,4270395.94005075,874998.8992558357,335627.3026706189,116738.4250799492,25171.46481845887,1042.127048711774,8337.508965894933,13579.1765101008,15875.23837384516,18345.67221265363,21172.89541286917,24744.56544447894,29458.51968561885,36920.72074278801,82238.2237876274,6423040.302338284,1941320.634179988,662652.4187634754,233136.1516210491,992,j
BY,2016,.428560703864211,.0042,.148,.227,.0333,.0541,.0631,.0723,.0832,.4413,.0968,.1152,.1461,.3316,.0029,.0088,.0294,.0979,0,4048.155409798137,11941.85321882086,13709.70920329851,15805.94932160688,18145.68627515073,20908.71037720236,24564.77513120662,29918.09328091494,40111.9577553549,4693259.144641765,955387.3352175948,348653.8086834826,112261.728375502,24296.64948593385,1012.079900466263,8096.146627529358,13143.57495657436,15327.65783068245,17574.79045848603,20223.8652660984,23513.78171088142,27997.86705833983,35497.01133056495,80579.39133558156,7043347.422852221,2135598.434476581,713195.6627220298,237942.8743799962,992,j
BY,2017,.435913184687774,.004,.144,.2221,.0322,.0524,.062,.0716,.0825,.4414,.097,.1155,.1464,.3365,.0033,.0101,.0328,.104,0,4077.709981842902,12029.03920635291,13949.59381306185,16242.20764340099,18804.09646348131,21698.96679526597,25708.70126140592,31334.57824219372,42373.2109009132,5620341.245251755,1130133.17561807,391914.4777060733,117071.2423995866,25348.1354824598,1019.468543477454,8155.255771618887,13271.15219256759,15721.06202301164,18140.59632107635,20911.83002647375,24584.64237130338,29275.77391514206,37111.67611661057,85289.24077504859,8423990.733651988,2554454.695866595,832329.1574820733,263534.3425056245,992,j
BY,2018,.43202969703678,.0041,.1471,.2258,.0332,.0538,.0626,.0721,.0822,.4387,.0962,.115,.1454,.3355,.003,.009,.0303,.102,0,4384.256570773873,12933.73749505653,14855.60563830079,17152.32427031281,19486.97126978228,22448.6677728015,26696.15235183488,32340.74722825104,43663.92473893483,5234430.450472442,1069620.681932616,393773.460287689,127200.415199662,26424.08609695613,1096.146238726926,8768.677333614663,14212.13692805951,16548.26165613121,19038.72692710335,21715.05761782368,25410.03589168688,30380.12975721475,38419.4659295914,88651.56592134126,7862876.166797573,2386744.813917576,801080.2874988094,269603.045490883,992,j
CA,1920,.565462402372951,.0027,.0942,.1476,.0219,.0344,.0395,.049,.0613,.4006,.0754,.0981,.1658,.4519,.01,.0228,.0531,.1349,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1921,.651883273408632,.0022,.0763,.1167,.018,.0281,.0313,.037,.0432,.3144,.0493,.0657,.1561,.569,.0054,.0184,.0571,.1654,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1922,.583855873102998,.0026,.0906,.1411,.0212,.0331,.0378,.0464,.0573,.3823,.0695,.0911,.1644,.4766,.0062,.0176,.0494,.1414,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1923,.539435386560072,.0029,.0999,.1572,.0232,.0364,.0421,.0527,.0667,.4271,.0829,.1075,.17,.4157,.0062,.0165,.0457,.1331,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1924,.544830617352879,.0029,.0988,.1553,.0229,.036,.0416,.0519,.0655,.4217,.0813,.1055,.1694,.423,.0066,.0175,.0477,.1348,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1925,.534081367886998,.0029,.1006,.1587,.0233,.0366,.0425,.0534,.0681,.4314,.085,.1096,.1688,.4099,.0043,.014,.042,.1217,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1926,.539079238288114,.0029,.0998,.1572,.0231,.0363,.0421,.0527,.0669,.4271,.0832,.1077,.1693,.4157,.0059,.0169,.0468,.1298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1927,.545560572036877,.0029,.0987,.155,.0229,.0359,.0415,.0518,.0654,.4211,.081,.1053,.1694,.4239,.0069,.0186,.0501,.1364,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1928,.552487472443019,.0028,.0974,.1527,.0226,.0355,.0409,.0509,.0638,.4146,.0788,.1026,.1694,.4327,.0069,.0188,.0517,.1422,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1929,.557095302215309,.0028,.0965,.1512,.0225,.0352,.0405,.0502,.0628,.4102,.0773,.1009,.1693,.4387,.0064,.0183,.052,.1452,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1930,.568055869634868,.0027,.0943,.1473,.022,.0345,.0394,.0487,.0604,.3993,.0739,.0968,.1682,.4534,.0069,.0198,.0555,.1499,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1931,.60284329192028,.0025,.087,.1346,.0204,.0318,.0361,.0438,.0532,.364,.0635,.0838,.1634,.5014,.0061,.0185,.0544,.155,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1932,.639816916262383,.0023,.079,.1212,.0186,.0291,.0325,.0387,.0456,.3269,.0527,.0701,.1584,.5519,.007,.0207,.059,.1661,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1933,.655455875019936,.0022,.0756,.1155,.0178,.0279,.031,.0365,.0425,.3111,.0482,.0643,.1561,.5734,.0056,.0187,.0581,.1696,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1934,.636311019020042,.0023,.0798,.1225,.0188,.0293,.0329,.0392,.0463,.3304,.0537,.0714,.1588,.5472,.0066,.0199,.0578,.1644,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1935,.6249102383665,.0024,.0822,.1265,.0193,.0302,.0339,.0407,.0487,.3416,.0571,.0757,.1601,.5318000000000001,.0059,.0186,.0553,.1591,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1936,.628198889601833,.0024,.0816,.1255,.0192,.03,.0337,.0403,.048,.3386,.0561,.0745,.1601,.5359,.0069,.0207,.0591,.1638,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1937,.600088229899598,.0026,.0874,.1355,.0205,.032,.0363,.0442,.0538,.3664,.0645,.0849,.1633,.498,.0044,.0165,.0533,.1515,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1938,.641821117045652,.0023,.0789,.1208,.0186,.029,.0324,.0384,.0451,.3255,.0519,.0692,.1593,.5537,.0069,.0203,.0596,.1728,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1939,.615683025854889,.0025,.0842,.1299,.0198,.0309,.0348,.042,.0505,.351,.0598,.0791,.1616,.519,.0055,.018,.0551,.1578,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1940,.576598276104761,.0027,.0921,.1437,.0215,.0336,.0385,.0474,.0588,.3894,.0717,.0937,.1652,.4669,.0069,.0166,.0444,.1369,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1941,.544447456044001,.0029,.0984,.1549,.0228,.0358,.0415,.052,.0658,.421,.0818,.1058,.1676,.4241,.0044,.0137,.0411,.1229,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1942,.502550529947694,.0031,.1069,.1698,.0247,.0387,.0454,.0578,.0746,.4622,.0942,.1205,.1729,.368,.0036,.0113,.034,.1037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1943,.500641891350483,.0031,.1076,.1705,.0249,.039,.0456,.0579,.0746,.4642,.094,.1205,.1751,.3653,.0029,.0097,.031,.0982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1944,.486550752077282,.0032,.1103,.1754,.0254,.0399,.0469,.0599,.0777,.4778,.0985,.1256,.176,.3468,.0025,.0086,.028,.0914,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1945,.485506947525403,.0032,.1103,.1756,.0254,.0399,.047,.0602,.0783,.4787,.0993,.1264,.1747,.3457,.0023,.0082,.0276,.0923,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1946,.488803990850178,.0032,.1095,.1744,.0252,.0396,.0467,.0598,.0779,.4755,.0989,.1257,.1729,.3501,.0023,.0084,.0288,.0979,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1947,.49167040207791,.0031,.1089,.1734,.0251,.0393,.0464,.0595,.0773,.4727,.0982,.1249,.1723,.3539,.0024,.0086,.0295,.1004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1948,.48102331847296,.0032,.111,.1772,.0256,.0401,.0474,.0609,.0796,.4831,.1013,.1285,.1737,.3398,.0017,.0075,.0279,.0946,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1949,.492411837699285,.0031,.109,.1733,.0252,.0394,.0464,.0592,.0767,.4721,.0971,.124,.1743,.3546,.0017,.0072,.0277,.0973,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,j
CA,1950,.492707327692679,.0031,.1089,.1732,.0251,.0394,.0463,.0592,.0767,.4719,.0971,.124,.1741,.3549,.0018,.0077,.0291,.0992,0,2491.499900996681,7349.833041277182,7952.416350666004,9882.499607304713,12871.49948853252,16473.66601206193,20773.49917453523,27280.33224931023,41263.91502698585,2712975.558862694,800665.7181844001,290790.5717783532,86758.91321917689,19820.58254573408,622.833308584159,4982.916468663339,7811.666356258907,9185.24963501094,11731.08286718194,15206.24939575788,19255.3325681951,24568.83235705556,34503.415295624,70338.08053834888,3552279.442178418,1530409.772520308,576962.7270735591,196582.0755218628,992,j
CA,1951,.478523391659475,.0032,.1117,.1781,.0257,.0403,.0477,.0612,.0798,.4856,.1015,.1289,.1754,.3362,.0015,.0068,.0266,.0912,0,2651.999894618983,7823.499689122026,8477.332996474355,10583.99957942961,13869.58278220558,17858.749290357,22557.66577030548,29229.58217185399,41998.66499778951,2358870.156266913,763597.0529907099,277207.3223181031,85308.16327682452,20610.49918101227,662.9999736547458,5304.083122567988,8312.999669671042,9821.082943078525,12611.99949884412,16451.33267961605,20921.91583530435,26567.91561095246,36149.58189687788,69301.58057953569,3009992.630393628,1399229.027732962,547422.5615807131,187983.6591968665,992,j
CA,1952,.479537702416039,.0032,.1116,.1778,.0257,.0403,.0476,.061,.0794,.4846,.1009,.1283,.1761,.3375,.0018,.0071,.0257,.0896,0,2786.249889284367,8219.583006716421,8900.582979655912,11097.66622568499,14517.74942311642,18662.74925840891,23565.4157302611,30652.83211529911,44625.83156006195,2856754.71981609,765286.7195902353,279127.1555751491,90012.49642322444,21664.83247245016,696.5833056535972,5572.583111898756,8734.499652922137,10304.91625718605,13212.74947497246,17204.99931633469,21856.16579818059,27795.49889550601,38141.24848440282,73129.4137607646,3847269.513789898,1532162.272450669,557678.7278398364,194056.4922888871,992,j
CA,1953,.486331249766691,.0032,.1104,.1755,.0255,.0399,.047,.0599,.0776,.4781,.0983,.1255,.1766,.3464,.0017,.007,.0257,.0899,0,2807.16655511988,8281.08300427263,8953.166310899769,11120.49955811101,14475.08275814517,18516.58259755038,23351.49907209471,30712.49877959484,46547.74815035851,2812011.971594007,778268.2190743968,285421.405325038,92812.91297861254,22031.74912453687,701.7499721149591,5614.33311023976,8801.66631691984,10343.91625563633,13203.33280867998,17104.58265365822,21653.49913956718,27649.66556796757,38916.83178691724,76327.91363366762,3754141.100823822,1532912.605754187,566399.810826625,198093.2421284811,992,j
CA,1954,.49609802068038,.0031,.1086,.1721,.0251,.0393,.0461,.0585,.0754,.4686,.0951,.1219,.1763,.3592,.0019,.0074,.0269,.0942,0,2658.499894360696,7842.583021697056,8467.499663531764,10475.99958372114,13565.33279429539,17261.1659807695,21733.49913638826,28916.16551764138,45718.66484996999,2987190.131299718,775455.6358528255,287893.5718934696,92345.32966385929,21191.08249127529,664.583306925163,5316.999788721392,8337.333002037456,9759.499612192294,12399.74950727818,15976.41603182088,20147.58253274026,25830.74897357817,37349.91518251425,76127.66364162484,4062681.671896854,1572665.270841225,569010.7273895432,199655.4087330728,992,j
CA,1955,.49177321250399,.0032,.1094,.1736,.0253,.0396,.0465,.0592,.0764,.4728,.0966,.1235,.1763,.3536,.0022,.0079,.0273,.093,0,2857.833219773234,8430.582998332035,9108.666304720755,11290.83288467591,14657.6660842233,18699.74925693866,23563.83239699068,31174.99876121674,48285.08141465642,3552011.525522397,843498.0498157293,301049.5713706971,96738.57948928722,22626.24910091356,714.4999716083195,5715.666439546469,8961.499643901965,10510.33291569019,13383.91613483758,17290.58264626725,21846.332465238,27953.91555587776,39890.33174823382,79995.66348792432,4928999.554139138,1793572.595396489,617476.8921303373,210343.1583083798,992,j
