country,year,p0p100_gini,p0p10_share,p0p40_share,p0p50_share,p10p20_share,p20p30_share,p30p40_share,p40p50_share,p50p60_share,p50p90_share,p60p70_share,p70p80_share,p80p90_share,p90p100_share,p99_999p100_share,p99_99p100_share,p99_9p100_share,p99p100_share,p0p10_threshold,p10p20_threshold,p20p30_threshold,p30p40_threshold,p40p50_threshold,p50p60_threshold,p60p70_threshold,p70p80_threshold,p80p90_threshold,p90p100_threshold,p99_999p100_threshold,p99_99p100_threshold,p99_9p100_threshold,p99p100_threshold,p0p100_average,p0p10_average,p10p20_average,p20p30_average,p30p40_average,p40p50_average,p50p60_average,p60p70_average,p70p80_average,p80p90_average,p90p100_average,p99_999p100_average,p99_99p100_average,p99_9p100_average,p99p100_average,age,pop
AR,1953,,,,,,,,,,,,,,,,.0045,.0272,.1386,,,,,,,,,,,,,,,,,,,,,,,,,,,2154986.594752267,1306250.005840549,665038.84975113,992,j
AR,1954,,,,,,,,,,,,,,,,.0054,.0311,.1494,,,,,,,,,,,,,,,,,,,,,,,,,,,2648477.296166774,1520593.342952324,731337.8914365287,992,j
AR,1956,,,,,,,,,,,,,,,,.0049,.0288,.1414,,,,,,,,,,,,,,,,,,,,,,,,,,,2528579.979716508,1496082.004646977,734057.6362935639,992,j
AR,1958,,,,,,,,,,,,,,,,.0044,.0265,.128,,,,,,,,,,,,,,,,,,,,,,,,,,,2466586.769508697,1485631.305690679,717850.2906688652,992,j
AR,1959,,,,,,,,,,,,,,,,.0044,.0278,.1438,,,,,,,,,,,,,,,,,,,,,,,,,,,2255853.631517304,1416722.133421244,732332.6129351666,992,j
AR,1961,,,,,,,,,,,,,,,,.0046,.0261,.1326,,,,,,,,,,,,,,,,,,,,,,,,,,,2750628.656892077,1565833.421597849,795009.7265142452,992,j
AR,2001,.581924837318219,.0004,.0773,.1343,.0157,.0264,.0394,.0524,.0648,.4072,.0807,.1051,.1565,.4585,.0005,.0035,.0261,.1293,0,.4829582445268138,1.431626224847341,2.294051661502366,3.234095387456343,4.079272315378267,5.019316041332244,6.304329941948231,8.598381603450596,14.47149882707132,325.5569780829053,229.8277546141975,137.8673303036723,55.08311263915643,76931.65203905061,300.6242587092086,12061.10597416419,20284.66885859014,30340.99791121479,40317.31113182659,49878.54761403069,62120.50420226143,80832.48853158494,120410.9942888466,352769.2258737512,3617720.367111685,2717628.551256278,2006345.794148374,994899.4083812331,992,j
AR,2002,.579271818381055,.0001,.0779,.1351,.0161,.0269,.0393,.0526,.0656,.4092,.0826,.106,.155,.4557,.0006,.0163,.0337,.1337,0,.2414791222634069,1.112528813284982,1.690353855843849,2.406166968267519,3.052986045758788,3.872290210581061,4.855455208367789,6.450942266179585,10.69407541452231,308.4895786915024,179.8588248144054,119.6442808271516,40.12865556755831,64585.54033083502,70.0979394913204,10410.08734248618,17396.2939559257,25366.39000451874,33991.75689988228,42381.88000888941,53350.04285143506,68453.48391721534,100121.9874303101,294313.4002067048,3812534.278568258,10546839.47045771,2177925.395140672,863702.809466272,992,j
AR,2003,.556812787838695,.0043,.0914,.1497,.0192,.0305,.0421,.0536,.0662,.4089,.0826,.106,.1542,.4414,.0008,.007,.0339,.1314,0,7254.584785072203,17433.74046838526,25157.26908463864,33673.40979844981,41517.51411500192,52072.34231852191,65108.46337009643,86252.07346657751,141703.0795485023,5596033.729630445,4731009.287679517,1462915.882114622,539229.1757198753,70228.40721137759,3024.086169376478,13510.32567791929,21422.71684054575,29544.47902642894,37628.28586884496,46475.14086485023,58002.08639631339,74433.61088901621,108258.8506855892,309984.4379493652,5597571.718784396,4911351.122483975,2377830.764526352,922978.3101410783,992,j
AR,2004,.534360465753807,.0085,.1048,.1643,.0224,.0341,.0449,.0545,.0667,.4086,.0826,.106,.1533,.4271,.001,.01,.034,.1291,0,.7158131124236706,1.267765391882886,1.767972145142801,2.233681880936514,2.682143107997127,3.328962185488396,4.148266350310669,5.485025777125958,8.917479015012956,450.0135928465919,449.8411077592609,84.20721963499662,34.44527194000169,82872.5817747555,7047.162843302303,18528.01173517626,28237.51639845009,37178.77248275162,45189.74749704212,55303.26398037135,68434.22595721483,87834.12393608622,127029.3074595179,353943.6940818967,8318725.520255544,8318440.919861448,2817295.065940728,1070053.825825951,992,j
AR,2005,.52711731980544,.0097,.1073,.1665,.0231,.0345,.0449,.0543,.0655,.4183,.0817,.1077,.1634,.4152,.0003,.0035,.0202,.1069,0,.6899403493240198,1.181522848217384,1.612735566544896,2.026699776139308,2.397542713900969,2.940870738993635,3.717053631983157,5.174552619930148,8.675999892749548,141.3687775764917,140.0147696409433,58.53281438577653,29.5380712054346,90647.32121343745,8793.281127880266,20919.72445312544,31288.19114403864,40720.80549662001,49229.66733974581,59395.79177471101,74017.99082258344,97624.73108742309,148132.2886936781,376350.7574430774,3162364.53164326,3149436.748475038,1828885.87468006,969181.6058840405,992,j
AR,2006,.533074717371203,.0089,.1051,.1637,.0228,.0339,.0444,.0538,.0657,.4144,.0823,.1075,.1589,.4219,.0032,.0263,.0497,.1233,0,.5692007881923163,1.009037760886379,1.362632189914939,1.716226618943499,2.061196793605509,2.552779292498873,3.225471133089792,4.415618235673727,7.33061621156771,1118.824518972564,533.5308721322645,41.73276687973664,23.74257227111283,95334.87081354286,8530.758824962475,21704.44535793784,32277.05677396166,42329.56528190192,51245.8282770492,62627.90358366305,78455.66127667243,102479.4273614066,151496.8690497004,402201.16647541,30500922.09978258,25067329.47836277,4737651.74013816,1175264.433805683,992,j
AR,2007,.5609265996958041,.0087,.1,.155,.0216,.0326,.0417,.0504,.0615,.3865,.076,.0992,.1498,.4585,.0021,.0395,.0884,.1757,0,.4743339901602636,.8193041648222735,1.112528813284982,1.362632189914939,1.647232584011097,2.035324030505858,2.509658020666122,3.510071527185951,5.855868714887619,619.678548999735,619.678548999735,110.0799827346474,18.56801965118268,100784.2439231175,8754.187382836693,21761.53792184441,32841.35036141941,41979.45505163745,50832.94209925061,62013.97741232581,76563.37912909017,99962.66295514247,151020.0943955544,462112.8438978193,20971450.75586176,39845757.60989836,8911033.842372948,1771225.73996938,992,j
AR,2008,.538291884889757,.0097,.1063,.1627,.0239,.0347,.0427,.0518,.0633,.408,.0787,.1042,.1619,.4292,.0015,.015,.0464,.1391,0,.4312127183275124,.7416858755233212,.9745407434201781,1.164274339484283,1.423001970480791,1.74209938204315,2.199184863470313,3.052986045758788,5.416031742193555,373.6113234133233,373.4647110890919,46.56234932500478,14.36800777467271,106073.6543627014,10242.23347975001,25305.79599333937,36802.15991881874,45319.87024692462,54952.04122129359,67110.55814852797,83480.72969566715,110536.3955242339,171705.5582273212,455281.1580498653,15952972.37110763,15952768.62309822,4921017.505875416,1475264.926069322,992,j
AR,2009,.533392692122137,.0093,.1047,.1617,.0231,.0341,.0428,.0523,.0649,.4218,.0808,.1094,.1667,.4165,.0011,.0054,.0285,.1184,0,.3535944290285601,.6295705687581681,.8365526735553739,1.009037760886379,1.250516883149786,1.543741531612494,1.966329995573457,2.77700990602918,4.639848849204033,239.2626888912035,95.55673838137675,29.39145888120325,14.23001970480791,97318.63042719112,9028.352429149327,22524.81893030157,33216.56579614491,41639.96990275256,50913.39776823615,63124.27254372985,78675.73499959806,106473.9232563617,162243.4144277888,405345.845593594,10844782.45710861,5253316.891525073,2770334.603785654,1152101.911634756,992,j
AR,2010,.533317416323317,.0094,.1069,.1643,.024,.035,.0434,.0526,.0644,.4126,.0795,.1057,.1631,.4231,.0008,.0052,.0266,.1169,0,.3104731571958089,.5605765338257661,.733061621156771,.8882981997546755,1.069407541452231,1.319510918082188,1.681729601477298,2.354421442068218,3.932659991146913,141.9983481452498,69.45112041382915,31.28017058747775,11.98771356950484,109074.6189061211,10217.59398502477,26154.75034467384,38139.35055835235,47292.86679112342,57419.89748104505,70255.71160070208,86706.47680489668,115260.8828057913,177857.7994435153,461440.8851188496,8344122.845460476,5631528.745811944,2900830.223305702,1275430.025466071,992,j
AR,2011,.527508894493582,.0091,.1088,.1665,.0243,.0359,.0441,.053,.0649,.4178,.0822,.1088,.1619,.4157,.0009,.0071,.0282,.1173,0,.2673518853630577,.4829582445268138,.6209463143916179,.7416858755233212,.905546708487776,1.121153067651532,1.457498987946992,1.949081486840356,3.251343896189443,144.6373699814142,92.65898891421587,24.95859213679642,10.71994817762196,118587.2749634785,10846.94894742378,28853.78836697503,42609.57757267508,52337.68475261756,62843.23396668707,76985.73473818324,97534.00393148699,128991.066600277,191934.316044853,492936.3429680795,11044115.91769023,8434085.892459709,3345160.165172852,1390758.013595088,992,j
AR,2012,.5052640814743,.0093,.1133,.1736,.0256,.0374,.0459,.0554,.0684,.4414,.0861,.1145,.1724,.385,.0002,.0019,.0144,.0832,0,.2242306135303064,.4139642095944119,.5433280250926655,.6381948231247183,.7848071473560725,.9831649977867283,1.241892628783236,1.74209938204315,2.837379686595031,26.37296985291066,22.569673677262,15.14419066766223,7.382361737767011,117424.3805046928,10885.32687935493,30113.5676993145,43908.25229220768,53924.85802922001,65059.0722653392,80344.13150382465,101088.5766112043,134402.4584936214,202437.735068094,452079.7744592213,2604636.028458232,2231057.856678693,1691382.004952411,976711.6752263435,992,j
AR,2013,.507782571602681,.009,.1146,.1759,.0254,.0384,.047,.0562,.0685,.4303,.0854,.1114,.165,.3938,.0003,.0033,.0184,.0994,0,.1811093416975552,.3449701746620099,.4570854814271631,.5433280250926655,.6554433318578188,.8020556560891731,1.000413506519829,1.38850495301459,2.207809117836864,34.41077492253549,34.40215066816894,14.99757834343088,7.425483009599763,122158.7166847368,10956.50285064206,30978.85638841922,46877.70381017206,57424.12336568466,68619.81128692864,83705.41739467889,104278.6020588476,136074.408190647,201613.6358178439,481058.0970592494,3988555.775899284,3988519.226309278,2253782.473709905,1213819.275066653,992,j
AR,2014,.5220640433816101,.0091,.1084,.1663,.0247,.0359,.0436,.0531,.0659,.4296,.0832,.1116,.169,.4041,.0004,.003,.0213,.1038,0,.1293638154982537,.2242306135303064,.2932246484627084,.3535944290285601,.4312127183275124,.5347037707261153,.6899403493240198,.9659164890536276,1.604111312178346,30.00378094122831,18.68875921231438,10.76306944945471,4.708842884136435,117050.6053204465,10594.76712549148,28893.5548038592,42013.56397765716,50993.83618871297,62171.23206644548,77087.82866137446,97391.8072254913,130588.6924731717,197807.5798807979,472963.1821772092,5005338.255194895,3531027.965089915,2490583.239828361,1214462.342593495,992,j
AR,2015,.516706004752562,.01,.1157,.1764,.0258,.0383,.0465,.0557,.0675,.4084,.0827,.1061,.152,.4152,.0004,.0036,.0306,.1346,0,21619.79830133015,39012.09060322977,50876.00300130279,60237.36376430772,72733.43400744887,88317.62550863813,109584.070860062,146161.1291156594,228910.073579816,4951936.46681726,3907626.885452389,3206975.557175289,805745.7158049889,118907.7781285026,11943.9196058315,30670.11670635108,45562.13417633539,55328.57616693718,66262.04363416618,80286.91820035697,98394.16118924361,126112.2818684682,180789.4163575737,493728.2392525249,5065157.368495188,4259157.961623753,3637064.043576341,1599984.684082241,992,j
AR,2016,.511349478106125,.011,.1229,.1865,.0269,.0407,.0495,.0583,.0692,.3871,.0823,.1006,.1351,.4264,.0004,.0114,.0399,.1654,0,.0862425436655025,.1466123242313542,.1983578504306557,.2242306135303064,.2759761397296079,.3190974115623592,.3880914464947611,.4829582445268138,.7071888580571202,18.15405544158827,17.2312602243674,16.80867176040643,3.052986045758788,114186.4214512803,12603.83892570556,30718.1193061553,46520.52169132702,56517.36926158557,66612.16248868503,78996.5658862881,93966.04640899276,114816.3628629762,154254.6813655096,486858.5894368493,4845221.443905827,13014057.84585919,4555661.465354079,1888166.299804109,992,j
AR,2017,.512057905105358,.0103,.1213,.1844,.0265,.0403,.0495,.0578,.069,.3923,.0826,.1021,.1385,.4234,.0007,.007,.0332,.1515,0,.0603697805658517,.1207395611317035,.1552365785979045,.1811093416975552,.2156063591637562,.2587276309965074,.3104731571958089,.3967157008613114,.5864492969254168,24.04442117394209,24.03579691957554,8.227538665688936,3.001240519559486,116058.3676070662,11896.22747918448,30808.23414003139,46778.31790285193,57444.72670936635,67032.19817335349,80100.89303367048,95901.14797950492,118502.3260579679,160739.7756789807,491379.8461642589,8122478.464705357,8122408.608244988,3854244.631010895,1758551.16490936,992,j
AR,2018,.539022427944388,.0097,.1127,.1718,.0247,.0374,.0459,.0542,.0651,.3763,.0787,.098,.1345,.4519,.0009,.0086,.0489,.1843,0,18802.48725464609,35105.07052031461,46496.95160414323,54650.65802820013,65535.86416799393,78124.04144776984,96013.98772363686,122734.1355603274,187012.6265629501,9979457.968724014,8941368.1996083,4574129.961109872,879222.4656720363,110246.7585655877,10698.99123951124,27176.78485689061,41233.74164932495,50570.52328738521,59725.67812848592,71761.65302542599,86761.30981415921,108006.3928875171,148276.7190815547,498255.7485643502,9979457.528887043,9444914.177916398,5391088.130386594,2031360.650920658,992,j
AT,2004,.442337615045517,.0039,.1405,.2185,.0309,.0511,.0613,.0714,.0828,.4401,.0964,.1155,.1454,.3414,.0003,.0027,.023,.1148,0,8671.947595475223,25582.33631573803,30780.90747066776,36196.75134143345,42010.3873990524,48815.84158628235,57249.99698648224,69868.17814046991,93470.51456043092,1535840.6983774,1435094.859524602,1093637.345030665,296003.3610423909,56198.82821064469,2167.921963807289,17343.89519095045,28707.14134606015,34430.38779804742,40145.58230240657,46551.29625093773,54148.17896793714,64934.4121664066,81706.87881600726,191852.7171740094,1592002.383732857,1524395.504174656,1295255.905846465,645255.0309702162,992,j
AT,2005,.455517668801649,.0037,.1361,.212,.0297,.0494,.0597,.0695,.0802,.433,.0938,.1127,.1463,.3549,.002,.0065,.0259,.1127,0,8480.908644492145,25018.69998177029,30559.21917064865,35958.56953578901,41501.29651675895,48283.11434159671,57272.59438789017,70253.37292538889,98643.11169075384,5513189.969537697,2012494.829131499,948026.0539940341,351810.630832088,57143.89309596343,2120.259628653795,16961.81728898429,28224.80370911172,34143.11508589611,39710.90700061163,45829.21836686845,53601.55562008685,64414.02258340919,83613.50209227005,202819.7295837422,11155960.45173507,3736267.076058141,1480134.3376733,643836.3297461922,992,j
AT,2006,.474334378696094,.0035,.1296,.2028,.0284,.0471,.0567,.067,.0779,.4225,.0911,.1107,.1427,.3748,.0017,.0096,.044,.1331,0,8382.856701601442,24729.47921777347,30083.11529960584,35628.30981291344,41803.63416318221,48437.65978800722,57690.51644381371,71099.86638732479,99922.72201300827,7606563.885320984,4022780.307729943,1430273.820817332,373210.4998355146,59080.38650052405,2095.714175400361,16765.84327332592,27798.82970556005,33518.9592745945,39609.73817476811,46039.2183558145,53841.29586720771,65384.80175308867,84322.33322378986,221427.650682183,9952822.073507268,5685655.544875061,2598789.473594874,786638.5300215966,992,j
AT,2007,.456117877280148,.0037,.1347,.2103,.0296,.0491,.0587,.0692,.0809,.4367,.0944,.114,.1474,.353,.0029,.0067,.0255,.1149,0,8998.700825028876,26546.2323688967,32124.02428308584,37730.1278840964,44706.36128311612,51804.28298741873,61495.84091883423,75518.82719368115,104667.6568281801,5450389.323492739,1794398.736715508,1095528.124151917,346717.903827431,60884.28250946692,2249.610271195702,17997.53152018079,29883.76466074859,35722.72539235919,42158.56920943425,49233.24416171377,57481.29567560587,69430.51582584519,89758.30696362582,214927.131543837,17387752.85097954,4093777.316979825,1552531.736459858,699792.9501773784,992,j
AT,2008,.456398783998218,.0037,.1365,.2121,.0298,.0497,.0597,.0692,.0798,.4326,.0934,.1124,.1469,.3553,.0005,.0045,.0331,.1231,0,9211.038476189538,27172.33623204383,33004.15410688755,38992.0758696182,44683.89375183122,51816.62064910697,61229.4772964914,76120.77521394394,106854.6697000734,2909919.976698148,2573147.656762787,1447808.49521902,362828.8120702963,61748.82791850454,2302.727151516626,18421.94708225604,30661.94643796858,36839.73832057499,42732.20554287562,49291.42597683302,57669.60735400524,69426.74959227719,90736.61860044126,219404.9235159278,3026903.866644261,2800873.748671874,2045584.827389712,759867.8820800972,992,j
AT,2009,.448019310081797,.0038,.1374,.2141,.0301,.0497,.0603,.0702,.0816,.4435,.0953,.1157,.1509,.3424,.0043,.0116,.0335,.1082,0,8708.960580539924,25691.42721908663,30985.97239493852,36963.50454782644,42637.27048293773,49651.94543837552,58658.82808115555,73109.9961516457,101484.9297229848,10335670.88452375,2876522.575858713,932416.3145559571,315246.4769125912,57802.20474962299,2177.27261266574,17417.92116107985,28707.92056679836,34871.42673587103,40592.33552564368,47161.29621882863,55078.95813972214,66869.08738924474,87216.22917535745,197930.1194515105,25032363.48754457,6710972.633761698,1935798.859142637,625576.9800579748,992,j
AT,2010,.452107942492482,.0036,.1351,.2119,.0292,.0488,.06,.0703,.0816,.4409,.096,.1158,.1476,.3472,.0003,.0032,.0307,.1137,0,8608.441105311576,25394.93372819991,31289.47887246908,37850.64735827199,43678.04964893255,50990.64666661045,60559.60720188181,73197.39874444762,102552.3322642016,1842286.396532466,1842078.864075858,1561593.943775051,313714.7886815277,59061.16572231501,2152.077808797135,17216.88221062315,28815.71276891661,35441.94618635958,41516.3614510309,48167.27019185034,56714.02298872075,68370.77562188738,87149.47593211796,205066.6125823542,1884638.86183559,1884587.303396746,1815123.80055965,671424.8997225602,992,j
AT,2011,.443131519425215,.0038,.1382,.2166,.0302,.05,.0608,.0718,.0839,.4448,.0968,.1159,.1481,.3386,.0044,.0122,.0359,.1111,0,9072.856665281315,26765.06352620907,32629.60867205737,38934.54340511411,45531.29630462836,52783.89332546452,61816.23051235922,75371.55447416054,102527.7868109481,11353916.28547094,3254034.244298992,1033775.010519353,318640.5027079629,60053.76307266421,2268.18169878957,18145.71333056263,30043.76465232653,36509.08898733032,43118.30941865583,50384.54280241056,58152.33460132278,69610.90542673947,88964.93038201085,203339.7295563705,26257853.55290752,7342568.574541808,2157697.808501311,667189.1856598049,992,j
AT,2012,.425455187198216,.004,.144,.2243,.0317,.0524,.0627,.0736,.0854,.4568,.0986,.1189,.1539,.3189,.0006,.0039,.0208,.0827,0,9428.570932271561,27814.41412032414,33680.51770764885,39256.49144011551,46417.91963458178,53073.24395958437,62304.15256459811,78149.86601622784,106084.7996107276,2948830.753870746,1729055.623271913,824022.0345473152,283651.8032509922,59544.80206049379,2357.14273306789,18857.27173466616,31179.86848862834,37327.53050269086,43851.81587355211,50856.10121914718,58712.85405233771,70796.74952016333,91610.12504796825,189898.9510430852,3735217.725464026,2302174.424272993,1238903.051669902,492409.4546000969,992,j
AT,2013,.42535635158209,.0039,.1448,.2259,.0316,.0526,.0636,.0742,.0855,.4529,.0989,.1177,.1508,.3212,.0008,.0047,.0234,.0896,0,9293.37613419312,27415.45310236356,33446.62161606454,39726.75115562178,46149.73783051648,52703.11410893735,61403.63313148006,75612.59342251172,103736.0984356569,3661632.015051707,2003141.323130341,858121.7730121181,273184.4012045712,58907.91897713484,2323.376501079039,18586.75226838624,30975.97239546489,37462.3356904002,43733.76393171416,50384.15319204146,58245.58134966122,69320.90544200446,88818.04727285933,189228.1718576144,4796915.461786314,2774840.243548716,1378802.784565619,528022.5696086154,992,j
