country,year,region,PIP: Bottom 50pc share – all observations,PIP: Gini – all observations,PIP: Ratio Top 10 Bottom 50 share – all observations,PIP: Top 10pc share – all observations,WID: Bottom 50pc share – pretax – all observations,WID: Gini – pretax – all observations,WID: Ratio Top 10 Bottom 50 share – pretax – all observations,WID: Top 10pc share – pretax – all observations,PIP: Bottom 50pc share – only matching observations,PIP: Gini – only matching observations,PIP: Ratio Top 10 Bottom 50 share – only matching observations,PIP: Top 10pc share – only matching observations,WID: Bottom 50pc share – pretax – only matching observations,WID: Gini – pretax – only matching observations,WID: Ratio Top 10 Bottom 50 share – pretax – only matching observations,WID: Top 10pc share – pretax – only matching observations
Lithuania,2015,EE & CA,25.13149952136603,37.37522380387583,113.87905836816662,28.619515008731938,17.26,50.4381951220655,218.19235225955964,37.66,25.13149952136603,37.37522380387583,113.87905836816662,28.619515008731938,17.26,50.4381951220655,218.19235225955964,37.66
Luxembourg,1994,W. Europe,31.582939629255783,26.94443852895115,69.22868871272595,21.86445496226565,21.31,45.5797706596492,166.96386672923512,35.58,31.582939629255783,26.94443852895115,69.22868871272595,21.86445496226565,21.31,45.5797706596492,166.96386672923512,35.58
Luxembourg,2015,W. Europe,27.61616025438985,32.92223286441645,90.78158868441058,25.07038901256787,20.69,45.115528269622,161.527307878202,33.42,27.61616025438985,32.92223286441645,90.78158868441058,25.07038901256787,20.69,45.115528269622,161.527307878202,33.42
Madagascar,1993,SS Africa,21.5302249482303,45.25569753110631,172.03566503062453,37.03966567227743,,,,,,,,,,,,
Madagascar,2012,SS Africa,22.235623889190947,42.64818226834528,150.5982754794942,33.486466119228,,,,,,,,,,,,
Malaysia,1992,S & SE Asia,18.96888374590503,47.65372577755589,195.1455112612964,37.01692516650732,13.96,58.241463405146,332.9512893982808,46.48,18.96888374590503,47.65372577755589,195.1455112612964,37.01692516650732,13.96,58.241463405146,332.9512893982808,46.48
Malaysia,2015,S & SE Asia,22.63754661966925,41.06639837531249,138.14815033306957,31.273351935859388,17.299999999999997,51.78910349343791,232.7745664739885,40.27,22.63754661966925,41.06639837531249,138.14815033306957,31.273351935859388,17.299999999999997,51.78910349343791,232.7745664739885,40.27
Mali,1994,SS Africa,17.91073434187191,50.4412366929203,225.7813125918394,40.43909109191574,,,,,,,,,,,,
Mali,2018,SS Africa,25.697631729486368,36.13692014891342,109.702493594962,28.190942802096707,,,,,,,,,,,,
Malta,1993,W. Europe,,,,,22.11,42.038560706264,136.318407960199,30.14,,,,,,,,
Malta,2015,W. Europe,,,,,19.9,46.549116272149,176.28140703517587,35.08,,,,,,,,
Mauritania,1993,SS Africa,19.316675424965617,50.05155648735224,219.96805640844045,42.49051549502372,9.49,70.33835476353259,658.7987355110644,62.52,19.316675424965617,50.05155648735224,219.96805640844045,42.49051549502372,9.49,70.33835476353259,658.7987355110644,62.52
Mauritania,2014,SS Africa,27.729540863405575,32.619349882270136,89.90269389334723,24.92960424045815,16.78,52.1352016375181,241.2395709177592,40.48,27.729540863405575,32.619349882270136,89.90269389334723,24.92960424045815,16.78,52.1352016375181,241.2395709177592,40.48
Mexico,1992,LAC,16.85095090981377,52.611815684996174,250.6036050805596,42.22909047034865,,,,,16.85095090981377,52.611815684996174,250.6036050805596,42.22909047034865,,,,
Mexico,1993,LAC,,,,,6.43,69.3559543209669,843.2348367029549,54.22,,,,,6.43,69.3559543209669,843.2348367029549,54.22
Mexico,2015,LAC,,,,,6.0,74.3472731254309,1051.6666666666667,63.1,,,,,6.0,74.3472731254309,1051.6666666666667,63.1
Mexico,2016,LAC,19.47573341223906,47.67771275492158,193.9521314382767,37.77360006627427,,,,,19.47573341223906,47.67771275492158,193.9521314382767,37.77360006627427,,,,
Moldova,1993,EE & CA,,,,,17.810000000000002,48.272331401982896,191.35317237507016,34.08,,,,,,,,
Moldova,2015,EE & CA,,,,,17.5,49.3238296782455,202.11428571428573,35.370000000000005,,,,,,,,
Mongolia,1995,East Asia,27.13569943257767,33.195340198338094,91.98862594577916,24.961757048804788,13.900000000000002,56.478994126678096,305.82733812949635,42.51,27.13569943257767,33.195340198338094,91.98862594577916,24.961757048804788,13.900000000000002,56.478994126678096,305.82733812949635,42.51
Mongolia,2015,East Asia,,,,,14.760000000000002,55.9097174934287,294.30894308943084,43.44,,,,,14.760000000000002,55.9097174934287,294.30894308943084,43.44
Mongolia,2016,East Asia,28.173176159122267,32.34573282626243,90.93390527383671,25.6189693211674,,,,,28.173176159122267,32.34573282626243,90.93390527383671,25.6189693211674,,,,
Morocco,1990,MENA,23.84827459505404,39.20690340668367,128.62208385828177,30.67414774840371,,,,,,,,,,,,
Morocco,2013,MENA,24.22715655273967,39.54850870115624,131.6091917243239,31.88516491684725,,,,,,,,,,,,
Mozambique,1996,SS Africa,16.493645044063,53.55986487733552,265.2823557893887,43.75473012843008,8.37,70.908489879325,740.3823178016728,61.970000000000006,16.493645044063,53.55986487733552,265.2823557893887,43.75473012843008,8.37,70.908489879325,740.3823178016728,61.970000000000006
Mozambique,2014,SS Africa,16.966922599623558,53.99668162273381,268.0400839062256,45.47815357233534,8.3,72.47566049155691,778.6746987951806,64.63,16.966922599623558,53.99668162273381,268.0400839062256,45.47815357233534,8.3,72.47566049155691,778.6746987951806,64.63
Namibia,1993,SS Africa,0.0,,,,,,,,,,,,,,,
Namibia,2015,SS Africa,12.8470444664508,,,,,,,,,,,,,,,
Netherlands,1993,W. Europe,29.229913033435068,30.43498164067688,78.01563086169857,22.80390105336022,24.47,38.1667661286329,110.70698814875357,27.09,29.229913033435068,30.43498164067688,78.01563086169857,22.80390105336022,24.47,38.1667661286329,110.70698814875357,27.09
Netherlands,2015,W. Europe,31.0078224836648,28.24157950619425,74.251968506982,23.02391858527167,22.62,41.0699192180531,129.31034482758622,29.25,31.0078224836648,28.24157950619425,74.251968506982,23.02391858527167,22.62,41.0699192180531,129.31034482758622,29.25
New Zealand,1993,W. Offshoots,,,,,14.87,51.166061155056894,227.4377942165434,33.82,,,,,,,,
New Zealand,2015,W. Offshoots,,,,,19.45,45.6400910418043,173.9331619537275,33.83,,,,,,,,
Nicaragua,1993,LAC,13.43346469712921,57.35928516001907,328.7705366610377,44.16527397692275,,,,,,,,,,,,
Nicaragua,2014,LAC,20.5326311568301,46.15629418573037,181.2451996929952,37.214408342422864,,,,,,,,,,,,
Niger,1992,SS Africa,26.4546263261122,36.09754302825158,111.29154360227062,29.44176199254292,15.010000000000002,57.08467725736131,311.8587608261159,46.81,26.4546263261122,36.09754302825158,111.29154360227062,29.44176199254292,15.010000000000002,57.08467725736131,311.8587608261159,46.81
Niger,2014,SS Africa,26.94118656080846,34.27657603785816,100.3018098016004,27.02249770251643,15.72,54.5263623913629,275.44529262086513,43.3,26.94118656080846,34.27657603785816,100.3018098016004,27.02249770251643,15.72,54.5263623913629,275.44529262086513,43.3
Nigeria,1992,SS Africa,19.287729915943903,44.98405367710789,162.6073087731218,31.363258539744688,11.54,60.42428459322839,405.54592720970544,46.8,19.287729915943903,44.98405367710789,162.6073087731218,31.363258539744688,11.54,60.42428459322839,405.54592720970544,46.8
Nigeria,2015,SS Africa,25.48870409496363,35.879778661034514,105.47099035106775,26.8831886366113,,,,,25.48870409496363,35.879778661034514,105.47099035106775,26.8831886366113,,,,
Nigeria,2018,SS Africa,,,,,15.5,54.514921693797405,275.6129032258064,42.72,,,,,15.5,54.514921693797405,275.6129032258064,42.72
North Macedonia,1996,EE & CA,,,,,14.91,52.06470577398101,243.2595573440644,36.27,,,,,,,,
North Macedonia,2015,EE & CA,,,,,19.59,45.4510950180264,164.4206227667177,32.21,,,,,,,,
Norway,1991,W. Europe,32.85990316289591,25.227584653851657,64.39336869931832,21.15959859792252,,,,,32.85990316289591,25.227584653851657,64.39336869931832,21.15959859792252,,,,
Norway,1993,W. Europe,,,,,27.38,34.928433893534496,96.09203798392988,26.31,,,,,27.38,34.928433893534496,96.09203798392988,26.31
Norway,2015,W. Europe,31.426072513909176,27.49689569653887,70.88691143055074,22.276972189035448,24.54,39.8855315493954,125.34637326813368,30.76,31.426072513909176,27.49689569653887,70.88691143055074,22.276972189035448,24.54,39.8855315493954,125.34637326813368,30.76
Pakistan,1990,S & SE Asia,27.916718484518523,33.24866089481644,96.9140147988778,27.055212683447337,16.31,53.986481325464894,263.8871857755978,43.04,27.916718484518523,33.24866089481644,96.9140147988778,27.055212683447337,16.31,53.986481325464894,263.8871857755978,43.04
Pakistan,2015,S & SE Asia,29.524252987603003,31.291265822559776,91.34476040031625,26.968858151509167,16.82,54.0480092569553,262.1878715814506,44.1,29.524252987603003,31.291265822559776,91.34476040031625,26.968858151509167,16.82,54.0480092569553,262.1878715814506,44.1
Panama,1991,LAC,12.05545087817744,58.21961737501806,352.7897760376524,42.53039815345139,,,,,,,,,,,,
Panama,2015,LAC,17.10267006259571,50.80666314561102,228.16467164083767,39.02225099013736,,,,,,,,,,,,
Paraguay,1995,LAC,13.27240879369273,58.15903937444256,347.4027935607548,46.10871892209182,,,,,,,,,,,,
Paraguay,2015,LAC,19.090018877368,47.60590928201872,192.40884005534963,36.730883888291046,,,,,,,,,,,,
Peru,1994,LAC,20.77413898708494,44.02398865397727,159.87286731912346,33.212211659512604,,,,,,,,,,,,
Peru,2015,LAC,21.35970509827396,43.35640012823588,152.6742704095182,32.610773920414424,,,,,,,,,,,,
Philippines,1994,S & SE Asia,21.77476437322816,42.88838747018618,154.26867600926914,33.591640702717115,12.15,61.5673873991668,411.522633744856,50.0,21.77476437322816,42.88838747018618,154.26867600926914,33.591640702717115,12.15,61.5673873991668,411.522633744856,50.0
Philippines,2015,S & SE Asia,23.27647830583822,40.35149924050956,135.12543736638608,31.452443114255868,13.23,59.058376425111405,355.02645502645504,46.97,23.27647830583822,40.35149924050956,135.12543736638608,31.452443114255868,13.23,59.058376425111405,355.02645502645504,46.97
Poland,1992,EE & CA,30.01503262463931,29.29856291374624,77.3530489500558,23.21754287851246,,,,,30.01503262463931,29.29856291374624,77.3530489500558,23.21754287851246,,,,
Poland,1993,EE & CA,,,,,25.15,37.4081489005995,105.5268389662028,26.540000000000003,,,,,25.15,37.4081489005995,105.5268389662028,26.540000000000003
Poland,2015,EE & CA,28.39336819457549,31.751535040780286,85.34644719084741,24.23273099188624,19.84,48.1247594761598,190.4233870967742,37.78,28.39336819457549,31.751535040780286,85.34644719084741,24.23273099188624,19.84,48.1247594761598,190.4233870967742,37.78
Portugal,1993,W. Europe,,,,,18.61,48.4497537360479,193.76679204728643,36.06,,,,,,,,
Portugal,2015,W. Europe,,,,,18.62,49.0710507836205,199.62406015037595,37.17,,,,,,,,
Romania,1992,EE & CA,32.28042407923367,25.46172793114104,62.55310829830372,20.19240863343475,,,,,32.28042407923367,25.46172793114104,62.55310829830372,20.19240863343475,,,,
Romania,1993,EE & CA,,,,,23.94,40.1272940198306,125.60568086883876,30.070000000000004,,,,,23.94,40.1272940198306,125.60568086883876,30.070000000000004
Romania,2015,EE & CA,24.93982684837033,35.91389061710718,99.30741609109155,24.76709762070889,15.740000000000002,54.3578702365082,269.5044472681067,42.42,24.93982684837033,35.91389061710718,99.30741609109155,24.76709762070889,15.740000000000002,54.3578702365082,269.5044472681067,42.42
Russia,1993,EE & CA,19.107121432774747,48.375737912852976,200.3718830354701,38.28529900872466,20.3,45.9436321354868,168.52216748768473,34.21,19.107121432774747,48.375737912852976,200.3718830354701,38.28529900872466,20.3,45.9436321354868,168.52216748768473,34.21
Russia,2015,EE & CA,25.01884384662545,37.74084155026237,118.67602099720422,29.69136837667896,17.080000000000002,54.06928534322471,262.6463700234192,44.86,25.01884384662545,37.74084155026237,118.67602099720422,29.69136837667896,17.080000000000002,54.06928534322471,262.6463700234192,44.86
Saint Lucia,1995,LAC,21.820831187200405,42.584380636496974,148.8499059622,32.48028670231822,,,,,,,,,,,,
Saint Lucia,2016,LAC,16.91485554082577,51.23330781386317,228.33650142327932,38.62278936272328,,,,,,,,,,,,
Saudi Arabia,1993,MENA,,,,,9.89,66.4356871264921,561.6784630940343,55.55,,,,,,,,
Saudi Arabia,2015,MENA,,,,,10.46,65.5251853052583,521.51051625239,54.55,,,,,,,,
Senegal,1994,SS Africa,23.4395303338489,41.44071198514567,144.60335185804217,33.89434652252805,,,,,,,,,,,,
Senegal,2018,SS Africa,24.85466739741945,38.122472437144175,122.77313643931956,30.51485471537286,,,,,,,,,,,,
Singapore,1993,S & SE Asia,,,,,21.13,45.365991095909806,167.58163748225277,35.410000000000004,,,,,,,,
Singapore,2013,S & SE Asia,,,,,17.02,53.7085854295118,265.9224441833137,45.26,,,,,,,,
Slovakia,1992,EE & CA,36.224980222364245,20.18657811939966,51.36508686297774,18.6069925573139,,,,,,,,,,,,
Slovakia,2015,EE & CA,31.99312369113292,26.49165693807379,65.45520175378707,20.9411636593697,,,,,,,,,,,,
Slovenia,1993,EE & CA,30.52415195670566,29.18499251551616,80.18992101953184,24.47729334596415,23.72,38.6552710486493,112.35244519392916,26.65,30.52415195670566,29.18499251551616,80.18992101953184,24.47729334596415,23.72,38.6552710486493,112.35244519392916,26.65
Slovenia,2015,EE & CA,32.72816389940333,25.40846455145272,64.3378090250413,21.05658358700062,22.55,41.0456287691337,128.6917960088692,29.020000000000003,32.72816389940333,25.40846455145272,64.3378090250413,21.05658358700062,22.55,41.0456287691337,128.6917960088692,29.020000000000003
South Africa,1993,SS Africa,12.16688320581134,59.33393638480528,383.49793331012125,46.65974564254272,,,,,,,,,,,,
South Africa,2014,SS Africa,10.65200535097528,63.02607272842364,474.07930379388654,50.498952807991145,,,,,,,,,,,,
South Korea,1993,East Asia,,,,,20.77,44.2972730007116,154.11651420317764,32.01,,,,,,,,
South Korea,2015,East Asia,,,,,20.65,45.7557132883316,167.65133171912834,34.62,,,,,,,,
Spain,1993,W. Europe,,,,,19.9,46.4170747320189,174.2713567839196,34.68,,,,,19.9,46.4170747320189,174.2713567839196,34.68
Spain,1995,W. Europe,25.37587072629848,36.65411992107588,108.2159939893852,27.46075073992532,,,,,25.37587072629848,36.65411992107588,108.2159939893852,27.46075073992532,,,,
Spain,2015,W. Europe,25.334576869156727,36.18141917496762,103.54883481062078,26.23365915221284,20.37,46.2925095054956,173.39224349533626,35.32,25.334576869156727,36.18141917496762,103.54883481062078,26.23365915221284,20.37,46.2925095054956,173.39224349533626,35.32
Sri Lanka,1995,S & SE Asia,26.742918017774983,35.39953909969581,108.3322762782542,28.97121183188302,15.23,56.2045496534942,297.4392646093237,45.3,26.742918017774983,35.39953909969581,108.3322762782542,28.97121183188302,15.23,56.2045496534942,297.4392646093237,45.3
Sri Lanka,2016,S & SE Asia,24.68353498140038,39.34577335702164,131.92066877452794,32.56268442465794,14.14,59.1143677733967,346.3932107496464,48.98,24.68353498140038,39.34577335702164,131.92066877452794,32.56268442465794,14.14,59.1143677733967,346.3932107496464,48.98
Sweden,1992,W. Europe,32.752452723600506,24.90873346361343,61.2277773069112,20.05359881615749,,,,,32.752452723600506,24.90873346361343,61.2277773069112,20.05359881615749,,,,
Sweden,1993,W. Europe,,,,,26.06,36.9100703539686,106.29316960859556,27.700000000000003,,,,,26.06,36.9100703539686,106.29316960859556,27.700000000000003
Sweden,2015,W. Europe,30.309591512296,29.21019079394952,75.51052089396818,22.88693043176868,23.53,40.9895816178064,132.12919677008074,31.09,30.309591512296,29.21019079394952,75.51052089396818,22.88693043176868,23.53,40.9895816178064,132.12919677008074,31.09
Switzerland,1992,W. Europe,27.22685532567955,33.85640810532497,96.80018467684832,26.35564623695612,,,,,27.22685532567955,33.85640810532497,96.80018467684832,26.35564623695612,,,,
Switzerland,1993,W. Europe,,,,,23.79,40.2825980641907,125.17864649012192,29.78,,,,,23.79,40.2825980641907,125.17864649012192,29.78
Switzerland,2015,W. Europe,28.15809125832877,32.30695715732445,89.6512402765197,25.244078051286017,22.5,43.0075509176888,145.42222222222222,32.72,28.15809125832877,32.30695715732445,89.6512402765197,25.244078051286017,22.5,43.0075509176888,145.42222222222222,32.72
Taiwan,1991,East Asia,29.76221194458332,29.96780212180384,81.24461814141765,24.18019544481611,,,,,29.76221194458332,29.96780212180384,81.24461814141765,24.18019544481611,,,,
Taiwan,1993,East Asia,,,,,15.83,51.153219541787095,231.64876816171827,36.67,,,,,15.83,51.153219541787095,231.64876816171827,36.67
Taiwan,2015,East Asia,,,,,11.29,61.0296937452517,419.13197519929145,47.32,,,,,11.29,61.0296937452517,419.13197519929145,47.32
Taiwan,2016,East Asia,28.8205284856546,31.48271564455893,87.17735748054385,25.12497514572108,,,,,28.8205284856546,31.48271564455893,87.17735748054385,25.12497514572108,,,,
Tanzania,1991,SS Africa,26.43732596621656,35.29222222530266,102.586325208557,27.12108119214921,15.77,54.570518086111896,273.49397590361446,43.13,26.43732596621656,35.29222222530266,102.586325208557,27.12108119214921,15.77,54.570518086111896,273.49397590361446,43.13
Tanzania,2014,SS Africa,,,,,13.54,60.0515687358445,369.9409158050222,50.09,,,,,13.54,60.0515687358445,369.9409158050222,50.09
Tanzania,2018,SS Africa,23.86380834143173,40.4912299517734,138.7907470080196,33.12075786163519,,,,,23.86380834143173,40.4912299517734,138.7907470080196,33.12075786163519,,,,
Thailand,1992,S & SE Asia,19.40317662061649,47.8579578494911,199.19099593863237,38.649380754337855,,,,,19.40317662061649,47.8579578494911,199.19099593863237,38.649380754337855,,,,
Thailand,1993,S & SE Asia,,,,,9.48,67.6796239813747,604.6413502109705,57.32000000000001,,,,,9.48,67.6796239813747,604.6413502109705,57.32000000000001
Thailand,2015,S & SE Asia,25.91805357148352,35.98733274727441,109.5655796019076,28.39726561712883,13.38,60.4362232123705,375.8594917787743,50.29,25.91805357148352,35.98733274727441,109.5655796019076,28.39726561712883,13.38,60.4362232123705,375.8594917787743,50.29
Tunisia,1995,MENA,22.24466498524676,41.65729666718795,142.72819910058698,31.749409729401552,12.5,60.6869451237255,392.0,49.0,22.24466498524676,41.65729666718795,142.72819910058698,31.749409729401552,12.5,60.6869451237255,392.0,49.0
Tunisia,2015,MENA,27.80048246047175,32.81588249697604,91.9835970930613,25.57188377636751,16.61,52.7589989566753,249.0668272125226,41.370000000000005,27.80048246047175,32.81588249697604,91.9835970930613,25.57188377636751,16.61,52.7589989566753,249.0668272125226,41.370000000000005
Turkey,1993,MENA,,,,,11.91,64.255440853745,465.2392947103274,55.41,,,,,11.91,64.255440853745,465.2392947103274,55.41
Turkey,1994,MENA,22.69562790626572,41.31520239019123,140.8180231433734,31.95953455757918,,,,,22.69562790626572,41.31520239019123,140.8180231433734,31.95953455757918,,,,
Turkey,2015,MENA,22.00030871858764,42.85445765747807,152.0847174516764,33.45910735316054,14.2,59.908171413927406,366.7605633802817,52.080000000000005,22.00030871858764,42.85445765747807,152.0847174516764,33.45910735316054,14.2,59.908171413927406,366.7605633802817,52.080000000000005
Uganda,1992,SS Africa,23.32164229277301,41.42936038819265,143.73306876388142,33.52091215353788,,,,,23.32164229277301,41.42936038819265,143.73306876388142,33.52091215353788,,,,
Uganda,1996,SS Africa,,,,,13.69,59.24558998324299,357.1219868517166,48.89,,,,,13.69,59.24558998324299,357.1219868517166,48.89
Uganda,2016,SS Africa,22.29282488391917,42.75369263085522,153.46210155015328,34.21103756175788,12.13,62.3878586315069,429.2662819455895,52.07000000000001,22.29282488391917,42.75369263085522,153.46210155015328,34.21103756175788,12.13,62.3878586315069,429.2662819455895,52.07000000000001
Ukraine,1993,EE & CA,30.27321033182803,28.92698360212953,76.50133465585436,23.159409947022443,17.580000000000002,50.914002303486704,221.6723549488054,38.97,30.27321033182803,28.92698360212953,76.50133465585436,23.159409947022443,17.580000000000002,50.914002303486704,221.6723549488054,38.97
Ukraine,2015,EE & CA,32.70297042522381,25.45754032542647,66.01132374229634,21.58766368074192,23.28,41.741100811376505,137.97250859106526,32.12,32.70297042522381,25.45754032542647,66.01132374229634,21.58766368074192,23.28,41.741100811376505,137.97250859106526,32.12
United Kingdom,1993,W. Europe,,,,,18.93,47.26604404661,180.824088748019,34.23,,,,,18.93,47.26604404661,180.824088748019,34.23
United Kingdom,1994,W. Europe,25.92236875976551,35.97892288742413,107.3985364117177,27.8402446512365,,,,,25.92236875976551,35.97892288742413,107.3985364117177,27.8402446512365,,,,
United Kingdom,2015,W. Europe,27.3648872807704,33.23508077715679,92.84655190612878,25.407354273194123,19.86,47.033117328607,179.7079556898288,35.69,27.3648872807704,33.23508077715679,92.84655190612878,25.407354273194123,19.86,47.033117328607,179.7079556898288,35.69
United States,1993,W. Offshoots,22.88773581464907,40.36454272110815,129.68445844493402,29.68183624153485,16.12,52.1026007707334,242.4937965260546,39.09,22.88773581464907,40.36454272110815,129.68445844493402,29.68183624153485,16.12,52.1026007707334,242.4937965260546,39.09
United States,2015,W. Offshoots,22.43843454744006,41.23877761737015,135.90706385704073,30.495417568909648,13.18,58.3535119520718,345.29590288315626,45.51,22.43843454744006,41.23877761737015,135.90706385704073,30.495417568909648,13.18,58.3535119520718,345.29590288315626,45.51
Uruguay,1992,LAC,22.40718805021813,41.46813710781241,140.05976035967248,31.38345388647668,,,,,,,,,,,,
Uruguay,2015,LAC,22.97150404777329,40.12876988874804,129.8114238144343,29.81963647600492,,,,,,,,,,,,
Vietnam,1992,S & SE Asia,26.433885375982268,35.65455877333817,108.34245227651893,28.6391196483033,13.91,57.88934360640749,329.4033069734004,45.82,26.433885375982268,35.65455877333817,108.34245227651893,28.6391196483033,13.91,57.88934360640749,329.4033069734004,45.82
Vietnam,2016,S & SE Asia,26.33055625724131,35.2667388835896,102.99102985230036,27.11811105517214,14.54,56.3083091028048,301.4442916093536,43.830000000000005,26.33055625724131,35.2667388835896,102.99102985230036,27.11811105517214,14.54,56.3083091028048,301.4442916093536,43.830000000000005
Zambia,1993,SS Africa,15.44667726427863,52.60861190802784,254.29682326408548,39.2804095829163,8.51,68.0039303418717,661.2220916568743,56.27,15.44667726427863,52.60861190802784,254.29682326408548,39.2804095829163,8.51,68.0039303418717,661.2220916568743,56.27
Zambia,2015,SS Africa,13.43845648345011,57.13605842336405,330.2529100563889,44.38089360325545,6.950000000000001,72.22170345676841,888.3453237410072,61.74,13.43845648345011,57.13605842336405,330.2529100563889,44.38089360325545,6.950000000000001,72.22170345676841,888.3453237410072,61.74
Zimbabwe,1991,SS Africa,,,,,11.81,62.44433844059431,434.6316680779,51.33,,,,,,,,
Zimbabwe,2017,SS Africa,,,,,11.25,63.5798566294028,467.2888888888888,52.56999999999999,,,,,,,,
