Entity,Year,‘cost of basic needs’ approach - share of population below poverty line,$1.90 - share of population below poverty line,$5 - share of population below poverty line,$10 - share of population below poverty line,$30 - share of population below poverty line,‘cost of basic needs’ approach - share of population above poverty line,$1.90 - share of population above poverty line,$5 - share of population above poverty line,$10 - share of population above poverty line,$30 - share of population above poverty line,$1.90-$5 - share of population between poverty lines,$5-$10 - share of population between poverty lines,$10-$30 - share of population between poverty lines
Western Offshoots,1888,11.7411404037644,11.8626671311953,47.5246276643461,76.5675628313156,97.620920684526,88.2588595962356,88.1373328688047,52.4753723356539,23.4324371686844,2.3790793154740015,35.6619605331508,29.0429351669695,21.0533578532104
World,1888,63.24932460898069,67.89599047358121,89.73057784400939,96.66986855645389,99.7700384862789,36.75067539101931,32.10400952641879,10.269422155990611,3.330131443546108,0.22996151372109352,21.83458737042818,6.939290712444503,3.1001699298250145
East Asia,1889,76.5664007414751,95.3170079615566,99.856408863831,99.9940367433052,99.9999535222898,23.433599258524893,4.682992038443402,0.14359113616899322,0.005963256694798247,4.6477710199610556e-05,4.539400902274409,0.13762787947419497,0.005916778984598636
Eastern Europe and former USSR,1889,51.912173884545695,68.1800285235647,87.1055974908644,97.804976350513,99.91840313024,48.087826115454305,31.8199714764353,12.894402509135602,2.1950236494869984,0.08159686976000557,18.925568967299697,10.699378859648604,2.1134267797269928
Latin America and Caribbean,1889,74.9106357106404,72.6048956714412,92.6596053383681,97.6433493168594,99.7972183066105,25.089364289359594,27.3951043285588,7.340394661631905,2.3566506831406,0.2027816933894968,20.054709666926897,4.9837439784913045,2.1538689897511034
Middle East and North Africa,1889,62.437206989135,69.5688265589007,94.2837923012563,98.8682111886869,99.9542477714898,37.562793010865,30.431173441099304,5.716207698743702,1.1317888113131005,0.04575222851019589,24.714965742355602,4.584418887430601,1.0860365828029046
South and South-East Asia,1889,70.1031702035358,69.5476812674657,98.0825767678211,99.9061865426578,99.9992900976456,29.896829796464203,30.452318732534295,1.9174232321789049,0.09381345734219337,0.0007099023544014926,28.53489550035539,1.8236097748367115,0.09310355498779188
Sub-Saharan Africa,1889,82.8244985798793,89.35840499794139,99.09693522087511,99.8296398707291,99.9912724765884,17.175501420120696,10.641595002058608,0.9030647791248896,0.17036012927090383,0.008727523411593552,9.738530222933719,0.7327046498539858,0.16163260585931027
Western Europe,1889,45.3141281786993,25.194853494863,66.9120088401326,89.7956803590201,99.5367870875703,54.6858718213007,74.805146505137,33.0879911598674,10.204319640979904,0.46321291242969664,41.7171553452696,22.883671518887496,9.741106728550207
Western Offshoots,1889,11.9035555562368,11.997706004851599,48.0532434230291,77.1043548100327,97.7642306039049,88.0964444437632,88.0022939951484,51.9467565769709,22.895645189967297,2.235769396095094,36.0555374181775,29.0511113870036,20.659875793872203
World,1889,63.2485659518811,67.97139160225079,89.6469969225433,96.66146885295849,99.77905263415569,36.7514340481189,32.02860839774921,10.353003077456705,3.3385311470415076,0.22094736584431018,21.675605320292505,7.014471930415198,3.1175837811971974
East Asia,1890,75.81102175976841,94.8069427500766,99.8562411431591,99.9969348208153,99.9999653349577,24.18897824023159,5.193057249923399,0.14375885684090406,0.0030651791847020604,3.466504230686951e-05,5.049298393082495,0.140693677656202,0.003030514142395191
Eastern Europe and former USSR,1890,51.74145171718501,67.8302251510884,86.71846633788421,97.77723341890339,99.9173149573048,48.25854828281499,32.1697748489116,13.281533662115791,2.2227665810966073,0.08268504269520349,18.88824118679581,11.058767081019184,2.140081538401404
Latin America and Caribbean,1890,73.7225877997398,71.4703251137244,92.9310953008079,97.93940145732721,99.8507474631838,26.2774122002602,28.5296748862756,7.068904699192103,2.0605985426727926,0.14925253681620632,21.460770187083497,5.0083061565193105,1.9113460058565863
Middle East and North Africa,1890,62.166265558344605,69.2614983278136,94.2096410322726,98.851921153214,99.9534331493297,37.833734441655395,30.738501672186402,5.7903589677274,1.1480788467860066,0.04656685067030253,24.948142704459002,4.642280120941393,1.101511996115704
South and South-East Asia,1890,67.7972136251149,67.1904552439433,97.84753910887271,99.9016957455934,99.99925879164469,32.20278637488509,32.809544756056695,2.1524608911272907,0.09830425440659951,0.0007412083553077764,30.657083864929405,2.054156636720691,0.09756304605129174
Sub-Saharan Africa,1890,82.2493737544797,88.8614086772805,99.0774962240407,99.8266496191668,99.9911195621078,17.750626245520294,11.138591322719506,0.9225037759592993,0.17335038083319887,0.008880437892202053,10.216087546760207,0.7491533951261005,0.16446994294099682
Western Europe,1890,44.0149232729824,23.7375004672743,66.1438249713407,89.6642704720493,99.5402522922153,55.9850767270176,76.2624995327257,33.856175028659294,10.335729527950704,0.4597477077847003,42.406324504066404,23.52044550070859,9.875981820166004
Western Offshoots,1890,10.304429565508801,10.3743489909318,44.9777817389661,74.8849597460923,97.4216569294871,89.6955704344912,89.6256510090682,55.0222182610339,25.115040253907694,2.5783430705129007,34.6034327480343,29.907178007126205,22.536697183394793
World,1890,61.988948862688694,66.714370454169,89.2307178821097,96.5070134501816,99.7606586335669,38.011051137311306,33.285629545831,10.769282117890299,3.492986549818397,0.239341366433095,22.5163474279407,7.276295568071902,3.253645183385302
East Asia,1891,75.9208628190574,95.0308779083888,99.8587965858752,99.9947647179154,99.9999493783366,24.079137180942595,4.969122091611197,0.14120341412480286,0.005235282084598225,5.062166340508156e-05,4.8279186774863945,0.13596813204020464,0.0051846604211931435
Eastern Europe and former USSR,1891,53.797713317617,69.17860402628449,86.2744996528995,97.7005213558077,99.9156397493585,46.202286682383,30.82139597371551,13.725500347100507,2.2994786441923054,0.08436025064149533,17.095895626615004,11.426021702908201,2.21511839355081
Latin America and Caribbean,1891,73.1835858328154,70.7980227523003,93.01944018388501,98.0401723187189,99.8648490570783,26.816414167184604,29.201977247699702,6.98055981611499,1.959827681281098,0.1351509429216975,22.22141743158471,5.020732134833892,1.8246767383594005
Middle East and North Africa,1891,61.896530052632606,68.9540044212997,94.1353051613616,98.83558132149129,99.9526173377258,38.103469947367394,31.0459955787003,5.8646948386384,1.16441867850871,0.0473826622742024,25.1813007400619,4.70027616012969,1.1170360162345077
South and South-East Asia,1891,72.6280656988345,72.09108981255011,98.4529944928367,99.92578184119971,99.99923367190739,27.371934301165496,27.90891018744989,1.5470055071633055,0.07421815880029214,0.0007663280926095695,26.361904680286585,1.4727873483630134,0.07345183070768257
Sub-Saharan Africa,1891,79.9725854999872,87.0047067368639,98.8885253821412,99.8189756735931,99.9909389015955,20.027414500012796,12.995293263136105,1.1114746178588035,0.1810243264068987,0.009061098404501422,11.883818645277302,0.9304502914519048,0.17196322800239727
Western Europe,1891,44.9590966014585,24.9283159127429,66.3035523405096,89.4362529173088,99.5236860211585,55.0409033985415,75.0716840872571,33.6964476594904,10.563747082691194,0.47631397884150317,41.375236427766694,23.13270057679921,10.08743310384969
Western Offshoots,1891,10.4992374278648,10.5452047265732,45.1314681231107,74.9286892003298,97.3973172574883,89.5007625721352,89.4547952734268,54.8685318768893,25.0713107996702,2.6026827425117034,34.586263396537504,29.7972210772191,22.468628057158497
World,1891,63.5409076004712,68.2802106447995,89.3770608930481,96.4562034893738,99.75475238703359,36.4590923995288,31.719789355200504,10.622939106951904,3.543796510626194,0.24524761296640918,21.0968502482486,7.07914259632571,3.298548897659785
East Asia,1892,75.9265119717178,94.6315640445906,99.79547364023709,99.9894557871872,99.9999220911269,24.0734880282822,5.368435955409396,0.20452635976290878,0.010544212812803266,7.790887309511163e-05,5.163909595646487,0.19398214695010552,0.010466303939708155
Eastern Europe and former USSR,1892,51.023493543492606,66.9050603922723,85.57534621028789,97.6022289495589,99.9138491234598,48.976506456507394,33.094939607727696,14.42465378971211,2.3977710504410936,0.08615087654020215,18.670285818015586,12.026882739271016,2.3116201739008915
Latin America and Caribbean,1892,74.1576661992102,71.9961484380175,92.4834119403937,97.60669467623529,99.7992111565798,25.842333800789802,28.0038515619825,7.516588059606306,2.3933053237647073,0.20078884342019876,20.487263502376194,5.123282735841599,2.1925164803445085
Middle East and North Africa,1892,61.6261870589968,68.6459330205586,94.0605110401838,98.81903969060521,99.9517787776681,38.3738129410032,31.3540669794414,5.939488959816202,1.1809603093947914,0.048221222331903846,25.414578019625196,4.758528650421411,1.1327390870628875
South and South-East Asia,1892,68.8605624812442,68.3345095022849,98.0088957776226,99.90642670415369,99.99919143681299,31.1394375187558,31.665490497715098,1.9911042223774018,0.09357329584631202,0.0008085631870073939,29.674386275337696,1.8975309265310898,0.09276473265930463
Sub-Saharan Africa,1892,81.28912841572689,87.8450239582866,98.9047656059687,99.8157395169402,99.990783358943,18.710871584273107,12.154976041713397,1.0952343940312943,0.18426048305980203,0.00921664105699449,11.059741647682102,0.9109739109714923,0.17504384200280754
Western Europe,1892,45.0860631078852,25.033519362926,66.703368562666,89.6122602950187,99.5230997352435,54.9139368921148,74.966480637074,33.296631437334,10.3877397049813,0.4769002647564946,41.66984919974,22.9088917323527,9.910839440224805
Western Offshoots,1892,10.2184521133333,10.154031296139001,43.9733661574508,73.87613977883079,97.1407308625656,89.7815478866667,89.845968703861,56.0266338425492,26.12386022116921,2.8592691374343957,33.819334861311795,29.902773621379993,23.264591083734814
World,1892,62.2749319711098,66.9278160155301,89.14177533690551,96.3767865739824,99.73478605993999,37.7250680288902,33.0721839844699,10.85822466309449,3.6232134260175997,0.26521394006000776,22.213959321375413,7.23501123707689,3.357999485957592
East Asia,1893,75.9898526980363,94.570439786165,99.76843491999429,99.9859471732934,99.9999042280283,24.0101473019637,5.429560213835003,0.23156508000570852,0.014052826706603128,9.577197170074214e-05,5.197995133829295,0.2175122532991054,0.013957054734902385
Eastern Europe and former USSR,1893,47.894171906580404,64.0750815709011,85.2547445351724,97.5373754728216,99.91258275046991,52.105828093419596,35.924918429098895,14.745255464827594,2.4626245271784057,0.08741724953009111,21.1796629642713,12.282630937649188,2.3752072776483146
Latin America and Caribbean,1893,74.9401040574621,73.0428655288177,92.3039358187401,97.4558466631668,99.772190044122,25.059895942537906,26.9571344711823,7.696064181259899,2.5441533368332045,0.22780995587800135,19.2610702899224,5.151910844426695,2.316343380955203
Middle East and North Africa,1893,61.3567693502787,68.3386015414116,93.9862161986616,98.8027089879493,99.9509643482057,38.6432306497213,31.661398458588394,6.0137838013384055,1.197291012050698,0.049035651794298474,25.64761465724999,4.816492789287707,1.1482553602563996
South and South-East Asia,1893,67.6268309504343,67.1303156814813,97.84788470740719,99.8980614920165,99.9991365271403,32.3731690495657,32.86968431851869,2.1521152925928106,0.10193850798350468,0.0008634728597058938,30.717569025925883,2.050176784609306,0.10107503512379878
Sub-Saharan Africa,1893,81.7524999882838,88.0447921973571,98.8480434443901,99.81144657453031,99.99061437456899,18.2475000117162,11.955207802642903,1.1519565556098996,0.18855342546969212,0.009385625431008293,10.803251247033003,0.9634031301402075,0.17916780003868382
Western Europe,1893,45.229278150454796,25.3868510870992,66.40536610988809,89.2528395685237,99.4807341041065,54.770721849545204,74.6131489129008,33.59463389011191,10.747160431476303,0.519265895893497,41.01851502278889,22.847473458635605,10.227894535582806
Western Offshoots,1893,11.931177340803,11.9631044190987,47.7069314099268,76.81028673658051,97.6600316748347,88.068822659197,88.0368955809013,52.2930685900732,23.189713263419492,2.3399683251653016,35.743826990828104,29.103355326653706,20.84974493825419
World,1893,61.7290973119596,66.4235234844443,89.1924290059613,96.4556994184161,99.7548347155339,38.2709026880404,33.5764765155557,10.807570994038699,3.5443005815838973,0.24516528446609698,22.768905521517,7.263270412454801,3.2991352971178003
East Asia,1894,75.9172989938101,93.9227445998996,99.6455586318088,99.9737432608346,99.9998206276144,24.082701006189893,6.077255400100398,0.3544413681912033,0.026256739165404497,0.00017937238560250535,5.722814031909195,0.3281846290257988,0.02607736677980199
Eastern Europe and former USSR,1894,44.3301708598175,60.3859178342153,84.72960920235299,97.46079046890141,99.9113347719299,55.6698291401825,39.6140821657847,15.27039079764701,2.5392095310985923,0.08866522807009858,24.34369136813769,12.731181266548418,2.4505443030284937
Latin America and Caribbean,1894,74.6821103434202,73.0715181503197,91.83361549520829,97.0428021071679,99.68646836203379,25.317889656579794,26.928481849680296,8.166384504791708,2.9571978928320988,0.3135316379662072,18.762097344888588,5.209186611959609,2.6436662548658916
Middle East and North Africa,1894,61.0860657577275,68.0308484048578,93.9117230490435,98.7863556866279,99.95014949882069,38.9139342422725,31.969151595142193,6.088276950956498,1.2136443133721002,0.049850501179307116,25.880874644185695,4.874632637584398,1.163793812192793
South and South-East Asia,1894,66.95977120208761,66.47499783361191,97.75725143175869,99.8927912999072,99.9990937056938,33.04022879791239,33.52500216638809,2.2427485682413106,0.10720870009279793,0.0009062943062048134,31.28225359814678,2.1355398681485127,0.10630240578659311
Sub-Saharan Africa,1894,83.2207527687175,88.9913349088648,98.8784678399351,99.8087728650718,99.9904472884063,16.779247231282497,11.0086650911352,1.121532160064902,0.19122713492819798,0.00955271159369886,9.887132931070298,0.930305025136704,0.18167442333449912
Western Europe,1894,44.4655698657623,24.9831465664789,65.504029866699,88.72476984937569,99.4388796820779,55.5344301342377,75.0168534335211,34.495970133301,11.27523015062431,0.5611203179221036,40.5208833002201,23.22073998267669,10.714109832702206
Western Offshoots,1894,13.398573714741598,13.530062161776298,50.6214408609348,78.93945835038039,98.002632364422,86.6014262852584,86.4699378382237,49.3785591390652,21.06054164961961,1.9973676355780015,37.0913786991585,28.318017489445594,19.063174014041607
World,1894,61.0581152761446,65.61583932792149,89.0586199609165,96.4459899913719,99.7625546631205,38.9418847238554,34.38416067207851,10.941380039083498,3.5540100086280972,0.2374453368795031,23.44278063299501,7.387370030455401,3.316564671748594
East Asia,1895,75.9717025359681,93.8298690002025,99.6066353643028,99.96810811040781,99.9997797440709,24.028297464031894,6.170130999797493,0.39336463569719626,0.03189188959218825,0.00022025592909358238,5.776766364100297,0.361472746105008,0.03167163366309467
