"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","income_gap_ratio_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","income_gap_ratio_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","income_gap_ratio_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","income_gap_ratio_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","income_gap_ratio_10_00","poverty_gap_index_15_00","headcount_15_00","income_gap_ratio_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","income_gap_ratio_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","income_gap_ratio_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","income_gap_ratio_40_00","headcount_ratio_40_median","poverty_gap_index_40_median","headcount_40_median","income_gap_ratio_40_median","headcount_ratio_50_median","poverty_gap_index_50_median","headcount_50_median","income_gap_ratio_50_median","headcount_ratio_60_median","poverty_gap_index_60_median","headcount_60_median","income_gap_ratio_60_median","total_shortall_daily_1_00","total_shortall_daily_1_90","total_shortall_daily_3_20","total_shortall_daily_5_50","total_shortall_daily_10_00","total_shortall_daily_15_00","total_shortall_daily_20_00","total_shortall_daily_30_00","total_shortall_daily_40_00","total_shortall_daily_40_median","total_shortall_daily_50_median","total_shortall_daily_60_median","avg_shortfall_1_00","avg_shortfall_1_90","avg_shortfall_3_20","avg_shortfall_5_50","avg_shortfall_10_00","avg_shortfall_15_00","avg_shortfall_20_00","avg_shortfall_30_00","avg_shortfall_40_00"
"Guinea",2014,"N","consumption",FALSE,"GIN:2014:N:c","GIN2014",6.085165,1.490532,678555,23.982704276298,34.07456,9.882381,3799646,28.9642497952929,69.30327,27.66559,7727992,39.8674292507588,91.98149,50.95147,10256835,55.4001145942946,98.65148,71.44947,11000604,72.4236627450773,80.72114,11100289,81.0876709686339,99.81915,85.46617,11130810,85.5967888436531,99.9264,90.27435,11142770,90.3326724724534,99.98061,92.69386,11148815,92.7495043543401,5.402824,1.273598,602468,23.0801367579304,10.95505,2.573179,1221595,23.3308069174706,18.21086,4.555354,2030689,24.8516981895113,0.01490532,0.187765239,0.88529888,2.80233085,7.144947,12.108171,17.093234,27.082305,37.077544,0.01211191698,0.03059509831,0.06500490158,0.23982704276298,0.550320746110565,1.27575773602428,3.0470063026862,7.24236627450773,12.1631506452951,17.1193577687306,27.099801741736,37.099801741736
"Guinea",2015,"N","consumption",FALSE,"GIN:2015:N:c","GIN2015",5.871394,1.434008,671223,23.8237863850117,33.31209,9.581842,3808267,28.670052818227,68.68851,27.14351,7852531,39.5135220248206,91.68649,50.43535,10481680,54.9574295911356,98.6328,71.1063,11275788,72.0754436331209,80.48364,11378991,80.8493284799592,99.80488,85.28507,11409782,85.4145945663271,99.9264,90.15252,11423674,90.2069851922318,99.98061,92.60189,11429871,92.6552388941738,5.402824,1.273584,617656,23.0612555843033,10.95505,2.573128,1252391,23.3282703506416,18.21086,4.555248,2081882,24.851426342951,0.01434008,0.182054998,0.86859232,2.77394425,7.11063,12.072546,17.057014,27.045756,37.040756,0.01226461392,0.03098046112,0.0658233336,0.238237863850117,0.544731003546313,1.26443270479426,3.02265862751246,7.20754436331209,12.1273992719939,17.0829189132654,27.0620955576695,37.0620955576695
"Guinea",2016,"N","consumption",FALSE,"GIN:2016:N:c","GIN2016",4.828284,1.12273,566765,22.9632806553909,28.28551,7.881317,3320278,27.7610856883994,63.88118,24.03032,7498655,37.5653617153407,89.67365,47.24204,10526288,52.6940953805779,98.18631,68.93522,11525542,70.1696856019074,78.97372,11677560,79.4211302323135,99.7396,84.13546,11707874,84.3563562489532,99.9264,89.37683,11729802,89.4255531235264,99.96932,92.01653,11734840,92.0691648426448,5.402824,1.275859,634207,23.2464809704312,10.97488,2.576007,1288280,23.4322259232867,18.2396,4.558047,2141045,24.9145850510334,0.0112273,0.149745023,0.76897024,2.5983122,6.893522,11.846058,16.827092,26.813049,36.806612,0.0132689336,0.033488091,0.0711055332,0.229632806553909,0.527460628079589,1.2020915748909,2.89817524593178,7.01696856019074,11.913169534847,16.8712712497906,26.8276659370579,36.8276659370579
"Guinea",2017,"N","consumption",FALSE,"GIN:2017:N:c","GIN2017",3.992688,0.8823087,481819,21.9439778739451,24.33018,6.538662,2936054,26.7777763234746,58.99789,21.30769,7119593,36.1148766144472,87.21871,44.23504,10525152,50.6838682131996,97.79954,66.81745,11801998,68.3490501926397,77.48109,11996892,77.9093148182486,99.70841,82.99882,12032351,83.2898436351085,99.90103,88.60865,12055596,88.6590306886271,99.9376,91.43774,12060009,91.4942730164703,5.402824,1.276467,651988,23.1459702051713,10.95505,2.571229,1322005,23.3240032127257,18.18713,4.551899,2194739,24.8412190904338,0.008823087,0.124234578,0.68184608,2.4329272,6.681745,11.6221635,16.599764,26.582595,36.575096,0.01424537172,0.03584293226,0.07615327027,0.219439778739451,0.508777750146017,1.15567605166231,2.78761275172598,6.83490501926397,11.6863972227373,16.6579687270217,26.5977092065881,36.5977092065881
"Guinea",2018,"N","consumption",FALSE,"GIN:2018:N:c","GIN2018",3.656427,0.7867463,453920,21.0539506045531,22.64062,5.988088,2810679,26.3468009601628,56.70178,20.12588,7039139,35.43141100577,86.30736,42.85941,10714470,49.6182572102573,97.53337,65.82112,12108103,67.4686239674139,76.77342,12333850,77.2751930288671,99.67932,82.45933,12374508,82.7497172836593,99.886,88.24377,12400166,88.2912455939887,99.9376,91.16292,12406571,91.2184341954915,5.402824,1.276171,670724,23.5174837981514,10.97488,2.576642,1362457,23.3482489973211,18.17767,4.551175,2256634,24.961844562592,0.007867463,0.113773672,0.64402816,2.35726755,6.582112,11.516013,16.491866,26.473131,36.465168,0.01470148992,0.0371036448,0.07859879225,0.210539506045531,0.500589218243093,1.13380515218464,2.72900414656415,6.74686239674139,11.5912789543301,16.5499434567319,26.4873736781966,36.4873736781966
"Guinea",2019,"N","consumption",FALSE,"GIN:2019:N:c","GIN2019",3.272287,0.7154954,417912,20.7825039949566,21.25953,5.567764,2715107,26.1003518760859,55.11433,19.17809,7038787,34.7406885848693,85.70291,41.71618,10945329,48.6891244634466,97.31191,64.9837,12427943,66.7456751730475,76.17652,12677287,76.7488358537669,99.64267,82.00399,12725611,82.2924460350543,99.86893,87.93559,12754507,87.9831538306395,99.92843,90.9307,12762106,90.9873653729796,5.402824,1.274379,690008,23.0200557582968,10.97488,2.575838,1401629,23.3339769739312,18.20921,4.55315,2325543,24.8285548094173,0.007154954,0.105787516,0.61369888,2.2943899,6.49837,11.426478,16.400798,26.380677,36.37228,0.01506315978,0.03807088564,0.0807273495,0.207825039949566,0.495906685645632,1.11170203471582,2.67790184548956,6.67456751730475,11.512325378065,16.4584892070109,26.3949461491919,36.3949461491918
"Gambia",1981,"N","consumption",FALSE,"GMB:1981:N:c","GMB1981",36.68113,13.73985,241207,37.372888177154,66.6524,32.76108,438292,49.1769631435889,84.12357,50.86994,553179,60.4649211850643,94.04929,67.38032,618448,71.6559806750809,98.06211,80.56027,644836,82.1739924152728,86.69111,653229,87.2695562916117,99.69456,89.91227,655570,90.1495832328716,99.93593,93.22105,657158,93.2833984880865,99.95693,94.90359,657296,94.9625488660649,12.43976,4.277699,81801,34.8140033896533,19.31318,6.561248,126999,34.300917896154,25.33501,9.149924,166598,36.2396101239253,0.1373985,0.62246052,1.62783808,3.7059176,8.056027,13.0036665,17.982454,27.966315,37.961436,0.02245791975,0.04310739936,0.07210140112,0.37372888177154,0.934362299728189,1.93487747792206,3.94107893712945,8.21739924152728,13.0904334437418,18.0299166465743,27.9850195464259,37.985019546426
"Gambia",1982,"N","consumption",FALSE,"GMB:1982:N:c","GMB1982",38.56095,14.64126,261487,38.1529546221259,68.35855,34.06738,463548,49.7862268352089,85.17039,52.13773,577551,61.2417016126874,94.6497,68.39619,641832,72.3493165675656,98.39886,81.22836,667255,82.52179637387,87.17034,674264,87.666537804366,99.72327,90.28132,676236,90.5222375514438,99.94311,93.47426,677727,93.5361320502095,99.95693,95.09408,677821,95.1520990376571,12.43976,4.290444,84356,34.8743728808261,19.31318,6.556524,130965,34.2725196576326,25.33501,9.143603,171800,36.2179020156532,0.1464126,0.64728022,1.66840736,3.76179045,8.122836,13.075551,18.056264,28.042278,38.037632,0.02170964664,0.04143723168,0.06930851074,0.381529546221259,0.945938309868969,1.959734451606,3.97921241121611,8.252179637387,13.1499806706549,18.1044475102888,28.0608396150629,38.0608396150628
"Gambia",1983,"N","consumption",FALSE,"GMB:1983:N:c","GMB1983",35.15452,13.0008,246152,37.0580043715874,65.5743,31.64427,459151,48.2953281272884,83.30047,49.76881,583269,59.724208479093,93.66073,66.4975,655811,71.0183332822859,97.92575,79.97799,685675,81.6645013785061,86.2693,695417,86.8459401991171,99.68087,89.58594,697964,89.9144753944741,99.93593,92.99692,699750,93.0623119671474,99.95693,94.73492,699897,94.7967339753606,12.43976,4.284867,87103,34.7368975583122,19.31318,6.562581,135231,34.1508093409732,25.33501,9.143931,177395,36.2078135759032,0.130008,0.60124113,1.59260192,3.6573625,7.997799,12.940395,17.917188,27.899076,37.893968,0.02326682781,0.04455992499,0.07443159834,0.370580043715874,0.91761123441848,1.91117467133098,3.90600833052572,8.16645013785061,13.0268910298676,17.9828950788948,27.9186935901442,37.9186935901442
"Gambia",1984,"N","consumption",FALSE,"GMB:1984:N:c","GMB1984",35.15452,13.02343,255114,37.1158061940955,65.5743,31.67893,475869,48.3420667117305,83.34799,49.80308,604851,59.7650951074522,93.66724,66.52524,679738,71.0472083971605,97.92575,79.99632,710641,81.6840153825125,86.28262,720737,86.8599628604984,99.68087,89.59625,723378,89.9263986816164,99.93593,93.00401,725229,93.065696972488,99.95693,94.74025,725381,94.799272729366,12.43976,4.278165,90275,34.7739635652235,19.31318,6.556817,140155,34.2573808697552,25.33501,9.160467,183855,36.246019476259,0.1302343,0.60189967,1.59369856,3.6588882,7.999632,12.942393,17.91925,27.901203,37.8961,0.0231876543,0.04445521926,0.07456620138,0.371158061940955,0.918499267522879,1.91248304343847,3.90759646184383,8.16840153825125,13.0289944290748,17.9852797363233,27.9197090917464,37.9197090917464
"Gambia",1985,"N","consumption",FALSE,"GMB:1985:N:c","GMB1985",37.31116,14.13371,281993,37.8600215361165,67.35478,33.33651,509059,49.4960361894522,84.36046,51.43128,637585,60.9774197395202,94.29339,67.83072,712657,71.9776747143246,98.30573,80.85676,742982,82.2220577242626,86.90475,751132,87.3949106569532,99.69456,90.07694,753479,90.3145335868396,99.93593,93.33408,755303,93.391967658591,99.95693,94.98865,755461,95.0439757439432,12.43976,4.290918,94018,34.6640730968669,19.31318,6.562418,145967,34.2098047152952,25.33501,9.155446,191479,36.1812842961291,0.1413371,0.63339369,1.64580096,3.7306896,8.085676,13.0357125,18.015388,28.000224,37.99546,0.02218404606,0.04239322028,0.0709547065,0.378600215361165,0.940424687599592,1.95127743166465,3.95877210928785,8.22220577242626,13.109236598543,18.0629067173679,28.0175902975773,38.0175902975773
"Gambia",1986,"N","consumption",FALSE,"GMB:1986:N:c","GMB1986",37.70815,14.26547,298327,37.837701926281,67.54535,33.5281,534383,49.6429221536705,84.5095,51.61654,668594,61.0553708628485,94.44408,67.97961,747192,71.9829673035683,98.37015,80.9547,778252,82.3260176086857,86.97485,786373,87.4692079742915,99.69456,90.13092,788731,90.3707043958057,99.93593,93.37113,790640,93.4328319359804,99.95693,95.01653,790806,95.0746239519853,12.43976,4.289358,98417,34.6455508718715,19.31318,6.554982,152796,34.010812855381,25.33501,9.162782,200437,36.250201309233,0.1426547,0.6370339,1.65172928,3.73887855,8.09547,13.0462275,18.026184,28.011339,38.006612,0.02204730012,0.04208298444,0.07064504922,0.37837701926281,0.943215520919739,1.95377186761115,3.95906320169626,8.23260176086857,13.1203811961437,18.0741408791611,28.0298495807941,38.0298495807941
"Gambia",1987,"N","consumption",FALSE,"GMB:1987:N:c","GMB1987",38.88765,14.85911,323165,38.1531802842391,68.65123,34.38004,570508,50.0774978958367,85.3381,52.43845,709179,61.4403691971894,94.67151,68.63426,786742,72.518876366012,98.44193,81.38422,818075,82.6772081777039,87.28151,826306,87.7767342920553,99.75198,90.36698,828962,90.6069839918756,99.94311,93.5329,830550,93.593985455461,99.95693,95.13816,830665,95.1954890915958,12.43976,4.283728,103377,34.5283557659848,19.27578,6.551015,160186,34.0689486434869,25.33501,9.162372,210540,36.1681954837258,0.1485911,0.65322076,1.6780304,3.7748843,8.138422,13.0922265,18.073396,28.05987,38.055264,0.02146147728,0.0410093539,0.06890103744,0.381531802842391,0.951472460020897,1.96609181431006,3.98853820013066,8.26772081777039,13.1665101438083,18.1213967983751,28.0781956366383,38.0781956366383
"Gambia",1988,"N","consumption",FALSE,"GMB:1988:N:c","GMB1988",39.2805,15.00355,343093,38.1724361914717,68.65775,34.58477,599687,50.3961467666743,85.35963,52.635,745569,61.6069013631289,94.67151,68.7898,826903,72.6876375255275,98.44193,81.48612,859835,82.7785701036904,87.35409,868487,87.8494754254831,99.75198,90.42304,871278,90.6645364067208,99.94311,93.57119,872947,93.6345128428297,99.97847,95.16695,873256,95.2258846321223,12.43976,4.283609,108654,34.6203581596754,19.31318,6.566157,168690,34.0830375592034,25.33501,9.151375,221287,36.1971874114856,0.1500355,0.65711063,1.68432,3.783439,8.148612,13.1031135,18.084608,28.071357,38.06678,0.02133237282,0.04090715811,0.06836077125,0.381724361914717,0.957526788566812,1.97142084362012,3.99782006390401,8.27785701036904,13.1774213138225,18.1329072813442,28.0903538528489,38.0903538528489
"Gambia",1989,"N","consumption",FALSE,"GMB:1989:N:c","GMB1989",38.61838,14.76031,353603,38.223122100951,68.56744,34.23875,627827,49.9583245763291,85.31129,52.30271,781140,61.3607566131545,94.66433,68.52681,866780,72.4095130789655,98.44193,81.31381,901369,82.6073850224901,87.23135,910438,87.7274059977381,99.72327,90.3283,913101,90.5690855816699,99.94311,93.50644,915114,93.5681034418903,99.95693,95.11827,915241,95.1760775814178,12.43976,4.282625,113903,34.6834728667522,19.31318,6.55945,176838,34.1785457632681,25.33501,9.16014,231976,36.1816795898505,0.1476031,0.65053625,1.67368672,3.76897455,8.131381,13.0847025,18.06566,28.051932,38.047308,0.02154160375,0.0412589405,0.069159057,0.38223122100951,0.949208166950253,1.96354421162094,3.9825232193431,8.26073850224901,13.1591108996607,18.113817116334,28.0704310325671,38.0704310325671
"Gambia",1990,"N","consumption",FALSE,"GMB:1990:N:c","GMB1990",38.99183,14.9462,372603,38.2961834436185,68.65775,34.50403,656089,50.2643646453018,85.3381,52.55749,815485,61.5133827579988,94.67151,68.72847,904674,72.5460336844822,98.44193,81.44594,940704,82.7402299903165,87.32547,950169,87.8217895239386,99.75198,90.40094,953223,90.6428903759178,99.94311,93.5561,955049,93.6197490029349,99.95693,95.1556,955181,95.2148117522012,12.43976,4.280667,118873,34.5438953571545,19.31318,6.55643,184555,34.1408241044778,25.33501,9.156345,242100,36.1766381888262,0.149462,0.65557657,1.68183968,3.78006585,8.144594,13.0988205,18.080188,28.06683,38.06224,0.02136052833,0.0409121232,0.06858102405,0.382961834436185,0.955022928260734,1.96842824825596,3.99003185264652,8.27402299903165,13.1732684285908,18.1285780751836,28.0859247008805,38.0859247008805
"Gambia",1991,"N","consumption",FALSE,"GMB:1991:N:c","GMB1991",39.48566,15.12784,391963,38.2948399294347,68.94116,34.75895,684360,50.421749752053,85.68029,52.8026,850525,61.6572996527256,94.83391,68.92192,941391,72.6723888812069,98.44193,81.57246,977206,82.8674970799566,87.41559,987039,87.9111557424917,99.75198,90.47055,990211,90.7111620865057,99.94311,93.60364,992108,93.6645175142954,99.97847,95.19145,992459,95.2483881357215,12.4754,4.292426,123840,34.8275194633405,19.27578,6.549123,191345,34.2001297746932,25.33501,9.1471,251494,36.2081680710637,0.1512784,0.66042005,1.6896832,3.7907056,8.157246,13.1123385,18.09411,28.081092,38.07658,0.02129043296,0.04053907137,0.067962953,0.382948399294347,0.958013245289007,1.97303358888722,3.99698138846638,8.28674970799566,13.1866733613738,18.1422324173011,28.0993552542886,38.0993552542886
"Gambia",1992,"N","consumption",FALSE,"GMB:1992:N:c","GMB1992",39.53124,15.15782,406174,38.3620138360087,69.03529,34.80098,709320,50.4126806749261,85.68747,52.84301,880417,61.6338640893675,94.84109,68.95376,974468,72.706704274448,98.44193,81.59319,1011466,82.892011082224,87.43036,1021643,87.9281742207813,99.75198,90.48195,1024927,90.7233519264102,99.94311,93.61143,1026890,93.6733525141443,99.97847,95.19734,1027254,95.2550143856082,12.43976,4.285994,127815,34.8289630463714,19.31318,6.564799,198438,34.1174330434804,25.33501,9.145204,260311,36.1830143597539,0.1515782,0.66121862,1.69097632,3.7924568,8.159319,13.114554,18.09639,28.083429,38.078936,0.0212156703,0.04063610581,0.06785741368,0.383620138360087,0.957840932823596,1.97228365085976,3.99886873509464,8.2892011082224,13.1892261331172,18.144670385282,28.1020057542433,38.1020057542433
"Gambia",1993,"N","consumption",FALSE,"GMB:1993:N:c","GMB1993",39.72726,15.21407,421451,38.4219822060947,69.12305,34.87979,733300,50.4533575413177,85.8611,52.91859,910868,61.6467695778689,94.89842,69.01334,1006741,72.7676049415802,98.46347,81.63193,1044562,82.930472426561,87.45795,1054841,87.9553601501944,99.75198,90.50326,1058231,90.7442806327307,99.94311,93.62598,1060258,93.6876125700122,99.97847,95.20832,1060634,95.2657094275092,12.43976,4.288267,131969,34.9057653813804,19.31318,6.552872,204886,34.2757370495666,25.33501,9.160618,268769,36.2730266683371,0.1521407,0.66271601,1.69339488,3.7957337,8.163193,13.1186925,18.100652,28.087794,38.083328,0.02118403898,0.04043122024,0.06788017938,0.384219822060947,0.958613793285036,1.9726966264918,4.00221827178691,8.2930472426561,13.1933040225292,18.1488561265461,28.1062837710037,38.1062837710037
"Gambia",1994,"N","consumption",FALSE,"GMB:1994:N:c","GMB1994",41.22203,15.9437,451056,38.638096102652,70.39733,35.88858,770296,50.9376338145765,86.75279,53.88496,949259,62.1179199085507,95.0934,69.76665,1040523,73.3276657460679,98.58025,82.12157,1078677,83.3376440181208,87.80695,1089143,88.212735467708,99.75198,90.77131,1091498,91.0098608986979,99.95042,93.80924,1093669,93.865820667854,99.97847,95.34657,1093976,95.3993655008905,12.43976,4.276648,136117,34.438466153954,19.27578,6.550365,210918,34.0401001071948,25.33501,9.148825,277219,36.2403492822468,0.159437,0.68188302,1.72431872,3.83716575,8.212157,13.1710425,18.154262,28.142772,38.138628,0.02048514392,0.03923668635,0.06578005175,0.38638096102652,0.967815042476953,1.98777343707362,4.03302161603373,8.33376440181208,13.2319103201562,18.2019721797396,28.1597462003562,38.1597462003562
"Gambia",1995,"N","consumption",FALSE,"GMB:1995:N:c","GMB1995",42.14326,16.50545,475618,39.2910825326563,71.47083,36.65353,806602,51.2310524262969,87.03452,54.60767,982250,62.7364745760644,95.29189,70.32388,1075440,73.7604189013772,98.73126,82.48375,1114256,83.5397454815531,88.06381,1123347,88.4757297558535,99.75198,90.96797,1125776,91.2087316490703,99.95042,93.94372,1128015,94.0043920911686,99.98564,95.44807,1128413,95.5032940683764,12.43976,4.285163,140392,34.8519817059127,19.31318,6.552907,217964,34.2380754295901,25.33501,9.142949,285925,36.1928729735056,0.1650545,0.69641707,1.74744544,3.8678134,8.248375,13.2095715,18.193594,28.183116,38.179228,0.02009741447,0.03840003502,0.06427493147,0.392910825326563,0.973389996099641,2.00756718643406,4.05682303957575,8.35397454815531,13.271359463378,18.2417463298141,28.2013176273506,38.2013176273506
"Gambia",1996,"N","consumption",FALSE,"GMB:1996:N:c","GMB1996",42.47486,16.73596,494446,39.3565160554137,71.82384,36.96692,836095,51.4580694446537,87.19391,54.89855,1015016,62.99811472642,95.36367,70.5475,1110120,73.995803492684,98.73126,82.62921,1149322,83.6879543807768,88.16686,1159465,88.4912124567608,99.75198,91.04661,1161204,91.2878287603149,99.95042,93.99749,1163514,94.0582913965804,99.98564,95.48869,1163924,95.5437185474353,12.43976,4.288648,144810,34.7388356237606,19.31318,6.558314,224823,34.2195040089692,25.33501,9.149771,294923,36.1635022784312,0.1673596,0.70237148,1.7567536,3.8801125,8.262921,13.225029,18.209322,28.199247,38.195476,0.0199422132,0.03810380434,0.06377390387,0.393565160554137,0.97770331944842,2.01593967124544,4.06976919209762,8.36879543807768,13.2736818685141,18.257565752063,28.2174874189741,38.2174874189741
"Gambia",1997,"N","consumption",FALSE,"GMB:1997:N:c","GMB1997",41.57807,16.3011,499156,39.2279180822583,70.86344,36.37551,850734,51.2684847022014,86.91449,54.34697,1043431,62.5066250523226,95.24173,70.12285,1143402,73.6249616454998,98.71663,82.3529,1185119,83.4033534763112,87.97137,1194965,88.3802691320633,99.75198,90.89719,1197548,91.1373358601151,99.95042,93.89532,1199931,93.9527674962672,99.98564,95.41151,1200354,95.4645756222004,12.43976,4.288974,149343,34.5014744682344,19.31318,6.558916,231860,34.0705169015179,25.33501,9.150614,304153,36.1017008152555,0.163011,0.69113469,1.73910304,3.85675675,8.23529,13.1957055,18.179438,28.168596,38.164604,0.02028684702,0.03876319356,0.06487785326,0.392279180822583,0.974101209341827,2.00021200167432,4.04937289050249,8.34033534763112,13.2570403698095,18.227467172023,28.1858302488802,38.1858302488802
"Gambia",1998,"N","consumption",TRUE,"GMB:1998:N:c","GMB1998",41.57807,16.21087,514788,38.9668818603054,70.8278,36.25248,876937,51.2609935817011,86.88956,54.23072,1075801,62.3826472762542,95.22275,70.03321,1178977,73.5374538675984,98.71663,82.29449,1222235,83.433295415941,87.93009,1232390,88.3404024924353,99.75198,90.86559,1235054,91.1074759716576,99.95042,93.8737,1237511,93.9365774353931,99.97847,95.3952,1237858,95.4524330765448,12.43976,4.277137,154020,34.6654687637845,19.31318,6.55656,239121,34.2294377521343,25.33501,9.16128,313679,36.2571909334316,0.1621087,0.68879712,1.73538304,3.85182655,8.229449,13.1895135,18.173118,28.16211,38.15808,0.02027362938,0.0388804008,0.0652283136,0.389668818603054,0.973958878052321,1.99624471284013,4.04455996271791,8.3433295415941,13.2510603738653,18.2214951943315,28.1809732306179,38.1809732306179
"Gambia",1999,"N","consumption",FALSE,"GMB:1999:N:c","GMB1999",25.88089,9.255294,330533,35.8619848061798,57.21957,25.38593,730770,44.3518447403817,78.63302,43.25123,1004248,54.9969913185659,91.44984,61.14608,1167936,66.8692808267087,97.22381,76.42642,1241677,78.5945596884445,83.70659,1264700,84.5192231690661,99.50438,87.60011,1270803,88.0922525279646,99.80195,91.62979,1274604,91.7728588651586,99.93371,93.69721,1276286,93.7561843029852,12.23277,4.055906,156229,33.3578507067857,18.93239,6.318066,241792,33.4535068430372,25.21454,8.921845,322023,35.39531341894,0.09255294,0.48233267,1.38403936,3.3630344,7.642642,12.5559885,17.520022,27.488937,37.478884,0.02648506618,0.05155541856,0.087434081,0.358619848061798,0.842685050067252,1.75990372219411,3.67781044546898,7.85945596884445,12.6778834753599,17.6184505055929,27.5318576595476,37.5024737211941
"Gambia",2000,"N","consumption",FALSE,"GMB:2000:N:c","GMB2000",19.30491,6.325457,254381,32.7054465038278,48.40135,19.61772,637786,40.4857291274753,71.76641,36.59416,945668,50.9305184764391,87.7277,55.31993,1155991,63.043473511632,96.07721,72.34119,1266012,75.3184577592516,80.71592,1296017,81.9911127798132,99.25886,85.27033,1307937,85.9211369336017,99.69509,90.02301,1313685,90.252673582257,99.87757,92.46634,1316090,92.517907290778,11.96798,3.81571,157702,31.9692555891585,18.5516,6.068525,244455,32.7350916855287,25.05017,8.650835,330087,34.541982175665,0.06325457,0.37273668,1.17101312,3.04259615,7.234119,12.107388,17.054066,27.006903,36.986536,0.0299151664,0.059471545,0.1017338196,0.327054465038278,0.769228853422031,1.62977659124605,3.46739104313976,7.53184577592516,12.298666916972,17.1842273867203,27.0758020746771,37.0071629163112
"Gambia",2001,"N","consumption",FALSE,"GMB:2001:N:c","GMB2001",25.55818,8.932226,347610,34.9130770494903,54.77208,24.39584,744941,44.5386685543026,75.74006,41.67474,1030121,55.0082031644502,89.98567,59.56365,1223872,66.1416772388353,96.95635,75.2666,1318678,77.6341494111251,82.89445,1345748,83.7784122894067,99.48179,86.98485,1353026,87.4707766346694,99.78743,91.2112,1357183,91.4420316629895,99.88588,93.3691,1358522,93.416633430815,12.58062,4.181016,171106,33.2308339217863,19.21724,6.550552,261369,33.9718145368651,26.22234,9.279879,356643,35.3067754439233,0.08932226,0.46352096,1.33359168,3.27600075,7.52666,12.4341675,17.39697,27.36336,37.34764,0.02847271896,0.05574519752,0.09474756459,0.349130770494903,0.846234702531749,1.76026250126241,3.63779224813594,7.76341494111251,12.566761843411,17.4941553269339,27.4326094988968,37.366653372326
"Gambia",2002,"N","consumption",FALSE,"GMB:2002:N:c","GMB2002",34.33802,11.91162,482195,34.688825927565,64.22339,30.58012,901864,47.5401026800545,83.60975,48.8739,1174099,58.4421305071764,93.88264,66.03324,1318357,70.3005406809166,98.44602,79.88444,1382439,81.1583567084865,86.27474,1395641,86.856165032642,99.66872,89.59753,1399609,89.9293894577605,99.86302,92.99627,1402337,93.1501039315268,99.91254,94.71888,1403033,94.7782255609228,11.5049,3.346316,161559,28.9848002788868,17.79002,5.574037,249818,31.2333710814901,24.76533,8.137477,347770,32.756222330822,0.1191162,0.58102228,1.5639648,3.6318282,7.988444,12.941211,17.919506,27.898881,37.887552,0.01837127484,0.03823789382,0.06697143571,0.34688825927565,0.903261950921035,1.87014817622965,3.86652973745041,8.11583567084865,13.0284247548963,17.9858778915521,27.945031179458,37.9112902243691
"Gambia",2003,"N","consumption",TRUE,"GMB:2003:N:c","GMB2003",19.46191,6.150047,282183,31.773018437044,50.69435,20.40023,735030,40.32965447385,73.2512,37.69942,1062087,51.4392320205901,89.21654,56.51891,1293573,63.3625034604643,96.78516,73.36893,1403312,75.7907133380617,81.59448,1435110,82.4925684317137,99.37423,85.99155,1440852,86.4949091496059,99.74251,90.52789,1446192,90.7858015169605,99.8444,92.84784,1447669,93.0168903720342,11.26228,3.112313,163295,27.924740384874,17.40923,5.327944,252421,30.7085684332567,24.62292,7.882586,357014,32.0851052023044,0.06150047,0.38760437,1.20638144,3.10854005,7.336893,12.239172,17.19831,27.158367,37.139136,0.0233423475,0.04992283528,0.08860026664,0.31773018437044,0.76626343500315,1.64605542465888,3.48493769032554,7.57907133380617,12.3738852647571,17.2989818299212,27.2357404550881,37.2067561488137
"Gambia",2004,"N","consumption",FALSE,"GMB:2004:N:c","GMB2004",14.87506,4.401349,222609,29.5722792986825,42.83041,16.20297,640969,37.941348487206,67.05101,32.47987,1003436,48.3941963197361,85.90006,51.67397,1285518,60.1399999596904,95.72234,69.92628,1432511,73.0494981616634,79.06127,1473126,80.3253611858255,99.24866,84.01778,1485283,84.6733517200773,99.64598,89.16798,1491229,89.5030479576698,99.81852,91.81042,1493811,91.9642166833272,11.1611,3.155471,167029,28.4882358878043,17.28223,5.384247,258633,31.1507878568527,24.81131,7.9899,371308,32.2354100903196,0.04401349,0.30785643,1.03935584,2.84206835,6.992628,11.8591905,16.803556,26.750394,36.724168,0.02757881654,0.05879597724,0.10466769,0.295722792986825,0.720885621256914,1.54861428223156,3.30769999778297,7.30494981616634,12.0488041778738,16.9346703440155,26.8509143873009,36.7856866733309
