"","Entity","Year","X_1_9_per_day___share_of_population_below_poverty_line","X_1_9_per_day___poverty_gap_index","X_1_9_per_day___total_number_of_people_below_poverty_line","X_1_9_per_day___absolute_poverty_gap","X_1_9_per_day___income_gap_ratio","X_1_9_per_day___watts_index","X_3_2_per_day___share_of_population_below_poverty_line","X_3_2_per_day___poverty_gap_index","X_3_2_per_day___total_number_of_people_below_poverty_line","X_3_2_per_day___absolute_poverty_gap","X_3_2_per_day___income_gap_ratio","X_3_2_per_day___watts_index","X_5_5_per_day___share_of_population_below_poverty_line","X_5_5_per_day___poverty_gap_index","X_5_5_per_day___total_number_of_people_below_poverty_line","X_5_5_per_day___absolute_poverty_gap","X_5_5_per_day___income_gap_ratio","X_5_5_per_day___watts_index","X_10_per_day___share_of_population_below_poverty_line","X_10_per_day___poverty_gap_index","X_10_per_day___total_number_of_people_below_poverty_line","X_10_per_day___absolute_poverty_gap","X_10_per_day___income_gap_ratio","X_10_per_day___watts_index","X_15_per_day___share_of_population_below_poverty_line","X_15_per_day___poverty_gap_index","X_15_per_day___total_number_of_people_below_poverty_line","X_15_per_day___absolute_poverty_gap","X_15_per_day___income_gap_ratio","X_15_per_day___watts_index","X_20_per_day___share_of_population_below_poverty_line","X_20_per_day___poverty_gap_index","X_20_per_day___total_number_of_people_below_poverty_line","X_20_per_day___absolute_poverty_gap","X_20_per_day___income_gap_ratio","X_20_per_day___watts_index","X_30_per_day___share_of_population_below_poverty_line","X_30_per_day___poverty_gap_index","X_30_per_day___total_number_of_people_below_poverty_line","X_30_per_day___absolute_poverty_gap","X_30_per_day___income_gap_ratio","X_30_per_day___watts_index","X_40_per_day___share_of_population_below_poverty_line","X_40_per_day___poverty_gap_index","X_40_per_day___total_number_of_people_below_poverty_line","X_40_per_day___absolute_poverty_gap","X_40_per_day___income_gap_ratio","X_40_per_day___watts_index","X_40__of_median_income___share_of_population_below_poverty_line","X_40__of_median_income___poverty_gap_index","X_40__of_median_income___total_number_of_people_below_poverty_line","X_40__of_median_income___absolute_poverty_gap","X_40__of_median_income___income_gap_ratio","X_40__of_median_income___watts_index","X_50__of_median_income___share_of_population_below_poverty_line","X_50__of_median_income___poverty_gap_index","X_50__of_median_income___total_number_of_people_below_poverty_line","X_50__of_median_income___absolute_poverty_gap","X_50__of_median_income___income_gap_ratio","X_50__of_median_income___watts_index","X_60__of_median_income___share_of_population_below_poverty_line","X_60__of_median_income___poverty_gap_index","X_60__of_median_income___total_number_of_people_below_poverty_line","X_60__of_median_income___absolute_poverty_gap","X_60__of_median_income___income_gap_ratio","X_60__of_median_income___watts_index","Mean","Mean_estimated","Median","Median_estimated","PPP","Population","Decile_1___share_of_income_or_consumption","Decile_2___share_of_income_or_consumption","Decile_3___share_of_income_or_consumption","Decile_4___share_of_income_or_consumption","Decile_5___share_of_income_or_consumption","Decile_6___share_of_income_or_consumption","Decile_7___share_of_income_or_consumption","Decile_8___share_of_income_or_consumption","Decile_9___share_of_income_or_consumption","Decile_10___share_of_income_or_consumption","Decile_1___threshold_of_income_or_consumption","Decile_2___threshold_of_income_or_consumption","Decile_3___threshold_of_income_or_consumption","Decile_4___threshold_of_income_or_consumption","Decile_5___threshold_of_income_or_consumption","Decile_6___threshold_of_income_or_consumption","Decile_7___threshold_of_income_or_consumption","Decile_8___threshold_of_income_or_consumption","Decile_9___threshold_of_income_or_consumption","Decile_1___average_income_or_consumption","Decile_2___average_income_or_consumption","Decile_3___average_income_or_consumption","Decile_4___average_income_or_consumption","Decile_5___average_income_or_consumption","Decile_6___average_income_or_consumption","Decile_7___average_income_or_consumption","Decile_8___average_income_or_consumption","Decile_9___average_income_or_consumption","Decile_10___average_income_or_consumption","Gini_index","Gini_estimated","Polarization","Polarization_estimated","MLD","MLD_estimated","Palma","P90_P10_ratio","P90_50_ratio","Entropy_0_5","Entropy_1_0","Entropy_1_5","Entropy_2_0","Atkinson_0_5","Atkinson_1_0","Atkinson_1_5","Atkinson_2_0","Theil_0_0","Theil_0_5","Theil_1_0","Theil_1_5","Theil_2_0","Var_Coeff","datayear","isinterpolated","usemicrodata","coveragetype","datatype","IsSurveyYear","OriginalMedian","OriginalMean","OriginalDecileShares","MonotonicityBreaks","DataframeRowsForGpinter","GpinterError","LessThan33Rows","ISO3DataYearCovType"
"AllCols842","CAN",2004,0.002435585,0.001412641,77794,0.9796665335,0.801108377256678,0.002112876,0.002435585,0.001828212,77794,2.135351616,0.806982482690015,0.003382539,0.007439758,0.003117232,237631,6.25784324,0.74661524249465,0.006000507,0.01996477,0.007295293,637688,26.62781945,0.446545759008261,0.01298169,0.05980598,0.0175673,1910242,96.1809675,0.326629341567765,0.02791921,0.122492,0.03581086,3912475,261.419278,0.305110494572123,0.05352618,0.2824888,0.09007656,9022877,986.338332,0.323071113515954,0.1318941,0.4624045,0.1611058,14769503,2352.14468,0.349812798389189,0.2382844,0.08246239,0.02327301,2633903,142.879990293,0.306853316206229,0.03594572,0.1374994,0.04034512,4391821,309.539864176,0.306698754415175,0.05995201,0.2024178,0.06172426,6465357,568.415624127,0.312702067177456,0.09052944,1521.252,1521.252,1278.895,1275.81095678334,1.282345,31940655,0.02617,0.04366,0.05633,0.06728,0.07841,0.09018,0.1048,0.1241,0.1534,0.2557,6631.24029810364,9158.06455511818,11283.8466696021,13280.1705469702,15309.7314814001,17579.8353066212,20579.4282769482,24784.8830047775,31785.144691519,4607.19736159011,7948.00358947446,10255.9891718371,12253.4401537582,14291.4345317991,16434.8018969904,19087.7904613632,22609.4041291542,27912.6042111584,47149.5744928747,0.3374356,0.340503793731424,NA,NA,0.2035298,0.217120326562104,1.34464770114114,4.79324278153647,2.07613991990225,0.192083166626535,0.193245253956383,0.209299954215746,0.243365872711776,0.0937355868819379,0.195166879324091,0.458683360738078,0.94749751982918,0.193245253956383,0.217120326562104,0.217120326562104,0.217120326562104,0.217120326562104,0.697661626738602,2004,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,67,NA,FALSE,"CAN:2004:N:i"
"AllCols845","CAN",2007,0.002482524,0.0008530332,81648,0.5915785242,0.789372533554794,0.001045163,0.002482524,0.001515014,81648,1.769536352,0.794606483353439,0.002339295,0.004993373,0.002344061,164227,4.7057024575,0.728233479026081,0.004148788,0.01497577,0.005377696,492538,19.6285904,0.484136730467001,0.009277988,0.03999055,0.01223786,1315250,67.0022835,0.374215020194422,0.0194606,0.09241238,0.02528366,3039353,184.570718,0.297837173989203,0.03762739,0.2349633,0.06972475,7727714,763.4860125,0.304025429646467,0.09998513,0.4099385,0.1326829,13482478,1937.17034,0.326427800292868,0.1912821,0.07242895,0.01974531,2382118,131.312235093,0.301515395684962,0.02999965,0.1249117,0.03536642,4108224,293.932084941,0.296518048501707,0.05160564,0.1899783,0.05580272,6248201,556.657243224,0.301770627292371,0.08023578,1668.57,1668.57,1385.31,1382.88309916932,1.282345,32889025,0.02741,0.04456,0.05627,0.06678,0.07726,0.08912,0.1034,0.1228,0.1522,0.2601,7514.77677878507,10187.2318108132,12304.546537546,14372.5111155893,16594.5971900319,19116.2995678505,22366.4166451225,26934.1786530403,34725.9598850747,5270.5355172079,8888.83327689586,11242.0159881003,13349.9298904334,15440.2728500819,17818.4359508222,20668.2222258309,24531.8303614046,30365.2327338987,52653.0912053243,0.3384101,0.34177370174461,NA,NA,0.2018143,0.215144282163942,1.35874335232562,4.62102347246153,2.09260637588323,0.191730178669542,0.194984970815999,0.214136550256925,0.253790212048846,0.0935675604964799,0.19357492097235,0.462306968303163,0.951352604485919,0.194984970815999,0.215144282163942,0.215144282163942,0.215144282163942,0.215144282163942,0.71244678685337,2007,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,61,NA,FALSE,"CAN:2007:N:i"
"AllCols848","CAN",2010,0.00248831,0.001044093,84615,0.7240784955,0.779439208423302,0.001353732,0.00248831,0.001630806,84615,1.904781408,0.784709756845975,0.00265088,0.004904262,0.002789563,166769,5.6000477225,0.806366395295753,0.00497041,0.01240344,0.005499058,421778,20.0715617,0.502840751602831,0.009976049,0.03735779,0.01146865,1270348,62.79085875,0.348809010594625,0.01915377,0.08483224,0.02400992,2884711,175.272416,0.303065285229918,0.03657829,0.2199468,0.06695159,7479267,733.1199105,0.312462323025024,0.09674051,0.3874679,0.1261256,13175803,1841.43376,0.328885787019079,0.1829339,0.07212516,0.0204931,2452608,140.6236522,0.309662242688249,0.03168745,0.1324876,0.03689012,4505226,316.4250043,0.2930219301023,0.05429382,0.1974724,0.05790284,6715027,595.782586754,0.303644520990527,0.0838107,1705.521,1705.521,1429.336,1425.43248787207,1.282345,34004889,0.02731,0.04421,0.05667,0.06733,0.07807,0.08974,0.1042,0.1232,0.152,0.2573,7624.25788652628,10357.0643323721,12705.8007041748,14816.3962280505,17105.1898544649,19638.2393803737,23112.0225501167,27557.6612038207,35433.2536458581,5359.48177942435,9013.48409248479,11580.1101409616,13754.9250108543,15950.9308232661,18330.5331025067,21278.5797224524,25171.5934781784,30985.0663691919,53237.8154806794,0.335926,0.339348035863122,NA,NA,0.2000485,0.214187485186478,1.34073270142384,4.64743640275814,2.07149139806883,0.190488828293668,0.193293974679711,0.211767711234962,0.250222944630724,0.0929765395402906,0.192802966651295,0.461229705042552,0.951182692096304,0.193293974679711,0.214187485186478,0.214187485186478,0.214187485186478,0.214187485186478,0.707422002245794,2010,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,60,NA,FALSE,"CAN:2010:N:i"
"AllCols850","CAN",2012,0.002465214,0.000849779,85578,0.5893217365,0.711155370075609,0.001041983,0.002465214,0.001506049,85578,1.759065232,0.736017721081087,0.002327091,0.007437996,0.003093792,258204,6.21078744,0.774543194883567,0.005131701,0.01994313,0.007219271,692310,26.35033915,0.488563868782566,0.01211873,0.04454123,0.01488757,1546214,81.50944575,0.384126526033973,0.02403593,0.09497098,0.02861267,3296844,208.872491,0.318524561650821,0.04375513,0.2223499,0.07032855,7718704,770.0976225,0.322353808021903,0.1043497,0.3724679,0.1264953,12929933,1846.83138,0.342724839078595,0.1881827,0.08988085,0.02660218,3120144,188.272938623,0.317797000925158,0.04088991,0.1424796,0.04404069,4946068,389.654408844,0.322833761602474,0.06607675,0.2099025,0.06571604,7286602,697.523191768,0.318877309150768,0.09761912,1732.757,1732.757,1474.456,1471.33932297657,1.282345,34714222,0.02518,0.04349,0.05608,0.06785,0.0794,0.09168,0.106,0.1247,0.154,0.2517,7411.58151937691,10383.4801583009,12901.1590686255,15276.6816706837,17656.0718757189,20436.3976353523,23701.0538843217,28248.0716895467,36626.5524540269,5032.39755264379,9013.82312824959,11626.4148842163,14084.4609523118,16477.4034361829,19029.4667425444,21999.452012377,25866.640176668,31901.1148940763,52899.6662207299,0.3353901,0.338605701505752,NA,NA,0.2030088,0.222390152413074,1.33057166781657,4.94179985179547,2.07444513773172,0.193520780938327,0.192445756761814,0.205751213377913,0.235001851167061,0.0944197471782272,0.199397053778101,0.484199080866181,0.957578045489537,0.192445756761814,0.222390152413074,0.222390152413074,0.222390152413074,0.222390152413074,0.685568160239464,2012,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,59,NA,FALSE,"CAN:2012:N:i"
"AllCols851","CAN",2013,0.004964854,0.001326615,174182,0.9200075025,0.71833464097988,0.001877626,0.004964854,0.00280465,174182,3.2758312,0.742842248958438,0.00446579,0.00739849,0.00444572,259561,8.9247829,0.7805699870808,0.00803367,0.01998546,0.008425141,701149,30.75176465,0.507971281684623,0.01562565,0.04749346,0.01621811,1666211,88.79415225,0.366994379373055,0.02812419,0.09740715,0.03035194,3417331,221.569162,0.322881960433,0.04871186,0.2124624,0.07104888,7453809,777.985236,0.339511486631211,0.1089871,0.3649017,0.124454,12801830,1817.0284,0.344084304084226,0.1898439,0.09499545,0.02947275,3332721,212.354111025,0.320595425367976,0.04744127,0.1474821,0.04784729,5174108,431.017957778,0.33507898190214,0.07431407,0.2074284,0.06920908,7277201,747.987513462,0.338917132668019,0.1062297,1766.096,1766.096,1501.33,1495.46361581093,1.282345,35082954,0.02409,0.04272,0.05629,0.06751,0.07884,0.09152,0.1069,0.1262,0.1548,0.2512,7316.90574886479,10567.3976733358,13129.6533153263,15437.9399995279,17945.5633897312,20850.1906097167,24491.9661672001,29172.1704515735,37369.2634958389,4930.03995261433,9022.78883486915,11903.2521955662,14282.9438529241,16672.4080630157,19351.9890289901,22607.790141625,26700.8313200362,32690.0259283897,53769.4506819696,0.3379898,0.340853105219146,NA,NA,0.2102192,0.226456657535699,1.33958039343746,5.10724953668246,2.08236780781273,0.195635340535174,0.192939309969842,0.204216350143433,0.230220195514609,0.0954255961134423,0.202646099152962,0.490555445774718,0.958702235962779,0.192939309969842,0.226456657535699,0.226456657535699,0.226456657535699,0.226456657535699,0.678557581218586,2013,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,58,NA,FALSE,"CAN:2013:N:i"
"AllCols852","CAN",2014,0.002421581,0.0009611983,85815,0.66659102105,0.715845454615906,0.001224647,0.004949786,0.00195435,175408,2.2826808,0.739554372762158,0.002922291,0.007441081,0.00363791,263693,7.303104325,0.776993261584019,0.006076219,0.01498315,0.006856681,530964,25.02688565,0.520453193948563,0.01231573,0.03748592,0.01287048,1328405,70.465878,0.38865597076062,0.02209101,0.07999456,0.0242989,2834802,177.38197,0.323416361087716,0.03864819,0.1999598,0.06217981,7086062,680.8689195,0.317919863554024,0.09298275,0.3574996,0.1160398,12668869,1694.18108,0.330010774134599,0.1717884,0.07999456,0.02384975,2834802,172.7103496,0.321951492369497,0.03800566,0.1374291,0.04052763,4870135,367.0040326095,0.309938279829057,0.06170165,0.1974944,0.06112514,6998695,664.188827497,0.317443527417334,0.0914536,1773.739,1773.739,1509.032,1502.09173934843,1.282345,35437435,0.02638,0.04459,0.05692,0.06796,0.07897,0.09146,0.1056,0.1238,0.1528,0.2515,7970.41933351665,10906.200540226,13296.3489140892,15547.3022420114,18025.1008721811,20827.4389410004,24253.0187886665,28754.4464190999,37031.4114520782,5389.53116301907,9458.35272314785,12090.6839849778,14438.1751565123,16772.5138405651,19432.2687345678,22445.2139886236,26291.6719532413,32396.3481590658,54133.9202962795,0.3315761,0.334899510787014,NA,NA,0.1980499,0.216347676868254,1.30831757975961,4.6461057947549,2.05443574017554,0.188174410485553,0.187515509905369,0.200798290432194,0.229573458055028,0.0918741046951775,0.194544784960239,0.485021665030677,0.959864982551248,0.187515509905369,0.216347676868254,0.216347676868254,0.216347676868254,0.216347676868254,0.677603804675015,2014,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,57,NA,FALSE,"CAN:2014:N:i"
"AllCols853","CAN",2015,0.002459045,0.001175104,87795,0.814934624,0.711486041103544,0.001597984,0.004959172,0.00262203,177057,3.06253104,0.735937917103475,0.004035465,0.007426284,0.004118999,265140,8.2688904925,0.774185078685387,0.007304825,0.01749713,0.007534214,624698,27.4998811,0.502261208580593,0.01402612,0.04249439,0.01428746,1517173,78.2238435,0.381541413723227,0.02495592,0.08499863,0.02630004,3034698,191.990292,0.325154502977587,0.04259984,0.2074887,0.06551945,7407950,717.4379775,0.321354950317013,0.09929669,0.3524788,0.1184734,12584518,1729.71164,0.339720800563176,0.1780756,0.0824299,0.0257247,2942987,185.9124069,0.330028662055883,0.04176309,0.13739,0.0427019,4905223,385.758289125,0.31776736825552,0.06621416,0.2024784,0.0641047,7229068,694.92700035,0.320752459420849,0.09723058,1787.687,1787.687,1505.491,1500.93882624404,1.282345,35702908,0.02533,0.04342,0.05639,0.0677,0.07852,0.09055,0.1052,0.1244,0.1538,0.2547,7754.68090903564,10701.5555097135,13336.7306080882,15665.5868497069,18011.2659149285,20842.2524467375,24335.6365750037,29018.2223679045,37863.6746490114,5253.40586768421,9283.10571595821,12073.1632890855,14500.6840574783,16819.0986893815,19392.1580255569,22529.945807704,26633.1989013283,32862.7451142071,55174.9345316159,0.3374648,0.340278826927449,NA,NA,0.2066309,0.223385939571316,1.3421175578955,4.88268635333443,2.10222173321135,0.194714390159181,0.194104746393096,0.208018464179904,0.238121508896617,0.0949875892211492,0.200193887106757,0.488334531061174,0.95931986305168,0.194104746393096,0.223385939571316,0.223385939571316,0.223385939571316,0.223385939571316,0.690103628300296,2015,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,57,NA,FALSE,"CAN:2015:N:i"
"AllCols854","CAN",2016,0.002487137,0.00110239,89809,0.764507465,0.813503388156493,0.001456505,0.004998126,0.002323686,180480,2.714065248,0.71868965332629,0.003517079,0.007369629,0.003750628,266114,7.52938571,0.758858931507294,0.006554591,0.0149619,0.006931934,540267,25.3015591,0.529713176047451,0.0127996,0.03248581,0.01172049,1173046,64.16968275,0.430857265095195,0.02120846,0.07244481,0.02128582,2615945,155.386486,0.321825314032172,0.03531848,0.1974911,0.05816801,7131302,636.9397095,0.300836796999469,0.08703312,0.3549265,0.1123686,12816214,1640.58156,0.320646531004738,0.1650418,0.06998784,0.02094164,2527225,151.803854196,0.32607348373999,0.03482599,0.127492,0.03616215,4603671,327.603765495,0.295502659508538,0.05623337,0.1974911,0.05718588,7131302,621.802088298,0.298952254419518,0.08564582,1772.36,1772.36,1510.197,1507.13006283125,1.282345,36109487,0.0278,0.0453,0.05738,0.06814,0.07938,0.09126,0.1056,0.1235,0.152,0.2497,8260.03921887321,10958.4497832483,13301.4344947867,15633.2797665273,18085.5607539751,20770.0139168966,24070.8816225256,28734.4410237251,36811.2005640759,5679.34654175143,9610.57952116742,12174.5252496366,14465.5241052123,16852.0544514103,19367.9183947255,22419.2931484204,26225.4934320776,32210.6551054854,53677.810050113,0.3270182,0.330293992944362,NA,NA,0.1919317,0.210513793246061,1.28017747483265,4.45654065176431,2.0353917174498,0.184045880147252,0.184200189340801,0.197829270342955,0.226400945178382,0.0899058846986778,0.189832119768644,0.475951985417718,0.958218579879393,0.184200189340801,0.210513793246061,0.210513793246061,0.210513793246061,0.210513793246061,0.672905558274535,2016,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,57,NA,FALSE,"CAN:2016:N:i"
"AllCols855","CAN",2017,0.002470106,0.0008477704,90266,0.5879287724,0.806135624125607,0.001038418,0.004973831,0.002307209,181760,2.694820112,0.810213147860118,0.003290454,0.007449991,0.00370445,272247,7.436683375,0.747246014884739,0.006283781,0.01499814,0.006529783,548082,23.83370795,0.529127281359813,0.01203269,0.02993505,0.01144373,1093926,62.65442175,0.436602908561118,0.02042811,0.06995357,0.02092164,2556336,152.727972,0.329430738915154,0.03436327,0.192404,0.05629915,7031081,616.4756925,0.300362821818584,0.08418271,0.3374348,0.108593,12330988,1585.4578,0.324805858639025,0.1595604,0.07233597,0.02200298,2643397,164.155432588,0.325850103227253,0.03591156,0.1324202,0.0378977,4839074,353.424475775,0.298748915575024,0.05830884,0.202383,0.05932432,7395747,663.892532688,0.300367084532962,0.08846567,1836.91,1836.91,1554.403,1549.61615634233,1.282345,36543321,0.02706,0.04443,0.05616,0.0674,0.07876,0.09125,0.1055,0.1237,0.1526,0.2532,8300.33397823986,11117.0992100359,13605.115009487,16062.3743918501,18595.393876108,21619.6485465612,24959.0995421424,29747.5167124239,38467.0453932465,5738.71256419108,9764.02893641625,12340.4352355302,14827.2578084866,17333.4983209982,20072.6396320841,23226.4424038481,27229.2089018314,33487.4106417383,56409.5655548759,0.3330821,0.33631087367348,NA,NA,0.1988966,0.217035461622693,1.32198244889875,4.63439730185456,2.06863299855511,0.190570436335735,0.191444553880896,0.206811003235151,0.238888318879089,0.0930153999675428,0.19509857431176,0.481955045628716,0.959408682640647,0.191444553880896,0.217035461622693,0.217035461622693,0.217035461622693,0.217035461622693,0.691213887127696,2017,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,55,NA,FALSE,"CAN:2017:N:i"
"AllCols859","CHE",1982,0.006974071,0.00553832,44573,3.84082492,0.612940592425483,0.01047611,0.006974071,0.006121594,44573,7.150021792,0.648672482234803,0.01281343,0.006974071,0.006478084,44573,13.00475363,0.734483189741465,0.01524177,0.01227269,0.007989684,78439,29.1623466,0.799531319387756,0.0195786,0.01741989,0.01006591,111336,55.11085725,0.690954015984728,0.02425239,0.03749341,0.01411065,239632,103.007745,0.457818419045186,0.03095262,0.1574493,0.03882565,1006307,425.1408675,0.25713702390639,0.06413941,0.3323176,0.09120527,2123944,1331.596942,0.278814382991512,0.1336618,0.04246551,0.01489714,271410,112.229093904,0.37636331592758,0.03211725,0.0923443,0.0251699,590201,237.0249483,0.297932143172129,0.04613747,0.1772974,0.04278094,1133162,483.285583945,0.253183911815742,0.06928795,2004.154,2004.154,1569.266,1561.55618672361,1.539687,6391309,0.02943,0.04469,0.05321,0.06231,0.0725,0.08378,0.09931,0.12,0.1491,0.2856,9623.82166927231,11747.1128994228,13844.4793238692,16099.2768391764,18738.6742406833,21740.0599837194,26114.9248281183,31929.525084564,40681.9726935968,6767.94576491385,10724.1876502242,12768.1230759008,14966.789872723,17402.2053764065,20098.8270549073,23853.2187920365,28799.7935147024,35745.5005846635,69371.8883135219,0.3600737,0.363759789900435,NA,NA,0.2495923,0.243612672913579,1.53385847387783,4.22721597424122,2.17101659226631,0.217700187537969,0.232556333159209,0.276083839571158,0.367607314400041,0.105888008040605,0.216208840976626,0.723093529103379,0.995892566231081,0.232556333159209,0.243612672913579,0.243612672913579,0.243612672913579,0.243612672913579,0.857446574895533,1982,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,51,NA,FALSE,"CHE:1982:N:i"
"AllCols869","CHE",1992,0.004945629,0.004742354,34003,3.288822499,0.69346074545066,0.006636083,0.007259761,0.005510657,49913,6.436447376,0.817992317611329,0.0088061,0.009971103,0.006646841,68555,13.3435333075,0.845788016483242,0.01190736,0.01748291,0.009909904,120201,36.1711496,0.535393745465648,0.01861002,0.03233286,0.01446435,222300,79.19231625,0.532950014761106,0.02700684,0.05238979,0.02105371,360199,153.692083,0.43476463185166,0.03792985,0.16241,0.04625754,1116628,506.520063,0.295218118105799,0.07478377,0.3373854,0.09670281,2319647,1411.861026,0.289707495283204,0.1442044,0.05705311,0.02199698,392261,165.234714666,0.420410951011905,0.03942133,0.09994873,0.03289737,687184,308.9540054865,0.339368224767898,0.05579522,0.1749452,0.04971767,1202812,560.1963326085,0.294451930194842,0.07954821,1901.329,1901.329,1565.015,1556.9050567382,1.539687,6875364,0.02772,0.04691,0.05626,0.06537,0.07601,0.08873,0.1039,0.1221,0.1495,0.2636,9297.89325575061,11831.5153703684,13763.9421991584,16160.3784521098,18682.8606808584,21847.055912101,25569.0867370192,30382.5950031545,38452.4314765668,6063.74499395119,10682.6571318548,12819.5654540192,14887.326866779,17305.738892653,20209.8425319963,23669.8858307873,27797.9971102963,33977.5829354459,60745.138252217,0.3385641,0.341865551793401,NA,NA,0.2254953,0.227408487622307,1.36649350758878,4.13560689705537,2.05816615203706,0.193045088565291,0.196097626647668,0.217900769109213,0.264381062239779,0.0941933938939468,0.203404683506485,0.712388338592551,0.995427684516039,0.196097626647668,0.227408487622307,0.227408487622307,0.227408487622307,0.227408487622307,0.727160315528535,1992,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,53,NA,FALSE,"CHE:1992:N:i"
"AllCols877","CHE",2000,0,0,0,0,0.773637421983198,0,0.002408946,0.000765625,17306,0.89425,0.777446486928513,0.0009213499,0.002408946,0.001452832,17306,2.91656024,0.798570894883264,0.002226029,0.01208578,0.003800215,86827,13.87078475,0.602555119806511,0.005987156,0.02244814,0.007733044,161273,42.3384159,0.472874625303456,0.01216965,0.04483828,0.01386024,322129,101.179752,0.355137718802148,0.02126086,0.16202,0.04151991,1163992,454.6430145,0.266792703645727,0.05891616,0.342389,0.09444878,2459808,1378.952188,0.281015408401598,0.1305485,0.04483828,0.01386024,322129,101.179752,0.355137718802148,0.02126086,0.0924512,0.02446633,664193,223.25526125,0.29299929968775,0.03600155,0.16202,0.04151991,1163992,454.6430145,0.266792703645727,0.05891616,1879.942,1879.942,1520.906,1514.94551894739,1.539687,7184250,0.03068,0.04687,0.05629,0.06565,0.07525,0.08719,0.1023,0.1232,0.1535,0.2591,9341.31870525405,11607.5230942884,13725.7965279602,15892.4839564697,18179.3462273687,21142.1821193052,25182.2677259362,30627.593699516,39167.3425922,6626.69176527518,10542.2103013395,12671.0379067761,14776.9061252104,16945.4481013092,19633.1280283697,23035.2822098781,27723.6600498725,34523.781924417,59114.8935875523,0.3343106,0.338091108711396,NA,NA,0.1932597,0.205712495459502,1.32494559245428,4.19291363757562,2.15449676255322,0.184426849850782,0.189685435537093,0.211183373028951,0.255038067974921,0.0900875959912733,0.185932909373959,0.464008031250274,0.956584635207902,0.189685435537093,0.205712495459502,0.205712495459502,0.205712495459502,0.205712495459502,0.714196146692099,2000,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,54,NA,FALSE,"CHE:2000:N:i"
"AllCols879","CHE",2002,0,0,0,0,0.819575815312599,0,0,0,0,0,0.805525092836447,0,0.002454283,0.0001427385,17879,0.28654753875,0.811242024556301,0.0001470576,0.004930795,0.001665877,35920,6.08045105,0.757817312458957,0.002151536,0.01228077,0.004069701,89462,22.281612975,0.48854829954822,0.005671407,0.02986396,0.007797488,217552,56.9216624,0.38737588952629,0.01101111,0.1423902,0.03140007,1037277,343.8307665,0.238527779405186,0.0413261,0.3124544,0.0808636,2276153,1180.60856,0.266872878299796,0.106089,0.03960615,0.009623072,288521,75.3063122432,0.339126596590581,0.01343991,0.0945293,0.02085555,688623,204.0089901,0.251526459320876,0.02787659,0.177452,0.04013029,1292694,471.2118716945,0.239750018927553,0.05254258,1942.509,1942.509,1630.642,1622.24922143874,1.539687,7284753,0.0333,0.04748,0.05661,0.06659,0.07774,0.09016,0.1055,0.126,0.1557,0.2409,9890.65567387285,12120.3780930937,14263.2938926497,16743.6373238902,19466.9906572649,22653.4692295603,26581.2777079011,32303.1563207817,41013.6513149034,7372.78033388765,11052.4672056423,13166.1187721948,15495.940260521,18078.8066836159,20984.4970988401,24550.8747114319,29282.8896878802,36190.3117876519,56926.3934583343,0.3168673,0.321231683718184,NA,NA,0.167299,0.189174383943976,1.20895412378265,4.14670701996482,2.10683058501379,0.16838055151381,0.169531572631714,0.181612438448723,0.205940318991154,0.082418275123899,0.172357833395411,0.433420046622371,0.948403705549167,0.169531572631714,0.189174383943976,0.189174383943976,0.189174383943976,0.189174383943976,0.641779275126822,2002,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,52,NA,FALSE,"CHE:2002:N:i"
