"","Entity","Year","X_1_9_per_day___share_of_population_below_poverty_line","X_1_9_per_day___poverty_gap_index","X_1_9_per_day___total_number_of_people_below_poverty_line","X_1_9_per_day___absolute_poverty_gap","X_1_9_per_day___income_gap_ratio","X_1_9_per_day___watts_index","X_3_2_per_day___share_of_population_below_poverty_line","X_3_2_per_day___poverty_gap_index","X_3_2_per_day___total_number_of_people_below_poverty_line","X_3_2_per_day___absolute_poverty_gap","X_3_2_per_day___income_gap_ratio","X_3_2_per_day___watts_index","X_5_5_per_day___share_of_population_below_poverty_line","X_5_5_per_day___poverty_gap_index","X_5_5_per_day___total_number_of_people_below_poverty_line","X_5_5_per_day___absolute_poverty_gap","X_5_5_per_day___income_gap_ratio","X_5_5_per_day___watts_index","X_10_per_day___share_of_population_below_poverty_line","X_10_per_day___poverty_gap_index","X_10_per_day___total_number_of_people_below_poverty_line","X_10_per_day___absolute_poverty_gap","X_10_per_day___income_gap_ratio","X_10_per_day___watts_index","X_15_per_day___share_of_population_below_poverty_line","X_15_per_day___poverty_gap_index","X_15_per_day___total_number_of_people_below_poverty_line","X_15_per_day___absolute_poverty_gap","X_15_per_day___income_gap_ratio","X_15_per_day___watts_index","X_20_per_day___share_of_population_below_poverty_line","X_20_per_day___poverty_gap_index","X_20_per_day___total_number_of_people_below_poverty_line","X_20_per_day___absolute_poverty_gap","X_20_per_day___income_gap_ratio","X_20_per_day___watts_index","X_30_per_day___share_of_population_below_poverty_line","X_30_per_day___poverty_gap_index","X_30_per_day___total_number_of_people_below_poverty_line","X_30_per_day___absolute_poverty_gap","X_30_per_day___income_gap_ratio","X_30_per_day___watts_index","X_40_per_day___share_of_population_below_poverty_line","X_40_per_day___poverty_gap_index","X_40_per_day___total_number_of_people_below_poverty_line","X_40_per_day___absolute_poverty_gap","X_40_per_day___income_gap_ratio","X_40_per_day___watts_index","X_40__of_median_income___share_of_population_below_poverty_line","X_40__of_median_income___poverty_gap_index","X_40__of_median_income___total_number_of_people_below_poverty_line","X_40__of_median_income___absolute_poverty_gap","X_40__of_median_income___income_gap_ratio","X_40__of_median_income___watts_index","X_50__of_median_income___share_of_population_below_poverty_line","X_50__of_median_income___poverty_gap_index","X_50__of_median_income___total_number_of_people_below_poverty_line","X_50__of_median_income___absolute_poverty_gap","X_50__of_median_income___income_gap_ratio","X_50__of_median_income___watts_index","X_60__of_median_income___share_of_population_below_poverty_line","X_60__of_median_income___poverty_gap_index","X_60__of_median_income___total_number_of_people_below_poverty_line","X_60__of_median_income___absolute_poverty_gap","X_60__of_median_income___income_gap_ratio","X_60__of_median_income___watts_index","Mean","Mean_estimated","Median","Median_estimated","PPP","Population","Decile_1___share_of_income_or_consumption","Decile_2___share_of_income_or_consumption","Decile_3___share_of_income_or_consumption","Decile_4___share_of_income_or_consumption","Decile_5___share_of_income_or_consumption","Decile_6___share_of_income_or_consumption","Decile_7___share_of_income_or_consumption","Decile_8___share_of_income_or_consumption","Decile_9___share_of_income_or_consumption","Decile_10___share_of_income_or_consumption","Decile_1___threshold_of_income_or_consumption","Decile_2___threshold_of_income_or_consumption","Decile_3___threshold_of_income_or_consumption","Decile_4___threshold_of_income_or_consumption","Decile_5___threshold_of_income_or_consumption","Decile_6___threshold_of_income_or_consumption","Decile_7___threshold_of_income_or_consumption","Decile_8___threshold_of_income_or_consumption","Decile_9___threshold_of_income_or_consumption","Decile_1___average_income_or_consumption","Decile_2___average_income_or_consumption","Decile_3___average_income_or_consumption","Decile_4___average_income_or_consumption","Decile_5___average_income_or_consumption","Decile_6___average_income_or_consumption","Decile_7___average_income_or_consumption","Decile_8___average_income_or_consumption","Decile_9___average_income_or_consumption","Decile_10___average_income_or_consumption","Gini_index","Gini_estimated","Polarization","Polarization_estimated","MLD","MLD_estimated","Palma","P90_P10_ratio","P90_50_ratio","Entropy_0_5","Entropy_1_0","Entropy_1_5","Entropy_2_0","Atkinson_0_5","Atkinson_1_0","Atkinson_1_5","Atkinson_2_0","Theil_0_0","Theil_0_5","Theil_1_0","Theil_1_5","Theil_2_0","Var_Coeff","datayear","isinterpolated","usemicrodata","coveragetype","datatype","IsSurveyYear","OriginalMedian","OriginalMean","OriginalDecileShares","MonotonicityBreaks","DataframeRowsForGpinter","GpinterError","LessThan33Rows","ISO3DataYearCovType"
"AllCols2986","ITA",2014,0.0123212,0.009027145,748995,6.2603250575,0.881064713892122,0.005302171,0.01674523,0.01141147,1017928,13.32859696,0.668411388108792,0.009692327,0.02742542,0.01602023,1667168,32.160611725,0.605166491063057,0.01819379,0.06221034,0.02846734,3781713,103.905791,0.458522040522224,0.03948911,0.1214617,0.04828083,7383552,264.33754425,0.398697017144628,0.07179406,0.2053635,0.07650055,12483871,558.454015,0.370783300274819,0.1157628,0.4158118,0.1536917,25276842,1682.924115,0.369893608155858,0.2352248,0.6098442,0.244039,37071904,3562.9694,0.400361379647944,0.3802402,0.09975164,0.04227018,6063816,210.754890462,0.422221061232416,0.06214942,0.1523647,0.05901659,9262119,367.7058148245,0.385250203846169,0.08862073,0.2159367,0.07971472,13126606,596.174433672,0.368520146837934,0.1207145,1213.337,1213.337,1038.514,1038.97100969084,0.8147485,60789140,0.01977,0.04218,0.0558,0.06764,0.0795,0.09212,0.1068,0.1258,0.1551,0.2553,4971.79370397429,7179.63887929391,8985.63902696821,10655.6882363589,12467.6521162901,14373.0820076533,16821.819512315,20018.842930722,25780.054129118,2856.1213562405,6135.4761147939,8119.09282565609,9848.16629324279,11573.1930216879,13409.0059548342,15549.7376741133,18303.7670243432,22565.2315283874,37240.6482067007,0.3465733,0.347119845627929,NA,NA,0.2615137,0.287637337135988,1.38138826780238,5.18526223413297,2.06775533104859,0.212697393021736,0.204631574101684,0.215475843813676,0.243943960789397,0.103521185198478,0.249966447762676,0.894312128542883,0.998417648943197,0.204631574101684,0.287637337135988,0.287637337135988,0.287637337135988,0.287637337135988,0.698489743359768,2014,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,83,NA,FALSE,"ITA:2014:N:i"
"AllCols2987","ITA",2015,0.01948866,0.01404775,1183558,9.742114625,0.816046219630193,0.008478367,0.02535512,0.01731101,1539831,20.21925968,0.704133041748992,0.01482398,0.0343941,0.02261798,2088774,45.40559485,0.630727069109749,0.02561722,0.0657444,0.03451786,3992696,125.990189,0.525168011856556,0.04829294,0.1198758,0.05345196,7280127,292.649481,0.444955848126689,0.08069657,0.2077105,0.0801652,12614380,585.20596,0.388268553863005,0.1234491,0.4018813,0.1552183,24406485,1699.640385,0.385448067017862,0.240675,0.5867706,0.2403538,35634920,3509.16548,0.40888568858439,0.3792357,0.1076424,0.04936404,6537186,253.15113813,0.461006781677345,0.07387921,0.1607125,0.06596907,9760164,422.822157258,0.41149885092296,0.101045,0.2272701,0.08712399,13802245,670.0314012945,0.382816753154526,0.1342615,1243.618,1243.618,1068.329,1069.84565947623,0.8147485,60730582,0.01746,0.04119,0.0542,0.06676,0.07961,0.09276,0.1077,0.1268,0.1559,0.2576,4893.15878884399,7173.65247603576,8991.12409621232,10912.5256618831,12838.1479137147,14857.2551890598,17331.9867856567,20725.0675591867,26473.8218244291,2581.80189222918,6147.15074616791,8087.02079415029,9962.46271880813,11880.5011035883,13841.8303591204,16073.6007869295,18906.6316177534,23265.0325110096,38488.1274702434,0.3539744,0.354342922573892,NA,NA,0.2952631,0.335197744409014,1.43728062582531,5.41037455902459,2.06212157722125,0.226777990667824,0.2135339141551,0.222399296436591,0.249641254298257,0.110174729268203,0.284803353769613,0.944024623106332,0.999102909913808,0.2135339141551,0.335197744409014,0.335197744409014,0.335197744409014,0.335197744409014,0.70659925601186,2015,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,81,NA,FALSE,"ITA:2015:N:i"
"AllCols2988","ITA",2016,0.01625868,0.01237315,985723,8.580779525,0.830807225736965,0.009287775,0.02247045,0.01517401,1362327,17.72324368,0.679477164295798,0.01484581,0.03158696,0.02017607,1915038,40.503460525,0.6337243122155,0.02479997,0.05647291,0.03040625,3423811,110.9828125,0.533917293576556,0.04469819,0.1101148,0.04713326,6675985,258.0545985,0.42590371580384,0.07327945,0.1939826,0.07305138,11760680,533.275074,0.379156858873582,0.1136859,0.3940803,0.1461303,23892103,1600.126785,0.372006882964591,0.2260773,0.5734778,0.2305633,34768524,3366.22418,0.403048678614524,0.3616438,0.1012437,0.04453696,6138152,233.436022144,0.446504058655365,0.06904874,0.157059,0.06128602,9522094,401.530681535,0.391128470541903,0.09558216,0.2232908,0.0827439,13537563,650.54081619,0.373271388061052,0.1285298,1273.346,1273.346,1091.798,1091.44599395019,0.8147485,60627498,0.01903,0.04165,0.05471,0.06657,0.07905,0.09241,0.1068,0.1254,0.1548,0.2596,5180.06873600706,7382.64808109182,9229.02778426628,11067.6516916509,13097.3519274023,15110.3095445374,17550.3171829781,20973.8846284542,26826.1101000131,2851.95453770112,6343.98162989669,8344.51826378379,10158.8831379446,12063.0443696293,14106.1597208998,16289.8804805087,19131.8015379793,23620.1489164144,39891.1474052423,0.3524625,0.354159161981528,NA,NA,0.2854841,0.322447412361941,1.44014806510814,5.17871701461077,2.04820869506358,0.225202051437804,0.2160979402738,0.229963563592079,0.265748549828633,0.109431277970665,0.275625976075691,0.939363861863987,0.999119812800414,0.2160979402738,0.322447412361941,0.322447412361941,0.322447412361941,0.322447412361941,0.729038476115813,2016,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,79,NA,FALSE,"ITA:2016:N:i"
"AllCols2989","ITA",2017,0.01418087,0.01113553,858463,7.722490055,0.840258463396771,0.009807447,0.01817653,0.01306249,1100347,15.25698832,0.656115515828788,0.01427078,0.03135175,0.01773654,1897932,35.60610405,0.616495321837637,0.02320489,0.05772685,0.02903741,3494594,105.9865465,0.503743034354132,0.04376323,0.1124869,0.04707575,6809587,257.73973125,0.420396568408146,0.07383278,0.196909,0.07303737,11920223,533.172801,0.371754384307272,0.1146091,0.3847501,0.1452365,23291505,1590.339675,0.376342235059641,0.2265868,0.5701168,0.228915,34512995,3342.159,0.401619046005301,0.361333,0.107003,0.04458582,6477609,234.831284649,0.421231070932005,0.06984456,0.1604523,0.06168657,9713254,406.181388822,0.387044551321157,0.09707083,0.2262658,0.08361961,13697387,660.7830631225,0.369182000537683,0.1308241,1295.611,1295.611,1097.57,1097.80255755438,0.8147485,60536709,0.0188,0.04081,0.05373,0.06621,0.07828,0.09122,0.1054,0.1242,0.1547,0.2666,5089.86797985486,7370.18805027463,9332.41087156728,11223.9504246296,13173.6306906526,15210.2655737738,17662.9644050774,21195.7934257507,27631.9616825047,2894.66965595765,6351.08469452862,8353.9903306231,10299.894790483,12170.2332175754,14182.6613368563,16387.886992779,19310.2785122502,24045.4223752789,41477.198093668,0.35928,0.35955223519525,NA,NA,0.2869609,0.313303233107067,1.48665713533325,5.42881697361681,2.09752059484339,0.228530078640623,0.221209721659991,0.236115192293692,0.272927218815289,0.111000914517593,0.268971792998216,0.916480476222737,0.998730051579913,0.221209721659991,0.313303233107067,0.313303233107067,0.313303233107067,0.313303233107067,0.738819624557022,2017,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,78,NA,FALSE,"ITA:2017:N:i"
"AllCols3097","JPN",2008,0.004798256,0.001820245,614479,1.2623399075,0.736295070557357,0.002910069,0.00718724,0.003315945,920420,3.87302376,0.663152155009165,0.005715873,0.01447331,0.006509823,1853495,13.0684696725,0.506000673414855,0.01151879,0.05479957,0.01774653,7017797,64.7748345,0.363062637991938,0.02928971,0.119523,0.03928376,15306474,215.078586,0.335707392226548,0.0618228,0.2074618,0.07032552,26568180,513.376296,0.339321038885343,0.1082076,0.4170708,0.1499934,53411338,1642.42773,0.360416461860426,0.230718,0.6074348,0.2402823,77789923,3508.12158,0.395632639122267,0.3764317,0.09998244,0.03327182,12804051,167.347273054,0.342353817813729,0.052742,0.157346,0.05196761,20150201,326.632019133,0.332661719205572,0.0807604,0.2199574,0.07496198,28168405,565.554406209,0.343513251987494,0.1152371,1230.333,1230.333,1047.819,1044.229126904,115.1781,128063000,0.02282,0.04142,0.05489,0.0665,0.07882,0.09139,0.1054,0.1238,0.1535,0.2615,5047.14678794491,7099.31622512596,8921.83641350545,10676.2708573842,12530.749522848,14473.5036039275,16798.8199574586,19907.1484066351,25835.564292141,3299.88316099053,6095.98769380272,8086.04509705978,9793.25259359453,11610.7028558971,13470.1522602759,15524.2069742173,18234.9520063195,22577.1559499276,38947.6214079152,0.3484232,0.350759378565087,NA,NA,0.2236947,0.232521218195679,1.4279516309136,5.11884543438465,2.06177325985437,0.207196363060749,0.207519912401278,0.224025888039146,0.259871908930264,0.100915035726275,0.207467066950482,0.426668468173844,0.907612515216215,0.207519912401278,0.232521218195679,0.232521218195679,0.232521218195679,0.232521218195679,0.720932602855861,2008,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,82,NA,FALSE,"JPN:2008:N:i"
"AllCols3099","JPN",2010,0,0,0,0,0.710775714814799,0,0.002428057,0.0006172127,310961,0.7209044336,0.716916868925826,0.0007121446,0.004829803,0.001716723,618553,3.4463214225,0.744805466124544,0.002396404,0.01233303,0.004487445,1579491,16.37917425,0.513091704474187,0.006882353,0.03219722,0.01036568,4123498,56.752098,0.368909253786494,0.0155816,0.08445565,0.02132037,10816235,155.638701,0.274465306812754,0.03083327,0.2774469,0.07214581,35532624,789.9966195,0.264170762334662,0.0985877,0.4949625,0.1512915,63389847,2208.8559,0.308303393784928,0.2088937,0.0398278,0.01211659,5100746,71.026238921,0.346716398766766,0.01809754,0.08745993,0.02154217,11200993,157.8082434435,0.27378680537207,0.03112995,0.1548791,0.03728557,19835366,327.8464241745,0.252510581678316,0.05209413,1483.59,1483.59,1221.089,1221.77701537426,115.1781,128070000,0.03254,0.04904,0.05885,0.06816,0.07747,0.08726,0.1011,0.1205,0.1482,0.2568,7687.27516842718,9674.02659517877,11297.5279525027,12868.9004155636,14661.3241844911,16543.4253336775,19490.0979557802,23321.4388279423,30742.8424024338,5589.61189644008,8705.7727959879,10468.379539666,12117.443065838,13765.9638810649,15520.9559770672,17964.8289838925,21412.2693282455,26296.3412041524,46189.2333276455,0.3210032,0.324212098425642,NA,NA,0.1761373,0.192265999129082,1.25237856110625,3.99918589212201,2.09686669604877,0.176269860892958,0.183594981762373,0.206006471676867,0.248858297724198,0.0861929889552777,0.174912633221636,0.413256819840983,0.933886838166735,0.183594981762373,0.192265999129082,0.192265999129082,0.192265999129082,0.192265999129082,0.705490322717751,2010,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,68,NA,FALSE,"JPN:2010:N:i"
"AllCols3102","JPN",2013,0.007278879,0.001644345,927657,1.1403532575,0.747490238653766,0.002114827,0.009434035,0.004431179,1202321,5.175617072,0.599699563147832,0.006475319,0.01209406,0.006866019,1541327,13.7835331425,0.592292126318985,0.01195168,0.02673252,0.01218193,3406926,44.4640445,0.576811322971396,0.02261331,0.0470474,0.01910044,5995956,104.574909,0.466035920690861,0.03571189,0.102311,0.03221405,13039025,235.162565,0.345178692946172,0.05594172,0.3021711,0.08620837,38510196,943.9816515,0.294402898412074,0.1320473,0.5291681,0.1685592,67439829,2460.96432,0.323617804692008,0.2500063,0.05224387,0.02029647,6658220,115.716264411,0.435049146821466,0.03770524,0.09103668,0.03062853,11602170,218.3339446785,0.362439333367007,0.05360941,0.1648884,0.04682232,21014202,400.422139524,0.295078379229568,0.07669734,1424.631,1424.631,1187.935,1182.20874134947,115.1781,127445000,0.02904,0.04839,0.05955,0.06883,0.07759,0.08797,0.09947,0.1178,0.1473,0.2641,7250.77293975929,9321.31306888075,10915.955835134,12488.672178696,14186.5048961937,15969.2393004704,18207.894678536,21950.5010352546,29321.4649681071,4693.99904367776,8240.39858747271,10157.8184937592,11739.8668303332,13245.5784081591,15017.1697700239,16971.9917212439,20096.541269274,25089.8271175541,45702.5287585021,0.3285473,0.332890005493376,NA,NA,0.1980948,0.214838715481187,1.31208141692896,4.04390886485001,2.06685615538569,0.190682315621999,0.195748234331127,0.218727259500456,0.26470921206809,0.093068673717814,0.193328466683869,0.450651753428949,0.937992843590256,0.195748234331127,0.214838715481187,0.214838715481187,0.214838715481187,0.214838715481187,0.727611451350362,2013,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,71,NA,FALSE,"JPN:2013:N:i"
"AllCols3121","KAZ",1993,0.1256616,0.02662946,2052107,18.46753051,0.211441657759517,0.03348086,0.3699338,0.1152599,6041174,134.6235632,0.311541507377122,0.1591276,0.7301255,0.30483,11923255,611.946225,0.417078463101928,0.4645632,0.9419935,0.5579029,15383149,2036.345585,0.592455896785762,0.9786376,0.9856189,0.6948851,16095570,3804.4959225,0.705043716639894,1.382389,0.998489,0.7694398,16305744,5616.91054,0.770556679336447,1.670538,0.99999,0.99998,16330256,10949.781,0.8465004954136,2.080059,0.99999,0.99998,16330256,14599.708,0.8848753715602,2.353082,0.07014527,0.01091756,1145502,6.196534117,0.153911287533948,0.01332563,0.1331264,0.02895525,2174010,20.54548719,0.216167104851076,0.03655207,0.20244,0.05202488,3305930,44.3015264396,0.256332524559525,0.06789322,140.2812,140.2812,118.2727,118.271202032359,79.2217,16330419,0.03066,0.0442,0.05603,0.06718,0.07845,0.09065,0.105,0.1239,0.1545,0.2494,636.700922263465,846.725397074647,1037.65262923532,1224.1845036698,1419.25442438831,1638.26526104145,1908.56633678966,2291.69910138053,3008.78973425082,513.51573249204,743.98232909574,943.066494849988,1130.8344217667,1320.46333086403,1525.82122243617,1767.34637130592,2086.07499211285,2600.90114444778,4201.73796062878,0.3266573,0.32702131248143,0.2854004,NA,0.1787839,0.174624339186109,1.26125330172653,4.72559349145373,2.11997911195352,0.171555469562107,0.175414019726159,0.186761939862474,0.207241624059343,0.0839382798350111,0.160227568883199,0.22885254885225,0.289904593890243,0.175414019726159,0.174624339186109,0.174624339186109,0.174624339186109,0.174624339186109,0.643803734160253,1993,0,0,"N","income",TRUE,TRUE,TRUE,TRUE,9611,714,NA,FALSE,"KAZ:1993:N:i"
"AllCols3204","KGZ",1998,0.2724113,0.102635,1299129,71.1773725,0.377875359035765,0.159849,0.4942734,0.2205238,2357190,257.5717984,0.445844571014063,0.3593761,0.7526622,0.3960325,3589446,795.03524375,0.526848357190323,0.699456,0.922193,0.605338,4397938,2209.4837,0.656691234132261,1.208987,0.967695,0.7204973,4614937,3944.7227175,0.74440623032134,1.593721,0.9839177,0.7843236,4692304,5725.56228,0.797158502547559,1.874226,0.99339,0.8527796,4737477,9337.93662,0.858872976020872,2.275225,0.9969357,0.8884975,4754386,12972.0635,0.891211009981085,2.561515,0.1496389,0.05213428,713628,24.5664547502,0.350725696861374,0.08057513,0.2129354,0.07748992,1015489,45.6500867712,0.366041756602762,0.1201502,0.2791173,0.1059433,1331110,74.9024428165,0.380250813687775,0.1651608,139.1946,139.1946,98.17603,98.1710054781331,16.29628,4769000,0.0147,0.02859,0.03914,0.04988,0.06314,0.07857,0.09526,0.1199,0.1581,0.3527,385.09372204417,569.624918573205,741.417025098493,939.199796579429,1178.0520657376,1438.69927995596,1764.46768576598,2265.08487551623,3153.93101798139,242.900623192224,476.388596810407,652.335561395689,831.828619359511,1052.97677698963,1310.72990499229,1589.15313300885,1999.42063120252,2635.83401148964,5911.78414155924,0.4637198,0.464975854332831,NA,NA,0.3962186,0.380430679169677,2.68296308854365,8.19003488615593,2.67724246636473,0.362423172047886,0.390401942278136,0.480240415302675,0.693690025466051,0.173002176296615,0.31643305223778,0.448530855984812,0.589558079155555,0.390401942278136,0.380430679169677,0.380430679169677,0.380430679169677,0.380430679169677,1.17787098229479,1998,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,675,NA,FALSE,"KGZ:1998:N:i"
"AllCols3290","KOR",2006,0.002494423,0.00158944,120826,1.10227664,0.714988076428657,0.002529087,0.004922011,0.002721027,238414,3.178159536,0.728740623791338,0.004746768,0.01246321,0.005151303,603697,10.3412407725,0.512338003329925,0.009192834,0.04960971,0.01589288,2403010,58.009012,0.347757074478746,0.02545668,0.1224823,0.03779809,5932833,206.94454275,0.320188634366097,0.05755554,0.2274422,0.07125981,11016912,520.196613,0.31727645912303,0.1062282,0.4774342,0.1647302,23126097,1803.79569,0.346634602756775,0.2453769,0.6874821,0.2710058,33300459,3956.68468,0.394581763518915,0.4136236,0.07747829,0.02469105,3752916,111.210958305,0.338423421600966,0.03845358,0.129918,0.04023399,6293006,226.5958199805,0.319104674235596,0.06109385,0.1923299,0.06020729,9316132,406.7694823335,0.319408506277407,0.09009868,1078.694,1078.694,938.3922,935.698562182874,903.294,48438292,0.0268,0.04628,0.05902,0.07042,0.08142,0.09308,0.107,0.1243,0.1516,0.24,5000.27133698299,6874.18647667191,8384.92308147725,9802.38704095963,11228.3827461945,12888.0805763835,14833.1137532619,17462.1335645855,22283.8060308994,3365.09687515716,5974.63871295784,7622.54610208375,9099.85530595333,10521.7793870921,12029.2367601035,13834.0096535537,16045.0983487686,19552.8626416678,31398.1562126622,0.3170298,0.319825672986014,NA,NA,0.1827651,0.193825181660866,1.20474219812819,4.45651936247618,1.98459622677645,0.171129491884792,0.168877688281222,0.17748818066789,0.197353096617495,0.0837344145053491,0.17619809263776,0.38489493620467,0.894192145982208,0.168877688281222,0.193825181660866,0.193825181660866,0.193825181660866,0.193825181660866,0.628256470905784,2006,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,94,NA,FALSE,"KOR:2006:N:i"
"AllCols3292","KOR",2008,0.002427591,0.001553155,119085,1.0771129925,0.714073751345139,0.002478754,0.004755379,0.002662267,233274,3.109527856,0.727746998275425,0.004655234,0.01244208,0.005263444,610343,10.56636383,0.514017043995227,0.009278113,0.04743101,0.01480687,2326714,54.0450755,0.356222960758839,0.02414545,0.1149907,0.03629544,5640835,198.717534,0.324182097921477,0.05529646,0.2174757,0.06811418,10668207,497.233514,0.316433438540721,0.1016779,0.4649608,0.1583196,22808516,1733.59962,0.34336193630692,0.2357226,0.669892,0.2627633,32861356,3836.34418,0.392899263284571,0.4000327,0.07996167,0.02443565,3922496,112.2903642275,0.323311575819197,0.03818226,0.1299849,0.04034729,6376371,231.799215779,0.317915994517577,0.06119157,0.1898261,0.06017571,9311864,414.9024940935,0.323099189921773,0.09008275,1114.749,1114.749,957.4702,952.690960335891,903.294,49054708,0.02643,0.04579,0.05815,0.06966,0.08039,0.09177,0.1059,0.1245,0.1529,0.2445,5034.49907993519,7044.89007240209,8575.44205141272,10047.3847654157,11432.2915240307,13119.2630728877,15262.3854149411,18139.9252938581,23237.4243791125,3427.6212839666,6102.99628080327,7761.60879877607,9302.48694899717,10736.5865545419,12257.6597088005,14145.3296851634,16609.869269717,20380.7684881328,33044.9529811013,0.3232483,0.326061884274716,NA,NA,0.1889987,0.200031958894187,1.24253841704381,4.61563782417291,2.03261300066285,0.177475016869756,0.176056021290526,0.186285462000212,0.20902378062188,0.0867689220840707,0.181295412233414,0.391720376591022,0.897361196499914,0.176056021290526,0.200031958894187,0.200031958894187,0.200031958894187,0.200031958894187,0.646565975940399,2008,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,91,NA,FALSE,"KOR:2008:N:i"
"AllCols3294","KOR",2010,0.004958997,0.001954189,245739,1.3552300715,0.756268130578101,0.003428685,0.007479055,0.003341025,370618,3.9023172,0.675761032496434,0.006185658,0.01490034,0.00646276,738373,12.9739907,0.510850218058644,0.01184998,0.04746711,0.01688807,2352190,61.6414555,0.392027464651748,0.02869694,0.1074446,0.03598369,5324322,197.01070275,0.342252061001914,0.05792593,0.2021537,0.06510815,10017547,475.289495,0.325129594178042,0.1011427,0.4549845,0.1525291,22546353,1670.193645,0.336990534178103,0.2304036,0.6573319,0.2545246,32573499,3716.05916,0.387976231528801,0.3902589,0.07746483,0.02642242,3838701,123.541988073,0.351724554316918,0.04348532,0.1249471,0.04101221,6191643,239.6610009665,0.335738067157594,0.06545917,0.1848632,0.05984652,9160732,419.622851958,0.328329423017193,0.09336493,1130.171,1130.171,974.0618,970.094510902863,903.294,49554112,0.02602,0.04666,0.05906,0.06976,0.08031,0.09259,0.1066,0.1245,0.1527,0.2418,5256.78946015908,7245.77262001621,8745.45576318811,10114.3861234806,11641.1341308344,13421.6627996181,15471.5699602636,18422.2871741804,23585.3138920171,3433.77925072918,6312.63608400369,7994.51034462962,9447.5082106376,10873.0239309727,12535.0143878253,14423.9055390227,16845.8873141174,20633.8358974038,33120.4190406581,0.3202122,0.322738940278983,NA,NA,0.1896782,0.200266501495665,1.21818046507047,4.48663848357803,2.0260323115379,0.175879100850396,0.173705517708368,0.183369582214784,0.205480359102766,0.0860062092929518,0.181487410820467,0.40202441601546,0.906966238709355,0.173705517708368,0.200266501495665,0.200266501495665,0.200266501495665,0.200266501495665,0.641062179671778,2010,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,89,NA,FALSE,"KOR:2010:N:i"
"AllCols3296","KOR",2012,0.002492806,0.001125408,125138,0.780470448,0.73921887556046,0.001496928,0.004969561,0.002433469,249471,2.842291792,0.752086363136698,0.003693467,0.01238095,0.005200643,621522,10.4402908225,0.540779347086551,0.008468427,0.03992692,0.01388309,2004326,50.6732785,0.373203757384935,0.0222552,0.09742497,0.03166193,4890719,173.34906675,0.341186619041363,0.04876405,0.1799521,0.05792252,9033569,422.834396,0.326685232981836,0.08750436,0.4074866,0.1347346,20455767,1475.34387,0.333479557859691,0.2012858,0.6124633,0.2292501,30745568,3347.05146,0.375410235866858,0.3473945,0.07990562,0.02634727,4011250,131.8456911705,0.343660660683665,0.04084883,0.1299869,0.0416499,6525323,260.413917255,0.330596417124527,0.06358586,0.1899736,0.06136769,9536647,460.527692836,0.329319707264923,0.09259624,1193.073,1193.073,1042.258,1038.75305129325,903.294,50199853,0.02626,0.04659,0.05953,0.07059,0.0815,0.09381,0.1075,0.1245,0.1522,0.2376,5537.29273039884,7729.83580963605,9297.34004452194,10848.6494759578,12465.036615519,14305.2589214812,16436.6022891576,19297.051754853,24627.1090537726,3636.55873695622,6651.10153500339,8508.95459883527,10090.623049832,11648.3592548212,13413.7104399994,15354.3427380299,17776.1060643931,21727.0036848691,34361.9998972604,0.3155805,0.318394962839958,NA,NA,0.1828321,0.195389849917572,1.18952182246279,4.44749993414178,1.97569488268584,0.170847496686833,0.168082337407916,0.176735687506982,0.197351967458411,0.0835994441481566,0.177486061447302,0.399086837054548,0.908293420271537,0.168082337407916,0.195389849917572,0.195389849917572,0.195389849917572,0.195389849917572,0.628254673613196,2012,0,1,"N","income",TRUE,TRUE,TRUE,TRUE,0,85,NA,FALSE,"KOR:2012:N:i"
